"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
	OTH NONTRANSACTION SAVINGS DEPOSITS	TOT TRANSACTION ACCTS-US GOVERNMENT	TOT TRANSACT ACCTS-STS&POL SUB IN US	TOTAL DEMAND DEPOSITS	TOT TRANS ACCTS-BKS IN FGN COUNTRIES	TOTAL TRANSACTIONS ACCOUNTS	TOT TRANS ACCTS-FGN GOVTS&OFFCL INST	NONTRANS DPS OF BKS IN FGN COUNTRIES	TOTAL BROKERED DEPOSITS	TOT NONTRANS ACCTS-FGN GOVTS&OFFCL I	TOTAL NONTRANSACTION ACCOUNTS	TOT NONTRANSACTION ACCTS-US GOVT	TOT NONTRANSACTION ACCTS-STS&POL SUB	PREFERRED DEPOSITS	TIME DEPOSITS LT 100000	AMT OUTSTDG IN MONEY MARKET DEP ACCT	IRA AND KEOGH PLAN ACCOUNTS	TRANSACTION ACCTS: IPC DEPOSITS	NONTRANSACTION ACCTS: IPC DEPOSITS	TRANSACTION ACCT: CB'S & DI'S IN U.S	NONTRANSACT ACCT: CB'S & DI'S IN U.S	IRA KEOGH IN MEM ITEM 2.C	SELECTED COMPONENTS OF TOTAL DEPOSIT	SELECTED COMPONENTS OF TOTAL DEPOSIT	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS OF 250000 OR LESS WITH	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS EQ 100K LE 250K	TIME DEPOSITS GT 250K	Total reciprocal deposit	BRKRD DEP GT 250000 MAT LE 1 YR	TIME DEP GT 250000 MAT LE 1 YRDEP	EST DEP LISTING SERVICE NOT BROKERED	OFFR CONSUM DEP ACT INDIV HSHLD FMLY	NONINTR TRN ACCTS INDIV HSHLD FMLY	INTR TRN ACCTS INDIV HSHLD FMLY	MMDA DEPS PRIMRLY INDIV HSHLD FAMLY	OTHR MMDA INDIV PRTNRS CORPS	OTHR SVGS DEPS IND HSHLD FAMILY USE	OTHR SVGS DEPS IND PRTNRS AND CORPS	
269049	40035	0	48066	121937	0	216147	0	0	28960	0	252090	0	11046		55979	130082		168081	241044	0	0	1507	28960	13076	7857	35055	25483	7815	42639	0	2438	3323	0	20231	5762	0	0	2438	0								
269058	20663	0	9167	45591	0	88609	0	0	0	0	85270	0	4545		9918	49930	7258	79442	80725	0	0	2649	0	0	1571	4912	4726	2019	6483	0	1190	260	0	3310	1450	0	0	1188	0	true							
269571	11797	0	0	11561	0	11561	0	0	0	0	67873	0	259		25757	0		11561	67614	0	0	21319	0	0	2965	9464	9775	24974	12429	282	928	260	7427	21421	8897	0	0	1210	0								
269759	11388	0	826	17309	0	21052	0	0	0	0	29785	0	1328		4427	10809		20226	28457	0	0	119	0	0	1193	4474	818	0	5667	0	1103	0	0	2058	1103	0	0	1103	0								
270148	26917	2	13805	53211	0	78804	0	0	0	0	66560	0	7784		12010	21429		64997	58776	0	0	148	0	0	3816	8748	4314	844	12564	0	492	0	0	5712	492	0	0	492	0								
270353	10139	0	911	17518	0	26430	0	0	0	0	31605	0	1296		5252	11576		25519	30309	0	0	0	0	0	2856	3676	2621	436	3077	0	0	301	0	4337	301	0	0	0	0								
270504	464687	0	49591	102346	0	109058	0	0	1876	0	697934	0	38788		51192	123554		58473	658898	994	248	11035	1876	1627	24918	32742	22900	12680	55811	3013	7614	5020	807	42047	16454	73106	0	10627	0								
270531	7244	0	0	51724	0	75399	0	0	0	0	79599	0	0		12370	15776		75399	64087	0	15512	829	0	0	6715	12622	15724	8082	19337	2855	5663	3667	1251	30774	13436	0	0	8518	0								
270652	9368	0	4811	16397	0	28652	0	0	0	0	51990	0	4778		16276	5033		23841	47112	0	100	5229	0	0	7642	13832	8296	3703	19618	605	1047	1203	1261	17197	4116	0	0	1652	0								
271136	23845	0	271	35288	0	49989	0	0	0	0	30379	0	12		2833	1507		49718	30367	0	0	118	0	0	1302	1796	620	788	2958	0	521	0	0	1672	521	0	0	521	0								
271275	133654	0	7690	123319	0	152359	0	0	0	0	221325	0	5408		22619	37830	7345	144669	215917	0	0	1615	0	0	12169	18217	3830	1057	30385	2513	10766	1290	0	12654	14569	0	0	13279	0	true							
271341	22360	0	115	33311	0	54270	0	0	0	0	42785	0	0		7634	9144		54155	42785	0	0	1851	0	0	1099	3601	2945	3122	4700	0	0	0	512	3134	512	0	0	0	0								
271529	384174	0	20250	23700	0	69831	0	0	0	0	467011	0	92		5953	72170		49581	466919	0	0	0	0	0	2048	3933	2337	1532	5981	0	0	252	564	3897	816	0	0	0	0								
272030	6163	0	9615	30384	0	38090	0	0	14358	0	68765	0	6418		24547	18584		28475	62347	0	0	1602	14358	0	3196	13362	18094	234	16558	1064	7776	292	0	10339	9132	0	0	8840	0								
272058	2112	0	263	8261	0	8261	0	0	7076	0	34490	0	1786		9904	9590		7998	25628	0	7076	797	5076	494	2874	8755	3984	4095	11629	825	1255	1000	0	9804	3080	0	1000	2079	0								
272151	3458	0	2213	10486	0	18589	0	0	0	0	15445	71	237		4041	3372		16376	15137	0	0	103	0	0	1820	4909	706	0	6729	0	1180	0	0	3394	1180	0	0	1180	0								
272272	1077738	0	92716	370893	0	457390	0	0	30063	0	1912512	0	165751		229685	241933		359706	1744747	4968	2014	33441	30063	30063	129511	213837	74099	50632	343348	28389	43314	21432	31627	238394	124762	269910	0	71703	0								
272302	572653	0	7571	217712	0	471673	0	0	7734	0	2686038	0	79764		462085	712536	209070	464102	2606274	0	0	121151	7734	7734	235145	398388	278606	43625	533533	105990	175801	142876	20417	493679	445084	0	0	281791	0	true	113901	203571	547980	164556	554005	18648	
273336	66271	0	0	238999	0	313829	0	0	0	0	2091040	0	694		4995	2001720	4923	313829	2090346	0	0	338	0	0	3049	6192	909	164	9241	5365	5949	0	1419	5320	12733	0	0	11314	250	true	4194	27532	630867	1347027	66266	0	
273550	60168	0	25268	97813	0	200304	0	0	0	0	216247	0	27231		24315	109600		175036	189016	0	0	2500	0	0	9430	13830	10071	4105	23260	2128	4251	2664	0	13121	9043	0	0	6379	0								
273653	20385	0	1011	18273	0	28117	0	0	0	0	38945	0	216		8970	0		27106	38729	0	0	0	0	0	2179	7983	5676	642	10142	262	892	924	0	7510	2078	0	0	1154	0								
273662	391504	0	43753	73729	0	95381	0	0	0	0	1663536	0	268782		29953	380371		51628	1394754	0	0	2100	0	0	19587	39130	8540	1030	47892	591804	226352	3689	1529	38333	823374	0	0	725707	0								
273840	31737	2	12898	87932	0	122997	0	0	0	0	104409	0	23237		22884	14205		110097	81172	0	0	2390	0	0	8474	21329	8208	238	29802	17331	2125	762	0	15365	20218	12335	0	19456	0								
273859	4459	0	294	10174	0	10174	0	0	0	0	9368	0	1959		2712	0		9880	7409	0	0	0	0	0	1376	2031	300	0	3407	365	837	0	0	995	1202	0	0	1202	0								
274025	0	0	2745	8149	0	18038	0	0	0	0	3668	0	1566		1240	0		15293	2102	0	0	0	0	0	455	1375	534	34	1830	0	0	1270	0	1158	1270	0	0	0	0								
274052	7583	0	3163	13370	0	17888	0	0	0	0	25490	0	5717		6710	2926		14725	19773	0	0	1063	0	0	1022	2069	2490	4238	3091	2900	2000	262	0	3109	5162	0	0	4900	0								
274548	28574	0	18413	105989	0	105989	0	0	2332	0	108967	0	16884		19635	41733		87576	91835	0	248	674	2332	0	4714	14386	9586	747	19070	1356	6334	1537	0	9798	9227	7248	0	7690	0								
274829	97166	0	41320	124736	0	244318	0	0	0	0	203718	0	2872		52544	13832	17902	202998	200846	0	0	4793	0	0	18526	39686	15767	4601	58211	1286	8191	1987	2677	26036	14141	0	0	9477	0	true							
274856	41880	0	1189	11114	0	36991	0	0	2747	0	76893	0	15645		17269	0		35802	61248	0	0	1233	2747	2747	3690	12726	8654	1972	16416	375	3964	2914	718	9773	7971	2747	0	4339	0								
275255	21355	2	5382	32915	0	53268	0	0	22753	0	152273	0	17473		22453	35288	8887	47884	123012	0	11788	238	22753	1921	7685	30510	36214	6985	38195	5726	7265	0	1245	58941	14236	4885	0	12991	10070	false							
275358	130150	841	108612	247532	0	616406	0	0	1000	0	423119	577	54859		83788	105447		506953	367683	0	0	5152	1000	1000	41787	68895	28150	2596	110682	13300	27387	5407	0	57641	46094	21662	0	40687	494								
275479	26936	0	0	19419	0	26631	0	0	7278	0	122201	0	0		10519	44707		26631	120956	0	1245	3841	7278	1378	7265	11752	2148	673	19017	5451	16982	6286	0	11320	28719	0	0	22433	1991								
275657	7563	101	15699	15406	0	43327	0	0	0	0	19284	0	4531		5487	0		27497	14753	30	0	0	0	0	2171	4047	1494	0	6218	680	3329	0	0	2225	4009	0	0	4009	0								
276074	0	0	109	33132	0	119401	0	0	6496	0	48548	0	12152		17727	0		119292	33466	0	2930	694	3816	3816	9274	17858	4656	1861	27132	10564	1405	2930	0	15922	14899	0	0	11969	0								
276159	12615	0	15863	47168	0	70010	0	0	0	0	66287	0	9370		13810	26087		54147	56917	0	0	886	0	0	4513	9300	5213	1527	13813	3848	1909	1008	267	6743	7032	0	0	5757	0								
276551	21950	0	8895	46656	0	60277	0	0	0	0	63332	0	12395		8526	28744	3546	51382	50937	0	0	937	0	0	3022	7337	1105	0	10359	0	1174	0	0	2938	1173	0	0	1174	0	false							
276579	6316506	36	980516	40865804	0	48834300	0	0	739599	0	25018956	0	679934		1128410	16493614	465078	47503310	24331341	350438	7681	84119	539697	536480	537240	795866	200080	68452	1329539	220237	313984	60846	12131	473229	607198	0	199902	533887	0	true	5696575	5651932	8825576	7039374	5364798	944503	
276645	71096	0	10821	84190	0	93125	0	0	6691	0	118223	0	22906		10906	4941		82304	95317	0	0	273	0	0	2834	10069	7041	3577	12903	998	10057	5242	2368	12615	18665	0	4246	11055	4968								
276654	24200	0	1487	43097	0	43355	0	0	0	0	37575	0	1744		5042	6721	506	41867	35831	1	0	0	0	0	1383	2910	1637	466	4293	0	0	258	0	1354	258	0	0	0	0	true							
276850	113553	10	94569	712791	0	712791	0	0	11354	0	435609	0	37856		93928	93176		614313	395988	3899	1765	2646	704	492	35882	55702	79938	8671	91584	10519	15370	21970	828	86265	48687	234786	3168	25889	0								
276953	20138	0	138	13777	0	13777	0	0	0	0	39839	0	2792		6080	0		13639	37047	0	0	415	0	0	4126	11269	934	0	15395	1590	1782	0	0	10249	3372	0	0	3372	0								
277240	32597	0	29	65025	0	74608	0	0	10	0	291277	0	17166		46651	70247		74358	274111	221	0	4767	10	10	43782	57908	10714	225	101690	19244	48812	7748	0	65977	75804	0	0	68056	0								
277277	5332	0	0	58443	0	58443	0	0	19053	0	129720	0	0		14212	47513	3202	58443	110667	0	19053	1233	17053	7397	9451	23118	21428	17827	32569	775	1340	1500	1436	57612	5051	0	0	2115	18774	true							
277679	632	0	0	0	0	0	0	0	0	0	5947	0	1052		2852	1364	0	0	4895	0	0	0	0	0	843	2502	543	63	3345	0	0	0	0	1099	0	0	0	0	0	true							
277736	18924	0	11640	53018	0	76029	0	0	0	0	86108	0	3781		20193	14956		64389	82327	0	0	3551	0	0	11263	21160	10488	1	32423	2231	6020	1065	0	22719	9316	0	0	8251	0								
277820	98482	1231	38199	297183	0	297183	0	0	0	0	256067	0	3304		30506	78452		257753	252763	0	0	870	0	0	17970	30806	3203	1042	48776	14038	10383	728	963	22515	26112	0	0	24421	0								
278256	11978	0	14884	21797	0	47094	0	0	3000	0	79106	0	8861		8839	24319		32055	59192	155	11053	1948	0	0	5697	13856	11139	1007	19553	541	7569	0	3000	22860	11110	905	0	8110	15886								
278555	355521	0	3269	1099445	0	1192362	0	0	926650	0	548149	0	22438		38486	118808		1188995	525711	98	0	3124	926650	2950	9783	34418	12830	5057	44131	881	9626	1224	0	23603	11731	1118	0	10507	0								
278733	9702	0	11404	16135	0	41272	0	0	2979	0	67830	0	1862		13476	15671		29868	65968	0	0	1774	0	0	4935	14178	5715	874	19113	3818	8408	3480	1049	12226	16755	0	2979	12226	1245								
278751	2216	0	8735	8534	0	15206	0	0	0	0	15606	0	9159		881	7133		6471	6447	0	0	136	0	0	1648	3176	132	0	4824	1300	0	0	0	4076	1300	6238	0	1300	0								
278818	1524115	2	36069	83913	0	188365	0	0	25000	0	2369456	0	317065		105641	529773	47102	151052	2049708	1242	2683	14262	25000	12500	62489	77061	54524	27863	139058	28766	45139	14183	5544	116296	93632	129482	0	65638	0	true	37763	16630	228910	232850	744966	578080	
278872	24349	1	0	8873	0	40575	0	0	0	0	95571	0	0		23117	29130		40574	95571	0	0	4434	0	0	7739	18341	7382	5204	26080	781	972	917	756	15549	3426	0	0	1753	746								
279105	866968	0	6472	119278	0	173374	0	0	0	0	1431474	0	39637		162083	236359	80324	166902	1391837	0	0	29778	0	0	34414	90177	92097	31878	124591	12440	23052	36228	7861	86483	79581	0	0	35492	0	true	71370	41022	142046	58586	644425	216770	
279842	68206	10	7626	90288	0	173081	0	0	56909	0	497335	0	55804		91119	169009		165445	441531	0	0	20079	28088	10054	29545	77475	59515	18830	106774	16414	29569	22672	6100	94246	74755	0	17500	28483	0								
279954	329998	0	7084	151027	0	155444	0	0	32153	0	653296	6058	45447		51189	195801	37511	148360	595317	0	6474	21165	32153	16153	19534	25585	31307	35193	45119	2687	6126	1725	5340	60430	15878	2740	0	8813	6225	true							
280110	6654792	1030	1594663	14724854	0	16630468	0	2744	1037303	0	128371996	0	7139889		2780893	116490440	1425602	15006081	121130778	28694	98585	232488	919546	919546	1426871	2160332	637134	132893	3587144	351955	424235	80715	12629	1576337	869534	334584	117757	776190	33309	true	147637	1445787	50999105	58656390	6017147	343122	
280138	16929	0	3026	30619	0	60190	0	0	0	0	48230	0	1565		10628	11824		57164	46665	0	0	1859	0	0	3057	9618	4579	357	12675	0	1344	523	0	6983	1867	0	0	1344	0								
280352	14023	0	11320	37372	0	57198	0	0	496	0	25260	0	2409		5198	1591		45878	22851	0	0	317	496	248	4208	4010	1105	13	8218	0	311	0	0	4138	311	0	0	311	0								
280558	21080	0	366	31545	0	36041	0	0	0	0	49275	0	1136		2649	20049		35311	43790	364	4349	345	0	0	313	1215	3601	2716	1528	0	300	0	0	5195	300	0	0	300	4349								
282075	184407	0	225502	138077	0	477245	0	0	0	0	733903	0	20992		78811	414483	37155	251743	712419	0	492	9447	0	0	20767	41303	40818	10359	62070	2360	10559	7458	1389	34436	21766	88686	0	12919	0	true	15799	23436	0	414483	36787	147620	
282226	62057	0	89714	215159	0	246860	0	0	0	0	118839	0	3912		15092	16579		157146	114927	0	0	2770	0	0	11355	7962	2211	0	17097	4651	13702	322	0	6436	18675	0	0	18353	0								
282824	120870	0	3830	40190	0	80128	0	0	6116	0	199923	0	19548		37497	0		76298	180375	0	0	3199	0	0	11183	34558	19318	5307	45741	408	5832	2447	0	32869	8687	153	6116	6240	9638								
283157	15697	0	2930	12716	0	30999	0	0	0	0	23380	0	1665		4456	0		28069	21715	0	0	1980	0	0	3223	1789	738	647	5012	1036	0	0	250	1942	1286	0	0	1036	0								
283438	465481	6	66307	56480	0	162409	0	0	19648	0	584536	0	65223		24791	1147	7456	96096	519313	0	0	0	19335	19335	16357	44427	10541	5713	60784	7488	22909	7938	2535	52247	40870	0	0	30397	0	false							
283652	8678	0	0	129326	0	133830	0	0	11367	0	51288	0	657		1624	27652		133830	50631	0	0	1918	0	0	1020	1957	652	0	2977	305	1415	521	9089	2005	11330	2278	9089	1720	0								
283737	210787	0	17322	290430	0	495330	0	0	0	0	502223	0	5330		90314	100690		478008	496893	0	0	24665	0	0	20665	64252	62536	17695	84917	3646	10659	8226	3067	74834	25598	0	0	14305	0								
283867	15384	0	459	514418	0	536428	0	0	0	0	416620	0	49044		20799	152667	6711	535969	304283	0	63293	3290	0	0	35193	122236	16291	3525	157429	20656	35911	9789	4968	156446	71324	11688	0	56567	62573	true							
284154	6384	0	194	21982	0	22921	0	0	5782	4468	102622	0	1798		7496	43671		22727	84120	0	12236	477	3049	1138	5445	12796	13520	1508	18241	4938	4404	9956	0	25773	19298	0	0	9342	8000								
284239	21352	0	3431	40101	0	56612	0	0	5986	0	104598	0	1180		26959	24868		53181	103418	0	0	2126	5986	2551	9523	30339	10787	20	39862	3144	4258	307	0	23710	7709	0	0	7402	0								
284556	19062	0	13765	73370	0	95204	0	0	20017	0	222588	0	29882		24646	82943		81129	188686	310	4020	4033	20017	20017	23520	50786	15809	1808	74306	6104	16603	5435	518	67277	28660	27685	0	22707	3225								
284752	32937	0	12458	33239	0	67109	0	0	3000	0	49256	0	2374		10445	0		54651	45382	0	1500	1020	0	0	1858	6304	3407	1166	8162	409	2261	0	914	2290	3584	0	1500	2670	0								
284958	9653	0	493	7210	0	15550	0	0	0	0	21911	0	3080		5339	3895		15057	18831	0	0	1392	0	0	1773	4618	897	4	6391	0	1071	0	0	1953	1071	0	0	1071	0								
285151	24769	0	11731	93822	0	110303	0	0	0	0	53730	0	9949		5831	15569	2298	98450	43781	122	0	700	0	0	2139	5595	2700	0	7734	254	1582	1122	0	4603	2958	0	0	1836	0	false							
285348	55933	0	10540	59266	0	130498	0	0	0	0	119204	0	5115		26305	19551		119527	114089	431	0	1782	0	0	4106	19194	13880	754	23300	2032	1580	2174	0	11629	5786	0	0	3612	0								
285544	5836	0	2496	80141	0	131495	0	0	0	0	30573	0	786		1597	16295	688	128858	29546	141	241	273	0	0	1622	5085	457	103	6707	925	250	0	0	5670	1175	1815	0	1175	0	true							
285553	14827	0	1301	13803	0	18972	0	0	0	0	34154	0	7025		7605	6016	3451	17671	27129	0	0	1393	0	0	1596	6468	3534	124	8063	289	1000	300	0	4117	1589	0	0	1289	0	false							
285740	108314	0	56093	233111	0	423172	0	0	33779	0	232263	0	11811		19849	46121	6215	366085	193406	994	27046	3413	33779	24417	17888	30828	21198	2004	48029	1035	512	3652	711	52069	5910	49057	0	1039	29266	true							
285759	28092	248	5833	58614	0	78773	0	0	3533	0	114185	724	11762		21751	13595		72692	101403	0	296	2767	3533	1828	11225	24125	12179	1424	35115	3836	13283	6426	0	27201	23545	0	0	17119	0								
285777	6842	0	18	1165	0	4388	0	0	0	0	18596	0	381		6151	724		4370	18215	0	0	541	0	0	957	4345	4234	985	5296	260	250	0	0	4370	510	0	0	510	0								
285852	303830	0	11686	29099	0	52603	0	0	0	0	436436	0	127944		26888	69686		40912	308492	5	0	2654	0	0	11673	12586	10240	6155	24259	4701	16391	547	628	13766	22267	2500	0	21092	0								
285928	45383	0	15496	183542	0	183542	0	0	0	0	168645	0	7665		40801	44912		168046	160980	0	0	10249	0	0	21276	31850	15551	323	53126	3680	4024	1647	0	28199	9351	1452	0	7704	0								
286251	6741	0	2093	9970	0	14174	0	0	0	0	20261	0	4191		4695	0		12081	16070	0	0	0	0	0	1853	3067	1499	2645	4920	3924	532	0	0	4369	4456	0	0	4456	0								
286457	24854	0	0	109908	0	114236	0	0	10375	0	99672	0	10392		7646	37536		114236	86081	0	3199	710	0	0	3567	6794	6716	8174	10173	253	1402	0	10375	17605	12030	0	0	1655	12168								
286840	3249	0	162	9211	0	15597	0	0	4183	0	54861	0	1070		17977	0		15435	43412	0	10379	5805	4183	1196	9032	26522	8113	1460	35554	2108	3841	536	0	27150	6485	0	0	5949	0								
287007	108346	0	2541	15329	0	19515	0	0	0	0	128258	0	10041		5525	6637		16974	118217	0	0	674	0	0	1507	2801	1936	1867	4206	558	1324	1286	1996	2585	5164	0	0	1882	0								
287342	6377	0	1124	11948	0	18840	0	0	0	0	41199	0	1682		11524	12497	2880	17716	39517	0	0	2138	0	0	2474	7797	5819	3822	10271	1608	805	0	0	8388	2413	0	0	2413	0	true							
287856	8494	0	3487	9782	0	17990	0	0	0	0	11895	0	1		1330	0		14503	11894	0	0	0	0	0	1000	1154	167	0	2154	1080	0	0	0	991	1080	0	0	1080	0								
287922	23968	0	7801	13161	0	25747	0	0	0	0	30333	0	523		5016	0		17946	29810	0	0	132	0	0	608	1871	1775	1754	2479	357	0	0	0	992	357	0	0	357	0								
287959	19336	0	40065	36715	0	95915	0	0	0	0	58668	0	20419		7180	22858		55793	38249	57	0	1461	0	0	1732	5269	3414	337	5786	1559	3891	275	0	3571	5725	0	0	4916	0								
288152	2569	0	1224	6336	0	12398	0	0	0	0	9743	0	1022		2855	3156		11174	8721	0	0	0	0	0	847	758	1532	25	1605	0	318	538	0	307	856	0	0	318	0								
288358	23997	0	34628	48410	0	138134	0	0	0	0	133416	0	23447		10269	62315		103506	104051	0	5918	2479	0	0	19575	12475	4469	287	29170	5001	1949	3348	0	26536	10298	40789	0	6186	3679								
288376	31795	0	27250	84950	0	139958	0	0	14980	0	131996	0	33035		12833	55429	4024	112708	98961	0	0	110	0	0	3610	11494	4100	783	15087	5652	8343	10790	0	7154	24785	0	4997	13995	0	false							
288853	2587729	3	98372	2490925	0	3177855	0	0	92853	0	20398368	0	820244		626289	16510322	271542	3079480	19576124	0	2000	61443	7456	7456	521852	274771	134173	50235	751272	151042	88976	52603	26666	354743	319286	0	85397	236216	0	true	633847	659389	9437361	6313482	2375196	208692	
289056	36959	0	17309	22027	0	72830	0	0	0	0	97103	0	15344		20158	29169		55521	81759	0	0	3317	0	0	3337	10944	8528	5322	14281	0	1947	621	275	7973	2843	0	0	1947	0								
289225	13004	0	5849	7380	0	16911	0	0	0	0	26619	0	11384		3588	153		11062	15235	0	0	0	0	0	653	4176	335	445	4829	1857	718	2300	2978	2021	7853	0	0	2575	0								
289515	590466	20	109062	209966	0	257801	0	0	0	0	1183699	0	85029		44074	519035		145744	1097684	2975	986	3542	0	0	16344	31350	14700	3286	47694	3075	5443	0	0	21606	8518	191379	0	8518	0								
289702	891728	0	470	122712	0	169562	0	0	19	0	1185086	0	43411		51643	176370		169092	1140188	0	1487	5515	19	19	32681	35598	21480	5535	64647	6618	2985	10053	2038	43651	21694	47911	0	9603	0								
289739	53774	2	32044	75484	0	127730	0	0	0	0	110773	0	4758		22028	7705		95684	106015	0	0	5574	0	0	14880	20138	5701	1030	32157	1910	1539	3796	300	19721	7545	0	0	2689	0								
289757	31458	0	20038	37551	0	76581	0	0	7233	0	102427	0	2267		25069	20264		56543	98176	0	1984	0	2233	499	4608	13477	16036	4382	18085	1503	3590	2609	4500	13434	12202	0	1000	5093	0								
290052	232394	264	2720	119702	0	134115	0	0	9039	0	1430065	0	122760		59496	1096427	32363	130672	1305815	459	1490	9166	9039	8344	41308	30371	14997	3290	71548	3643	6607	528	500	30470	11278	61479	0	10250	0	true	28192	7843	519817	453196	220834	11550	
290249	741625	3	110471	128340	0	182767	0	0	0	0	919888	0	1581		24361	144147	12068	72293	918307	0	0	3413	0	0	10514	13144	5882	1635	19880	2388	254	0	300	6814	2942	0	0	1530	0	false							
290838	6249	0	1710	66293	0	66293	0	0	0	0	95137	0	329		2153	76289		64583	94808	0	0	0	0	0	630	1887	999	344	2517	2977	4597	565	600	1707	8739	0	0	7574	0								
290922	24870	0	10066	21165	0	47102	0	0	0	0	47067	0	58		14577	195		36953	47009	83	0	1096	0	0	2401	7149	6415	3738	9550	900	1400	0	0	5126	2300	0	0	2300	0								
291059	14312	0	2629	39504	0	50103	0	0	0	0	69875	0	4564		9130	16640		47474	65311	0	0	1642	0	0	7270	14910	3034	1320	22180	2150	8199	1439	601	17404	12389	0	0	10349	0								
291330	10720	0	14042	30289	0	69836	0	0	2280	0	29037	0	224		9021	474		55794	28813	0	0	789	0	0	2131	6136	3024	1782	8267	502	1988	0	2280	4052	4770	0	0	2490	0								
291376	3053	0	0	1140	0	3318	0	0	0	0	26104	0	974		7214	11198	3108	3318	25130	0	0	1245	0	0	997	3843	4361	1447	4840	0	301	544	360	3434	1205	0	0	301	0	true							
291611	115791	0	25336	77723	0	117834	0	0	0	0	233157	0	11058		27226	61998		92149	221794	349	305	0	0	0	9868	25223	10749	0	35091	3101	5910	517	0	18614	9528	0	0	9011	0								
291732	27538	0	999	16712	0	19340	0	0	0	0	58427	0	15277		4987	2631		18341	43150	0	0	0	0	0	2120	5095	8836	3388	7215	1266	2722	3052	1779	14452	8819	0	0	3988	0								
292234	40538	1	22987	82955	0	135660	0	0	0	0	69695	0	3003		15677	3729		112672	66692	0	0	1599	0	0	5018	8281	3022	2839	13298	300	1456	2252	2260	3483	6268	1501	0	1756	0								
292467	22930	0	1494	39876	0	58347	0	0	0	0	52976	0	577		8260	14112	3534	56853	52399	0	0	1458	0	0	3526	8122	3340	439	11647	0	255	253	0	7166	508	0	0	255	0	true							
292850	13154	1305	2690	17067	0	22294	0	0	0	0	29943	1616	6085		6877	3880		18299	22142	0	100	0	0	0	3292	5916	1257	85	9208	2092	268	0	0	3674	2360	0	0	2360	0								
292908	948655	0	11086	98553	0	163786	0	0	16520	0	1716560	0	284198		104841	545903	27836	152700	1432116	0	246	10774	16520	2407	62106	81815	25798	7201	143921	15137	18010	11637	297	72080	45082	0	0	33147	0	true	40308	21439	357538	188364	341847	330892	
293053	853264	0	25176	162956	0	172130	0	0	1000	0	1148889	0	15021		12869	240801		146954	1133868	0	0	3886	0	0	7875	13702	4379	0	21577	15526	11140	2202	0	13086	28869	0	0	26666	0								
293352	8698	0	333	19893	0	22527	0	0	3052	0	35180	0	8205		7061	12126		22194	26975	0	0	660	0	0	1359	5438	2836	895	6797	0	2270	1558	0	3466	3828	0	1494	2270	0								
293437	22236	0	7294	27662	0	42756	0	0	0	0	133258	0	23272		27883	10415		35462	109736	0	250	7855	0	0	19776	37946	5767	1037	56734	22127	11578	2377	0	36642	36082	0	0	33705	0								
293651	23735	0	7072	27222	0	56074	0	0	595	0	52536	2	3200		16070	0		49002	49334	0	0	0	595	350	4345	14264	2330	1530	18609	507	4575	1251	0	6398	6333	0	0	5082	0								
293754	11167	0	40	47241	0	76001	0	0	0	0	73136	0	1433		6865	44901		75961	71703	0	0	1902	0	0	3286	7933	1776	508	11219	1055	1436	1074	0	6638	3565	0	0	2491	0								
294023	156497	0	96903	173812	0	385545	0	0	0	0	314812	0	17524		81080	9089		288339	296615	303	673	12978	0	0	26198	62329	42040	7245	88050	2440	4240	3819	917	56731	11416	48534	0	6680	0								
294564	413718	4	7072	184496	0	203141	0	0	1	0	2224779	0	354871		88092	1357319	38830	196065	1868908	0	1000	15646	1	1	67455	139343	50796	2872	206797	51935	102436	38405	500	172374	193276	53772	0	154371	0	true	13951	12208	439342	917976	269398	144320	
294751	86507	4	394	116956	0	216718	0	0	0	0	172368	0	0		12401	62945	5550	215761	172368	559	0	3116	0	0	5021	7199	3223	1644	12220	3387	1139	792	512	4686	5830	0	0	4525	0	true							
294779	986050	0	66203	98062	0	168422	0	0	13094	0	1313822	0	25382		66205	184990	31870	102219	1288440	0	0	15251	0	0	23104	54562	30349	11373	77666	3590	10062	5682	4059	53183	23393	13094	13094	13652	0	true	21098	55780	157242	27748	546002	440048	
294827	43832	0	608	44692	0	52361	0	0	0	0	71624	0	1884		14551	0		51753	69740	0	0	901	0	0	9819	10189	1559	1127	20008	941	3143	1014	0	8143	5098	0	0	4084	0								
