"IDRSSD"	RCFD0071	RCFD0081	RCFD1773	RCFD2130	RCFD2143	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFDJA22	RCFDJJ34	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON1773	RCON2130	RCON2143	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	RCONJA22	RCONJJ34	
1669																																							12263	4547	83259	0	0	3822	0	18314	382192	324617	536	335153	0	4136	10000	0	47039	800	382192	0	0	49493	0	0	800	0	82182	242435	4	1231	0	234296	230160	-4054	0	0	0	0	47039	0	29827	
1856																																							11821	570	11098	0	98	422	1100	681	47776	38788	55	41343	0	279	2500	0	6433	500	47776	0	0	196	0	0	5732	0	4323	34465	4	1231	0	20803	20524	5	462	0	0	0	6433	0	1000	
2161																																							17023	5193	120464	0	0	14907	0	13674	361707	325296	6741	332037	0	2320	0	0	29670	1000	361707	0	0	14755	0	0	20349	0	102280	223016	1b	1231	0	192158	189838	-6434	608	0	0	0	29670	0	0	
2732																																							195098	19642	50719	0	1112	2890	0	6746	743570	633553	3976	637529	0	5005	0	0	106041	0	743570	0	0	101216	0	0	5789	0	195132	438421	2b	1231	0	472368	467363	-964	0	0	0	0	106041	0	0	
2750																																							2136	771	16404	0	0	292	0	2952	65258	57476	432	58023	0	509	115	0	7235	111	65258	0	0	170	0	0	7500	0	8114	49362	4	1231	0	43167	42658	-546	0	0	0	0	7235	45	0	
3252																																							2250	10026	169429	0	0	479	0	4414	292919	259392	137	264029	0	4066	3000	0	28890	200	292919	0	0	31502	0	0	300	0	55080	204312	9	1231	0	110387	106321	-3112	0	0	1500	0	28890	0	0	
3458																																							4368	1211	16699	0	0	2689	0	2560	75738	64159	216	70875	0	598	3500	0	4863	100	75738	0	0	4738	0	0	1101	0	9714	54445	5	1231	0	46576	45978	-1076	528	0	0	3000	4863	0	1705	
3720																																							58577	6936	89419	0	0	3922	455	12746	381552	340541	2394	342935	0	1780	0	0	38617	2400	381552	0	0	25143	0	0	18600	499	106459	234082	1b	1231	-4500	168581	166801	-3026	0	0	0	0	38617	0	42197	
3971																																							26667	4485	122651	1696	5722	6836	1171	30473	936305	745624	8186	844033	0	8497	90223	0	92272	2	936305	0	0	5938	0	0	93423	0	171389	574235	1b	1231	0	742056	733559	-7091	2098	0	0	0	92272	947	0	
4156																																							7561	7298	62181	0	1783	6700	0	8462	297582	261027	655	275844	0	2811	2500	0	21738	1200	297582	0	0	17429	0	0	6657	0	61971	199056	4	1231	0	170368	167557	-3548	35925	0	0	11662	21738	115	0	
4231																																							46864	1460	56883	0	0	896	0	5250	152324	134923	215	135138	0	862	0	0	17186	500	152324	0	0	6653	0	0	12100	0	40982	93941	2b	1231	0	41833	40971	-2067	0	0	0	0	17186	0	0	
5069																																							67217	855	8604	0	0	32308	0	7808	498852	286228	4835	291063	0	10450	0	0	207789	4500	498852	0	0	198460	0	0	4129	0	67629	218599	1b	1231	0	391563	381113	700	0	0	0	0	207789	947	0	
5135																																							139166	11349	89498	0	1042	7124	1011	13991	609295	496189	1969	521444	0	4586	23286	0	87851	651	609295	0	0	63437	0	0	24391	0	112408	383781	1b	1231	0	350700	346114	-628	0	0	0	0	87851	0	0	
5210																																							454232	23388	576360	2723	38726	32694	0	100318	2723933	2420816	14564	2473589	0	18963	8181	0	250344	4798	2723933	0	0	168110	0	0	108340	1123	634828	1785987	2a	1231	0	1484326	1465363	-30904	0	0	0	30028	250344	987	28019	
5461																																							25587	15118	367707	0	69	12823	0	17197	844405	782818	7054	789872	0	6825	0	0	54533	2059	844405	0	0	71557	0	0	4241	0	312888	469930	2b	1231	0	412729	405904	-23324	0	0	0	0	54533	0	0	
5751																																							10032	5788	87436	0	1090	2012	0	7966	263946	225466	1788	227254	0	2391	0	0	36692	600	263946	0	0	31034	0	0	8752	225	45898	179568	9	1231	0	145377	142986	-3694	0	0	0	0	36692	161	6250	
6039																																							24224	12084	34943	1253	0	6319	261	6534	405087	367929	1914	369843	0	4127	0	0	35244	469	405087	0	0	4593	0	0	30568	0	128974	238955	2b	1231	0	272596	268469	-386	51000	0	0	0	35244	0	0	
6329																																							235178	27314	149741	0	0	32859	1473	30553	1518734	1384541	8225	1392766	0	17760	0	0	125968	2600	1518734	0	0	93850	0	0	37400	3439	481891	902650	2b	1231	0	1055936	1038176	-7882	1	0	0	0	125968	0	0	
7009																																							267574	511	437174	0	0	1926	0	7733	1158172	1047835	6584	1054419	0	0	0	0	103753	500	1158172	0	0	107537	0	0	553	0	201069	846766	2a	1231	0	428890	428890	-4837	0	0	0	0	103753	14364	0	
7045																																							6966	4607	163709	0	0	1610	0	4433	277952	258811	881	259692	0	1161	0	0	18260	100	277952	0	0	21427	0	0	2325	0	39986	218826	1a	1231	0	97401	96240	-5592	0	0	0	0	18260	0	387	
7072																																							961	5227	38613	0	5242	12052	0	19308	381692	331342	5077	341058	0	3111	4639	0	40634	0	381692	0	0	38316	0	0	4060	8676	64841	266501	1a	1231	0	258749	255638	-1742	3137	0	0	0	40634	0	32838	
7456																																							12864	3489	35608	0	0	844	0	3939	129340	119923	230	120153	0	887	0	0	9187	400	129340	0	0	3574	0	0	6600	0	29580	90343	4	1231	0	73483	72596	-1387	0	0	0	0	9187	0	0	
7634																																							14988	948	12374	0	0	383	0	734	86036	76222	165	76387	0	1208	0	0	9649	200	86036	0	0	2181	0	0	8060	0	17348	58874	2b	1231	0	57817	56609	-792	0	0	0	0	9649	0	0	
8033																																							74027	3244	7542	0	0	5715	112	6150	382468	317356	5139	327631	0	1902	5136	0	54837	774	382468	0	0	47062	0	0	7226	0	99394	217962	2a	1231	0	274780	272878	-225	12800	0	0	0	54837	0	0	
8462																																							12018	9079	96516	0	0	322	0	639	183235	158979	106	159085	0	2008	0	0	24150	350	183235	0	0	26991	0	0	350	0	61598	97381	4	1231	0	57589	55581	-3541	9080	0	0	0	24150	0	0	
8631																																							6287	3632	19264	0	0	2815	0	3329	73096	66188	867	67055	0	397	0	0	6041	500	73096	0	0	5923	0	0	800	0	24580	41608	1a	1231	0	35975	35578	-1182	2191	0	0	0	6041	0	0	
9357																																							136330	3546	35008	1279	32371	866	0	5281	576170	461084	4319	465403	0	4961	0	0	110767	500	576170	0	0	54891	0	0	56160	0	212312	248772	1a	1231	0	364626	359665	-784	892	0	0	0	110767	932	0	
9553																																							5378	2417	48760	0	0	851	0	8810	236088	152508	1226	220415	0	1212	66681	0	15673	400	236088	0	0	16304	0	0	1700	0	37774	114734	4	1231	0	118257	117045	-2731	23515	0	0	0	15673	0	29312	
9807																																							531879	16152	568544	69	0	25076	3343	173743	2827170	2483805	11901	2526429	0	32001	0	0	300741	20000	2827170	0	0	170968	0	0	112272	0	188882	2294923	2a	1231	0	1539171	1507170	-2499	0	0	0	30723	300741	1194	0	
9955																																							15265	2181	75783	0	0	5698	0	3685	202170	158312	241	181279	0	1707	22726	0	20891	110	202170	0	0	20899	0	0	3023	0	47258	111054	4	1231	0	101265	99558	-3141	0	0	0	0	20891	0	0	
10250																																							7607	12013	267204	0	0	9151	0	5728	623077	589396	1302	590698	0	5223	0	0	32379	1500	623077	0	0	13657	0	0	34750	0	173535	415861	4	1231	0	316368	311145	-17528	10229	0	0	0	32379	0	0	
10849																																							34130	1633	66067	0	694	6022	618	3372	294187	266331	549	266880	0	2760	0	0	27307	16	294187	0	0	14066	0	0	15375	0	41941	224390	1b	1231	0	184411	181651	-2150	0	0	0	0	27307	0	0	
11145																																							41734	39360	123444	134	450	7423	289	15311	436258	375006	2677	399686	0	2971	22003	0	36572	1000	436258	0	0	17982	0	0	25000	416	108570	266436	1a	1231	0	210668	207697	-7410	0	0	0	0	36572	0	0	
11640																																							53252	13753	129659	0	0	3786	0	20871	419443	375563	2780	378343	0	2980	0	0	41100	650	419443	0	0	4070	0	0	42845	0	115199	260365	1a	1231	0	201102	198122	-6465	0	0	0	0	41100	0	0	
11837																																							10910	1386	62058	0	0	1096	0	1632	138802	124850	361	125211	0	1024	0	0	13591	314	138802	0	0	3675	0	0	11686	0	16313	108537	2b	1231	0	62744	61720	-2084	0	0	0	0	13591	0	0	
12030																																							95679	39159	56640	0	0	3250	1529	18279	544484	460794	5336	466130	0	11914	0	0	78354	300	544484	0	0	77954	0	0	300	0	182851	277943	1a	1231	0	330072	318158	-200	11155	0	0	0	78354	0	635	
12142																																							16204	9785	142896	0	0	4819	0	12186	328288	306090	5047	311137	0	1960	0	0	17151	1250	328288	0	0	9487	0	0	19650	0	107870	198220	4	1231	0	132246	130286	-13236	12050	0	0	0	17151	0	62	
12311	2888713	1390551	25150575	0	5960037	1475556	11322	6450572	176020595	2647240	157670642	412482	2017621	3020279	1041488	17937471	39999	176020595	460182	480316	2088573	1725641	780000	16312771	1070224	2a	0	114263700	112246079	-1283872	0	392462	18349953	1154	17189989	0	0	0			25150575							150088857					3020279					460182	480316						46944247	103144610		1231					0	0	0	392462		1154		
12647																																							16369	3593	0	0	496	3764	0	2936	199594	174380	118	179498	0	1073	5000	0	20096	250	199594	0	0	2790	0	0	17056	316	55521	118859	1a	1231	0	106424	105351	0	0	0	0	0	20096	0	66769	
12656																																							7043	1359	0	0	0	122	0	145	21791	19477	62	19539	0	182	0	0	2252	72	21791	0	0	1792	0	0	388	0	5948	13529	5	1231	0	10265	10083	0	0	0	0	0	2252	77	2962	
12946																																							37281	33565	674297	31	24124	50363	49	54259	2376803	2111998	17605	2175889	0	24973	46286	0	200914	1	2376803	0	0	147839	15631	0	84278	4261	482815	1629183	2a	1231	0	1503391	1478418	-31204	0	0	0	0	200914	4524	0	
13103																																							110333	28247	493893	1073	15919	19481	0	40708	3003458	2563369	51934	2624674	6828	20874	9371	0	371956	500	3003458	0	0	375630	0	0	34019	468	513829	2049540	2a	1031	0	2096221	2075347	-38193	0	0	0	0	378784	217989	0	
13251																																							15357	2168	9595	0	0	1448	50	1424	65490	58898	155	59053	0	622	0	0	6437	25	65490	0	0	4232	0	0	2475	0	12703	46195	4	1231	0	35823	35201	-295	247	0	0	0	6437	0	0	
13457																																							10396	405	7107	0	0	6	0	1201	28396	23966	209	24175	0	103	0	0	4221	50	28396	0	0	103	0	0	4143	0	6585	17381	5	1231	0	9384	9281	-75	0	0	0	0	4221	0	0	
14155																																							20646	11001	23832	0	0	6794	0	8010	308293	275375	1082	276957	0	3838	500	0	31336	176	308293	0	0	31783	0	0	160	421	148444	126932	6	1231	0	241427	237589	-783	0	0	0	0	31336	0	0	
14650																																							1470	1345	0	0	90	248	0	2177	50101	44021	550	44571	0	856	0	0	5530	200	50101	0	0	5030	0	0	300	0	13186	30835	4	1231	0	32981	32125	0	8824	0	0	0	5530	0	3822	
14753																																							5646	3049	10988	0	0	89	0	579	57912	52731	41	52772	0	530	0	0	5140	300	57912	0	0	3119	0	977	1277	0	19159	33572	5	1231	0	20209	19679	-533	16128	0	0	0	5140	73	1681	
14865																																							229050	22271	78089	0	1166	8318	0	21747	831581	767045	3359	770404	0	5411	0	0	61177	730	831581	0	0	44018	0	0	17909	0	212821	554224	2a	1231	0	475641	470230	-1480	0	0	0	0	61177	0	710	
14977																																							12710	539	0	0	0	1537	0	774	52980	42440	108	42548	0	602	0	0	10432	0	52980	0	0	10432	0	0	0	0	10738	31702	1b	1231	0	37108	36506	0	914	0	0	0	10432	0	0	
16551																																							42167	5615	103189	0	4869	9944	124	7651	428080	388625	540	389165	0	4211	0	0	38915	175	428080	0	0	23859	0	0	19825	245	107359	281266	2b	1231	0	237648	233437	-4944	0	0	0	0	38915	0	20839	
17110																																							31028	3007	0	0	0	2625	0	4661	189999	145016	10160	155176	0	279	0	0	34823	300	189999	0	0	27537	0	0	6986	0	0	145016	1b	1231	0	85070	84791	0	0	0	0	0	34823	63787	100	
17147																																							391683	148277	2159274	0	573432	122799	6271	556452	15449359	13060970	146839	13686466	0	195984	308960	0	1762893	10871	15449359	0	0	530672	1910	125	1303528	3938	2900252	10160718	2a	1231	0	9356241	9160257	-82303	0	0	0	169697	1762893	0	2325066	
17259																																							4355	1765	19311	0	0	1487	0	2661	64562	58086	1704	59790	0	160	0	0	4772	769	64562	0	0	4205	0	0	769	0	14986	43100	4	1231	0	33470	33310	-971	688	0	0	0	4772	0	985	
17950																																							4160	6503	419550	0	5369	8772	0	13339	750493	692134	2357	694491	0	5640	0	0	56002	725	750493	0	0	38388	0	0	32837	0	162474	529660	2b	731	0	298440	292800	-15948	0	0	0	0	56002	0	0	
17978																																							29242	4008	0	0	0	5586	574	4652	321589	194637	469	195199	0	1440	93	0	126390	0	321589	0	0	126390	0	0	0	0	5825	188812	1a	1231	0	136802	135362	0	0	0	0	0	126390	0	142165	
18050																																							55963	11641	429065	0	0	12476	0	16560	953422	864355	3098	867453	0	6837	0	0	85969	1214	953422	0	0	70807	0	0	34671	169	354500	509855	2b	1231	0	423491	416654	-20723	0	0	0	0	85969	0	10894	
18827																																							14951	20937	319013	2489	9802	33620	119	60545	1863562	1617078	9796	1695374	0	13658	68500	0	168188	588	1863562	0	0	69994	0	0	109731	0	421340	1195738	2a	1231	0	1414535	1400877	-12125	0	0	0	0	168188	1209	0	
18836																																							16952	2094	43452	0	0	4220	144	7595	202287	178994	2257	184144	0	1696	2893	0	18143	180	202287	0	0	17888	0	0	1676	0	52398	126596	2a	1231	0	129524	127828	-1601	2	0	0	0	18143	0	0	
18854																																							116442	20162	198357	0	9360	13787	0	10305	1420232	1283591	8387	1291978	0	10599	0	0	128254	40	1420232	0	0	118089	0	0	14120	597	421284	862307	2a	1231	0	1061821	1051222	-3995	0	0	0	0	128254	0	0	
19356																																							1719	2315	11592	0	792	1246	268	3885	102971	91729	514	94243	0	931	2000	0	8728	2025	102971	0	0	3927	0	0	3950	0	29905	61824	5	1231	0	79689	78758	-1174	2396	0	0	0	8728	0	0	
19936																																							96735	2902	118998	0	0	3984	108	11213	432753	388600	1839	401877	0	4480	11438	0	30876	420	432753	0	0	22442	0	0	13603	0	106508	282092	2a	1231	0	202304	197824	-5589	0	0	0	0	30876	0	989	
19972																																							40525	7048	0	0	0	393	0	6128	125774	101674	1097	102771	0	399	0	0	23003	0	125774	0	0	23003	0	0	0	0	178	101497	1a	1231	0	44336	43937	0	0	0	0	0	23003	0	27743	
20053																																							7652	6898	6425	0	0	389	0	2529	153413	129432	350	134782	0	1353	5000	0	18631	150	153413	0	0	12526	0	0	6053	0	33628	95804	4	930	0	115410	114057	-98	15463	0	0	0	18631	0	0	
20633																																							11289	6296	61515	0	0	5948	4963	14107	349736	301760	2742	313190	0	2756	8688	0	36546	1106	349736	0	0	35835	0	0	2816	0	39232	262528	2b	1231	0	247393	244637	-3211	252	0	0	0	36546	729	0	
20857																																							64683	2877	179093	0	444	3832	85	6215	474129	427691	806	444854	0	2624	16357	0	29275	200	474129	0	0	2226	0	0	32300	0	150536	277155	4	1231	0	219524	216900	-5451	0	0	0	0	29275	0	0	
21256																																							2940	235	3249	0	0	150	0	478	13104	12026	12	12038	0	70	0	0	1066	105	13104	0	0	632	0	0	495	0	3418	8608	5	1231	0	6122	6052	-166	0	0	0	0	1066	0	0	
21359																																							22923	3097	18203	0	60	340	0	1100	78577	73204	196	73400	0	448	0	0	5177	550	78577	0	0	2633	0	0	3350	0	19998	53206	5	1231	0	33062	32614	-1356	0	0	0	0	5177	0	240	
21658																																							5019	7796	90223	0	0	1821	174	5895	222327	198930	1385	205684	0	2360	5369	0	16643	100	222327	0	0	16491	0	0	4157	0	22218	176712	4	1231	0	113480	111120	-4105	279	0	0	0	16643	0	0	
22048																																							4996	6795	63964	0	0	3826	53	9514	271256	238399	1576	248157	0	3107	8182	0	23099	1000	271256	0	0	19561	0	0	6650	0	60817	177582	2b	1231	0	185215	182108	-4112	0	0	0	0	23099	0	0	
22543																																							92171	3417	24217	0	3463	6354	208	2612	373503	344148	916	345064	0	2507	0	0	28439	602	373503	0	0	16145	0	0	11698	621	126595	217553	2a	1231	0	237475	234968	-6	5417	0	0	0	28439	55	0	
22552																																							15070	896	29022	0	0	2373	390	1403	127927	113583	421	119738	0	918	5734	0	8189	100	127927	0	0	2319	0	0	6900	0	30452	83131	4	1231	0	78363	77445	-1130	0	0	0	0	8189	42	1286	
22730																																							4395	4529	138025	0	0	3049	15	7183	244901	218212	514	227152	0	1537	291	0	17749	250	244901	0	0	20218	0	0	300	0	94250	123962	2b	1231	0	89116	87579	-3019	126	0	0	8135	17749	0	0	
23456																																							654	4660	106648	0	0	3073	0	5632	288942	262709	484	265332	0	2280	270	0	23610	126	288942	0	0	29549	0	0	1012	416	35100	227609	4	1231	0	169728	167448	-7077	0	0	1869	0	23610	0	411	
23504																																							372454	60238	1274051	0	162882	111963	0	457584	12070449	10444569	107258	10729198	119	79615	114450	0	1341132	1	12070449	60068	60068	569934	0	0	831129	17053	3968093	6476476	2a	1231	-10562	9249849	9170234	-49370	0	0	0	2853	1341251	0	383922	
23643																																							4689	1758	94823	0	0	1456	122	8386	255952	238936	212	239148	0	1351	0	0	16804	200	255952	0	0	21364	0	0	2300	0	56899	182038	5	1231	0	137094	135743	-7060	8975	0	0	0	16804	0	0	
23755																																							18571	1364	108619	0	1669	5572	0	6620	304722	280443	1469	286912	0	2352	5000	0	17810	110	304722	0	0	19800	0	0	4615	0	73994	206449	4	1231	0	164346	161994	-6715	25	0	0	0	17810	288	0	
24006																																							146272	8144	37186	0	6208	20369	0	60175	1981868	1652662	19328	1734878	19	8711	58045	0	246971	0	1981868	4843	4843	154503	0	0	107545	0	245466	1407196	1a	630	-9449	1287388	1278677	-5628	1910	0	0	0	246990	0	418084	
24378																																							8352	897	7511	0	0	1544	0	1161	75112	67380	374	67754	0	186	0	0	7358	0	75112	0	0	7393	0	0	0	0	12832	54548	1a	1231	0	48605	48419	-35	474	0	0	0	7358	0	6754	
24659																																							56904	1995	0	0	1702	690	0	614	130172	120421	514	120935	0	596	0	0	9237	50	130172	0	0	1237	0	0	7950	0	33992	86429	9	1231	0	50087	49491	0	12373	0	0	0	9237	0	6403	
24668																																							177772	19145	462100	0	703	28440	200	19511	1930915	1665079	17608	1689758	0	14245	0	0	241157	625	1930915	0	0	92358	0	0	156588	485	361323	1303756	2a	1231	0	1236804	1222559	-8414	0	0	0	7071	241157	0	0	
24949																																							161336	6121	99188	0	1167	4295	0	16979	523170	465982	4381	475363	0	6236	5000	0	47807	1800	523170	0	0	16199	0	0	33223	1402	136028	329954	2b	1231	0	238334	232098	-3415	584	0	0	0	47807	0	0	
25357																																							8604	4737	27364	0	1132	5439	299	8973	475496	412844	479	428323	0	6030	15000	0	47173	1608	475496	0	0	8725	549	0	36907	0	88644	324200	4	1231	0	397949	391919	-67	1209	0	0	0	47173	0	25271	
25647																																							26913	4134	34855	0	0	6802	0	4802	332786	278142	3189	304018	0	3073	22687	0	28768	12	332786	0	0	1639	0	0	28079	0	278142	0	2b	1231	0	258353	255280	-962	0	0	0	0	28768	0	0	
26457																																							3000	708	12382	0	0	151	0	452	44665	41223	24	41247	0	229	0	0	3418	100	44665	0	0	3160	0	0	250	0	6450	34773	8	1231	0	24254	24025	-92	0	0	0	0	3418	0	3947	
26765																																							407825	30508	218400	0	8695	56127	0	92577	3276361	2941996	21671	2963667	0	34756	0	0	312694	2360	3276361	0	0	22997	0	0	297632	245	1281025	1660971	2a	1231	0	2495929	2461173	-10295	0	0	0	0	312694	0	811	
27070																																							29495	13505	233243	0	29972	14844	0	34167	935182	781152	3312	796464	0	5260	12000	0	138718	0	935182	0	0	148424	0	0	0	304	86651	694501	1b	930	0	584664	579404	-9706	248	0	0	0	138718	0	0	
27548																																							34630	12998	481671	0	15578	20670	75	33178	1317777	1199968	6691	1211659	0	10995	5000	0	106118	250	1317777	0	0	64067	0	0	55854	1711	380383	819585	1a	1231	0	725739	714744	-14053	22	0	0	0	106118	2500	0	
27614																																							19910	7646	260055	0	2769	7646	20	18142	580729	531949	2828	544777	0	1351	10000	0	35952	1515	580729	0	0	37912	0	0	11139	0	142937	389012	1a	1231	0	265892	264541	-14614	0	0	0	0	35952	0	0	
27847																																							16417	10602	152640	0	0	12432	52	26608	749306	669254	3281	682535	0	7046	10000	0	66771	430	749306	0	0	67029	0	0	7982	0	166952	502302	2a	1231	0	537534	530488	-8670	0	0	0	0	66771	0	67	
28013																																							119461	16053	1154277	0	41477	58169	101	261208	5530407	4353393	42825	4854634	108	39274	405771	0	675665	0	5530407	14743	2645	271066	0	0	444710	0	969776	3383617	2a	1231	-16822	3898581	3859307	-23289	0	0	0	50000	675773	368	5243	
28152																																							17205	2877	57983	0	0	1311	0	5590	207314	192637	1526	194163	0	1444	0	0	13151	105	207314	0	0	4358	0	0	12000	410	51779	140858	4	1231	0	123382	121938	-3312	0	0	0	0	13151	0	0	
28675																																							3688	4028	113256	0	626	1843	0	2149	211176	174636	397	189533	0	801	14500	0	21643	0	211176	0	0	22462	0	0	0	0	14211	160425	6	1231	0	86379	85578	-819	0	0	0	0	21643	8	0	
