"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONMT87	RCONMT88	RCONMT89	RCONMT90	RCONMT91	RCONMT92	RCONMT93	RCONMT94	RCONMT95	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
	OTH NONTRANSACTION SAVINGS DEPOSITS	TOT TRANSACTION ACCTS-US GOVERNMENT	TOT TRANSACT ACCTS-STS&POL SUB IN US	TOTAL DEMAND DEPOSITS	TOT TRANS ACCTS-BKS IN FGN COUNTRIES	TOTAL TRANSACTIONS ACCOUNTS	TOT TRANS ACCTS-FGN GOVTS&OFFCL INST	NONTRANS DPS OF BKS IN FGN COUNTRIES	TOTAL BROKERED DEPOSITS	TOT NONTRANS ACCTS-FGN GOVTS&OFFCL I	TOTAL NONTRANSACTION ACCOUNTS	TOT NONTRANSACTION ACCTS-US GOVT	TOT NONTRANSACTION ACCTS-STS&POL SUB	PREFERRED DEPOSITS	TIME DEPOSITS LT 100000	AMT OUTSTDG IN MONEY MARKET DEP ACCT	IRA AND KEOGH PLAN ACCOUNTS	TRANSACTION ACCTS: IPC DEPOSITS	NONTRANSACTION ACCTS: IPC DEPOSITS	TRANSACTION ACCT: CB'S & DI'S IN U.S	NONTRANSACT ACCT: CB'S & DI'S IN U.S	IRA KEOGH IN MEM ITEM 2.C	SELECTED COMPONENTS OF TOTAL DEPOSIT	SELECTED COMPONENTS OF TOTAL DEPOSIT	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS OF 250000 OR LESS WITH	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS EQ 100K LE 250K	TIME DEPOSITS GT 250K	Total reciprocal deposit	BRKRD DEP GT 250000 MAT LE 1 YR	TIME DEP GT 250000 MAT LE 1 YRDEP	EST DEP LISTING SERVICE NOT BROKERED	Fully insured, affiliate sweep depos	Fully insured, affiliate, retail swe	Not fully insured, affiliate sweep d	Not fully insured, affiliate, retail	Fully insured, non-affiliate sweep d	Fully insured, non-affiliate, retail	Not fully insured, non-affiliate swe	Not fully insured, non-affiliate, re	Designated exception sweep deposit	OFFR CONSUM DEP ACT INDIV HSHLD FMLY	NONINTR TRN ACCTS INDIV HSHLD FMLY	INTR TRN ACCTS INDIV HSHLD FMLY	MMDA DEPS PRIMRLY INDIV HSHLD FAMLY	OTHR MMDA INDIV PRTNRS CORPS	OTHR SVGS DEPS IND HSHLD FAMILY USE	OTHR SVGS DEPS IND PRTNRS AND CORPS	
770639	28061	0	11451	80233	0	141455	0	0	317	0	151545	0	9864		12571	94729		129422	141681	582	0	1931	317	317	5648	9604	4951	3615	15252	2118	2819	0	0	11247	4937	18898	0	4937	0																	
770657	200357	0	13968	381450	0	639112	0	0	0	0	576106	0	19717		71155	236964		624794	556389	350	0	11085	0	0	26682	45075	26450	4532	71757	7367	15894	11742	1043	31584	36046	0	0	23261	0																	
770853	21896	0	710	65733	0	165342	0	0	22503	0	238736	0	5858		28697	124200		164632	232878	0	0	5424	0	0	19593	36340	5891	855	52736	6167	21271	1804	719	33982	29961	12886	0	27438	1733																	
771047	14808	0	5646	15622	0	33531	0	0	0	0	21565	0	578		2599	1625		27832	19807	53	1180	380	0	0	1111	2250	838	252	3360	0	260	0	421	1852	681	0	0	260	0																	
771140	216912	0	31603	215309	0	521784	0	0	10	0	608085	0	147563		101869	218376	18421	490181	460522	0	0	4242	10	10	30133	66734	30487	11217	87498	782	20846	5558	7040	36702	34226	0	0	21628	0	0		0		0		0		0	true	93740	266492	66860	33538	203335	12132	
771458	152227	0	6537	123855	0	200326	0	0	0	0	1114826	0	256809		20515	883467		193267	858017	522	0	3049	0	0	9398	16747	8056	2250	26145	7880	21260	12895	646	15936	42681	0	0	29140	0																	
771609	394493	25796	17901	497620	0	878844	0	0	77875	0	1161084	29803	37173		113587	382334		824562	1089221	10585	4887	26643	77875	61096	82475	123090	70467	4304	205565	36518	36582	29913	909	166749	103922	0	0	73100	996																	
771748	42106	0	16033	35044	0	72910	0	0	0	0	91737	0	11359		13641	18926		56877	80378	0	0	2886	0	0	2899	9079	7187	2373	11978	5009	972	1423	1764	7897	9168	0	0	5981	0																	
771878	173138	0	0	4722	0	28839	0	0	0	0	300794	0	0		59684	25197		28839	300794	0	0	4219	0	0	24990	46445	15028	9119	71435	3383	2161	1334	0	35897	6878	0	0	5544	0																	
772008	1021494	0	1183	112554	0	135459	0	0	3943	0	1685185	0	61242		86773	499073		134276	1623943	0	0	12330	3943	2479	44819	67393	18882	1537	112182	17280	12471	1986	251	45857	31988	0	0	29751	0																	
772446	0	0	0	509	0	509	0	0	0	0	0	0	0		0	0		9	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
772754	15237	0	1808	34448	0	38974	0	0	0	0	51735	0	3740		10911	13097		37166	47995	0	0	1488	0	0	4654	11665	3499	2113	16319	483	736	251	0	11020	1470	0	0	1219	0																	
773032	13177	0	18273	79083	0	87233	0	0	0	0	69298	0	2798		13900	20088	7459	68960	66020	0	480	4268	0	0	4575	8440	15406	2928	13015	0	529	3132	1022	17449	4683	8729	0	529	0	0		0		0		0		0	false							
773171	39548	0	312	39414	0	39414	0	0	0	0	75376	0	1245		21728	4198		39102	74131	0	0	1174	0	0	8081	14048	5565	1494	22129	624	1239	579	0	7460	2442	0	0	1863	0																	
773247	710955	35	364534	3152384	0	3785210	0	0	118806	0	2313489	0	112947		308133	964352	99691	3412949	2200542	7692	0	23369	118806	109639	109431	198782	153729	32896	308213	30466	61401	29892	21585	186705	143344	502326	0	91867	0	0		0		455194		0		455194	true	457246	595710	435033	443250	688053	20049	
773443	69037	0	67571	62441	0	230868	0	0	0	0	161200	0	4091		38745	21630	13944	163297	157109	0	0	5346	0	0	17466	36688	7017	2016	54154	2714	4172	0	459	24442	7345	0	0	6886	0	0		0		0		0		0	true							
773470	110591	0	0	216725	0	324247	0	0	109205	0	730925	0	73473		146782	303994		324247	656227	0	1225	6077	109205	0	26986	42612	32053	100410	69598	78416	25771	10092	0	55279	114279	19144	0	104187	0																	
773742	109481	0	51350	174189	0	245414	0	0	0	0	236603	0	48315		13328	90698		189277	188288	4787	0	0	0	0	4684	10115	10514	1318	14799	0	5956	3566	271	13303	9793	0	0	5956	0																	
774132	89070	1	15494	327159	0	443934	0	0	0	0	420577	131	51354		40744	219174		424677	368345	3762	747	6993	0	0	14373	37898	20187	3385	52271	4004	15668	16818	0	35099	36490	968	0	19669	747																	
774235	15392	0	9662	48448	0	65637	0	0	0	0	63567	0	0		8612	23430		55975	63567	0	0	2627	0	0	3700	11083	2333	675	14783	586	4700	1668	0	9180	6954	0	0	5286	1245																	
774253	31864	0	613	36268	0	36268	0	0	0	0	45254	0	3053		4445	0		35655	42201	0	0	993	0	0	3267	3920	2600	232	7187	1601	989	781	0	5574	3371	0	0	2590	0																	
774262	1942110	0	5529	400733	0	462714	0	0	46409	0	3387223	0	31416		99233	1218082	20117	457113	3346145	72	9662	6711	46409	19079	27194	73023	45645	6369	100217	11002	47568	12230	4000	52998	74800	0	0	58570	0	0		0		0		0		0	true	72953	51373	343300	874782	651579	1249453	
774347	65589	0	1354	20967	0	36333	0	0	11338	0	161602	0	18502		36080	3777		34979	143100	0	0	5833	10594	4374	23055	26799	24637	5580	43727	2756	4819	2176	2413	43991	12164	0	0	7207	15954																	
775054	43353	0	17022	148276	0	186306	0	0	5000	0	317408	0	90941		27932	152241		169284	221467	0	5000	3338	5000	5000	16599	44698	12954	0	61297	7294	29818	10452	0	46319	47564	2351	0	11206	0																	
775241	9161	0	773	7096	0	25679	0	0	0	0	17536	0	2580		5464	0	1346	24906	14956	0	0	0	0	0	1699	4459	1290	199	6101	0	727	0	0	2184	727	0	0	727	0	0		0		0		0		0	true							
775456	133704	0	18867	265998	0	406894	0	0	56504	0	599678	0	56300		105290	295558		387636	540284	391	3094	6382	56504	0	30566	45294	47341	26332	75239	7446	11252	2186	0	44243	20883	16218	0	18697	0																	
775773	48097	0	1	35086	0	55742	0	0	0	0	157178	0	40		35057	45485		55741	157138	0	0	12620	0	0	7973	22005	18492	5971	29978	1375	3310	3304	1168	19383	9157	0	0	4685	0																	
776369	27806	0	15536	80246	0	101935	0	0	0	0	57251	0	1999		5173	18617		86399	55252	0	0	366	0	0	2608	4467	2325	294	7075	0	0	533	600	4521	1133	0	0	0	0																	
776547	33507	0	6475	79339	0	105337	0	0	0	0	141788	0	2241		28938	49864	10781	98858	139547	4	0	6598	0	0	11916	24563	11550	1624	36479	2621	5225	556	361	20715	8763	0	0	7846	0	0		0		0		0		0	true							
777254	19349	0	1381	16927	0	30632	0	0	0	0	43625	0	4002		5719	13574		29251	39623	0	0	0	0	0	1296	3943	1761	1423	5239	401	1578	0	301	2703	2280	0	0	1979	0																	
777366	248117	0	0	24225	0	29742	0	0	0	0	686415	0	0		81475	173304	12646	29742	685908	0	507	3033	0	0	70408	102010	24225	1745	172418	25987	35456	5163	0	116913	66606	0	0	61443	0	0		0		0		0		0	false							
777441	13541	0	21810	14852	0	56974	0	0	0	0	43524	0	17437		2772	6858		35164	26087	0	0	186	0	0	1226	1871	1031	305	3097	2506	15812	374	0	1661	18692	0	0	18318	26																	
777870	67946	0	0	90373	0	90373	0	0	0	0	202185	0	0		38560	35582		90373	202185	0	0	5670	0	0	11539	39631	11087	8556	51169	2903	23646	521	774	32253	27844	0	0	26549	0																	
778738	121880	9642	101372	208180	0	446296	0	0	8767	0	469513	0	20380		85274	141727		335034	448599	248	534	13848	8767	8767	40897	98672	33209	3957	139569	4282	20613	4276	0	91461	29171	4726	0	24895	0																	
779016	75601	0	58715	92780	0	253996	0	0	0	0	206153	0	9028		38204	55564		195281	197125	0	0	3171	0	0	13672	19323	19781	5984	32995	4292	4962	5731	1243	20556	16228	0	0	9254	0																	
779351	264818	0	23541	611593	0	1115202	0	0	0	0	1409348	0	27403		128520	883050	49829	1091661	1381945	0	0	17740	0	0	48782	93353	50698	2941	142135	38203	19748	7465	291	67254	65706	287516	0	57951	0	0		0		0		0		0	true	120101	334095	681842	201208	246756	578	
779360	117475	6	19545	149389	0	258535	0	0	530	0	282985	0	5874		26511	118285		238857	277065	127	46	4595	530	530	9083	9834	14711	5636	17153	2190	2065	2090	1616	12753	7961	530	0	4254	0																	
779641	20698	0	1429	18446	0	23386	0	0	0	0	38411	0	2834		5285	7175		21957	35577	0	0	880	0	0	1870	3169	2302	1969	5039	0	318	258	652	4025	1228	0	0	318	0																	
779650	120323	0	29626	98649	0	193672	0	0	45226	0	306629	0	29196		97976	58366		164046	245543	0	31890	3207	45226	8984	25485	25473	26134	31236	50958	4824	10419	3784	585	10352	19612	0	0	15243	31886																	
779968	43697	0	0	151518	266	158269	0	0	18567	0	631217	0	45000		71644	244204		158003	551213	0	35004	699	18567	17277	50316	124755	24710	1679	175071	67055	64215	10585	0	129816	141856	0	0	131270	35004																	
780049	32060	0	33401	61519	0	120017	0	0	0	0	119958	0	3943		30573	16179		86616	116015	0	0	8843	0	0	23824	22691	8540	3615	46515	4340	6740	1969	0	28097	13049	0	0	11080	0																	
780218	102151	0	52255	277204	0	478501	0	0	1	0	466705	0	23480		72986	240226		425749	441275	497	1950	2478	1	0	27470	60171	20318	5766	87641	1606	6396	1895	707	40738	10604	62895	0	8002	504																	
780263	38211	0	3150	188281	0	190996	0	0	0	0	143494	0	16140		5287	81456		187846	127354	0	0	257	0	0	4177	9305	1669	0	13482	6603	1814	259	0	9864	8676	0	0	8417	0																	
780722	158655	0	11873	261619	0	312605	0	0	0	0	437840	0	10996		96856	67783	51326	300235	426644	497	200	26794	0	0	43536	32142	65147	32608	75678	5996	9707	15262	7004	76576	37970	28453	0	15703	0	0		0		11114		0		11114	true							
780955	57131	7	11592	67470	0	95900	0	0	7250	0	200765	0	16170		35423	65738		84301	179573	0	5022	1247	7250	7250	17664	37883	9612	2026	55547	1705	6302	2204	500	31762	10711	22918	0	8006	4727																	
782016	27589	1	14252	24809	0	80244	0	0	0	0	55528	0	11425		6864	8251		65991	44103	0	0	1906	0	0	2519	5008	2950	2176	6915	454	4402	1340	839	5789	7035	0	0	4856	0																	
782306	1721430	1	49739	378227	0	414766	0	0	105400	0	4142381	0	39178		275248	1676939	82383	361084	4100491	3942	2712	29122	105400	105400	110385	376183	29048	3845	486568	54747	159203	9477	1124	244213	224551	0	0	213950	0	0		0		0		0		0	true	68089	31822	344966	1290083	1654024	67406	
782548	8265	0	1817	17535	0	28473	0	0	10	0	26660	0	3210		4823	9015		26656	23450	0	0	0	10	10	2838	3381	2184	1	3157	0	0	975	0	3581	975	0	0	0	0																	
783161	195021	0	3596	168269	0	228182	0	0	0	0	1488564	0	30094		17571	1244843		224586	1457960	0	510	5409	0	0	10314	20397	6014	1231	30711	2226	4109	4409	0	20386	10744	63648	0	6335	0																	
783246	9132	0	52400	95547	0	196927	0	0	0	0	173799	0	7334		17954	118566		144527	166465	0	0	0	0	0	10344	15064	9934	277	25407	1013	6996	1978	497	17665	10484	0	0	8009	0																	
783349	7508	0	8944	10329	0	19867	0	0	0	0	14319	0	1061		2194	0	1065	10923	13258	0	0	355	0	0	996	2698	2492	626	2559	0	0	0	0	4619	0	0	0	0	0	0		0		0		0		0	false							
783648	977811	0	683800	1948289	0	3377802	0	0	52744	0	1916099	0	64989		265423	408325	90762	2490453	1851110	203549	0	26630	2741	2741	137346	245404	17557	15184	371394	60590	45566	2845	5471	150068	114472	0	0	106156	0	0		0		0		0		0	true	329406	664357	355604	48686	761	217	
783844	204638	0	55105	251351	0	347143	0	0	0	0	575293	0	25759		69816	251315	34149	292038	549534	0	0	16436	0	0	20915	51993	30459	2047	72908	3052	7826	2589	458	35598	13926	0	0	1089	0	0		0		0		0		0	true							
783910	44820	0	26762	70226	0	137285	0	0	2102	0	134724	0	813		17113	62943		109771	133911	752	0	1149	2102	2102	4281	10641	7689	2741	14922	0	514	788	306	8239	1608	32040	0	514	370																	
784159	70730	0	57913	117720	0	256474	0	0	0	0	279226	0	30929		52150	74173		198561	248297	0	0	8351	0	0	25224	63125	5480	1335	88348	15357	22674	1130	0	43012	39161	0	0	38031	0																	
784430	6859	0	20590	43164	0	66251	0	0	0	0	50374	0	4935		11499	6303		45661	45439	0	0	2510	0	0	4397	24899	1410	0	29296	619	5885	0	0	19207	6505	0	0	6504	0																	
785147	618744	0	42327	42459	0	46824	0	0	1	0	748332	0	100549		26562	82872		4497	647783	0	0	3312	1	1	7180	19935	9474	5851	27115	400	1416	1679	780	15879	4275	120894	0	1816	0																	
785473	176779	0	113022	391857	0	665977	0	0	69752	0	592970	0	139445		68585	221332	26385	552955	452848	0	677	7934	69752	69752	89629	40693	20344	17349	129386	5255	13023	6736	1828	99431	26842	0	0	18278	0	0		0		0		0		0	true	83778	195152	71470	149862	167466	9313	
785857	49057	0	49364	170134	0	225008	0	0	0	0	63954	0	3317		2478	9071		175644	60637	0	0	0	0	0	1041	2503	618	264	3544	1400	0	0	0	1949	1400	0	0	1400	0																	
785923	1179284	0	36080	156553	0	207349	0	0	0	0	1429650	0	117404		103944	65404		170366	1312246	903	0	24506	0	0	26309	85505	27372	22655	111813	12084	8833	1663	542	57896	23122	47952	0	20917	0																	
785950	64469	0	9812	180852	0	245436	0	0	2724	0	323047	0	45203		37079	163435		233567	274127	2057	3717	2786	2724	0	11169	34142	20447	1912	45311	3423	21557	2211	282	30591	27473	19621	0	24980	3468																	
786210	131420	0	112317	427759	0	427759	0	0	106434	0	1574860	0	123549		60605	1187326		310837	1405725	4605	45586	24149	104944	71919	35897	52817	44796	34260	88549	24263	38314	12969	12798	107165	88344	478865	1490	62577	0																	
786256	9984	0	1004	11138	0	22513	0	0	0	0	18147	0	1492		3350	4582	595	21509	16655	0	0	0	0	0	447	2221	722	191	232	0	0	0	0	232	0	0	0	0	0	0		0		0		0		0	true							
786340	95363	0	21671	92374	0	188165	0	0	0	0	158404	0	108		32004	3002		166494	158296	0	0	9657	0	0	12216	25311	12757	3868	37527	916	2952	1687	332	22148	5887	0	0	3868	0																	
786555	45763	1457	4468	66131	0	112537	0	0	1236	0	196801	0	21728		26435	102444		106612	175073	0	0	1527	1236	1236	7763	17650	10284	5643	25413	3101	2384	1769	0	14905	7254	0	0	5485	0																	
786612	358186	0	468129	1954927	0	1954927	0	0	95268	0	2071149	0	155140		282982	1159810	112836	1486798	1914270	0	1739	8254	95268	94964	91287	168618	142684	46779	259905	31084	46543	22025	4134	166385	103786	95268	0	77627	0	0		0		0		0		0	true	246750	268900	641812	517998	320008	38178	
786733	65428	0	32515	71210	0	97616	0	0	0	0	312796	0	47259		22527	203732		64604	265537	497	0	1505	0	0	5684	18195	7578	4678	23879	526	4878	1747	350	13608	7501	34511	0	5404	0																	
786948	19382	0	32649	95869	0	129681	0	0	0	0	76561	0	5931		17007	23972		97032	70630	0	0	1804	0	0	5178	10472	12549	1873	15650	317	2265	551	0	13065	3133	366	0	2582	0																	
787141	7074	0	1953	8704	0	15749	0	0	0	0	21912	0	4360		3681	8654		13775	17540	21	12	283	0	0	792	1835	2818	739	2627	0	0	0	0	2503	0	0	0	0	0																	
787459	15740	0	25	43504	0	51962	0	0	0	0	103828	0	1471		22147	36476		51937	102357	0	0	2917	0	0	6784	20305	11682	3997	27088	2367	5354	0	1124	20621	8845	0	0	7720	0																	
787842	56174	0	13980	27223	0	77013	0	0	0	0	91768	0	20743		11959	7463		63033	71025	0	0	2307	0	0	2334	9524	7655	3607	11858	2327	2156	528	0	11161	5011	0	0	4483	1981																	
788559	18763	1	8315	21849	0	55093	0	0	0	0	86931	0	20633		14149	21362		46777	66288	0	10	320	0	0	10674	6951	5148	2139	15882	5438	8061	2315	6080	10763	21894	0	0	13499	0																	
788652	30180	3	1566	35984	0	58897	0	0	0	0	63312	0	8956		6902	12063		57328	53111	0	1245	2758	0	0	1897	3809	4687	3634	5173	2302	1217	599	2924	7125	7042	0	0	3519	1245																	
788773	56810	0	3362	300935	0	303057	0	0	0	0	170620	0	12391		15984	87745		299695	157732	0	497	1546	0	0	3956	9437	6360	1585	13393	1202	3225	300	0	5354	4727	20056	0	4427	0																	
789051	12600	0	1601	17775	0	18498	0	0	0	0	18230	0	1867		2708	0		16897	16363	0	0	0	0	0	1058	2686	832	0	3744	0	255	800	0	1868	1055	0	0	255	0																	
790150	14776	0	359	11562	0	24926	0	0	0	0	34318	0	171		10178	2447		24567	34147	0	0	1842	0	0	1965	6321	5398	2051	8286	261	335	496	270	5557	1362	0	0	261	0																	
790271	134403	0	9870	61881	0	182296	0	0	0	0	327894	0	7751		74855	61577		172426	320143	0	0	8392	0	0	17024	46562	42580	10915	62334	2071	5664	5302	1796	42226	14833	0	0	7735	0																	
790543	640861	0	1676	71821	0	111229	0	0	0	0	902700	0	17363		43617	173901		109553	885337	0	0	7495	0	0	21872	25606	23156	649	47478	10476	1860	4319	0	27666	16655	223975	0	11785	0																	
790703	129609	0	1416	94901	0	205801	0	0	10	0	274572	0	19132		14150	112220		204385	255440	0	0	3798	10	10	4504	13265	5494	1771	17769	254	4192	2453	809	10884	7708	0	0	4446	0																	
790918	170316	0	258773	267508	0	609287	0	0	20000	0	450796	0	15671		108371	113811		350514	435125	0	0	9648	20000	0	25778	56572	56835	15202	82350	2179	7318	1684	1101	46016	12282	0	0	9497	0																	
791072	12967	0	841	47651	0	87123	0	0	0	0	119690	0	453		4659	72179		86282	118997	0	240	585	0	0	7970	10027	3655	320	17997	6530	4111	1288	643	17313	12571	750	0	10641	0																	
791353	49753	0	1918	66316	0	112630	0	0	0	0	116671	0	2037		9174	52232	3540	110712	114634	0	0	986	0	0	1913	4869	3427	1883	6782	0	251	1062	1281	2918	2594	0	0	251	0	0		0		0		0		0	true							
791821	26381	1124	383	209178	0	309188	0	0	0	0	287375	0	15898		10215	228719		307681	270185	0	1292	0	0	0	6617	12397	2873	0	19014	941	9003	444	0	11672	10388	45715	0	9944	0																	
791942	49505	0	14867	45596	0	69013	0	0	0	0	159217	0	5754		19726	16564		54146	153463	0	0	0	0	0	7205	19713	15428	248	26918	2618	23837	24098	0	22868	50554	0	0	26455	0																	
792453	26650	0	1487	30037	0	42632	0	0	249	0	73451	0	3862		10237	31585		41145	69340	0	249	770	249	0	3009	6992	3500	214	10001	0	1229	271	0	3479	1500	0	0	1229	0																	
792640	27069	0	10019	35576	0	53025	0	0	0	0	89460	0	4710		28507	10368	3578	43006	84750	0	0	0	0	0	7852	21301	12224	4289	28153	630	1839	1800	2089	17159	6358	0	0	2469	0	0		0		0		0		0	true							
792659	32592	0	19035	57489	0	101597	0	0	0	0	92032	0	3083		16646	18963		82562	88949	0	0	588	0	0	9613	17694	3890	807	27307	4198	3663	613	0	15357	8474	0	0	7861	0																	
794149	180479	1	3295	36239	0	36239	0	0	0	0	239582	0	14154		9363	29164	3981	32852	224850	91	578	1100	0	0	4612	8961	4442	358	13573	1531	3463	3970	2602	9010	11566	0	0	4994	0	0		0		0		0		0	true							
794336	125237	0	30383	333653	0	438903	0	0	0	0	499386	0	0		11194	306295		408520	499386	0	0	2888	0	0	9539	19874	3574	343	29413	14794	14985	4745	0	22137	34524	0	0	29779	0																	
794345	29528	0	4011	36664	0	51834	0	0	3423	0	140110	0	5616		35750	35565		47762	134385	61	109	5024	3423	2545	11940	20321	28814	6539	32261	1184	1728	2971	1520	31863	7403	0	0	2912	0																	
794475	5122	0	0	0	0	0	0	0	3481	0	62531	0	379		8783	686		0	26003	0	36149	367	3481	649	5133	12499	14943	21107	17631	600	829	1612	0	44899	3041	0	0	1429	32668																	
794653	4335	0	157	8272	0	14438	0	0	0	0	19815	0	181		2736	10320		14234	19634	47	0	102	0	0	1038	1506	1750	0	2544	0	269	597	0	1558	866	0	0	269	0																	
795249	4208	0	26870	19349	0	61783	0	0	0	0	48433	0	4264		14889	20840	3965	34913	44169	0	0	1556	0	0	1844	7603	6381	3192	9389	3122	1242	0	0	4131	4365	0	0	3813	0	0		0		3482		0		0	true							
795548	54910	0	26127	74038	0	187059	0	0	0	0	247102	0	63194		43920	96849	17379	160932	183898	0	10	6548	0	0	24144	26412	20011	4174	50556	3345	13619	2963	675	30821	20602	0	0	16964	10	0		0		0		0		0	true							
795959	13823	0	1432	44725	0	68654	0	0	5000	0	45068	0	390		8106	0		67222	44678	0	0	522	5000	5000	4488	12274	10840	3643	16762	0	0	0	0	23139	0	0	0	0	13782																	
795968	4870735	3736	832877	6967942	58716	11360612	0	0	0	0	8181146	221	226980		173883	2480346	122682	10329162	7953945	136121	0	13761	0	0	69128	171344	70277	34459	240472	139042	271920	65497	8398	171325	484857	0	0	410962	0	0		0		0		0		0	true	1521936	3087997	433671	2046675	4441151	429584	
796152	44074	0	8800	146036	0	153367	0	0	0	0	100444	0	704		7730	30329		144567	99740	0	0	1529	0	0	3920	9835	6856	1577	13755	611	1505	752	986	14458	3853	0	0	2115	0																	
796451	55502	55	100052	109392	0	246897	0	0	0	0	176068	260	36118		41613	67392		146790	139690	0	0	1541	0	0	15963	29607	3472	403	45570	394	3335	0	0	7832	3729	0	0	3729	0																	
796572	132873	0	36215	320640	0	452689	0	0	0	0	484201	1	14443		47312	269585		414810	468056	1664	1701	2846	0	0	16224	37532	17963	1549	53756	1996	4446	1584	450	25955	8476	40812	0	6442	1452																	
796657	28959	2	7325	105734	0	105734	0	0	0	0	64117	0	512		11245	18404		98407	63605	0	0	641	0	0	3579	6097	4699	912	9670	0	527	940	0	4042	1467	0	0	527	0																	
797140	50096	0	1449	102585	0	144909	0	0	0	0	189533	0	12265		38463	71541		143460	177268	0	0	3749	0	0	250	25579	30076	526	25829	3614	2793	5057	0	17969	11464	0	0	6407	0																	
797775	353331	4	25868	163782	0	596148	0	0	0	0	811635	0	2843		207383	13368	98544	570254	741706	22	67086	28324	0	0	67539	212309	109657	11460	279848	5373	21997	16099	502	193582	43971	0	0	27370	66505	0		0		0		0		0	true	939	190997	0	13368	87333	196070	
798512	14477	0	10198	17279	0	34500	0	0	0	0	33228	0	5183		6835	8329		24302	28045	0	0	1540	0	0	3543	3212	2039	583	5911	1045	0	0	0	2542	1045	0	0	786	0																	
799359	16381	0	319	11072	0	11072	0	0	0	0	32174	0	3654		3403	7045		10753	28520	0	0	0	0	0	1478	3642	1303	84	5120	291	1177	773	0	3104	2241	0	0	1468	0																	
799751	7203	0	8151	73355	0	131336	0	0	0	0	122940	0	12436		19137	76169	10962	123185	110504	0	0	1539	0	0	6016	15375	6615	2001	21089	781	7037	1373	370	10870	9561	6115	0	7818	0	0		0		6115		0		6115	true							
799854	12567	0	18813	36491	0	126699	0	0	0	0	79215	0	3588		8156	18125		107886	71262	0	4365	2404	0	0	10857	17903	4948	411	28759	2082	10727	1595	0	25962	14404	0	0	12808	4365																	
799939	2775	0	0	8060	0	11693	0	0	0	0	6579	0	0		1927	0	37	11693	6579	0	0	0	0	0	993	1520	1019	0	2513	272	0	0	0	1605	272	0	0	272	0																	
799948	27146	0	27994	15937	0	59379	0	0	5352	0	193225	0	21016		18194	102007		31385	172209	0	0	3082	5352	3759	20262	21750	5378	445	37466	5368	9366	1503	0	29641	16237	5116	0	14484	0																	
800134	41857	8	44947	78328	0	147618	0	0	0	0	142744	0	22266		20483	46231		102663	120478	0	0	1363	0	0	8041	14763	6991	3799	21828	7865	12197	1001	0	13110	21063	0	0	20062	0																	
800442	25990	0	714	29720	0	58558	0	0	0	0	62147	0	13081		17818	2466		57844	49066	0	0	0	0	0	6480	20041	2255	825	26521	0	2973	830	287	11783	4090	0	0	1683	0																	
800479	11105	0	0	5102	0	5102	0	0	0	0	42282	0	0		9811	1810		5102	42282	0	0	888	0	0	3531	12253	6360	888	15784	2958	2384	659	334	13222	6335	0	0	5342	0																	
800657	5487625	0	236537	1773982	0	2068195	0	0	890876	0	12268385	0	2050847		386537	5823635	227622	1822442	10210655	9216	6883	23468	890876	890527	166908	347271	70223	26399	514179	69255	235893	30558	10618	224264	346324	390637	0	305148	0	0		0		1153014		0		308433	true	304871	163090	1941130	2084940	1200781	3535227	
800853	39523	0	38747	167802	0	237843	0	0	0	0	135882	0	27799		8079	63935		198491	107827	605	256	752	0	0	4318	4389	3448	1565	6782	16615	893	1195	0	5642	18703	0	0	17508	0																	
801047	89209	0	32646	114801	0	236167	0	0	0	0	245490	0	14321		43386	87610		203329	231169	192	0	4618	0	0	12545	30856	16181	2134	43401	2624	2706	1345	280	18330	6955	0	0	5330	0																	
801056	20110	0	4028	35994	0	50365	0	0	0	0	83208	0	2569		9628	36670		46337	80639	0	0	1880	0	0	7675	5416	7514	0	10710	2521	2432	870	0	10977	5823	0	0	4503	0																	
801654	3553	22	0	57234	0	66451	0	0	0	0	77418	0	8000		17961	979		66341	67966	88	1452	1451	0	0	24686	12973	1881	50	37659	16665	14833	1798	0	21630	33296	0	0	31498	0																	
