"IDRSSD"	RCFA2170	RCFA3128	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAJJ30	RCFAJJ31	RCFAJJ32	RCFAKW00	RCFAKW03	RCFAKX77	RCFAKX78	RCFAKX79	RCFAKX80	RCFAKX81	RCFAKX82	RCFAKX83	RCFALB58	RCFALB59	RCFALB60	RCFALB61	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP852	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ258	RCFAS540	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP851	RCFWP852	RCFWP853	RCFWP854	RCFWP855	RCFWP856	RCFWP857	RCFWP858	RCFWP859	RCFWP870	RCOA2170	RCOA3128	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAJJ30	RCOAJJ31	RCOAJJ32	RCOAKW00	RCOAKW03	RCOAKX77	RCOAKX78	RCOAKX79	RCOAKX80	RCOAKX81	RCOAKX82	RCOAKX83	RCOALB58	RCOALB59	RCOALB60	RCOALB61	RCOALE74	RCOANC99	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP852	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ258	RCOAS540	RCOWH312	
716833																																																																																						163411	14935	14935	7.4259%	12.8962%	11.7175%	148476	1267128	1999436	-21301	0			4.8962%							87742	2034784								0	0	0		0		96082	11.7175%	1	0	162523	35348	0	0	-21301	0	0	0		0	148476	0	0	148476	0	0	0	0	0	0	0	0	0	14935	0	35348	0			
716851																																																																																						27192	1856	1856	6.3701%	16.1102%	15.0105%	25336	168788	397734	-15744	0			8.1102%							19380	398003								0	0	0		0		6225	15.0105%	1	0	9861	56	213	0	-15744	0	0	0		0	25336	0	0	25336	0	0	0	0	0	0	0	0	0	1856	0	269	0			
716954																																																																																				276534	0				10.4005%			28790		276814	-3223	0										25412	278436	0	0.0000%	5400	0	1146	6546	2.3672%	0	0	0	0	1		5000		1	0	27189	1622	0	0	-3223	0	0	0		0	28790	0	0	28790	0	0	0	0	0	0						1622	0	15020		
717232																																																																																						12040	400	400	9.8990%	32.6828%	31.5969%	11640	36839	117588	-4507	0			24.6828%							10424	117588								0	0	0		0		1216	31.5969%	1	0	7133	0	0	0	-4507	0	0	0		0	11640	0	0	11640	0	0	0	0	0	0	0	0	0	400	0	0	0			
717670																																																																																				53255	0				19.7505%			10353		52419	-115	0										5278	52419	0	0.0000%	2773	0	0	2773	5.2070%	0	0	0	0	1		5075		1	0	10238	0	0	0	-115	0	0	0		0	10353	0	0	10353	0	0	0	0	0	0						0	0	0		
717737																																																																																						165665	12241	12241	9.6174%	15.8167%	14.6480%	153424	1047407	1595280	-15769	0			7.8167%							127124	1595280								0	0	0		0		26300	14.6480%	1	0	137655	0	0	0	-15769	0	0	0		0	153424	0	0	153424	0	0	0	0	0	0	0	0	0	12241	0	0	0			
717924																																																																																						402818	29876	29876	8.2808%	13.3155%	12.3279%	372942	3025186	4503693	-96373	0			5.3155%							221200	4528770								0	0	0		0		176818	12.3279%	1	0	301645	25077	0	0	-96323	0	-51	0		0	372942	0	0	372942	0	0	0	0	0	0	0	0	0	29876	0	25077	0			
718145																																																																																						73674	5247	5247	8.1358%	14.4471%	13.4182%	68427	509957	841061	-9433	0			6.4471%							57173	844935								0	0	0		0		15128	13.4182%	1	0	62868	3734	140	0	-9433	0	0	0		0	68427	0	0	68427	0	0	0	0	0	0	0	0	0	5247	0	3874	0			
718275																																																																																						28563	864	864	13.1315%	41.8407%	40.5751%	27699	68266	210936	-2466	0			33.8407%							18364	210936								0	0	0		0		9335	40.5751%	1	0	25233	0	0	0	-2466	0	0	0		0	27699	0	0	27699	0	0	0	0	0	0	0	0	0	864	0	0	0			
718538																																																																																				317691	0				12.1162%			38469		317501	-4763	-2517										32113	316560	0	0.0000%	50613	0	3131	53744	16.9171%	0	0	0	0	1		7931		1	0	35281	1534	42	0	-2247	0	-2517	0		0	38469	0	0	38469	0	0	0	0	0	0						1576	0	4668		
719030																																																																																						9496	510	510	10.2539%	21.2667%	20.1245%	8986	44652	87635	-1439	0			13.2667%							8546	87635								0	0	0		0		440	20.1245%	1	0	7547	0	0	0	-1439	0	0	0		0	8986	0	0	8986	0	0	0	0	0	0	0	0	0	510	0	0	0			
719610																																																																																				171733	0				10.4339%			18061		173099	-320	0										17211	173099	0	0.0000%	9821	0	48	9869	5.7467%	0	0	0	0	1		850		1	0	17741	0	0	0	-320	0	0	0		0	18061	0	0	18061	0	0	0	0	0	0						0	0	0		
719656																																																																																				480708	0				8.7275%			42773		490093	-3314	0										34658	490093	0	0.0000%	62595	0	263	62858	13.0761%	0	0	0	0	1		8115		1	0	39459	0	0	0	-3314	0	0	0		0	42773	0	0	42773	0	0	0	0	0	0						0	0	9525		
719964																																																																																				159493	0				10.6691%			16121		151100	-376	0										12421	151100	0	0.0000%	7376	0	108	7484	4.6924%	0	0	0	0	1		3700		1	0	15745	0	0	0	-376	0	0	0		0	16121	0	0	16121	0	0	0	0	0	0						0	0	0		
720157																																																																																						5787	96	96	14.9049%	77.0265%	75.7487%	5691	7513	38182	-194	0			69.0265%							3991	38182								0	0	0		0		1700	75.7487%	1	0	5497	0	0	0	-194	0	0	0		0	5691	0	0	5691	0	0	0	0	0	0	0	0	0	96	0	0	0			
720344																																																																																						18578	323	323	11.7009%	24.1646%	23.7445%	18255	76881	156014	-2686	0			16.1646%							11155	156014								0	0	0		0		7100	23.7445%	1	0	15569	0	0	0	-2686	0	0	0		0	18255	0	0	18255	0	0	0	0	0	0	0	0	0	323	0	0	0			
720746																																																																																						57209	3301	3301	11.0067%	16.1505%	15.2186%	53908	354224	489775	-5666	0			8.1505%							52754	490221								0	0	0		0		1600	15.2186%	1	0	48688	446	0	0	-5666	0	0	0		0	53908	0	0	53908	0	0	0	0	0	0	0	0	0	3301	0	446	0			
720858																																																																																						11943	968	968	9.8157%	15.5629%	14.3015%	10975	76740	111811	-1949	0			7.5629%							7775	111811								0	0	0		0		3200	14.3015%	1	0	9026	0	0	0	-1949	0	0	0		0	10975	0	0	10975	0	0	0	0	0	0	0	0	0	968	0	0	0			
721350																																																																																						50770	4191	4191	9.3254%	12.2552%	11.2436%	46579	414272	499486	-1062	0			4.2552%							25431	506823								0	0	0		0		28485	11.2436%	1	0	52854	6219	1118	0	-1062	0	0	0		0	46579	0	0	46579	0	0	0	0	0	0	0	0	0	4191	0	7337	0			
721752																																																																																						11291	523	523	13.2155%	26.9707%	25.7214%	10768	41864	81480	-3511	0			18.9707%							5768	81480								0	0	0		0		5000	25.7214%	1	0	7257	0	0	0	-3511	0	0	0		0	10768	0	0	10768	0	0	0	0	0	0	0	0	0	523	0	0	0			
721949																																																																																						69177	5411	5411	10.0552%	15.5285%	14.3139%	63766	445484	634160	-3465	0			7.5285%							24418	641862								0	0	0		0		47050	14.3139%	1	0	68003	7702	0	0	-3465	0	0	0		0	63766	0	0	63766	0	0	0	0	0	0	0	0	0	5411	0	7702	0			
722227																																																																																						21146	929	929	16.7287%	23.9097%	22.8593%	20217	88441	120852	-1180	0			15.9097%							-3889	120865								0	0	0		0		24119	22.8593%	1	0	19050	0	13	0	-1180	0	0	0		0	20217	0	0	20217	0	0	0	0	0	0	0	0	0	929	0	13	0			
722432																																																																																				371653	0				12.0857%			45827		379185	-5065	-5065										44227	374120	0	0.0000%	66529	0	0	66529	17.9008%	0	0	0	0	1		1600		1	0	40762	0	0	0	-2437	0	-2628	0		0	45827	0	0	45827	0	0	0	0	0	0						0	0	0		
722544																																																																																						452767	23953	23953	15.8618%	23.8997%	22.6353%	428814	1894446	2703445	-31836	0			15.8997%		0					372278	2707239								0	0	0		0		60330	22.6353%	1	0	400772	0	3794	0	-31836	0	0	0		0	428814	0	0	428814	0	0	0	0	0	0	0	0	0	23953	0	3794	0			
722777			11540110	791388	791388	11.2533%	17.4706%	16.2725%	10748722	66054560	95516561	-773720	0			9.4706%						-662722	97344410								0	0	0		13239293	16.2725%	0	11802851	1443020	251615	133214	-261080	-311837	-27627	-173176		0	10748722	0	0	10748722	0	0	0	0	0	0	0	0	0	791388	0	1827849	0																																						2																	0				1																															
722816																																																																																				1112725	0				9.2698%			104389		1126123	-19682	0										84213	1126123	0	0.0000%	112693	0	7734	120427	10.8227%	0	0	0	0	1		20176		1	0	84707	0	0	0	-18753	0	-921	-8		0	104389	0	0	104389	0	0	0	0	0	0						0	0	60232		
723112			19446288	1597681	2219092	8.5104%	12.2433%	10.8462%	17227196	158832272	202426002	-1092107	252016			4.2433%						6467382	208213024								0	0	0		16294820	10.8462%	0	21670095	4367648	117821	3033	-1040086	-20163	-31858	0		1046504	17227196	0	0	17227196	0	0	0	0	0	0	621411	0	0	2219092	0	5535006	0																																						2																	0				1																															
723158																																																																																						14738	1182	1182	10.7514%	15.7210%	14.4602%	13556	93747	126086	-1229	0			7.7210%							5056	126086								0	0	0		0		8500	14.4602%	1	0	12327	0	0	0	-1229	0	0	0		0	13556	0	0	13556	0	0	0	0	0	0	0	0	0	1182	0	0	0			
723550																																																																																						9240	297	297	8.6499%	13.3009%	12.8734%	8943	69469	103389	-3364	0			5.3009%							8593	103389								0	0	0		0		350	12.8734%	1	0	5579	0	0	0	-3364	0	0	0		0	8943	0	0	8943	0	0	0	0	0	0	0	0	0	297	0	0	0			
723653																																																																																						29567	1321	1321	10.1406%	28.0102%	26.7587%	28246	105558	278543	-3020	0			20.0102%							23131	278543								0	0	0		0		5115	26.7587%	1	0	25226	0	0	0	-2541	0	0	-479		0	28246	0	0	28246	0	0	0	0	0	0	0	0	0	1321	0	0	0			
723756																																																																																				54454	0				12.4421%			6880		55296	-1131	0										5015	55874	0	0.0000%	6918	0	0	6918	12.7043%	0	0	0	0	1		2443		1	0	6327	578	0	0	-1131	0	0	0		0	6880	0	0	6880	0	0	0	0	0	0						578	0	0		
723868																																																																																				214638	0				10.2899%			22677		220381	-8551	0										15227	220381	0	0.0000%	1515	0	0	1515	0.7058%	0	0	0	0	1		7450		1	0	14126	0	0	0	-8551	0	0	0		0	22677	0	0	22677	0	0	0	0	0	0						0	0	1033		
724230																																																																																				727176	0				8.8125%			63588		721565	-3885	0										57941	721565	0	0.0000%	137676	0	4613	142289	19.5673%	0	0	0	0	1		5647		1	0	59703	0	0	0	-3885	0	0	0		0	63588	0	0	63588	0	0	0	0	0	0						0	0	0		
724548																																																																																						7497	335	335	9.4781%	28.0387%	26.7858%	7162	26738	75564	-530	0			20.0387%							3101	78451								0	0	0		0		6948	26.7858%	1	0	9519	2577	310	0	-530	0	0	0		0	7162	0	0	7162	0	0	0	0	0	0	0	0	0	335	0	2887	0			
724744																																																																																						70957	4783	4783	10.4983%	15.4236%	14.3839%	66174	460056	630328	-5630	0			7.4236%			1				42597	636701								0	0	0		0		29950	14.3839%	1	0	66917	6373	0	0	-5630	0	0	0		0	66174	0	0	66174	0	0	0	0	0	0	0	0	0	4783	0	6373	0			
724904																																																																																						44987	3232	3232	12.3235%	17.7163%	16.4435%	41755	253930	338824	-3	0			9.7163%							7655	338824								0	0	0		0		34100	16.4435%	1	0	41752	0	0	0	-3	0	0	0		0	41755	0	0	41755	0	0	0	0	0	0	0	0	0	3232	0	0	0			
724940																																																																																				53730	0				15.6621%			8513		54354	0	0										6513	54354	0	0.0000%	1615	0	0	1615	3.0058%	0	0	0	0	1		2000		1	0	8513	0	0	0	0	0	0	0		0	8513	0	0	8513	0	0	0	0	0	0						0	0	0		
725077																																																																																						48161	2933	2933	13.1499%	20.5774%	19.3242%	45228	234048	343942	-1010	0			12.5774%							20753	344683								0	0	0		0		25216	19.3242%	1	0	44959	650	91	0	-1010	0	0	0		0	45228	0	0	45228	0	0	0	0	0	0	0	0	0	2933	0	741	0			
725732			285588	17537	17537	9.2926%	16.9770%	15.9345%	268051	1682203	2884560	-6587	0			8.9770%						198511	2884560								0	0	0		69540	15.9345%	0	261464	0	0	0	-6587	0	0	0		0	268051	0	0	268051	0	0	0	0	0	0	0	0	0	17537	0	0	0																																																							0				1																															
725741																																																																																						18838	890	890	11.9389%	26.6137%	25.3564%	17948	70783	150332	-4147	0			18.6137%							13535	150332								0	0	0		0		4413	25.3564%	1	0	13801	0	0	0	-4147	0	0	0		0	17948	0	0	17948	0	0	0	0	0	0	0	0	0	890	0	0	0			
726458																																																																																						6980	317	317	7.3522%	11.8265%	11.2894%	6663	59020	90626	-726	0			3.8265%							709	92658								0	0	0		0		7986	11.2894%	1	0	7969	1458	574	0	-726	0	0	0		0	6663	0	0	6663	0	0	0	0	0	0	0	0	0	317	0	2032	0			
726953																																																																																				1253345	0				10.5466%			132852		1259672	-369	0										72270	1259672	0	0.0000%	136052	0	0	136052	10.8551%	0	0	0	0	1		60582		1	0	132483	0	0	0	-369	0	0	0		0	132852	0	0	132852	0	0	0	0	0	0						0	0	0		
727174																																																																																						146498	4885	4885	12.5856%	38.1189%	36.8478%	141613	384319	1125196	0	0			30.1189%							139476	1125196								0	0	0		0		2137	36.8478%	1	0	141613	0	0	0	0	0	0	0		0	141613	0	0	141613	0	0	0	0	0	0	0	0	0	4885	0	0	0			
728948																																																																																						62862	5104	5104	8.6998%	15.5023%	14.2436%	57758	405500	663901	-12190	0			7.5023%							40089	671224								0	0	0		0		24992	14.2436%	1	0	52891	4536	2787	0	-12190	0	0	0		0	57758	0	0	57758	0	0	0	0	0	0	0	0	0	5104	0	7323	0			
728957																																																																																				301358	0				8.0929%			24965		308479	-10104	0										2945	308766	0	0.0000%	45372	0	3687	49059	16.2793%	0	0	0	0	1		22307		1	0	15148	201	86	0	-10104	0	0	0		0	24965	0	0	24965	0	0	0	0	0	0						287	0	0		
729011																																																																																						54312	4046	4046	8.4575%	16.8386%	15.5842%	50266	322544	594336	-5198	0			8.8386%							30398	596559								0	0	0		0		22091	15.5842%	1	0	47291	1809	414	0	-5198	0	0	0		0	50266	0	0	50266	0	0	0	0	0	0	0	0	0	4046	0	2223	0			
729057																																																																																						13117	895	895	7.2660%	18.3198%	17.0698%	12222	71600	168207	-2789	0			10.3198%							4722	168207								0	0	0		0		7500	17.0698%	1	0	9433	0	0	0	-2789	0	0	0		0	12222	0	0	12222	0	0	0	0	0	0	0	0	0	895	0	0	0			
729178																																																																																						25016	1486	1486	10.9353%	18.3675%	17.2764%	23530	136197	215175	-1041	0			10.3675%							19006	215382								0	0	0		0		4731	17.2764%	1	0	22696	207	0	0	-1041	0	0	0		0	23530	0	0	23530	0	0	0	0	0	0	0	0	0	1486	0	207	0			
729310																																																																																						132741	10879	10879	9.2917%	15.2900%	14.0368%	121862	868158	1311509	-5058	0			7.2900%							80252	1316158								0	0	0		0		46258	14.0368%	1	0	121452	4536	113	0	-3844	193	-1408	0		0	121862	0	0	121862	0	0	0	0	0	0	0	0	0	10879	0	4649	0			
729459																																																																																						11228	75	75	8.6299%	12.1024%	12.0216%	11153	92775	129236	-437	0			4.1024%							839	141186								0	0	0		0		22264	12.0216%	1	0	22666	10711	1239	0	-437	0	0	0		0	11153	0	0	11153	0	0	0	0	0	0	0	0	0	75	0	11950	0			
729570																																																																																						12927	366	366	25.0954%	44.2024%	42.9509%	12561	29245	50053	-965	0			36.2024%							12561	50053								0	0	0		0		0	42.9509%	1	0	11596	0	0	0	-965	0	0	0		0	12561	0	0	12561	0	0	0	0	0	0	0	0	0	366	0	0	0			
729842																																																																																				224547	0				10.5768%			23743		224482	-4116	0										20343	224482	0	0.0000%	19650	0	272	19922	8.8721%	0	0	0	0	1		3400		1	0	19627	0	0	0	-4116	0	0	0		0	23743	0	0	23743	0	0	0	0	0	0						0	0	0		
729945																																																																																						8712	1125	514	5.8382%	9.8088%	9.2301%	8198	88818	140419	0	0			1.8088%	-275	0					-4363	140419								0	0	0		0		12561	9.2301%	1	0	8198	0	0	0	0	0	0	0		0	8198	0	0	8198	0	0	0	0	0	0	0	0	0	1125	611	0	0			
730745																																																																																				30471	0				14.4268%			4369		30284	-1500	0										3819	30284	0	0.0000%	1187	0	0	1187	3.8955%	0	0	0	0	1		550		1	0	2869	0	0	0	-1500	0	0	0		0	4369	0	0	4369	0	0	0	0	0	0						0	0	0		
731050																																																																																						20245	1536	1536	9.9784%	14.0577%	12.9911%	18709	144014	187495	-1022	0			6.0577%							9557	192593								0	0	0		0		14250	12.9911%	1	0	22785	5098	0	0	-1022	0	0	0		0	18709	0	0	18709	0	0	0	0	0	0	0	0	0	1536	0	5098	0			
731247																																																																																				4150662	0				12.0093%			485044		4038893	-20861	0						0	0	0	0	421962	4041393	0	0.0000%	665979	0	6899	672878	16.2113%	0	0	0	0	1		65582		1	0	466683	2500	0	0	-20861	0	0	0		0	485044	0	0	485044	0	0	0	0	0	0						2500	0	67652		
731957																																																																																						2551	95	95	7.8726%	27.3859%	26.3661%	2456	9315	31197	-371	0			19.3859%							2300	31197								0	0	0		0		156	26.3661%	1	0	2085	0	0	0	-371	0	0	0		0	2456	0	0	2456	0	0	0	0	0	0	0	0	0	95	0	0	0			
732178																																																																																				786157	0				9.4390%			72182		764722	-2142	0										33212	765005	0	0.0000%	113325	0	388	113713	14.4644%	0	0	0	0	1		39252		1	0	70322	228	0	55	-2143	0	0	0		0	72182	0	0	72182	0	0	0	0	0	0						283	0	57584		
732253																																																																																				225096	0				8.4154%			18080		214843	-190	0										7617	219381	0	0.0000%	19337	0	249	19586	8.7012%	0	0	0	0	1		15001		1	0	22428	4538	0	0	-190	0	0	0		0	18080	0	0	18080	0	0	0	0	0	0						4538	0	0		
732637																																																																																				127887	0				8.8657%			11290		127344	-2740	0										11040	127344	0	0.0000%	2014	0	0	2014	1.5748%	0	0	0	0	1		250		1	0	8550	0	0	0	-2740	0	0	0		0	11290	0	0	11290	0	0	0	0	0	0						0	0	0		
732758																																																																																						59021	4361	4361	11.3169%	16.9533%	15.7006%	54660	348139	482995	-851	0			8.9533%							38335	482995								0	0	0		0		16325	15.7006%	1	0	53809	0	0	0	-851	0	0	0		0	54660	0	0	54660	0	0	0	0	0	0	0	0	0	4361	0	0	0			
732918																																																																																						122280	10455	10455	8.3149%	11.2658%	10.3026%	111825	1085405	1344878	-5894	3472			3.2658%							101930	1351133								0	0	0		0		12677	10.3026%	1	0	108713	2395	388	0	-2423	0	-3472	0		0	111825	0	0	111825	0	0	0	0	0	0	0	0	0	10455	0	2783	0			
732954																																																																																				104662	0				11.4337%			11938		104411	-4171	0										10833	104506	0	0.0000%	3157	0	20	3177	3.0355%	0	0	0	0	1		1200		1	0	7862	0	0	95	-4171	0	0	0		0	11938	0	0	11938	0	0	0	0	0	0						95	0	0		
733054																																																																																						112272	3882	3882	11.0884%	25.9734%	25.0753%	108390	432258	977511	-53005	0			17.9734%							90044	981939								0	0	0		0		22774	25.0753%	1	0	59813	0	4428	0	-53005	0	0	0		0	108390	0	0	108390	0	0	0	0	0	0	0	0	0	3882	0	4428	0			
733540																																																																																				110708	0				9.6952%			10634		109683	0	0										2785	109683	0	0.0000%	16596	0	0	16596	14.9908%	0	0	0	0	1		7849		1	0	10634	0	0	0	0	0	0	0		0	10634	0	0	10634	0	0	0	0	0	0						0	0	0		
733559																																																																																				358297	0				11.0500%			40041		362363	0	0										9841	362363	0	0.0000%	74034	0	779	74813	20.8802%	0	0	0	0	1		30200		1	0	40041	0	0	0	0	0	0	0		0	40041	0	0	40041	0	0	0	0	0	0						0	0	0		
733661																																																																																						31005	1111	1111	8.8066%	30.6280%	29.5305%	29894	101231	339451	-3164	0			22.6280%							27611	339451								0	0	0		0		2283	29.5305%	1	0	26730	0	0	0	-3164	0	0	0		0	29894	0	0	29894	0	0	0	0	0	0	0	0	0	1111	0	0	0			
733755																																																																																						11224	869	869	7.8536%	16.1750%	14.9227%	10355	69391	131851	-86	0			8.1750%							10105	131851								0	0	0		0		250	14.9227%	1	0	10269	0	0	0	-86	0	0	0		0	10355	0	0	10355	0	0	0	0	0	0	0	0	0	869	0	0	0			
733951																																																																																						21437	1411	1411	8.0278%	16.0798%	15.0215%	20026	133316	249459	-7605	0			8.0798%							10673	251642								0	0	0		0		11536	15.0215%	1	0	14604	2142	41	0	-7605	0	0	0		0	20026	0	0	20026	0	0	0	0	0	0	0	0	0	1411	0	2183	0			
734248																																																																																						47506	3209	3209	10.1224%	18.5310%	17.2793%	44297	256359	437615	-8485	0			10.5310%							33187	440711								0	0	0		0		14206	17.2793%	1	0	38908	3096	0	0	-8485	0	0	0		0	44297	0	0	44297	0	0	0	0	0	0	0	0	0	3209	0	3096	0			
734350																																																																																						46066	3902	3902	9.2526%	15.0442%	13.7699%	42164	306205	455698	-3202	0			7.0442%			0				29448	455698								0	0	0		0		12716	13.7699%	1	0	38962	0	0	0	-2224	0	-978	0		0	42164	0	0	42164	0	0	0	0	0	0	0	0	0	3902	0	0	0			
734538																																																																																				1056396	0				13.7439%			156934		1141847	-2877	0										49702	1145037	318	0.0301%	182530	0	0	182530	17.2786%	0	0	0	0	1		110422		1	0	157247	449	0	2741	-2877	0	0	0		0	156934	0	0	156934	0	0	0	0	0	0						3190	0	0		
734613																																																																																				356144	0				16.5190%			59822		362140	-4132	0										50704	362140	0	0.0000%	8192	0	717	8909	2.5015%	0	0	0	0	1		9118		1	0	55690	0	0	0	-4132	0	0	0		0	59822	0	0	59822	0	0	0	0	0	0						0	0	34726		
735049																																																																																				60319	0				14.3517%			8884		61902	-490	0										5884	61902	0	0.0000%	0	0	0	0	0.0000%	0	0	0	0	1		3000		1	0	8394	0	0	0	-490	0	0	0		0	8884	0	0	8884	0	0	0	0	0	0						0	0	0		
735067																																																																																				392805	0				11.1482%			43922		393982	0	0										26983	395074	0	0.0000%	65306	0	0	65306	16.6256%	0	0	0	0	1		18031		1	0	45014	1092	0	0	0	0	0	0		0	43922	0	0	43922	0	0	0	0	0	0						1092	0	0		
735414																																																																																						7851	146	146	9.6960%	22.9146%	22.4885%	7705	34262	79466	0	0			14.9146%							2445	79466								0	0	0		0		5260	22.4885%	1	0	7705	0	0	0	0	0	0	0		0	7705	0	0	7705	0	0	0	0	0	0	0	0	0	146	0	0	0			
735441																																																																																						137267	11767	11767	10.6917%	14.6155%	13.3626%	125500	939189	1173813	-1888	0			6.6155%							112309	1175736								0	0	0		0		15114	13.3626%	1	0	125535	1886	37	0	-1888	0	0	0		0	125500	0	0	125500	0	0	0	0	0	0	0	0	0	11767	0	1923	0			
735973																																																																																						14413	306	306	17.2079%	38.6978%	37.8762%	14107	37245	81980	-1075	0			30.6978%							14135	81980								0	0	0		0		1	37.8762%	1	0	13061	0	0	0	-1046	0	0	0		0	14107	0	0	14107	0	0	0	0	0	0	0	0	0	306	0	0	0			
736158																																																																																				48647	0				14.5402%			6840		47042	-900	0										840	47042	0	0.0000%	7384	0	10	7394	15.1993%	0	0	0	0	1		6000		1	0	5940	0	0	0	-900	0	0	0		0	6840	0	0	6840	0	0	0	0	0	0						0	0	0		
736206																																																																																						412721	35482	35482	7.6837%	13.0215%	11.9020%	377239	3169541	4909571	-11104	0			5.0215%			0				189926	4963976								0	0	0		0		241718	11.9020%	1	0	420540	51879	2526	0	-10712	486	-878	0		0	377239	0	0	377239	0	0	0	0	0	0	0	0	0	35482	0	54405	0			
736550																																																																																						39247	3326	3326	8.9502%	14.7652%	13.5139%	35921	265808	401344	-3140	0			6.7652%							22132	404276								0	0	0		0		16721	13.5139%	1	0	35713	2470	462	0	-3140	0	0	0		0	35921	0	0	35921	0	0	0	0	0	0	0	0	0	3326	0	2932	0			
736662																																																																																				226400	0				9.7419%			20799		213501	-41	0										9790	215363	0	0.0000%	18451	0	372	18823	8.3140%	0	0	0	0	1		12871		1	0	22620	1862	0	0	-41	0	0	0		0	20799	0	0	20799	0	0	0	0	0	0						1862	0	480		
737548																																																																																				792306	0				10.4943%			83150		792338	-6766	0										71316	796222	0	0.0000%	0	0	7615	7615	0.9611%	0	0	0	0	1		15718		1	0	80268	3622	262	0	-6766	0	0	0		0	83150	0	0	83150	0	0	0	0	0	0						3884	0	127441		
738013																																																																																				941868	0				11.4022%			107171		939914	-9193	0						0	0	0	0	106471	939914	0	0.0000%	168897	0	8539	177436	18.8387%	0	0	0	0	1		700		1	0	97978	0	0	0	-9193	0	0	0		0	107171	0	0	107171	0	0	0	0	0	0						0	0	26654		
738040																																																																																				2126263	0				10.0791%			211499		2098394	-30711	0										179366	2113609	0	0.0000%	301904	0	9050	310954	14.6244%	0	0	0	0	1		47348		1	0	196003	12768	2447	0	-30711	0	0	0		0	211499	0	0	211499	0	0	0	0	0	0						15215	0	0		
738143																																																																																						65638	4728	4728	8.4052%	12.9240%	11.9931%	60910	507876	724672	-16904	0			4.9240%			0				45496	726902								0	0	0		0		17644	11.9931%	1	0	46236	2210	20	0	-16904	0	0	0		0	60910	0	0	60910	0	0	0	0	0	0	0	0	0	4728	0	2230	0			
738255																																																																																				193245	0				12.4784%			24198		193919	-2565	0										20858	193919	0	0.0000%	58440	0	90	58530	30.2880%	0	0	0	0	1		3340		1	0	21633	0	0	0	-2565	0	0	0		0	24198	0	0	24198	0	0	0	0	0	0						0	0	0		
738303																																																																																						145959	7624	7624	10.4768%	15.3318%	14.5310%	138335	952000	1320396	-9550	0			7.3318%							2421	1320596								0	0	0		0		136114	14.5310%	1	0	128985	156	44	0	-7195	0	-2355	0		0	138335	0	0	138335	0	0	0	0	0	0	0	0	0	7624	0	200	0			
738657																																																																																						4578	320	320	7.9953%	14.6043%	13.5834%	4258	31347	53256	-817	0			6.6043%							4008	53256								0	0	0		0		250	13.5834%	1	0	3441	0	0	0	-817	0	0	0		0	4258	0	0	4258	0	0	0	0	0	0	0	0	0	320	0	0	0			
738769																																																																																						118954	8482	8482	10.6164%	15.4232%	14.3235%	110472	771265	1040580	-10132	0			7.4232%							75763	1055577								0	0	0		0		49706	14.3235%	1	0	115337	13560	1437	0	-10132	0	0	0		0	110472	0	0	110472	0	0	0	0	0	0	0	0	0	8482	0	14997	0			
739346																																																																																				122447	0				13.5675%			17034		125550	-3911	0										14935	125550	0	0.0000%	14754	0	0	14754	12.0493%	0	0	0	0	1		1060		1	0	12084	0	0	0	-4950	0	0	0		0	17034	0	0	17034	0	0	0	0	0	0						0	0	0		
739355																																																																																						76607	6633	6633	9.8744%	14.4589%	13.2070%	69974	529827	708642	-2290	0			6.4589%							55948	708663								0	0	0		0		14047	13.2070%	1	0	67705	0	21	0	-2290	0	0	0		0	69974	0	0	69974	0	0	0	0	0	0	0	0	0	6633	0	21	0			
739560																																																																																						430055	50219	50219	6.8895%	10.7432%	9.4887%	379836	4003033	5513287	-28478	0			2.7432%							336810	5519565								0	0	0		0		49303	9.4887%	1	0	357635	0	3410	0	-28478	0	0	0		2867	379836	0	0	379836	0	0	0	0	0	0	0	0	0	50219	0	6278	0			
