"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONMT87	RCONMT89	RCONMT91	RCONMT93	RCONMT95	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
	OTH NONTRANSACTION SAVINGS DEPOSITS	TOT TRANSACTION ACCTS-US GOVERNMENT	TOT TRANSACT ACCTS-STS&POL SUB IN US	TOTAL DEMAND DEPOSITS	TOT TRANS ACCTS-BKS IN FGN COUNTRIES	TOTAL TRANSACTIONS ACCOUNTS	TOT TRANS ACCTS-FGN GOVTS&OFFCL INST	NONTRANS DPS OF BKS IN FGN COUNTRIES	TOTAL BROKERED DEPOSITS	TOT NONTRANS ACCTS-FGN GOVTS&OFFCL I	TOTAL NONTRANSACTION ACCOUNTS	TOT NONTRANSACTION ACCTS-US GOVT	TOT NONTRANSACTION ACCTS-STS&POL SUB	PREFERRED DEPOSITS	TIME DEPOSITS LT 100000	AMT OUTSTDG IN MONEY MARKET DEP ACCT	IRA AND KEOGH PLAN ACCOUNTS	TRANSACTION ACCTS: IPC DEPOSITS	NONTRANSACTION ACCTS: IPC DEPOSITS	TRANSACTION ACCT: CB'S & DI'S IN U.S	NONTRANSACT ACCT: CB'S & DI'S IN U.S	IRA KEOGH IN MEM ITEM 2.C	SELECTED COMPONENTS OF TOTAL DEPOSIT	SELECTED COMPONENTS OF TOTAL DEPOSIT	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS OF 250000 OR LESS WITH	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS EQ 100K LE 250K	TIME DEPOSITS GT 250K	Total reciprocal deposit	BRKRD DEP GT 250000 MAT LE 1 YR	TIME DEP GT 250000 MAT LE 1 YRDEP	EST DEP LISTING SERVICE NOT BROKERED	Fully insured, affiliate sweep depos	Not fully insured, affiliate sweep d	Fully insured, non-affiliate sweep d	Not fully insured, non-affiliate swe	Designated exception sweep deposit	OFFR CONSUM DEP ACT INDIV HSHLD FMLY	NONINTR TRN ACCTS INDIV HSHLD FMLY	INTR TRN ACCTS INDIV HSHLD FMLY	MMDA DEPS PRIMRLY INDIV HSHLD FAMLY	OTHR MMDA INDIV PRTNRS CORPS	OTHR SVGS DEPS IND HSHLD FAMILY USE	OTHR SVGS DEPS IND PRTNRS AND CORPS	
257653	13171	0	9959	14508	0	29093	0	0	0	0	26259	0	974		5946	3571	1809	19134	25285	0	0	451	0	0	2488	5117	1133	169	7605	350	260	0	0	2961	610	0	0	610	0	0	0	0	0	0	true							
257756	35110	0	1841	80926	0	123841	0	0	0	0	96066	0	1752		10167	19737	2109	122000	94314	0	0	993	0	0	9165	16315	1576	547	24692	5805	6926	885	0	17436	13616	0	0	12731	0	0	0	0	0	0	true							
258146	8620	0	1654	11947	0	16285	0	0	0	0	22927	0	1620		7563	3632	894	14631	21307	0	0	0	0	0	1398	5736	2082	586	7134	273	600	0	0	2239	873	0	0	273	0	0	0	0	0	0	false							
258306	138419	54	604	132627	0	201098	0	0	0	0	322965	0	3850		25048	136169	8774	200321	319098	119	17	1565	0	0	13948	14353	7265	1286	28301	1445	1717	8364	0	11803	11526	0	0	3162	0	0	0	0	0	0	true							
258379	23753	0	5205	14011	0	52131	0	0	0	0	77935	0	2042		21800	5338	8710	46926	75893	0	0	1927	0	0	3096	7611	18947	8881	10707	0	251	6366	3692	16735	10309	0	0	251	0	0	0	0	0	0	true							
258445	112721	0	6622	183243	0	296880	0	0	0	0	339434	0	449		65996	118071	21083	290258	336432	0	2553	6155	0	0	16877	46727	29055	7492	63603	3972	3684	261	576	34154	8493	0	0	7656	2341	0	0	20303	0	20303	true							
258539	34524	0	1019	19024	0	28131	0	0	0	0	73015	0	1770		11398	9221	10312	27112	71245	0	0	2697	0	0	3249	8912	7517	1749	12161	3000	1935	2636	271	10030	7842	0	0	4935	0	0	0	0	0	0	true							
258771	302360	0	0	1679368	0	2261647	0	0	270160	0	3951736	0	404848		430845	2679854	90217	2261647	3532992	0	13896	29057	270160	270160	198827	579703	95425	4312	678630	15839	62236	12815	366	447421	91256	0	0	78075	13896	0	0	0	0	0	true	316727	281865	1494595	766515	273518	28842	
258874	22878	0	26	4444	0	19524	0	0	0	0	66141	0	378		16785	16494	3162	19498	65763	0	0	1732	0	0	4260	14416	4187	1928	18676	506	1472	0	0	8006	1978	0	0	1977	0	0	0	0	0	0	true							
259059	25127	0	5797	36498	0	61953	0	0	0	0	63356	0	6376		6744	27457	3270	53361	56980	2795	0	1306	0	0	2764	3192	2552	864	5711	302	711	387	0	2628	1400	0	0	1013	0	0	0	0	0	0	true							
259330	88697	0	13444	57594	0	110295	0	0	31981	0	735106	0	99100		122143	444254	29540	96836	635907	15	99	8993	31981	0	33989	69933	38122	30530	103922	13972	13226	1949	435	50431	29582	820	0	27198	0	0	0	0	0	0	true							
259442	39848	4	28911	76432	0	159931	0	0	5200	0	223331	0	14293		45467	96638	17613	131016	206946	0	2092	7202	200	200	23583	19415	23106	5133	42998	4759	5308	3027	2514	25770	15608	24605	5000	10067	746	0	0	17000	0	17000	true							
259956	21999	0	24691	12912	0	95225	0	0	0	0	44859	0	4888		9526	2369	2663	70518	39971	16	0	852	0	0	2202	8030	6909	319	10232	1695	503	834	0	7933	3032	0	0	2198	0	0	0	0	0	0	true							
260055	167647	70	238472	2586897	0	3539632	0	0	0	0	1997394	0	101867		46741	1719679	23104	3290104	1895524	10986	3	8602	0	0	20322	39473	16196	5963	59795	4800	11260	5879	6175	35213	28114	7584	0	16060	0	0	0	4934	0	4934	true	443799	800353	1008978	432182	157683	9407	
260831	9386	0	8086	53422	0	54622	0	0	0	0	67919	0	3686		9574	16185	1160	46536	61255	0	2978	454	0	0	10538	22179	1954	0	32717	2195	4158	1324	0	25097	7677	0	0	6353	2728	0	0	0	0	0	true							
261146	24508	0	27500	138999	0	140118	0	0	112834	0	236336	0	3752		136999	44494	11695	112618	232584	0	0	5450	112834	14585	15525	41826	84645	16825	57351	3892	3754	256	609	21822	8511	8544	0	7646	0	8545	0	0	0	8545	true							
261360	100079	375	53822	154021	0	210306	0	0	0	0	656066	212	55734		57917	399415	14334	156109	600120	0	0	5294	0	0	28482	80574	21070	1497	109056	6255	13794	4344	554	73706	24947	0	0	20049	0	0	0	0	0	0	false							
261940	77627	3	111738	128852	0	439544	0	0	2	0	463182	0	34364		94591	139698	33553	327803	428321	0	497	10864	2	2	60164	107778	24649	837	167942	24234	19853	8341	0	98837	52428	14467	0	44087	0	0	0	0	0	0	true							
262059	25884	4	75059	113543	0	244685	0	0	6249	0	168663	0	23100		12662	92560	7532	167633	145563	1989	0	4200	0	0	21207	14128	3376	860	35178	7098	3083	469	0	26908	10650	42318	6249	6935	0	0	0	0	0	0	true							
262237	21291	0	14122	103756	0	160000	0	0	0	0	217946	0	43719		17591	144365	9135	145878	174227	0	0	5525	0	0	6763	20318	9695	1841	27081	3737	6831	2755	350	21026	13673	0	0	10568	0	0	0	0	0	0	true							
262358	59527	0	10116	204225	0	306417	0	0	0	0	339192	0	38837		23104	96336	5391	294817	280991	1484	19364	1163	0	0	26706	68314	52105	10660	95020	2093	18823	4628	0	134682	25544	19858	0	20916	120926	0	0	15635	0	15635	true							
262741	62058	97	40448	188222	0	318697	0	0	0	0	136969	0	12777		34709	0	14416	275915	123992	2237	200	6494	0	0	21736	29564	6337	1585	48828	12065	1911	1061	651	24514	15688	70807	0	13117	0	0	0	62646	0	62646	true							
262844	193586	0	42502	250831	0	343832	0	0	5381	0	464362	0	34421		53341	153757	30668	301082	429941	248	0	0	5381	5381	25832	37422	21344	6377	63254	7337	13531	4907	269	37634	26044	5381	0	20868	0	0	0	0	0	0	true							
262956	48731	0	20996	59447	0	95414	0	0	0	0	79610	0	2365		13794	0	6374	74418	77245	0	0	3044	0	0	4753	6666	7527	4520	9577	1808	3370	1630	605	9672	7413	0	0	5178	0	0	0	0	0	0	true							
263243	92666	2	40505	136389	0	265335	0	0	8264	0	229499	0	651		46251	42405	18014	224828	228848	0	0	6933	8264	6277	13512	34796	23978	5846	48308	2821	6110	6312	1053	31881	16296	0	0	2654	0	0	0	0	0	0	true							
263627	42883	0	46093	52040	0	130425	0	0	0	0	66732	0	3119		10573	3020	2996	84332	63613	0	0	583	0	0	3605	7889	2723	1637	11493	2776	2199	0	0	5281	4975	0	0	4975	0	0	0	0	0	0	false							
264455	91891	1	67688	285536	0	427624	0	0	0	0	196990	0	6397		25006	45890	10226	359935	190593	0	0	4974	0	0	14450	19297	6616	1221	32870	9140	6909	1576	0	16578	17625	0	0	15758	0	0	0	0	0	0	true							
264772	1553110	0	254	2627689	0	2627689	0	0	1068127	0	1964152	0	6477		170663	171612	0	2626015	1904798	1420	52877	0	980249	890689	15164	113640	95630	9034	128804	303	5070	250	338	62807	5961	16424	87878	5373	689305	0	0	0	0	0	true	2834	562487	81	165843	1532570	20395	
265340	42320	0	42882	61585	0	89761	0	0	0	0	159625	0	1895		25559	54727	14010	46879	157730	0	0	6277	0	0	7794	22218	12499	7352	30012	1728	4692	4822	1473	24304	12715	0	0	6420	0	0	0	0	0	0	true							
265407	378933	1	83512	828861	0	1109122	0	0	66677	0	905187	0	150646		72465	366327	34966	1019893	754541	5716	0	11323	66677	66638	32874	56433	15845	8462	89307	16547	14479	14423	863	41149	46312	253568	0	31026	0	0	0	0	0	0	true							
265452	16747	0	17611	46614	0	46614	0	0	0	0	33732	0	2124		7196	0	1319	29003	31608	0	0	204	0	0	3202	6391	3855	1355	9593	751	520	911	0	7606	2182	0	0	1271	0	0	0	0	0	0	false							
265676	19812	0	1870	49820	0	57715	0	0	0	0	62107	0	4308		12833	11491	2359	55845	57600	0	199	293	0	0	5090	16906	780	349	21996	1861	5818	0	0	10292	7679	0	0	7679	0	0	0	0	0	0	true							
266066	18998	0	9323	59594	0	85249	0	0	0	0	129029	0	16409		10868	41790	3711	75926	100122	0	12498	483	0	0	8274	23039	9483	77	31313	3877	20164	3328	0	30004	27369	1501	0	24041	16224	0	0	0	0	0	true							
266244	46634	33	5697	67957	0	78270	0	0	0	0	170253	0	5027		34554	35585	7272	72540	164732	0	494	3204	0	0	6103	19186	24372	6775	25289	11260	5291	11063	3984	21881	31598	0	0	16551	0	0	0	0	0	0	true							
266253	11124	1	13809	22254	0	53388	0	0	0	0	54537	0	6936		4356	5183	944	39578	47591	0	10	482	0	0	14065	11038	5282	915	25103	1699	4474	0	756	26944	6929	10470	0	6173	14165	0	0	0	0	0	false							
266655	15353	0	1343	14199	0	28775	0	0	4179	0	45379	0	5882		14661	5145	3302	27432	39497	0	0	760	4179	2020	5457	7973	5138	3649	13430	2664	0	0	0	7556	2664	0	0	2664	4225	0	0	0	0	0	true							
266851	53742	0	32733	132075	0	133907	0	0	0	0	137797	0	10435		24426	40570	9171	101174	127362	0	0	3873	0	0	5926	15307	13352	2761	13238	1809	2249	1283	798	12921	6139	0	0	4058	0	0	0	0	0	0	false							
266945	97254	38	67590	165098	0	292286	0	0	0	0	668645	0	13532		83170	319967	65531	224658	654862	0	251	40992	0	0	24609	93185	46752	6557	117794	5695	45898	27094	1633	87934	80320	0	0	51593	0	0	0	0	0	0	true							
267652	24497	0	10945	41785	0	54067	0	0	0	0	57398	0	4450		4027	25950	1509	43122	52948	0	0	371	0	0	969	3074	2013	895	3813	0	0	0	0	2925	0	0	0	0	0	0	0	0	0	0	false							
268006	1073856	17	70181	425248	0	425248	0	0	8007	0	1848083	0	89285		157325	482407	87544	350825	1754391	4225	4407	38572	8007	8007	66795	97332	56428	31984	163289	10691	12122	9279	7188	95214	39280	399857	0	22813	0	0	0	383616	0	383616	true	9284	31630	257525	222918	711185	311127	
268136	26706	0	25377	132984	0	132984	0	0	0	0	139629	0	3679		27282	50702	10117	107607	135950	0	0	3510	0	0	13067	34865	3751	293	47932	1425	8548	272	0	24694	10245	0	0	9973	0	0	0	0	0	0	true							
268677	123367	0	514	153367	0	162637	0	0	64442	0	435707	0	49		28754	173058	5112	161732	413114	391	22544	1629	59435	59435	12909	80617	17088	5086	93526	8555	8271	5254	1501	86946	23581	55995	5007	16826	8055	0	0	0	0	0	false							
268828	81205	20	3731	78533	0	96531	0	0	0	0	169458	0	7915		31085	4455	15344	92780	161543	0	0	7928	0	0	14828	33075	7986	868	47812	6621	17881	1999	540	25672	27041	0	0	24502	0	0	0	0	0	0	false							
268976	219065	2	0	48650	0	186408	0	0	0	0	507344	0	0		57931	30673	28909	186406	507344	0	0	17925	0	0	42837	69271	26281	0	112108	45170	50598	23449	0	80457	119217	0	0	95768	0	0	0	0	0	0	true							
269049	47655	0	52713	141767	0	245280	0	0	33763	0	240830	0	11005		52202	123495	4377	192567	229825	0	0	1347	33763	5506	5383	17544	33046	6655	22643	1167	4560	1324	0	10426	7051	0	0	5727	0	0	0	0	0	0	true							
269058	21688	0	14034	48367	0	98321	0	0	0	0	94219	0	4919		9153	57979	7311	84287	89300	0	0	2741	0	0	1906	5270	4153	2155	7176	252	503	0	313	4331	1068	0	0	755	0	0	0	0	0	0	true							
269571	13201	0	0	14015	0	14015	0	0	0	0	66566	0	259		28747	0	34180	14015	66307	0	0	22578	0	0	2377	8584	10259	22644	10961	250	819	552	7879	15118	9500	0	0	1069	0	0	0	0	0	0	true							
269759	14945	0	897	20523	0	25654	0	0	0	0	29371	0	1359		4115	7751	756	24757	28012	0	0	0	0	0	1503	3314	1052	0	4817	0	806	0	0	1754	806	0	0	806	0	0	0	0	0	0	false							
270148	30512	2	15668	56661	0	83676	0	0	0	0	71358	0	7860		11107	24298	2147	68006	63498	0	0	139	0	0	2829	8976	3340	908	11805	0	495	0	0	4946	495	0	0	495	0	0	0	0	0	0	true							
270353	12011	0	1275	17361	0	25487	0	0	0	0	39107	0	3414		5045	17681	999	24212	35693	0	0	0	0	0	2511	3507	2769	299	6017	0	329	0	0	4041	329	0	0	329	0	0	0	0	0	0	true							
270504	183136	0	51104	424269	0	462063	0	0	249	0	411038	0	30241		47985	122433	27735	407231	380300	3728	497	12282	249	0	20363	36417	20376	12494	56202	5646	4682	2049	3442	41665	15819	91644	0	10328	0	0	0	73753	0	73753	true							
270531	8078	0	0	66026	0	85724	0	0	0	0	72821	0	0		9278	19120	2586	85724	63157	0	9664	740	0	0	3107	12205	14173	3733	15312	770	4668	3394	3574	23940	12406	0	0	5438	0	470	0	0	0	0	true							
270652	11504	0	5085	22760	0	36135	0	0	0	0	58695	0	10525		15997	11546	10550	31050	48070	0	100	5312	0	0	11883	9693	8629	1773	18156	1663	268	1736	0	15981	3667	0	0	1931	0	0	0	0	0	0	false							
271136	27538	0	481	42262	0	57206	0	0	0	0	33051	0	12		2494	1417	744	56725	33039	0	0	256	0	0	1192	1134	801	970	2225	0	0	0	0	1603	0	0	0	0	0	0	0	0	0	0	false							
271275	155458	0	10959	139954	0	173445	0	0	0	0	242169	0	5426		20384	39891	6289	162486	236743	0	0	1319	0	0	11781	16745	2856	1599	28526	4728	4046	300	4764	12597	13838	0	0	8774	0	0	0	0	0	0	true							
271341	25925	0	152	36336	0	58071	0	0	0	0	47563	0	0		6557	10958	5915	57919	47563	0	0	2085	0	0	841	3762	2839	3237	3773	0	0	0	0	4122	0	0	0	0	0	0	0	0	0	0	false							
271529	440158	0	35347	33966	0	75653	0	0	0	0	546752	0	323		5874	94389	0	40306	546429	0	0	0	0	0	1264	4456	1736	3276	5720	0	501	0	972	4858	1473	0	0	501	0	0	0	0	0	0	false							
272030	9029	0	10724	42154	0	48605	0	0	14358	0	85775	0	6630		25287	30954	2896	37881	79145	0	0	1436	14358	11337	7296	23945	4418	22	19904	3245	6865	0	0	10395	10110	0	0	10110	0	0	0	0	0	0	true							
272058	2639	0	311	5412	0	10740	0	0	5333	0	31568	0	2072		7462	10500	2007	10429	24163	0	5333	878	4333	249	2795	8395	2024	3198	11190	258	1759	0	0	8950	2017	0	1000	2017	0	0	0	0	0	0	false							
272151	5141	0	867	15946	0	23309	0	0	0	0	18617	72	205		3892	3848	628	22442	18340	0	0	110	0	0	1915	4806	1132	0	6721	629	877	269	0	3961	1775	0	0	1506	0	0	0	0	0	0	true							
272272	1295928	18	131864	496183	0	585920	0	0	22854	0	2238171	0	190826		245554	303612	86596	447075	2046835	6963	510	38316	22854	14269	89060	214021	124476	72073	303081	20021	54735	38667	25577	254076	139000	387670	0	74756	0	0	0	327525	0	327525	true							
272302	869741	0	15549	253503	0	553769	0	0	415295	0	3215729	0	73790		401338	721909	204169	538220	3141939	0	0	121035	415295	94952	210063	361596	224115	39705	571658	90390	227913	370891	99408	434140	788602	0	0	318303	0	8314	0	0	0	8314	true	126618	228375	501825	220084	828934	40807	
273336	120668	0	0	290328	0	383082	0	0	0	0	2630880	0	899		10531	2470780	5904	383082	2629981	0	0	632	0	0	6190	11910	3978	1256	18093	5420	8049	2629	0	12804	16098	0	0	13467	250	0	0	250	0	0	true	10500	43351	825128	1645651	118168	2500	
273550	63043	0	35912	98239	0	224076	0	0	0	0	206361	0	22038		20913	104079	7301	188164	184323	0	0	1914	0	0	6997	14693	10411	1550	21690	2910	2290	388	0	12738	5588	0	0	5200	0	0	0	0	0	0	true							
273653	29504	0	1204	18838	0	30757	0	0	0	0	47094	0	217		8124	0	0	29553	46877	0	0	0	0	0	3806	7797	4237	10	11603	826	0	914	0	7726	1740	0	0	826	0	0	0	0	0	0	true							
273662	447511	0	36859	77901	0	110269	0	0	0	0	1775242	0	248714		28961	357123	7112	73410	1526528	0	0	1867	0	0	30889	24409	9693	1546	46568	791848	78003	34220	0	37576	904071	0	0	820268	0	0	0	0	0	0	true							
273840	35246	1	21041	89345	0	133156	0	0	0	0	96432	0	6551		20897	23206	6732	112114	89881	0	0	2241	0	0	6609	19568	7551	398	26177	0	2195	1659	0	13229	3854	9332	0	2195	0	0	0	8587	0	8587	true							
273859	5687	0	349	8241	0	8241	0	0	0	0	9161	0	2092		2471	0	0	7892	7069	0	0	0	0	0	1196	2278	0	0	3474	0	0	0	0	1003	0	0	0	0	0	0	0	0	0	0	true							
274025	0	0	2519	7340	0	17098	0	0	0	0	3352	0	1580		1109	0	0	14579	1772	0	0	0	0	0	451	1129	489	0	1580	508	525	251	0	960	1284	0	0	1033	0	0	0	0	0	0	false							
274052	8127	0	4522	15236	0	21149	0	0	0	0	25805	0	5055		6356	3222	2474	16627	20750	0	0	1079	0	0	684	3009	3478	2734	3693	1000	3552	0	0	3548	4552	0	0	4552	0	0	0	0	0	0	true							
274548	31269	0	16940	114794	0	114794	0	0	2332	0	95035	0	8726		16095	34534	2736	97854	86061	0	248	428	2332	1239	2869	9675	9825	243	12513	1283	931	4406	0	6517	6620	7312	0	2214	0	0	0	0	0	0	true							
274829	110375	0	62815	136635	0	284526	0	0	0	0	204688	0	3702		45459	13466	16416	221711	200986	0	0	4242	0	0	17963	31882	11048	4889	49844	4321	6248	3576	922	20322	15067	0	0	10569	0	0	0	0	0	0	true							
274856	44036	0	2521	13255	0	44083	0	0	5018	0	76957	0	16670		14679	4017	5215	41562	60287	0	0	1312	5018	5018	2978	9817	7630	2374	12794	1802	1500	2803	0	8120	6105	5018	0	3302	0	0	0	4024	0	4024	true							
275255	22891	9	10862	27870	0	66971	0	0	20114	0	143938	909	15496		16695	45451	8250	56100	115579	0	11954	488	20114	1241	6812	18537	15498	26305	25349	1504	5360	1580	0	50457	8444	23184	0	6864	11228	0	0	16245	0	16245	false							
275358	153892	1167	180523	313643	0	773940	0	0	0	0	446252	54	60680		71383	120206	16173	592250	385518	0	0	1981	0	0	34836	66247	16157	2053	101083	20782	26631	5448	0	47910	52861	32453	0	47413	0	0	0	0	0	0	true							
275479	28378	0	0	23929	0	32433	0	0	5900	0	125486	0	0		9095	57016	3629	32433	125486	0	0	1312	5900	5900	3017	11887	1058	453	14904	9589	13463	626	0	7319	23678	0	0	23052	0	0	0	0	0	0	true							
275657	8220	79	16159	17268	0	47811	0	0	0	0	21353	0	4752		5765	0	925	31544	16601	29	0	196	0	0	1841	4441	1510	0	6282	3346	1489	506	0	2027	5341	0	0	4835	0	0	0	0	0	0	false							
276074	0	0	163	50817	0	129932	0	0	5807	0	45891	0	10292		14791	0	2266	129769	30125	0	5474	231	0	0	5440	13260	7641	1797	18700	508	13803	3127	316	13347	17754	0	2680	14311	0	0	0	0	0	0	true							
276159	16042	0	15452	52876	0	81944	0	0	0	0	84047	0	9470		13570	36953	3204	66492	74577	0	0	1110	0	0	3994	10939	4660	2488	14933	1040	7124	807	0	8511	8971	0	0	8164	0	0	0	0	0	0	true							
276551	24601	0	11415	51416	0	66694	0	0	0	0	70532	0	15903		7117	33034	3330	55279	54629	0	0	808	0	0	3908	5707	1511	0	9615	578	1192	0	0	4010	1770	0	0	1770	0	0	0	0	0	0	false							
276579	7079928	3377	1584852	53321054	0	53321054	0	0	373070	0	25740231	0	880772		591967	17234610	451305	51343948	24852375	388877	7084	77004	316571	316571	287442	506594	143582	57643	790862	159745	201786	55978	12922	403294	430432	0	56499	361231	0	0	0	0	0	0	true	6203246	6392067	9416771	7061925	6038799	1025224	
276645	81046	0	11423	104632	0	114450	0	0	4382	0	121416	0	26658		9251	4935	3429	103027	94758	0	0	278	0	0	1942	8555	7904	3416	10497	1721	6421	3900	1576	12566	13618	0	1000	8142	4967	0	0	0	0	0	true							
276654	25521	0	1891	42684	0	42875	0	0	0	0	37622	0	1735		4568	5323	1062	40984	35887	0	0	624	0	0	937	3054	1511	29	3991	0	624	624	0	964	1248	0	0	624	0	0	0	0	0	0	true							
276850	130999	8	121945	823455	0	823455	0	0	5486	0	503663	0	37279		85908	166521	13362	695618	464723	5884	1661	2015	229	0	33627	67885	59094	5543	101512	5030	12928	20822	1214	80240	39995	274395	5257	17958	0	0	0	224067	0	224067	true							
276953	23076	0	1249	16994	0	16994	0	0	0	0	43563	0	2653		6440	0	1655	15745	40910	0	0	565	0	0	6785	10089	855	0	16874	2106	652	0	0	11289	2758	0	0	2758	0	0	0	0	0	0	false							
277240	37352	0	83	84066	0	115974	0	0	10	0	300429	0	17168		38284	72757	10633	115612	283261	279	0	3761	10	10	24175	59453	9537	13	83628	26306	63360	7474	0	54895	97140	0	0	89666	0	0	0	0	0	0	true							
277277	10853	0	0	57947	0	57947	0	0	12800	0	138121	0	0		13541	57116	3348	57947	125321	0	12800	3348	7866	3982	9512	19628	21979	15052	29140	0	2027	902	1052	52630	3981	0	1500	2027	21125	0	0	0	0	0	true							
277679	1053	0	0	0	0	0	0	0	0	0	6164	0	1097		2234	1864	0	0	5067	0	0	0	0	0	1631	1187	166	6	2818	0	257	0	0	756	257	0	0	257	0	0	0	0	0	0	true							
277736	25608	0	12777	60848	0	84499	0	0	0	0	87935	0	3292		18262	14355	6644	71722	84643	0	0	2907	0	0	11185	18104	9064	0	29020	3190	6429	0	0	20091	9619	0	0	9619	0	0	0	0	0	0	false							
277820	109792	2330	42005	330036	0	330036	0	0	0	0	263282	0	3520		27274	79383	15434	285701	259762	0	0	745	0	0	16615	28333	3033	961	44948	5185	18698	676	606	21668	25165	0	0	23883	0	0	0	0	0	0	true							
278256	17157	0	17466	22875	0	56490	0	0	12502	0	99911	0	7786		7877	21585	3838	38924	71570	100	20555	1595	0	0	6494	13101	8576	8566	19095	5627	3303	7000	8502	28860	24431	814	0	8930	20646	0	0	0	0	0	true							
278555	360902	5	3919	1548403	0	1693505	0	0	8025	0	557371	0	24825		31125	132265	10931	1689483	532546	98	0	2673	8025	0	9859	22197	16422	3028	31959	1800	9996	901	0	20382	12697	920	0	11796	0	0	0	0	0	0	false							
278733	12354	0	9836	21782	0	44660	0	0	1500	0	72685	0	2089		12234	18430	3104	34824	70097	0	499	1038	0	0	5302	15507	6594	1039	20809	1727	7250	3535	947	16208	13459	0	0	8977	499	0	0	0	0	0	true							
278751	2011	0	12457	10217	0	15951	0	0	0	0	17738	0	11778		588	11604	280	3494	5960	0	0	125	0	0	1113	1329	105	0	2442	0	275	1300	0	1960	1575	9095	0	275	0	0	0	0	0	0	true							
278818	1802846	3	44562	193023	0	218443	0	0	37817	0	2696029	0	398861		98445	592989	46021	171889	2293496	1989	3672	14618	37817	25243	45111	90948	46081	25468	135881	8659	45305	35575	3047	109163	92586	150677	0	52964	0	0	0	99128	0	99128	true	34718	21139	252041	257254	888132	633469	
278872	28760	2	0	9492	0	41829	0	0	0	0	98842	0	0		21249	31486	10729	41827	98842	0	0	3977	0	0	6599	14053	8691	4575	20652	301	1509	1754	1114	12669	4678	0	0	1810	746	0	0	0	0	0	true							
279105	321990	0	6734	515437	0	815361	0	0	0	0	930937	0	59606		153236	283274	80342	808627	871331	0	0	32218	0	0	42510	96329	65502	33889	138839	13081	38947	21139	14276	84994	87443	0	0	52028	0	0	0	0	0	0	true	235963	274373	162062	69734	315751	6155	
279842	70669	68	7862	102744	0	240026	0	0	92782	0	536306	15000	56296		78964	227362	39053	232096	459977	0	5033	20692	22656	4832	31191	66496	52617	13432	97361	7095	47093	15016	5336	84770	74540	0	8512	45676	0	0	0	0	0	0	true							
279954	414327	0	7360	257305	0	261193	0	0	12170	0	779767	6067	63761		48964	263398	35259	253833	706453	0	3486	18276	12170	12170	13633	28701	10101	32461	42334	1788	7134	3222	5002	35932	17146	3095	0	8922	3237	0	0	8055	0	1885	true							
280110	7934366	283	7752379	77097715	35828	102285044	0	0	128104	0	47123414	0	1397106		1908361	35858918	1210734	94358937	45723500	137617	2808	165157	128104	128104	874207	1361935	560645	50642	2236087	209746	205772	61488	5695	939068	482701	231276	0	415518	27795	0	2081951	486431	119212	2559709	true	7090332	20978627	26826051	8014655	7119648	475752	
280138	20325	0	5070	32485	0	65205	0	0	0	0	48989	0	370		10172	10496	5909	60135	48619	0	0	2170	0	0	3259	10609	2724	254	13868	260	1063	0	0	6674	1323	0	0	1323	0	0	0	0	0	0	true							
280352	15826	0	0	44500	0	67687	0	0	496	0	26113	0	2122		4720	1287	1001	54226	23991	13461	0	321	496	496	2906	4445	1235	101	7015	312	0	0	0	3967	312	0	0	312	0	0	0	0	0	0	true							
280558	22528	0	559	41195	0	45433	0	0	0	0	57242	0	1128		2894	19362	1156	44788	45572	86	10542	352	0	0	2509	2394	6910	2483	4903	0	1054	0	0	11402	1054	0	0	1054	10293	0	0	0	0	0	true							
282075	217410	0	281201	158370	0	557315	0	0	0	0	846481	0	105220		69201	519144	32584	276114	741261	0	0	7842	0	0	15490	36468	33121	8889	51958	2517	4378	8724	340	24767	15959	61482	0	6895	0	0	0	60554	0	60554	true	15670	26185	0	519144	48785	168625	
282226	72724	0	46311	193379	0	235942	0	0	0	0	127365	0	2637		14406	18061	10728	189631	124728	0	0	2732	0	0	10914	7216	2284	0	16256	3243	11972	951	0	6008	16166	0	0	14927	0	0	0	0	0	0	true							
282824	120730	0	4188	41546	0	86834	0	0	6146	0	197140	0	17741		38218	0	12171	82646	179399	0	0	3942	0	0	5895	24199	30461	5205	30094	546	1713	5123	3268	27540	10651	2290	6146	2259	3718	0	0	0	0	0	true							
