"IDRSSD"	RCON9224	RCON9999	RSSD9017	RSSD9050	RSSD9130	RSSD9200	RSSD9220	
	ID_LEI	MICR9999REPORT DATE	NM_LGL	ID_FDIC_CERT	CITY	STATE_ABBR_NM	ZIP CODE	
818652		20220630	Stockmens National Bank In Cotulla	14864	Cotulla	TX	78014	
819154		20220630	First Security State Bank	11932	Cranfills Gap	TX	76637	
819172		20220630	The Peoples Savings Bank	29975	Urbana	OH	43078	
819453		20220630	Bank Of Odessa	9803	Odessa	MO	64076	
819556	254900B631B05UVLUA59	20220630	CONCORDIA BANK & TRUST COMPANY	8527	VIDALIA	LA	71373	
819855	549300X7PN8KSYQHY415	20220630	Peoples Bank	19788	Lubbock	TX	79424	
820048	549300OIJZOV6CPR1Y57	20220630	FIRST NATIONAL BANK	1545	AMES	IA	50010	
820301		20220630	Jewett City Savings Bank	18237	Jewett City	CT	6351	
820477		20220630	Midland Federal Savings And Loan Association	29980	Bridgeview	IL	60455	
820842		20220630	BLOOMSDALE BANK	9788	BLOOMSDALE	MO	63627	
820879		20220630	First Federal Savings and Loan Association of Van Wert	29135	Van Wert	OH	45891	
821036	549300WXIUJ8ZTV7X921	20220630	Peoples Bank Of Kankakee County	18566	Bourbonnais	IL	60914	
821157		20220630	The Goose River Bank	10236	Mayville	ND	58257	
821559		20220630	Minnesota First Credit and Savings, Inc.	26755	Rochester	MN	55901	
821643		20220630	ASHTON STATE BANK	11343	ASHTON	IA	512320278	
821906		20220630	Salisbury Bank And Trust Company	18467	Lakeville	CT	06039	
822042		20220630	Southern Michigan Bank & Trust	5019	Coldwater	MI	49036	
822051		20220630	Citizens State Bank	10167	Roseau	MN	56751	
822275		20220630	Winter Hill Bank, FSB	28213	Somerville	MA	02145	
822556	549300031SFX4XF0AQ96	20220630	Texas Exchange Bank	20099	Crowley	TX	76036	
822631		20220630	MIDLAND COMMUNITY BANK	19796	KINCAID	IL	62540	
823076		20220630	Guardian Savings Bank	29986	Granite City	IL	62040	
823133	549300K35KPBBS2J9A28	20220630	PEOPLES NATIONAL BANK OF KEWANEE	926	KEWANEE	IL	61443	
823142		20220630	DU QUOIN STATE BANK	10804	DU QUOIN	IL	62832	
823450		20220630	First National Bank	17643	Alamogordo	NM	88310	
823478	984500I870D8FFWCE112	20220630	Northeast Community Bank	29147	White Plains	NY	10601	
823553		20220630	The Bank of Denton	17569	Denton	KS	660170266	
823638	5493003UOOGMBX60WN07	20220630	First Bank Of Coastal Georgia	15580	Pembroke	GA	31321	
823656		20220630	First State Bank Southwest	9770	Pipestone	MN	56164	
824242		20220630	Benton County State Bank	13774	Blairstown	IA	52209	
824653		20220630	Texas Heritage National Bank	3161	Daingerfield	TX	75638	
824671	549300L4I0NP22SUIE86	20220630	Phoenixville Federal Savings& Loan Association	29995	Phoenixville	PA	19460	
824738		20220630	THE FIRST NATIONAL BANK OF LACON	3688	LACON	IL	61540	
825146	549300SNZET0P5BZ3J56	20220630	Morton Community Bank	18429	Morton	IL	61550	
825454		20220630	First Missouri State Bank	8282	Poplar Bluff	MO	63901	
825548		20220630	Community State Bank Of Missouri	1936	Bowling Green	MO	63334	
825753		20220630	CITIZENS INDEPENDENT BANK	16863	ST. LOUIS PARK	MN	55416	
825847		20220630	Farmers Trust & Savings Bank	14195	Buffalo Center	IA	50424	
825940		20220630	Bank Of Buffalo	2733	Buffalo	KY	42716	
826451		20220630	American Exchange Bank	2328	Lindsay, OK 73052	OK	730520128	
826648		20220630	Mediapolis Savings Bank	15772	Mediapolis	IA	52637	
826956	549300BB4LSE4JRRGV15	20220630	CHOICE FINANCIAL GROUP	9423	FARGO	ND	58104	
827355		20220630	The First National Bank Of Nevada	4598	Nevada	MO	64772	
827458		20220630	Dakota Western Bank	8637	Bowman	ND	58623	
827560		20220630	FINANCE FACTORS, LIMITED	25158	HONOLULU	HI	96813	
828110		20220630	Pennsville National Bank	19978	Pennsville	NJ	08070	
828174		20220630	First Federal Savings And Loan Association Of Valdosta	29164	Valdosta	GA	31601	
828473	549300CDGL2OULMP7388	20220630	Citizens Savings Bank	31184	Clarks Summit	PA	18411	
828651		20220630	ANB Bank	19220	Denver	CO	80206	
829032		20220630	BCBank, Inc	20215	Philippi	WV	26416	
829041		20220630	Citizens Bank & Trust Company	15675	Campbellsville	KY	42718	
829050		20220630	The Bank, NA	4146	Mcalester	OK	74501	
829452	635400IAXLIHVERPRL90	20220630	Commercial Bank Of Oak Grove	9811	Oak Grove	MO	64075	
830113		20220630	THE FORT JENNINGS STATE BANK	13209	FORT JENNINGS	OH	45844	
830252		20220630	The Lytle State Bank Of Lytle, Texas	15501	Lytle	TX	78052	
830355		20220630	First National Bank & Trust Company Of Mcalester	4145	Mcalester	OK	74501	
830542		20220630	CBI Bank & Trust	1552	Muscatine	IA	52761	
830645		20220630	The Farmers Bank of Mt. Pulaski	11319	Mt. Pulaski	IL	625480170	
830748		20220630	Germantown Trust & Savings Bank	12113	Breese	IL	62230	
831008	5493006RLUL4IL56SC31	20220630	The Guilford Savings Bank	18194	Guilford	CT	06437	
831576		20220630	BankTennessee	29177	Collierville	TN	38017	
831642		20220630	First Citizens State Bank	11228	Whitewater WI	WI	531900177	
831875		20220630	First Federal Savings and Loan Association	31197	Hazard	KY	41701	
831941		20220630	Taylor County Bank	15590	Campbellsville	KY	42718	
832528	2549003VO95NGF435U70	20220630	Clay County Bank	2444	Clay	WV	25043	
832546		20220630	West Shore Bank	14929	Ludington	MI	49431	
833404	549300Q61S3IBOJITT02	20220630	Fall River Five Cents Savings Bank d/b/a BankFive	23286	Fall River	MA	2720	
833749	5493000JCZ0GMM2WOD15	20220630	WOODTRUST BANK	5335	WISCONSIN RAPIDS	WI	54495	
833758		20220630	Heartland Tri-State Bank	25851	Elkhart	KS	67950	
833851		20220630	FIRST STATE BANK OF SWANVILLE	8218	SWANVILLE	MN	563820128	
834175		20220630	Lawrenceburg Federal Bank	29186	Lawrenceburg	TN	38464	
835079	2549009FXR8PWETMRA43	20220630	Covington Savings And Loan Association, The	28063	Covington	OH	45318	
835257		20220630	Community Bank Mankato	9760	Vernon Center	MN	56090	
835378		20220630	Beardstown Savings, S.B.	30043	Beardstown	IL	62618	
835444	549300XYHH9IPC6FQW89	20220630	Bank Of Herrin, The	11310	Herrin	IL	62948	
835613		20220630	Security Bank & Trust Co	8121	Maysville	KY	41056	
835659	549300H5NH1XVBYB1V75	20220630	Tri-County Trust Company	11465	Glasgow	MO	65254	
835743		20220630	Bank of Holly Springs	8232	Holly Springs	MS	38635	
835770		20220630	Fox Valley Savings Bank	29188	Fond Du Lac	WI	54935	
836656		20220630	FARMERS & MERCHANTS BANK	4144	MAYSVILLE	OK	73057	
836843	549300LZLYU85WF65870	20220630	MIDWESTONE BANK	14843	IOWA CITY	IA	52240	
837000	WO4YNEKNSZNVVA7Q7C46	20220630	The First National Bank of Long Island	7072	Glen Head	NY	11545	
837046		20220630	Corydon State Bank	13616	Corydon	IA	50060	
837149		20220630	First Community Bank Of The Heartland, Inc.	14735	Clinton	KY	42031	
837158		20220630	FIRST NATIONAL BANK & TRUST COMPANY	4148	MIAMI	OK	74355	
837354		20220630	The First National Bank of Waseca	5270	Waseca	MN	56093	
837448		20220630	Warren-Boynton State Bank	11674	New Berlin	IL	62670	
837541	549300KTI1WVD92EAK75	20220630	Farmers State Bank of Hoffman	9259	Hoffman	IL	62250	
837608	54930040WE4NGYGGO143	20220630	Rollstone Bank & Trust	17797	Fitchburg	MA	1420	
837653		20220630	Heartland State Bank	3919	Edgeley	ND	584330068	
837840	549300SERU6A9D2UN186	20220630	UNITY BANK OF MISSISSIPPI	11446	HOLLY SPRINGS	MS	38635	
837952	254900M6W35LL9PWTN67	20220630	Flint Hills Bank	26340	Eskridge	KS	66423	
837970	549300JXWG67QZF4I652	20220630	Fifth District Savings Bank	27697	New Orleans	LA	70114	
838155		20220630	PEOPLES STATE BANK	17174	FAIRMOUNT	ND	58030	
839068		20220630	Security State Bank	1497	Pearsall	TX	78061	
839246		20220630	Bank Of Columbia	8775	Columbia	KY	42728	
839255	549300YPUST7CSVL4680	20220630	FNB COMMUNITY BANK	16127	Midwest City	OK	73110	
839572		20220630	Liberty Savings Bank, F.S.B.	32242	Wilmington	OH	45177	
839817		20220630	Farmers and Traders Bank of Campton	288	Campton	KY	41301	
839974		20220630	Graham Savings And Loan, SSB	29206	Graham	TX	76450	
840019		20220630	Citizens Bank	262	Mount Vernon	KY	40456	
840251		20220630	Home Bank & Trust Co.	4664	Eureka	KS	67045	
840354		20220630	First Financial Bank in Winnebago	5278	Winnebago	MN	56098	
840363	549300FRF7HYNM1S7Y12	20220630	FirstBank Southwest	3387	Amarillo	TX	79109	
840578		20220630	Nelsonville Home and Savings Association	28085	Nelsonville	OH	45764	
840747	549300ZJODJ0SZUNMX12	20220630	Farmers State Bank	12855	Waterloo	IA	50701	
841472		20220630	Mutual Savings Bank	27742	Franklin	IN	46131	
841753		20220630	City Bank   Trust Company	12608	Natchitoches	LA	71457	
841838		20220630	Civis Bank	9499	Rogersville	TN	37857	
842376	549300H0KQCD2P5IR560	20220630	West View Savings Bank	27760	Pittsburgh	PA	15237	
842460		20220630	Lone Star National Bank	24347	Pharr	TX	78577	
842853		20220630	United Minnesota Bank	10567	New London	MN	56273	
843476		20220630	Cornerstone Bank	30067	Clarinda	IA	51632	
843542		20220630	FIRST STATE BANK OF WARREN	94	WARREN	AR	71671	
843953		20220630	Integrity Bank	13450	Fowler	KS	67844	
844053	5493007RCYAICJL91Z44	20220630	Security National Bank of Omaha	19213	Omaha	NE	68124	
844138		20220630	Simmesport State Bank	17587	Simmesport	LA	71369	
844455		20220630	First National Bank in Fredonia	13798	Fredonia	KS	66736	
844567		20220630	PointBank	3389	Pilot Point	TX	76258	
845247	549300AJ6XFK1ACXWQ06	20220630	Edmonton State Bank	9678	Glasgow	KY	42141	
845443		20220630	First Iowa State Bank	11348	Keosauqua	IA	52565	
845573	7G95BGMCIZTO8KTOM640	20220630	Spencer Savings Bank, Savings And Loan Association	30076	Elmwood Park	NJ	07407	
846132		20220630	Dewey Bank	10803	Dewey	IL	61840	
846945	5493003Q218ZJ8R1WN88	20220630	Badger Bank	2469	Fort Atkinson	WI	53538	
847157	549300ZVWOLYDJWFNX02	20220630	United Community Bank	8544	Perham	MN	56573	
847979	2549009O1XK0YQZXEL45	20220630	Community Savings Bank	32286	Bethel	OH	45106	
848248		20220630	FIDELITY BANK	19644	WEST MEMPHIS	AR	72301	
848453		20220630	Bank Of Houston, The	13960	Houston	MO	65483	
849076		20220630	Henderson Federal Savings Bank	29241	Henderson	TX	75652	
849348		20220630	Community State Bank	230	Spencer	IA	51301	
849357		20220630	First National Bank Of Hughes Springs, The	3268	Hughes Springs	TX	75656	
849432		20220630	The Bank of Monroe	6180	Union	WV	24983	
850036	XC7Z0BA39TU7L1AKOJ12	20220630	First American Bank	3657	Elk Grove Village	IL	60007	
850054		20220630	First National Bank in Ord	5460	Ord	NE	688620248	
850456		20220630	Goppert State Service Bank	17317	Garnett	KS	66032	
851060		20220630	Atascosa Bank	24064	Pleasanton	TX	78064	
851172		20220630	Citizens Building   Loan, SSB	31900	Greer	SC	29651	
851239	5493006IT65TMGZIKY68	20220630	The Poca Valley Bank, Inc.	11952	Walton	WV	25286	
851631		20220630	Better Banks	1808	Peoria	IL	61615	
852218	7H6GLXDRUGQFU57RNE97	20220630	JPMorgan Chase Bank, National Association	628	Columbus	OH	43240	
852254		20220630	Union Bank, The	9420	Beulah	ND	58523	
852320	JJKC32MCHWDI71265Z06	20220630	Truist Bank	9846	Charlotte	NC	28202	
852544	549300JQEF6V2RNWCC75	20220630	Southern Bancorp Bank	1528	Arkadelphia	AR	71923	
852704	549300VUQ4KD10YTTM53	20220630	Genesee Regional Bank	26333	Rochester	NY	14618	
852713	549300BPO83ZZLEVGG70	20220630	QNB Bank	7714	Quakertown	PA	18951	
852973	254900IVPAGO4BK3EO35	20220630	PIONEER TRUST BANK, N.A.	19827	SALEM	OR	97301	
853112		20220630	Heartland Bank	9443	Whitehall	OH	43213	
853251		20220630	Unity National Bank Of Houston	26351	Houston	TX	77004	
853671	254900HGO0ML9XQH7267	20220630	Oconee Federal Savings And Loan Association	30111	Seneca	SC	29678	
853747		20220630	Citizens National Bank Of Albion	15760	Albion	IL	62806	
853804	549300J8Y8IPQFMMIT88	20220630	The Bank of Canton	90175	Canton	MA	02021	
853934		20220630	Community State Bank	17734	Starke	FL	32091	
853952		20220630	The Central Trust Bank	12633	Jefferson City	MO	65101	
854173	5493005DE3TY0D0PU504	20220630	Investment Savings Bank	30121	Altoona	PA	16602	
854753		20220630	St. Clair State Bank	1903	St. Clair	MN	56080	
854847		20220630	First State Bank	5791	Belmond	IA	504210039	
855143		20220630	RIVERWIND BANK	15035	AUGUSTA	AR	72006	
855264		20220630	FIRST NATIONAL BANK IN PORT LAVACA	17811	PORT LAVACA	TX	77979	
855303		20220630	The Citizens National Bank of Hammond	14820	Hammond	NY	13646	
855563		20220630	MURPHY BANK	25726	FRESNO	CA	93704	
855741	2138009TTY1M4OJRXV14	20220630	BankORION	11739	ORION	IL	61273	
855844		20220630	Anna-Jonesboro National Bank	3759	Anna	IL	62906	
855956		20220630	Union State Bank	13195	Hazen	ND	58545	
856159		20220630	ST. MARTIN NATIONAL BANK	18937	ST. MARTIN	MN	56376	
856243		20220630	American Commercial Bank & Trust, National Associa	3719	Ottawa	IL	61350	
856346		20220630	Farmers State Bank	11299	Harrisburg	IL	62946	
856458		20220630	Bank Of Hazelton	17813	Hazelton	ND	58544	
856542		20220630	Breda Savings Bank	5792	Breda	IA	51436	
856748	5493004EVKOLRF3JI477	20220630	The Citizens Bank	17211	Batesville	AR	72501	
856869		20220630	POWELL STATE BANK	18302	POWELL	TX	75153	
856944		20220630	State Bank of Brooks	25260	Corning	IA	50841	
857259		20220630	BANK OF GREELEY	17995	GREELEY	KS	660330080	
857455		20220630	Tejas Bank	18216	Monahans	TX	79756	
857576		20220630	West Town Bank & Trust	28151	North Riverside	IL	60546	
857745		20220630	The Libertyville Savings Bank	13712	Fairfield	IA	52556	
857811		20220630	MAUCH CHUNK TRUST COMPANY	2359	JIM THORPE	PA	18229	
857875		20220630	Mid-Southern Savings Bank, FSB	30133	Salem	IN	47167	
857941		20220630	Great Rivers Bank	3762	Barry	IL	62312	
858153		20220630	State Bank Of Canton	13926	Canton	KS	67428	
858443	549300OZZQ1ZON9W1K45	20220630	The First National Bank Of Ava	3761	Ava	IL	62907	
858452		20220630	Bank Of Prague	12745	Prague	NE	68050	
858528		20220630	The Bank Of Marion	9507	Marion	VA	24354	
858818		20220630	WSB MUNICIPAL BANK	7274	WATERTOWN	NY	13601	
858854	2549008SG8GC5XJ48M17	20220630	CITIZENS STATE BANK	15111	GRIDLEY	KS	66852	
859002		20220630	Easthampton Savings Bank	90188	Easthampton	MA	01027	
859141	549300MPIN04YLITZP61	20220630	AVAILA BANK	11771	CARROLL	IA	514010067	
859552		20220630	Bank Of The West	26627	Grapevine	TX	76051	
859655		20220630	The Bankers Bank	26677	Oklahoma City	OK	73120	
859712		20220630	Ridgewood Savings Bank	16026	Ridgewood	NY	11385	
860053		20220630	SUNRISE BANKS N.A.	18561	ST. PAUL	MN	55103	
860147		20220630	First National Bank Of Pana	3720	Pana	IL	62557	
860231		20220630	FARMERS STATE BANK OF EMDEN	10077	EMDEN	IL	62635	
860259		20220630	PREMIER BANK	12493	OMAHA	NE	68118	
860334	254900J71IJLMJZJV608	20220630	Bank of Zachary	306	Zachary	LA	707910497	
860352		20220630	Dakota Heritage Bank	16231	Hunter	ND	58048	
861153		20220630	Haviland State Bank	17403	Haviland	KS	67059	
861658		20220630	First Security Bank - Sleepy Eye	5252	Sleepy Eye	MN	56085	
861742		20220630	Pioneer State Bank	11726	Earlville	IL	60518	
861854		20220630	FIRST STATE BANK	15364	RANDOLPH	NE	687710725	
862057		20220630	BANK OF COMMERCE	26217	CHANUTE	KS	66720	
862141	254900AKNL0HLB9M9B52	20220630	TruBank	25267	Indianola	IA	501250257	
863362		20220630	Brazos National Bank	24038	Richwood	TX	77531	
863607	549300LUOV7WW4BLH779	20220630	National Grand Bank Of Marblehead	2608	Marblehead	MA	01945	
863652	549300BP2WBHKWIZA420	20220630	The Farmers State Bank	15258	Holton	KS	66436	
863746		20220630	Farmers & Merchants Savings Bank	9298	Manchester	IA	52057	
864378		20220630	Citizens  Federal Savings Bank	30150	Leavenworth	KS	66048	
864471	549300DD6DH8XAGW3A86	20220630	Piedmont Federal Savings Bank	27619	Winston Salem	NC	27103	
864846	5493000LJB0L73TDJT41	20220630	Bank of 1889	3854	Berryville	AR	72616	
864855		20220630	The First State Bank of Healy	17661	Healy	KS	67850	
865142		20220630	IOWA STATE BANK	15947	CLARKSVILLE	IA	506190099	
865151	254900T0CZ8ZKC5R7A88	20220630	Legends Bank	12616	LINN	MO	65051	
865450	5493001RCW6RN8X6X688	20220630	Profinium, Inc.	1905	Truman	MN	56088	
865544		20220630	Clear Lake Bank and Trust Company, Inc.	15690	Clear Lake	IA	50428	
865759	549300MREHQH0F0T2I60	20220630	Union State Bank	15908	Clay Center	KS	67432	
865852		20220630	Farmers State Bank Of Underwood	10174	Underwood	MN	56586	
866000	549300ERHDU3FCE3FA33	20220630	Glens Falls National Bank & Trust Company	7074	Glens Falls	NY	12801	
866055		20220630	Justin State Bank	12308	Justin	TX	76247	
866121	549300BR55JZCJBERC86	20220630	Mercer County State Bank	445	Sandy Lake	PA	16145	
866251		20220630	Union State Bank	15098	Olsburg	KS	66520	
867070	549300TNTIXBOR3L7V69	20220630	Sterling Federal Bank, F.S.B.	27664	Sterling	IL	61081	
867258		20220630	The Mercantile Bank Of Louisiana, Missouri	12231	Louisiana	MO	63353	
867632		20220630	International Finance Bank	24823	Miami	FL	33135	
867650		20220630	Pinnacle Bank	20231	Fort Worth	TX	76102	
867856		20220630	Citizens State Bank	06194	Hudson	WI	54016	
868059		20220630	Security State Bank of Warroad, Minnesota	9773	Warroad	MN	56763	
868572		20220630	Home Savings Bank of Wapakoneta	30176	Wapakoneta	OH	45895	
868844		20220630	Peoples Savings Bank	225	Crawfordsville	IA	52621	
868956		20220630	FIRST NORTHERN BANK OF WYOMING	2208	BUFFALO	WY	82834	
869346		20220630	Iowa State Savings Bank	8751	Creston	IA	50801	
869551	254900UA19NBVHVPQ177	20220630	THE DENISON STATE BANK	15305	HOLTON	KS	66436	
869663	254900TSSJ6QLFK4C243	20220630	Citizens 1St Bank	1715	Tyler	TX	75701	
869953		20220630	Alamosa State Bank	13947	Alamosa	CO	81101	
870539		20220630	The Peoples Bank, Biloxi, Mississippi	340	Biloxi	MS	39530	
870650	549300RM0VO0UBTMOZ05	20220630	CNB St. Louis Bank	4549	Maplewood	MO	631433196	
870856		20220630	First National Bank	4690	Hope	KS	674510067	
870913		20220630	Buckeye State Bank	2286	Powell	OH	43065	
871358		20220630	Bank of Holyrood	9661	Holyrood	KS	674500128	
871648		20220630	Spencer County Bank	5786	Santa Claus	IN	47579	
871769	25490049RRVB8S6CG210	20220630	Farmers And Merchants Bank Of Long Beach	1225	Long Beach	CA	90802	
871956		20220630	The First Bank Of Celeste	3133	Celeste	TX	75423	
872047	549300N3EQIO36MB8F17	20220630	Decorah Bank & Trust Co	15200	Decorah	IA	52101	
872579		20220630	Hibernia Bank (formerly Union Savings And Loan Association)	27752	New Orleans	LA	70130	
873259		20220630	Mid America Bank	11459	Linn	MO	65051	
874050	254900NR9EA98B6A4L55	20220630	CITIZENS BANK MINNESOTA	8200	NEW ULM	MN	560730547	
874452		20220630	STATE BANK OF NEW RICHLAND	09735	NEW RICHLAND	MN	56072	
874845	8Q77SW3KZ88P3GNX0T60	20220630	Lake City Bank	13102	Warsaw	IN	46581	
875048		20220630	Community State Bank Of Rock Falls	21988	Rock Falls	IL	61071	
875057		20220630	Farmers State Bank	13407	Center	TX	75935	
875132		20220630	Grand Ridge National Bank	3674	Grand Ridge	IL	61325	
875655	549300Z1WVL6I1S59C42	20220630	Citizens State Bank Norwood Young America	1933	Norwood Young America	MN	55368	
875758		20220630	First Texas Bank	3293	Lampasas	TX	76550	
875879	549300LUF8JLB9HKT321	20220630	Warsaw Federal Savings And Loan Association	28217	Cincinnati	OH	45205	
875936		20220630	First Bank	5907	Mccomb	MS	39648	
876157		20220630	Odin State Bank	14574	Odin	MN	56160	
876634		20220630	Capital City Bank	9622	Tallahassee	FL	32302	
876700		20220630	Centreville Bank	17764	West Warwick	RI	02893	
877350	254900P9HG3COSTZVJ53	20220630	Horizon Financial Bank	15598	Munich	ND	58352	
877752		20220630	The Citizens National Bank Of Park Rapids	5223	Park Rapids	MN	56470	
877958		20220630	The Hopeton State Bank	12585	Hopeton	OK	73746	
879336		20220630	State Bank of Herscher	11671	Herscher	IL	609410068	
879439		20220630	Feliciana Bank & Trust Company	1380	Clinton	LA	70722	
879457	5493003LIT6MPMIF5W07	20220630	CORNERSTONE BANK	13198	Fargo	ND	581048785	
879550		20220630	BANK OF NEW CAMBRIA	10626	NEW CAMBRIA	MO	63558	
879644		20220630	The Bank Of Advance	9369	Advance	MO	63730	
879747		20220630	Farmers State Bank of Waupaca	13033	Waupaca	WI	54981	
880332		20220630	PIKE NATIONAL BANK	26379	MCCOMB	MS	39649	
880855		20220630	THE BANK OF OLD MONROE	01655	OLD MONROE	MO	63369	
881012	549300C0SKCK5G4RX330	20220630	First Columbia Bank & Trust Co.	686	Bloomsburg	PA	17815	
