"IDRSSD"	RCFA2170	RCFA3128	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAJJ30	RCFAJJ31	RCFAJJ32	RCFAKW00	RCFAKW03	RCFAKX77	RCFAKX78	RCFAKX79	RCFAKX80	RCFAKX81	RCFAKX82	RCFAKX83	RCFALB58	RCFALB59	RCFALB60	RCFALB61	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP852	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ258	RCFAS540	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP851	RCFWP852	RCFWP853	RCFWP854	RCFWP855	RCFWP856	RCFWP857	RCFWP858	RCFWP859	RCFWP870	RCOA2170	RCOA3128	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAJJ30	RCOAJJ31	RCOAJJ32	RCOAKW00	RCOAKW03	RCOAKX77	RCOAKX78	RCOAKX79	RCOAKX80	RCOAKX81	RCOAKX82	RCOAKX83	RCOALB58	RCOALB59	RCOALB60	RCOALB61	RCOALE74	RCOANC99	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP852	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ258	RCOAS540	RCOWH312	
162337																																																																																				1229326	0				9.3204%			116560		1250592	-22200	0										89223	1256133	0	0.0000%	0	0	1411	1411	0.1148%	0	0	0	0	1		32878		1	0	99901	5004	537	0	-22200	0	0	0		0	116560	0	0	116560	0	0	0	0	0	0						5541	0	58259		
163343																																																																																				112414	0				11.3895%			12863		112937	0	0										11863	112937	0	0.0000%	7301	0	35	7336	6.5259%	0	0	0	0	1		1000		1	0	12863	0	0	0	0	0	0	0		0	12863	0	0	12863	0	0	0	0	0	0						0	0	785		
163549																																																																																						158440	12810	12810	8.1907%	11.1838%	10.2796%	145630	1416694	1777988	-29965	0			3.1838%							91772	1793675								0	0	0		0		69545	10.2796%	1	0	131352	15528	159	0	-29965	0	0	0		0	145630	0	0	145630	0	0	0	0	0	0	0	0	0	12810	0	15687	0			
163857																																																																																				637154	0				10.2489%			67209		655769	-10254	0										65550	655859	0	0.0000%	88534	0	1783	90317	14.1751%	0	0	0	0	1		1750		1	0	57046	90	0	0	-10253	0	0	0		0	67209	0	0	67209	0	0	0	0	0	0						90	0	3562		
164153																																																																																						15641	815	815	9.3399%	22.3010%	21.1389%	14826	70136	158739	-7837	0			14.3010%							6826	158739								0	0	0		0		8000	21.1389%	1	0	6989	0	0	0	-7837	0	0	0		0	14826	0	0	14826	0	0	0	0	0	0	0	0	0	815	0	0	0			
164331																																																																																				319532	0				8.9778%			29433		327843	-15098	0										26757	327867	0	0.0000%	21179	0	249	21428	6.7061%	0	0	0	0	1		2700		1	0	14359	0	24	0	-15098	0	0	0		0	29433	0	0	29433	0	0	0	0	0	0						24	0	0		
164377																																																																																				174192	0				9.0693%			16352		180300	-852	0										16352	180300	0	0.0000%	11690	0	0	11690	6.7110%	0	0	0	0	1		0		1	0	15500	0	0	0	-852	0	0	0		0	16352	0	0	16352	0	0	0	0	0	0						0	0	3248		
164957																																																																																				106679	0				9.7024%			10480		108014	-849	0										9321	108014	0	0.0000%	10010	0	0	10010	9.3833%	0	0	0	0	1		1159		1	0	9631	0	0	0	-849	0	0	0		0	10480	0	0	10480	0	0	0	0	0	0						0	0	0		
164975																																																																																				118994	0				9.3608%			11550		123387	-1393	0										215	123387	0	0.0000%	0	0	11015	11015	9.2577%	0	0	0	0	1		11335		1	0	10157	0	0	0	-1393	0	0	0		0	11550	0	0	11550	0	0	0	0	0	0						0	0	11010		
165628																																																																																						1578198	51271	58771	9.8666%	13.1931%	12.7018%	1519427	11962273	15399779	-243317	-20246			5.1931%			2				781394	16366048								0	0	0		0		1723998	12.6972%	1	0	2262075	919342	67173	0	-222429	-641	-20246	0		0	1518876	0	0	1518876	0	0	551	551	0	551	7500	0	0	58771	0	986515	0			
165758																																																																																						16305	1306	1306	7.7863%	15.6150%	14.3642%	14999	104419	192634	-3231	0			6.0335%							2999	192634								0	0	0		0		8000	10.5335%	1	0	7768	0	0	0	-3231	0	0	0		0	10999	0	0	10999	4000	0	0	4000	0	4000	0	0	0	1306	0	0	0			
166111																																																																																						45208	882	882	14.0041%	25.4687%	24.9718%	44326	177504	316522	-3972	0			17.4687%							44326	316522								0	0	0		0		0	24.9718%	1	0	40354	0	0	0	-139	0	-3833	0		0	44326	0	0	44326	0	0	0	0	0	0	0	0	0	882	0	0	0			
166531																																																																																				443150	0				10.0257%			42703		425935	-2771	0										36703	425935	0	0.0000%	35976	0	898	36874	8.3209%	0	0	0	0	1		6000		1	0	39932	0	0	0	-2771	0	0	0		0	42703	0	0	42703	0	0	0	0	0	0						0	0	35966		
166652																																																																																						83354	8138	8138	9.7927%	12.8417%	11.5879%	75216	649089	768085	-7044	0			4.8417%							31223	770484								0	0	0		0		46392	11.5879%	1	0	70571	2399	0	0	-7044	0	0	0		0	75216	0	0	75216	0	0	0	0	0	0	0	0	0	8138	0	2399	0			
166849																																																																																						14257	1112	1112	10.3751%	14.8039%	13.6492%	13145	96306	126697	-971	0			6.8039%							12620	126697								0	0	0		0		525	13.6492%	1	0	12174	0	0	0	-971	0	0	0		0	13145	0	0	13145	0	0	0	0	0	0	0	0	0	1112	0	0	0			
167453																																																																																						23750	1146	1146	17.7263%	20.0937%	19.1242%	22604	118196	127517	-2169	0			12.0937%							20886	127522								0	0	0		0		1723	19.1242%	1	0	20440	0	0	5	-2169	0	0	0		0	22604	0	0	22604	0	0	0	0	0	0	0	0	0	1146	0	5	0			
167752																																																																																				29075	0				12.1634%			3433		28224	-742	0										1623	29289	0	0.0000%	0	0	0	0	0.0000%	0	0	0	0	1		2875		1	0	3756	1065	0	0	-742	0	0	0		0	3433	0	0	3433	0	0	0	0	0	0						1065	0	784		
168357																																																																																						19580	1587	1587	9.2832%	15.4225%	14.1725%	17993	126957	193823	-3960	0			7.4225%							6262	197752								0	0	0		0		15660	14.1725%	1	0	17962	3836	93	0	-3960	0	0	0		0	17993	0	0	17993	0	0	0	0	0	0	0	0	0	1587	0	3929	0			
168571																																																																																				373165	0				9.0673%			32334		356599	-6276	0										1616	360087	0	0.0000%	37514	0	1379	38893	10.4225%	0	0	0	0	1		34206		1	0	29546	2348	1140	0	-6276	0	0	0		0	32334	0	0	32334	0	0	0	0	0	0						3488	0	0		
169327																																																																																						60658	3998	3998	9.5436%	14.6479%	13.6824%	56660	414108	593695	-12859	0			6.6479%							51828	593695								0	0	0		0		4833	13.6824%	1	0	43802	0	0	0	-12858	0	0	0		0	56660	0	0	56660	0	0	0	0	0	0	0	0	0	3998	0	0	0			
169354																																																																																				543087	0				9.6336%			50594		525180	-18089	0										45850	525180	0	0.0000%	23013	0	125	23138	4.2605%	0	0	0	0	1		4744		1	0	32505	0	0	0	-18089	0	0	0		0	50594	0	0	50594	0	0	0	0	0	0						0	0	0		
169653																																																																																						651087	35630	35630	8.8748%	16.3708%	15.4749%	615457	3977119	6934872	-136754	0			8.3708%							36886	6953604								0	0	0		0		597303	15.4749%	1	0	497435	0	152	18580	-133029	-798	-2855	-72		0	615457	0	0	615457	0	0	0	0	0	0	0	0	0	35630	0	18732	0			
169756																																																																																						50181	3351	3351	7.8091%	18.7966%	17.5414%	46830	266968	599683	0	0			10.7966%							35253	599683								0	0	0		0		11577	17.5414%	1	0	46830	0	0	0	0	0	0	0		0	46830	0	0	46830	0	0	0	0	0	0	0	0	0	3351	0	0	0			
170257																																																																																						9620	291	291	10.8239%	28.3191%	27.4625%	9329	33970	86189	-3764	0			20.3191%							8729	86189								0	0	0		0		600	27.4625%	1	0	5565	0	0	0	-3764	0	0	0		0	9329	0	0	9329	0	0	0	0	0	0	0	0	0	291	0	0	0			
170275																																																																																						34735	836	836	10.9538%	21.8215%	21.2963%	33899	159178	309472	-5691	0			13.8215%							33899	309472								0	0	0		0		0	21.2963%	1	0	28208	0	0	0	-5691	0	0	0		0	33899	0	0	33899	0	0	0	0	0	0	0	0	0	836	0	0	0			
170332																																																																																				320046	0				9.5171%			31035		326096	-4492	0										20269	326096	0	0.0000%	22345	0	55	22400	6.9990%	0	0	0	0	1		10766		1	0	26543	0	0	0	-4492	0	0	0		0	31035	0	0	31035	0	0	0	0	0	0						0	0	0		
171133			22943	2048	2048	8.2003%	14.0900%	12.8322%	20895	162832	254808	-110	0			6.0900%						793	254808								0	0	0		20102	12.8322%	0	20785	0	0	0	-110	0	0	0		0	20895	0	0	20895	0	0	0	0	0	0	0	0	0	2048	0	0	0																																																							0				1																															
171656																																																																																						14091	1451	1451	7.2771%	12.1450%	10.8944%	12640	116023	173695	-2434	0			4.1450%							9829	173984								0	0	0		0		3100	10.8944%	1	0	10495	289	0	0	-2434	0	0	0		0	12640	0	0	12640	0	0	0	0	0	0	0	0	0	1451	0	289	0			
171759																																																																																				184524	0				9.3417%			18096		193712	-4626	0										12819	193712	0	0.0000%	5650	0	542	6192	3.3557%	0	0	0	0	1		5277		1	0	13470	0	0	0	-4626	0	0	0		0	18096	0	0	18096	0	0	0	0	0	0						0	0	20796		
171768																																																																																						129476	6371	6371	10.4682%	15.0093%	14.2707%	123105	862639	1175985	-12967	0			7.0093%							110575	1177461								0	0	0		0		14006	14.2707%	1	0	111614	0	1476	0	-12967	0	0	0		0	123105	0	0	123105	0	0	0	0	0	0	0	0	0	6371	0	1476	0			
172251																																																																																				56136	0				10.2843%			5726		55677	-394	0										2726	55677	0	0.0000%	7155	0	0	7155	12.7458%	0	0	0	0	1		3000		1	0	5332	0	0	0	-394	0	0	0		0	5726	0	0	5726	0	0	0	0	0	0						0	0	0		
172457																																																																																				345691	0				9.5992%			33243		346311	-3517	0										21040	346311	0	0.0000%	22110	0	2427	24537	7.0980%	0	0	0	0	1		12203		1	0	29726	0	0	0	-159	0	-3358	0		0	33243	0	0	33243	0	0	0	0	0	0						0	0	3		
172475																																																																																						47923	3623	3623	7.2975%	14.3003%	13.2192%	44300	335118	607056	133	133			6.3003%							35347	607336								0	0	0		0		9100	13.2192%	1	0	44580	147	0	0	-112	378	-133	0		0	44300	0	0	44300	0	0	0	0	0	0	0	0	0	3623	0	147	0			
172859																																																																																						21957	1551	1551	10.8573%	14.8109%	13.7647%	20406	148249	187948	-1350	0			6.8109%							15277	191269								0	0	0		0		8450	13.7647%	1	0	22377	3321	0	0	-1350	0	0	0		0	20406	0	0	20406	0	0	0	0	0	0	0	0	0	1551	0	3321	0			
173306																																																																																						45732	2956	2956	7.7779%	16.2689%	15.2173%	42776	281101	549969	-15119	0			8.2689%							41376	549969								0	0	0		0		1400	15.2173%	1	0	27657	0	0	0	-15119	0	0	0		0	42776	0	0	42776	0	0	0	0	0	0	0	0	0	2956	0	0	0			
173342																																																																																						11372	759	759	8.6397%	18.7877%	17.5337%	10613	60529	122840	-5916	0			10.7877%							9538	122840								0	0	0		0		1075	17.5337%	1	0	4697	0	0	0	-5916	0	0	0		0	10613	0	0	10613	0	0	0	0	0	0	0	0	0	759	0	0	0			
173557																																																																																						33500	2928	2928	8.3622%	14.3462%	13.0923%	30572	233511	365599	-5567	0			6.3462%		0					24257	365779								0	0	0		0		6495	13.0923%	1	0	25185	0	0	180	-5567	0	0	0		0	30572	0	0	30572	0	0	0	0	0	0	0	0	0	2928	0	180	0			
173575																																																																																						180546	9875	9875	10.1852%	16.0952%	15.2149%	170671	1121736	1675676	-27735	0			8.0952%							170671	1675676								0	0	0		0		0	15.2149%	1	0	142936	0	0	0	-28660	0	925	0		0	170671	0	0	170671	0	0	0	0	0	0	0	0	0	9875	0	0	0			
173641																																																																																				295616	0				11.4348%			34311		300057	-6005	0										32411	300057	0	0.0000%	29274	0	2508	31782	10.7511%	0	0	0	0	1		1900		1	0	28306	0	0	0	-6005	0	0	0		0	34311	0	0	34311	0	0	0	0	0	0						0	0	0		
173959																																																																																						16878	375	375	17.4154%	45.0488%	44.0479%	16503	37466	94761	-5447	0			37.0488%							15966	94761								0	0	0		0		537	44.0479%	1	0	11056	0	0	0	-5447	0	0	0		0	16503	0	0	16503	0	0	0	0	0	0	0	0	0	375	0	0	0			
174321																																																																																						14927	834	834	7.6283%	13.7068%	12.9410%	14093	108902	184747	-1740	0			5.7068%							3507	184747								0	0	0		0		10586	12.9410%	1	0	12353	0	0	0	-1740	0	0	0		0	14093	0	0	14093	0	0	0	0	0	0	0	0	0	834	0	0	0			
174367																																																																																				65778	0				11.4396%			7527		65798	-2008	0										2266	68373	0	0.0000%	5912	0	25	5937	9.0258%	0	0	0	0	1		7836		1	0	8094	2575	0	0	-2008	0	0	0		0	7527	0	0	7527	0	0	0	0	0	0						2575	0	3347		
174572																																																																																						1055048	57148	57148	10.7575%	15.5952%	14.7505%	997900	6765210	9276287	-150436	41667			7.5952%			0				676031	9462897								0	0	0		0		466812	14.7505%	1	0	992407	105628	14699	24616	-87984	-1301	-61151	0		0	997900	0	0	997900	0	0	0	0	0	0	0	0	0	57148	0	144943	0			
175056																																																																																						29741	2546	2546	7.5772%	12.9369%	11.8295%	27195	229892	358907	-1386	0			4.9369%							17677	361341								0	0	0		0		11952	11.8295%	1	0	28243	2434	0	0	-1386	0	0	0		0	27195	0	0	27195	0	0	0	0	0	0	0	0	0	2546	0	2434	0			
175140																																																																																						59424	4985	4985	9.2947%	14.6782%	13.4469%	54439	404845	585701	-14586	0			6.6782%							48944	592375								0	0	0		0		12169	13.4469%	1	0	46527	6328	346	0	-14586	0	0	0		0	54439	0	0	54439	0	0	0	0	0	0	0	0	0	4985	0	6674	0			
175458																																																																																				34226	0				10.1915%			3534		34676	-173	0										834	34676	0	0.0000%	0	0	0	0	0.0000%	0	0	0	0	1		2700		1	0	3361	0	0	0	-173	0	0	0		0	3534	0	0	3534	0	0	0	0	0	0						0	0	3303		
175609																																																																																						27170	1350	1350	8.0075%	25.4170%	24.1541%	25820	106897	322446	-7856	0			17.4170%							22900	322446								0	0	0		0		2920	24.1541%	1	0	17964	0	0	0	-7856	0	0	0		0	25820	0	0	25820	0	0	0	0	0	0	0	0	0	1350	0	0	0			
176101																																																																																						211172	20087	20087	8.0897%	13.1716%	11.9187%	191085	1603240	2362071	-45761	0			5.1716%							133085	2362071								0	0	0		0		58000	11.9187%	1	0	145324	0	0	0	-43779	0	-1982	0		0	191085	0	0	191085	0	0	0	0	0	0	0	0	0	20087	0	0	0			
176325																																																																																						27734	2395	2395	9.5814%	14.5149%	13.2614%	25339	191073	264460	-4954	0			6.5149%							24214	264460								0	0	0		0		1125	13.2614%	1	0	20385	0	0	0	-4954	0	0	0		0	25339	0	0	25339	0	0	0	0	0	0	0	0	0	2395	0	0	0			
176437																																																																																				79090	0				9.1262%			7132		78149	-3465	0										2732	78149	0	0.0000%	3680	0	200	3880	4.9058%	0	0	0	0	1		4400		1	0	3667	0	0	0	-3465	0	0	0		0	7132	0	0	7132	0	0	0	0	0	0						0	0	0		
176464																																																																																						123298	9190	9190	8.4090%	13.9082%	12.8716%	114108	886511	1356970	-58099	0			5.9082%							63991	1375644								0	0	0		0		68791	12.8716%	1	0	74683	17884	790	0	-58099	0	0	0		0	114108	0	0	114108	0	0	0	0	0	0	0	0	0	9190	0	18674	0			
176642																																																																																						15179	952	952	9.0293%	19.9411%	18.6905%	14227	76119	157565	-1100	0			11.9411%							13427	157565								0	0	0		0		800	18.6905%	1	0	13127	0	0	0	-1100	0	0	0		0	14227	0	0	14227	0	0	0	0	0	0	0	0	0	952	0	0	0			
177135																																																																																				34401	0				25.6016%			8437		32955	0	0										7337	32955	0	0.0000%	1238	0	0	1238	3.5987%	0	0	0	0	1		1100		1	0	8437	0	0	0	0	0	0	0		0	8437	0	0	8437	0	0	0	0	0	0						0	0	0		
177443																																																																																				224297	0				10.1299%			24281		239696	-11960	0										20380	239745	0	0.0000%	6505	0	35	6540	2.9158%	0	0	0	0	1		3950		1	0	12370	49	0	0	-11960	0	0	0		0	24281	0	0	24281	0	0	0	0	0	0						49	0	0		
177500																																																																																				86239	0				9.5588%			8210		85889	0	0										8110	85889	0	0.0000%	0	0	161	161	0.1867%	0	0	0	0	1		100		1	0	8210	0	0	0	0	0	0	0		0	8210	0	0	8210	0	0	0	0	0	0						0	0	652		
177555																																																																																						2550	133	133	6.8014%	15.6807%	14.8629%	2417	16262	35537	-607	0			7.6807%							1747	35537								0	0	0		0		670	14.8629%	1	0	1810	0	0	0	-607	0	0	0		0	2417	0	0	2417	0	0	0	0	0	0	0	0	0	133	0	0	0			
177751																																																																																						180360	12117	12117	10.4688%	17.2920%	16.1303%	168243	1043023	1607095	-7224	0			9.2920%			0				158972	1607231								0	0	0		0		9407	16.1303%	1	0	161155	136	0	0	-6223	0	-1001	0		0	168243	0	0	168243	0	0	0	0	0	0	0	0	0	12117	0	136	0			
177920																																																																																						144854	12897	12897	10.2314%	14.0618%	12.8098%	131957	1030123	1289721	-17591	0			6.0618%							132272	1306041								0	0	0		0		16005	12.8098%	1	0	130686	15071	1249	0	-17591	0	0	0		0	131957	0	0	131957	0	0	0	0	0	0	0	0	0	12897	0	16320	0			
178150																																																																																				262914	0				9.5761%			26123		272795	-10173	0										22424	272967	0	0.0000%	14808	0	3245	18053	6.8665%	0	0	0	0	1		3871		1	0	16122	172	0	0	-10173	0	0	0		0	26123	0	0	26123	0	0	0	0	0	0						172	0	304		
178244																																																																																				156533	0				12.1156%			18980		156657	-2740	0										17493	156657	0	0.0000%	1781	0	0	1781	1.1378%	0	0	0	0	1		1487		1	0	16240	0	0	0	-2740	0	0	0		0	18980	0	0	18980	0	0	0	0	0	0						0	0	15754		
178356																																																																																				153110	0				9.7191%			14381		147966	-6696	0										8381	147966	0	0.0000%	8131	0	0	8131	5.3106%	0	0	0	0	1		6000		1	0	7685	0	0	0	-1334	0	0	-5362		0	14381	0	0	14381	0	0	0	0	0	0						0	0	0		
178851																																																																																						55420	4047	4047	8.5674%	17.1406%	15.8890%	51373	323325	599633	-19998	0			9.1406%							47246	600769								0	0	0		0		5263	15.8890%	1	0	32511	0	1136	0	-19998	0	0	0		0	51373	0	0	51373	0	0	0	0	0	0	0	0	0	4047	0	1136	0			
179148																																																																																				247194	0				11.0234%			26938		244372	-1975	0						0	0	0	0	23938	244372	0	0.0000%	20612	0	1019	21631	8.7506%	0	0	0	0	1		3000		1	0	24963	0	0	0	-1975	0	0	0		0	26938	0	0	26938	0	0	0	0	0	0						0	0	0		
179335																																																																																				193424	0				15.7195%			30909		196629	-11024	0										5889	196629	0	0.0000%	12648	0	1979	14627	7.5621%	0	0	0	0	1		25020		1	0	19885	0	0	0	-11024	0	0	0		0	30909	0	0	30909	0	0	0	0	0	0						0	0	0		
179700																																																																																						80172	5334	5334	11.2100%	16.8302%	15.7105%	74838	476357	667601	-14734	-853			8.8302%							577	666748								0	0	0		0		74261	15.7105%	1	0	60104	0	0	0	-13881	0	-853	0		0	74838	0	0	74838	0	0	0	0	0	0	0	0	0	5334	0	0	0			
180144																																																																																						14039	652	652	9.7439%	16.5752%	15.8054%	13387	84699	137389	-4139	0			8.5752%							6214	137441								0	0	0		0		7225	15.8054%	1	0	9300	0	52	0	-4139	0	0	0		0	13387	0	0	13387	0	0	0	0	0	0	0	0	0	652	0	52	0			
180537																																																																																				129403	0				10.0470%			12295		122375	-4554	4985										1642	134508	0	0.0000%	3977	0	147	4124	3.1869%	0	0	0	0	1		17801		1	0	14889	6516	610	22	-4554	0	0	0		0	12295	0	0	12295	0	0	0	0	0	0						7148	0	0		
180845																																																																																				156808	0				12.5733%			19619		156037	-7054	0										7054	160378	0	0.0000%	540	0	66	606	0.3865%	0	0	0	0	1		16906		1	0	16906	4341	0	0	-7054	0	0	0		0	19619	0	0	19619	0	0	0	0	0	0						4341	0	0		
181963																																																																																						27242	1432	1432	8.8838%	23.8655%	22.6110%	25810	114148	290528	-8655	0			15.8655%							24182	290528								0	0	0		0		1628	22.6110%	1	0	17155	0	0	0	-8655	0	0	0		0	25810	0	0	25810	0	0	0	0	0	0	0	0	0	1432	0	0	0			
182951																																																																																						57808	5739	5739	8.7880%	12.6057%	11.3542%	52069	458587	592500	-5782	0			4.6057%							43362	592500								0	0	0		0		8707	11.3542%	1	0	46287	0	0	0	-5782	0	0	0		0	52069	0	0	52069	0	0	0	0	0	0	0	0	0	5739	0	0	0			
183668																																																																																						107424	8819	8819	9.6566%	14.5700%	13.3739%	98605	737297	1021116	-12419	0			6.5700%							71211	1021116								0	0	0		0		27394	13.3739%	1	0	86186	0	0	0	-12419	0	0	0		0	98605	0	0	98605	0	0	0	0	0	0	0	0	0	8819	0	0	0			
183770																																																																																						85026	4388	4388	12.5697%	18.1518%	17.2150%	80638	468417	641527	-4505	1532			10.1518%							80638	643059								0	0	0		0		0	17.2150%	1	0	76133	0	0	0	-5045	612	-72	0		0	80638	0	0	80638	0	0	0	0	0	0	0	0	0	4388	0	0	0			
183958																																																																																				272841	0				14.3543%			39185		272984	-6557	0										37135	272984	0	0.0000%	42499	0	584	43083	15.7905%	0	0	0	0	1		2050		1	0	32628	0	0	0	-6557	0	0	0		0	39185	0	0	39185	0	0	0	0	0	0						0	0	0		
184656																																																																																						26387	547	547	11.3697%	29.1708%	28.5661%	25840	90457	227270	-18954	0			21.1708%							25440	227270								0	0	0		0		400	28.5661%	1	0	6886	0	0	0	-18954	0	0	0		0	25840	0	0	25840	0	0	0	0	0	0	0	0	0	547	0	0	0			
184759																																																																																				53414	0				14.3119%			7807		54549	-221	0										6728	54549	0	0.0000%	3298	0	59	3357	6.2849%	0	0	0	0	1		1300		1	0	7807	0	0	0	0	0	0	0		0	7807	0	0	7807	0	0	0	0	0	0						0	0	0		
185251																																																																																				24361	0				9.1988%			2186		23764	-357	0										1136	23764	0	0.0000%	0	0	34	34	0.1396%	0	0	0	0	1		1050		1	0	1829	0	0	0	-357	0	0	0		0	2186	0	0	2186	0	0	0	0	0	0						0	0	0		
185448																																																																																				131411	0				19.7420%			25971		131552	-2624	0										23770	131552	0	0.0000%	1131	0	218	1349	1.0266%	0	0	0	0	1		2200		1	0	23346	0	0	0	-2625	0	0	0		0	25971	0	0	25971	0	0	0	0	0	0						0	0	0		
185859																																																																																				862554	0				12.9114%			110930		859164	-3219	0										47922	871288	0	0.0000%	131799	0	1637	133436	15.4699%	0	0	0	0	1		75132		1	0	119835	9720	2404	0	-3219	0	0	0		0	110930	0	0	110930	0	0	0	0	0	0						12124	0	0		
186221																																																																																						132760	9947	9947	9.2658%	12.6484%	11.7007%	122813	1049617	1325447	-15588	0			4.6484%							105375	1327959								0	0	0		0		19950	11.7007%	1	0	109737	1650	253	609	-15588	0	0	0		0	122813	0	0	122813	0	0	0	0	0	0	0	0	0	9947	0	2512	0			
186548																																																																																				174767	1492				11.4473%			19646		171622	-67	0										18021	171622	0	0.0000%	19166	0	444	19610	11.2207%	0	0	0	0	1		1625		1	0	19579	0	0	0	-67	0	0	0		0	19646	0	0	19646	0	0	0	0	0	0						0	0	0		
186717																																																																																				933948	0				11.9470%			112908		945073	-9373	0										110906	945073	0	0.0000%	81977	0	6664	88641	9.4910%	0	0	0	0	1		2002		1	0	103535	0	0	0	-8886	0	-487	0		0	112908	0	0	112908	0	0	0	0	0	0						0	0	8605		
186744																																																																																						205605	16082	16082	11.7096%	15.4043%	14.1994%	189523	1334724	1618528	-28834	0			7.4043%							153044	1618590								0	0	0		0		36541	14.1994%	1	0	160751	0	62	0	-28834	0	0	0		0	189523	0	0	189523	0	0	0	0	0	0	0	0	0	16082	0	62	0			
187648																																																																																						3680	204	204	12.8541%	22.5753%	21.3238%	3476	16301	27042	-328	0			14.5753%							713	27534								0	0	0		0		3255	21.3238%	1	0	3640	0	0	492	-328	0	0	0		0	3476	0	0	3476	0	0	0	0	0	0	0	0	0	204	0	492	0			
187947																																																																																						181879	18194	18194	8.9250%	12.5079%	11.2567%	163685	1454113	1834012	-41420	0			4.5079%							119980	1834012								0	0	0		0		43705	11.2567%	1	0	122265	0	0	0	-41420	0	0	0		0	163685	0	0	163685	0	0	0	0	0	0	0	0	0	18194	0	0	0			
188056																																																																																						38324	1771	1771	8.1995%	27.1871%	25.9307%	36553	140964	445796	-2054	0			19.1871%							12553	445796								0	0	0		0		24000	25.9307%	1	0	34499	0	0	0	-2054	0	0	0		0	36553	0	0	36553	0	0	0	0	0	0	0	0	0	1771	0	0	0			
188177																																																																																				171622	0				24.6792%			42259		171233	-148	0										42259	171233	0	0.0000%	1974	0	0	1974	1.1502%	0	0	0	0	1		0		1	0	42111	0	0	0	-148	0	0	0		0	42259	0	0	42259	0	0	0	0	0	0						0	0	0		
188430																																																																																						68785	4200	4200	12.7685%	20.0549%	18.8304%	64585	342983	505816	-1112	0			12.0549%							-101371	506411								0	0	0		0		166551	18.8304%	1	0	64068	0	73	522	-1112	0	0	0		0	64585	0	0	64585	0	0	0	0	0	0	0	0	0	4200	0	595	0			
188449																																																																																				319154	0				9.8662%			31898		323305	-12630	0										27148	323305	0	0.0000%	27269	0	0	27269	8.5442%	0	0	0	0	1		4750		1	0	19268	0	0	0	-12630	0	0	0		0	31898	0	0	31898	0	0	0	0	0	0						0	0	3799		
188720																																																																																						40336	1053	1053	12.7289%	18.3669%	17.8875%	39283	219612	308612	-10510	0			10.3669%							36116	308612								0	0	0		0		3167	17.8875%	1	0	28773	0	0	0	-9403	0	-1107	0		0	39283	0	0	39283	0	0	0	0	0	0	0	0	0	1053	0	0	0			
188739																																																																																				66772	0				10.2089%			6990		68470	1	0										4390	68470	0	0.0000%	1807	0	65	1872	2.8036%	0	0	0	0	1		2600		1	0	6991	0	0	0	1	0	0	0		0	6990	0	0	6990	0	0	0	0	0	0						0	0	0		
188917																																																																																				181692	0				8.9052%			16692		187442	-3830	-159										16480	187283	0	0.0000%	5574	0	0	5574	3.0678%	0	0	0	0	1		212		1	0	12862	0	0	0	-3671	0	-159	0		0	16692	0	0	16692	0	0	0	0	0	0						0	0	8287		
189129																																																																																						104844	7409	7409	8.5424%	15.9080%	14.7839%	97435	659063	1140606	-10003	0			7.9080%							86454	1145334								0	0	0		0		15709	14.7839%	1	0	92160	4728	0	0	-8555	0	0	-1448		0	97435	0	0	97435	0	0	0	0	0	0	0	0	0	7409	0	4728	0			
189745																																																																																						183571	9830	9830	13.7608%	16.8659%	15.9628%	173741	1088415	1262577	-7362	0			8.8659%							-15692	1262577								0	0	0		0		189433	15.9628%	1	0	166379	0	0	0	-7499	0	0	137		0	173741	0	0	173741	0	0	0	0	0	0	0	0	0	9830	0	0	0			
189950																																																																																						16078	892	892	10.7312%	22.6889%	21.4301%	15186	70863	141513	-1969	0			14.6889%							4960	141787								0	0	0		0		10500	21.4301%	1	0	13491	274	0	0	-1969	0	0	0		0	15186	0	0	15186	0	0	0	0	0	0	0	0	0	892	0	274	0			
