"IDRSSD"	RCONG353	RCONG354	RCONG355	RCONG356	RCONG357	RCONG358	RCONG359	RCONG360	RCONG361	RCONG362	RCONG363	RCONG364	RCONG365	RCONG366	RCONG367	RCONG368	RCONG369	RCONG370	RCONG371	RCONG372	RCONG373	RCONG374	RCONG375	RCONHT50	RCONHT51	RCONHT52	RCONHT53	RCONHT54	RCONHT55	RCONHT56	RCONHT57	RCONHT58	RCONHT59	RCONHT60	RCONHT61	RCONK142	RCONK143	RCONK144	RCONK145	RCONK146	RCONK147	RCONK148	RCONK149	RCONK150	RCONK151	RCONK152	RCONK153	RCONK154	RCONK155	RCONK156	RCONK157	RCONMG95	
	SFP TPS ISS RE INV TRS HTM FV	SFP TPS ISS RE INV TR AFS AMRTZ COST	SFP TPS ISS RE INV TR AFS FV	SFP CORP & SIMILAR LN HTM AMRTZ COST	SFP CORP & SIMILAR LN HTM FV	SFP CORP & SIMILAR LN AFS AMRTZ COST	SFP CORP & SIMILAR LN AFS FV	SFP 1T4 RES MBS I OR G GSE HTM AMRTZ	SFP 1T4 RES MBS I OR G GSE HTM FV	SFP 1T4 RES MBS I OR G GSE AFS AMRTZ	SFP 1T4 RES MBS I OR G GSE AFS FV	SFP 1T4 MBS N I OR G GSE HTM AMRTZ	SFP 1T4 RES MBS N I OR G GSE HTM FV	SFP 1T4 MBS N I OR G GSE AFS AMRTZ	SFP 1T4 RES MBS N I OR G GSE AFS FV	SFP DVRS (MIXED) POOLS SFP HTM AMRTZ	SFP DVRS (MIXED) POOLS SFP HTM FV	SFP DVRS (MIXED) POOLS SFP AFS AMRTZ	SFP DVRS (MIXED) POOLS SFP AFS FV	SFP OTHR CLTRL REF ASSET HTM AMRTZ	SFP OTHR CLTRL REF ASSET HTM FV	SFP OTHR CLTRL REF ASSET AFS AMRTZ	SFP OTHR CLTRL REF ASSET AFS FV	US government agency obligations (ex	US government agency obligations (ex	US government agency obligations (ex	US government agency obligations (ex	Mortgage backed securities (MBS), Is	Mortgage backed securities (MBS), Is	Mortgage backed securities (MBS), Is	Mortgage backed securities (MBS), Is	Asset-backed securities and structur	Asset-backed securities and structur	Asset-backed securities and structur	Asset-backed securities and structur	MBS CMRL PT SCTY GUAR FNMA HTM AMTRZ	MBS CMRL PT SCTY GUAR FNMA HTM FV	MBS CMRL PT SCTY GUAR FNMA AFS AMTRZ	MBS CMRL PT SCTY GUAR FNMA AFS FV	MBS CMRL PT SCTY OTHR HTM AMTRZ	MBS CMRL PT SCTY OTHR HTM FV	MBS CMRL PT SCTY OTHR AFS AMTRZ	MBS CMRL PT SCTY OTHR AFS FV	MBS CMRL OTHR CMRL GUAR FNMA HTM AMT	MBS CMRL OTHR CMRL GUAR FNMA HTM FV	MBS CMRL OTHR CMRL GUAR FNMA AFS AMT	MBS CMRL OTHR CMRL GUAR FNMA AFS FV	MBS CMRL OTHR CMRL OTHR CMRL HTM AMT	MBS CMRL OTHR CMRL OTHR CMRL HTM FV	MBS CMRL OTHR CMRL OTHR CMRL AFS AMT	MBS CMRL OTHR CMRL OTHR CMRL AFS FV	Amortized cost of available-for-sale	
927479																								13000	12371	6000	5567	12696	11099	41338	36088	0	0	0	0	25516	22542	21334	19110	0	0	0	0	4336	3959	4220	3966	0	0	0	0		
928056																								0	0	102058	96305	0	0	371	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
928421																								0	0	132681	123994	0	0	206514	191945	0	0	0	0	0	0	2609	2510	0	0	0	0	0	0	0	0	0	0	0	0		
928618																								2500	2187	8009	7437	13735	12418	63301	59290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14474	12582	0	0	0	0		
929352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82964	76934					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25199	24801		
929932																								0	0	74527	65837	0	0	57306	53709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
929978																								0	0	10543	10163					0	0	0	0	0	0	88420	82348	0	0	0	0	0	0	60750	59600	0	0	0	0		
930358																								0	0	67203	60794					0	0	0	0	0	0	3686	3518	0	0	0	0	0	0	0	0	0	0	0	0		
930442																								0	0	56819	54540	0	0	42167	38243	0	0	0	0	0	0	5451	5406	0	0	0	0	0	0	0	0	0	0	0	0		
930853																								0	0	14741	13401					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
930871																								0	0	6072	5998	0	0	39658	34089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
930965																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
931038																								0	0	19351	18113	0	0	15413	14108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
931047																								0	0	4442	4113					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
931159																								0	0	4600	4595	0	0	3994	3856	0	0	0	0	0	0	544	556	0	0	0	0	0	0	0	0	0	0	0	0		
931207																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
931270																								0	0	9541	9150	0	0	15	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
931355																								0	0	14995	14178	0	0	2056	1869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
931458																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
931944																								0	0	1741	1658	0	0	10691	9662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
932633																								0	0	2393	2277	0	0	1387	1216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
932642																								0	0	6494	5954	0	0	3616	3162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
932745																								0	0	4899	4749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
932978																								0	0	244886	226180					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
933023																								100429	92680	21095	18360	299296	267408	73399	67367	0	0	0	0	9416	8911	1143	1127	0	0	0	0	30552	28530	3331	3259	0	0	0	0		
933041																								0	0	6936	6565					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
933256																								0	0	3643	3709					0	0	0	0	0	0	15854	15183	0	0	0	0	0	0	64223	60947	0	0	0	0		
933340																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
933377																								0	0	2090	2029					0	0	0	0	0	0	526	516	0	0	0	0	0	0	2841	2678	0	0	6536	6397		
933621																								0	0	785	777					0	0	0	0	0	0	2391	2494	0	0	0	0	0	0	87193	83734	0	0	112781	109855		
933966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	562288	479978	0	0					0	0	0	0	0	0	0	0	0	0	0	0	805972	722034	515414	449178	0	0	0	0		
933975																								12741	11262	145479	133856	68922	59246	69021	64020	0	0	0	0	12610	10561	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
934271																								5000	5096	0	0					42	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
934329																																																					
934673																								0	0	3857	3283	0	0	9152	8787	0	0	0	0	0	0	1915	1898	0	0	0	0	0	0	0	0	0	0	0	0		
935250																								9497	9183	31961	29345	0	0	12309	11503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
935308																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
935559																								0	0	28852	25896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
935577																								0	0	2328	2048	0	0	4630	4323	0	0	0	0	0	0	70	65	0	0	0	0	0	0	0	0	0	0	0	0		
935719																								0	0	39129	38294	0	0	6952	6677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8455	7713	0	0	0	0		
936136																								0	0	61674	57896					0	0	181116	175549	0	0	11751	10790	0	0	0	0	0	0	4657	4549	0	0	18029	16272		
936426																								0	0	53542	52815					0	0	0	0	0	0	36518	36146	0	0	0	0	0	0	313914	297848	0	0	0	0		
936462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107004	98623					0	0	0	0	75688	65350	71187	67094	0	0	0	0	244988	213551	1096751	1042379	0	0	0	0		
936583																								0	0	253419	234761	0	0	137810	127073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
936640																								0	0	13030	12067	0	0	14158	12655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
936837																								0	0	2354	2174	0	0	9568	8571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
936855																																																					
937339																								0	0	10418	9869					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
937553																								0	0	3235	3070	0	0	5338	4810	0	0	0	0	0	0	521	496	0	0	0	0	0	0	272	269	0	0	0	0		
937740																								0	0	32425	28770	0	0	109008	97823	0	0	0	0	1500	1390	38193	34131	0	0	0	0	0	0	46734	42958	0	0	0	0		
937759																								0	0	14717	13582	0	0	2582	2394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
937834																								0	0	0	0	0	0	860	732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
937843																								0	0	1661	1682	0	0	497	478	0	0	0	0	0	0	1978	2014	0	0	0	0	0	0	3791	3718	0	0	0	0		
938354																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
938550																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
938859																								0	0	10256	10205	0	0	5922	5755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
939070																								0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
939249																								0	0	94769	86020					0	0	0	0	0	0	7604	7285	0	0	0	0	0	0	2290	2276	0	0	0	0		
940021																								0	0	4263	4033					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
940311																																																					
940674																								0	0	3786	3556	0	0	6293	5598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
940731																								0	0	42106	37758	0	0	8169	7732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
940852																								0	0	1427	1310					0	0	0	0	0	0	310	282	0	0	0	0	0	0	0	0	0	0	0	0		
941541																								0	0	1211	1228	0	0	1075	981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
941804																								0	0	9317	9071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
942454																								0	0	27547	25764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
942539																								0	0	6916	6232	0	0	11161	9642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
942847																								0	0	4487	4145	0	0	5498	5258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
943143																								0	0	0	0	0	0	24546	22058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
943152																								118	111	1051	949	645	622	7062	6351	0	0	0	0	52	52	361	374	0	0	0	0	0	0	0	0	0	0	0	0		
943273																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
943675																								1470	1451	58287	53938	0	0	45682	39879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
943853																								0	0	2000	1952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
943974																								0	0	13949	13203	0	0	19736	17165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2442	1975	0	0	0	0		
944047																								0	0	21347	20404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
944337																								0	0	14644	13874	0	0	44365	39123	0	0	0	0	0	0	1960	1578	0	0	0	0	0	0	7449	6660	0	0	0	0		
944355																								0	0	2025	1950					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
944627																								0	0	7209	6811	0	0	0	0	0	0	0	0	0	0	3837	3634	0	0	0	0	0	0	221	211	0	0	0	0		
944739																								0	0	166301	137242	0	0	82521	72518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
944748																								0	0	2200	2084	0	0	702	606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
944935																								0	0	4374	4054	0	0	2783	2487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
945026																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
945053																								0	0	538325	497747					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
945071																								0	0	0	0	0	0	99761	90733	0	0	0	0	0	0	2354	2197	0	0	0	0	0	0	0	0	0	0	0	0		
945950																								21998	20685	18944	17601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
946274																								0	0	0	0	0	0	10700	9672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
946555																								0	0	8221	7272	0	0	37521	33462	0	0	0	0	0	0	3116	2865	0	0	0	0	0	0	2247	1949	0	0	0	0		
947525																								0	0	57001	48569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
947749																								0	0	7460	7000	0	0	1	1	0	0	0	0	0	0	6852	6121	0	0	0	0	0	0	18359	17159	0	0	0	0		
947776																								0	0	18005	17097	0	0	57212	50282	0	0	0	0	0	0	4160	3974	0	0	0	0	0	0	0	0	0	0	0	0		
948036																								0	0	0	0					0	0	0	0	0	0	1220	1293	0	0	0	0	0	0	0	0	0	0	0	0		
948250																								0	0	0	0	0	0	15184	13415	0	0	0	0	0	0	5415	4963	0	0	0	0	0	0	4740	4220	0	0	0	0		
948278																								8990	8071	0	0	72	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
948531																								0	0	1462	1450	0	0	1556	1710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
949154																								0	0	7403	7264					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
949453																								0	0	0	0	0	0	436	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	477	414	0	0	0	0		
950141																								0	0	8008	7726					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
950178																								0	0	4651	3963	0	0	37252	33297	0	0	0	0	0	0	18523	17480	0	0	0	0	0	0	10185	9230	0	0	0	0		
950356																								0	0	3495	3372	0	0	22039	19604	0	0	0	0	0	0	1612	1530	0	0	0	0	0	0	0	0	0	0	0	0		
950758																								0	0	1030	975					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
951102																								0	0	5108	4862	0	0	13468	12586	0	0	0	0	0	0	706	697	0	0	0	0	0	0	1066	1066	0	0	0	0		
952172																								8598	8150	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
952257																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
952677																								2437	2123	18809	18290	56355	49833	90247	86138	0	0	0	0	0	0	3753	3549	0	0	0	0	0	0	3191	3113	0	0	0	0		
952846																								0	0	3987	3964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
953535																								0	0	27764	25396	0	0	4715	4233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1386	1327	0	0	0	0		
953843																								0	0	3000	2839	0	0	3409	3156	0	0	0	0	0	0	15747	13813	0	0	0	0	0	0	7149	6619	0	0	0	0		
953852																								0	0	1749	1547	0	0	772	677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
954158																								0	0	2000	1941	0	0	38923	34681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
954251																								0	0	33955	31141					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
954279																								0	0	20079	18813	0	0	95685	82039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
954653																								0	0	825	740	0	0	4927	4489	0	0	0	0	0	0	1064	936	0	0	0	0	0	0	0	0	0	0	0	0		
954671																								0	0	13508	12573	0	0	17286	15835	0	0	0	0	0	0	2470	2422	0	0	0	0	0	0	5318	4975	0	0	0	0		
955548																								0	0	17517	15964	0	0	10785	9416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
955753																								0	0	2500	2279	0	0	24324	21676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
955940																								0	0	5495	5017	0	0	24341	21528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
955959																								2969	2841	1948	1769	2857	2808	76806	69823	0	0	0	0	1212	1174	18360	16897	0	0	0	0	0	0	0	0	0	0	0	0		
955977																								0	0	0	0	0	0	16340	15261	0	0	0	0	0	0	491	471	0	0	0	0	0	0	964	902	0	0	7187	6520		
956134																								0	0	10778	9497	0	0	18269	16566	0	0	0	0	0	0	10310	9233	0	0	0	0	0	0	10876	9791	0	0	0	0		
956152																								0	0	26825	24192	0	0	966	855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
956255																								0	0	4543	4255	0	0	73650	66234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
956358																								0	0	998	946	0	0	1899	1860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
956376																								0	0	11389	10523	0	0	21454	19980	0	0	0	0	0	0	1561	1489	0	0	0	0	0	0	504	485	0	0	0	0		
956527																								0	0	1895	1883	0	0	502	481	0	0	0	0	0	0	2990	3028	0	0	0	0	0	0	0	0	0	0	0	0		
956554																								0	0	13000	12143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
956750																								0	0	42757	37130	0	0	123180	109540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
956938																								7666	6991	8026	7736	5889	5348	19319	17314	0	0	20	19	4204	4165	2434	2299	0	0	0	0	11276	10314	17036	15781	0	0	0	0		
956956																								0	0	0	0	0	0	41335	34350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27301	24859	0	0	0	0		
957757																								0	0	6060	6061	0	0	167	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
958204																								0	0	0	0					0	0	0	0	0	0	55388	48842	0	0	0	0	0	0	0	0	0	0	0	0		
958231																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
958558																								0	0	8021	7994	0	0	39224	35402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
958727																								0	0	109766	105081					0	0	0	0	0	0	22245	19658	0	0	0	0	0	0	69041	64726	0	0	0	0		
958763																								0	0	0	0	0	0	38554	34593	0	0	0	0	0	0	271	239	0	0	0	0	0	0	697	672	0	0	0	0		
959304																								0	0	5008	4941					0	0	131094	125978	7885	7496	2781	2745	0	0	0	0	0	0	67039	60745	0	0	0	0		
959443																								0	0	907	915	0	0	23610	21220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	208	0	0	0	0		
959630																								0	0	0	0	0	0	864	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
959715																								0	0	4696	4755					0	0	0	0	0	0	2945	2630	0	0	0	0	0	0	69226	68611	0	0	0	0		
960047																								0	0	2979	2950	24	23	2978	2923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
960551																								5000	4706	0	0	3611	3333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
960560																								0	0	0	0	245	240	5350	5175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
960935																								11263	10121	16139	14857					0	0	0	0	3964	3153	0	0	0	0	0	0	9100	7559	0	0	0	0	0	0		
961259																								14721	14324	14258	12934	0	0	104766	92264	0	0	0	0	0	0	93407	86093	0	0	0	0	4923	4778	27547	24065	0	0	0	0		
961343																								0	0	60335	54970					0	0	0	0	0	0	1152	1123	0	0	0	0	0	0	0	0	0	0	0	0		
961400																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
961446																								0	0	0	0	0	0	23	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
961576																								629986	609934	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
961624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164357	159619					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
961811																								0	0	1229	1186					0	0	0	0	0	0	0	0	0	0	0	0	0	0	1470	1303	0	0	0	0		
962313																								0	0	21140	20171	0	0	8202	7269	0	0	0	0	0	0	360	355	0	0	0	0	0	0	1707	1514	0	0	0	0		
962890																								0	0	21677	21861	98555	84138	97784	84219	0	0	0	0	0	0	1535	1533	0	0	0	0	0	0	1225	1173	0	0	0	0		
962966			0				0				0				0				0				0	0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
963002																								0	0	12000	11698	0	0	30413	27271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
963730																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
963945																								0	0	284978	274851					0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	0	0	0	11379	11379		
963954																								0	0	13991	12716	0	0	4773	4514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
964157																								0	0	25220	23897	0	0	21792	20409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
964250																								0	0	28000	26339	0	0	27984	25470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
965051																								0	0	0	0	0	0	9137	8510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
965789																								0	0	18998	18635					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
966272																								0	0	12863	11536	0	0	14731	13431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
966722																								0	0	0	0	0	0	43724	39306	0	0	0	0	0	0	896	845	0	0	0	0	0	0	754	724	0	0	0	0		
966731																								0	0	4500	4394	0	0	33916	30356	0	0	0	0	0	0	2353	2045	0	0	0	0	0	0	968	979	0	0	0	0		
966973																								6158	5683	2500	2267	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
967046																								0	0	2000	1811	0	0	52073	44941	0	0	0	0	0	0	17563	15532	0	0	0	0	0	0	0	0	0	0	0	0		
967952																								0	0	3067	2828	0	0	3546	3313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	710	651	0	0	0	0		
968070																								0	0	519976	483193					0	0	0	0	0	0	0	0	0	0	0	0	0	0	1059	1054	0	0	0	0		
968155																								6997	6516	4252	4070	6845	5905	19592	17598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
968249																								0	0	0	0	0	0	6388	5771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
968744																								0	0	26882	24667	0	0	20582	17663	0	0	0	0	0	0	418	379	0	0	0	0	0	0	4527	3955	0	0	0	0		
969059																								139	135	0	0	0	0	6144	5573	0	0	0	0	0	0	227	224	0	0	0	0	0	0	0	0	0	0	0	0		
969255																								0	0	13994	13066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
969639																								0	0	7919	6789	0	0	17219	14935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
969844																								0	0	0	0	0	0	2106	1848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	886	834	0	0	6246	6117		
969956																								0	0	0	0	0	0	35353	30556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	488	433	0	0	0	0		
970055																								0	0	0	0	0	0	95315	84570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
971070																								0	0	833	803	10910	9571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
971379																								988	947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
971959																								0	0	33544	32785					0	0	0	0	0	0	3273	3271	0	0	0	0	0	0	92959	90559	0	0	0	0		
972143																								0	0	3991	3700	0	0	1262	1195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
972406																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
972648																								0	0	231545	213384					0	0	553	621	0	0	5051	4300	0	0	0	0	0	0	2150	2012	0	0	0	0		
972732																								0	0	25334	22785					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
972750																								0	0	2968	2739	0	0	5841	5185	0	0	0	0	0	0	1019	934	0	0	0	0	0	0	0	0	0	0	0	0		
972769																								0	0	33931	32149	0	0	23317	21271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2612	2466	0	0	0	0		
972862																								0	0	0	0	329	323	54840	47947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
973252																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
974558																								0	0	22402	21107	0	0	4324	4144	0	0	0	0	0	0	2699	2738	0	0	0	0	0	0	7479	7454	0	0	0	0		
974754																								0	0	0	0	0	0	96511	87855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
975153																								0	0	32996	28444	0	0	3629	3367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
975256																								10944	10367	0	0	38444	35525	0	0	0	0	0	0	973	839	0	0	0	0	0	0	435	425	0	0	0	0	0	0		
975452																								0	0	4412	4263	0	0	52	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
975555																								0	0	29656	29122					0	0	0	0	0	0	0	0	0	0	0	0	0	0	1273	1271	0	0	0	0		
975751																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
975854																								0	0	0	0	0	0	3490	3172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
976534																								0	0	0	0	0	0	9698	8688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
976552																								0	0	0	0	0	0	19283	17776	0	0	0	0	0	0	15320	14038	0	0	0	0	0	0	245	241	0	0	0	0		
