"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RCONLG24	RCONLG25	RIADG377	
772446																																																																0	0		0			0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0	0	0	0	0			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		0				0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0		0	0	0	0	CONF	CONF		
772754																																																																16486	1065		4232			5462	0		39	48387	0	0	0	9398	173	8594	4292	225	2608	4503	887	1175	0	6127	18727	8499	3977	1609	50				0	0			0	0	150	0	5049	5490			0			0	0													0	0	0	0	0	0		0	25	0	0	0	0	0	0	0	454	0	0	0	0	0			0	0	0	0	0	364	0	CONF	CONF	0	
773032																																																															0	5527	0		0			7071	2615		1030	81677	0	0	0	30002	131	27172	11356	1444	3285	16417	1806	3903	3054	8285	14254	12029	5333	10144	1585				0	583			0	0	2762	2935	16106	4079			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		0				0		0	586	0	0	0	0	0	0	0	2673	0	0	0	0	0			0	0		0	0	5577	0	CONF	CONF		
773171																																																															0	4618	107		29			2913	4537		0	88672	0	0	0	49500	2663	19976	13277	1042	7888	6672	6800	24865	1904	1952	2755	7794	13417	11599	1426				0	33			0	0	1625	2129	2032	1797			0			37	329														0	0	0	0	62		0	3	0	0	0	0	0	0	0	13234	0	0	0	0	0			25	0		25	0	3452	0	CONF	CONF		
773247																																																																79731	276033	36326	69244	1196304	0	1196304	71192		58012	5241421	0	410064	22518	455863	16260	197406	977199	22284	43753	73084	94214	81444	130546	1261091	266471	947711	1068563	1194181	8451	0	0	0	0	1170	0				8980	163757	422657	781365	0	410064	0			1058	3184	0	0	0	0	0	0	0	0	0	0	0	0		1925107				2901	1601	364273	37927	0	0	0	0	0	0	0	30399	0	39	0	751	0	967	0	86	0	0	0	0	798190	967	CONF	CONF		
773443																																																															0	44622	3452	5000	18132	40544	0	40544	1300		2642	214194	0	0	0	32818	1261	1395	40391	126	1261	2644	5872	12203	10194	40027	19111	34547	47838	31812	7379	0	0	0	641	38	0		0	0	718	0	26570	31249	0	0	0			31	50	0	0	0	0	0	0	0	0	0	0	0	0	0	19949				790	44	0	5044	0	0	0	0	0	0	0	3272	0	0	0	537	0	124	0	98	98	0	0	0	1891	124	CONF	CONF	0	
773470																																																																0	1029242		0			10843	7004		0	1196756	0	0	0	99286	1821	97994	1761	19317	23133	26428	28236	2172	0	122251	113372	298013	346542	217292	0				0	1			0	0	0	575	0	47775			6826			0	0														1097844	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	209	0	CONF	CONF		
773546																																																															0	1674	242		1859			11040	0		0	62939	0	0	1328	17127	336	8777	13463	1432	2867	5905	5785	817	57	4489	7803	15889	14459	2433	215				0	0			0	0	1875	4326	17246	5361			0			39	0													0	0	0	0	0	458		117	9	0	0	0	0	0	0	0	463	419	0	0	0	0			0	0		0	0	1264	0	CONF	CONF	0	
773742																																																																653	2785		30			24725	3085		1400	175800	423	0	24725	54443	220	7569	58653	7388	1718	5909	7176	24054	8182	34193	15354	29129	17420	24908	510				146	633			0	0	16022	5885	28772	32118			0			237	0														0	0	0	0	2015		0	0	0	0	0	0	0	0	0	1624	0	111	0	703	964			0	0		0	0	3682	0	CONF	CONF		
774132																																																																5213	10100	1625	604	100285	0	100285	51122		664	549974	0	0	0	97238	2216	85001	124054	3978	8911	7273	4238	9929	62909	80208	62393	83218	39192	92843	94881	0	0	0	0	216	0		0	0	31673	45454	111070	86833	0	0	0			40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32060				1570	0	0	1625	0	0	0	0	0	0	0	1679	0	125	0	0	1396	0	0	9	0	0	0	0	3982	0	CONF	CONF	0	
774235																																																																19641	2662		3344			4258	0		517	68440	0	0	0	15039	0	0	23607	806	2046	5443	5388	1242	98	12588	8167	18716	11342	2481	51				0	0			0	0	201	0	6443	2455			0			443	0													0	24769	0	0	0	905		0	0	0	0	0	0	0	0	0	12805	0	0	0	276	182			4	0	0	0	0	1075	0	CONF	CONF	0	
774253																																																																0	182		0			12600	4419		0	54414	108	0	0	19958	86	990	14037	1971	2934	6544	7230	1118	162	4808	5896	10947	11924	985	0				0	22			0	0	2885	1923	8025	2659			0			0	0													0	21154	0	0	0	4		0	0	0	0	0	0	0	0	0	1107	0	0	0	0	0			4	0		4	0	656	0	CONF	CONF	0	
774262																																																																2364	256829	0	8690	738867	0	738867	7893		95	2926790	0	0	0	229339	2598	147108	1020890	8105	7833	16446	24894	30972	140562	639129	365824	788870	547652	308984	23502	0	0	0	0	17605	0				64078	455815	385130	653300	0	0	0			1590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2804904				32786	1913	85947	1913	0	0	0	0	0	0	0	2066	0	12648	0	5635	2468	2594	0	7851	0	0	0	0	14261	2594	CONF	CONF	0	
774347																																																																36984	0		47263			14058	0		3906	129460	0	0	0	10652	0	768	27103	482	1321	3058	5112	661	0	21054	15297	29805	34788	12627	1491				0	0			0	0	285	0	0	11160			0			0	0														0	0	0	0	140		0	39	0	0	0	0	0	0	0	2425	0	0	0	0	140			0	0	0	0	0	2688	0	CONF	CONF		
775054																																																																54873	13193		61721			38393	1935		0	334389	0	9075	0	40679	843	292	72374	52	85	326	1043	34019	5154	37734	37552	44110	49274	106663	18377				0	12			0	0	18688	12986	25632	53366			0			106	0														164202	0	0	0	303		0	1293	0	0	0	0	0	0	0	1000	0	0	0	128	0			0	0	0	0	0	700	69	CONF	CONF		
775241																																																															0	3970	0		6144			1378	0		0	24927	0	0	0	7627	0	0	5995	53	660	1717	4226	686	199	759	4523	4241	4845	892	2032				0	0			0	0	0	0	2521	0			0			0	28	0	0	0	0	0	0	0	0	0	0	0	0		0				0		0	0	0	0	0	0	0	0	0	2436	0	0	0	0	0			0	0	0	0	0	851	0	CONF	CONF		
775456																																																															0	186	48388		499			194023	13851		28558	814516	0	0	3801	118315	8022	24946	137873	3459	9930	26342	40042	27074	9187	65818	84371	185690	176963	160478	17637				0	3347			0	0	28143	47235	94502	206800			0			0	0														372657	0	0	0	0		4542	4026	0	0	0	0	0	0	0	6270	0	0	0	0	0			0	0	0	0	0	7809	0	CONF	CONF		
775773																																																															0	0	5728		0			846	1175		0	101297	0	0	0	87407	9	13789	1721	414	1199	4259	3898	24140	53217	3030	187	6551	1762	2099	259				0	2			0	0	1551	0	729	3466			0			1777	111														77284	0	0	0	1777		0	2	0	0	0	0	0	0	0	26	0	0	0	0	0			0	0		0	0	356	0	CONF	CONF		
776369																																																															0	5793	2476		2180			26304	0		0	83501	0	0	0	7458	17	0	34793	1175	871	3615	442	1274	81	20315	12432	29005	7085	6568	360				0	24			0	0	5785	9607	12341	9434			0			0	0														0	0	0	0	0		0	0	0	0	0	0	0	0	0	607	0	0	0	0	0			0	0	0	0	0	1475	0	CONF	CONF		
776547																																																																11756	5194		899			7317	566		1915	174987	0	0	3901	83610	2502	76635	27635	1406	3966	699	981	24490	51990	5263	22797	17174	9438	17546	19154				0	0			0	0	12330	18338	16407	5593			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83610				0		0	17	0	0	0	0	0	0	0	4317	0	0	0	0	0			0	0		0	0	4226	0	CONF	CONF	0	
777254																																																															0	6006	0		2021			4698	2899		0	44590	0	0	0	18708	2130	0	8703	232	867	2247	5356	9782	105	4237	3367	5391	5872	6868	1				0	147			0	0	1099	0	1973	216			0			0	0														16427	0	0	0	0		0	46	0	0	0	0	0	0	0	2776	0	0	0	0	0			0	0	0	0	0	1871	0	CONF	CONF		
777366	661615			0	0	18010	10778		0	0	708403	0	23			119254	264956	80427	69864	106093	15493	691	18000	0	0	0	0	0	0	0		0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	190481	183	0	0	0	0	0	0	0	0	0		0	70124	0	0	18010	0		52443	0	0	679625	0	0		159439	8501	131711		31992	14120	83021	23207	7098	0							0	0	0	0	0					11120	23721	112821	223446			0			183	0																			0	0		0	0	0	0	0	0		0	0	0	0	0	0				0				0		CONF	CONF		
777441																																																																4553	0		2576			9775	224		1788	47151	0	0	0	12765	108	576	11354	663	1927	2898	6337	940	0	5491	3286	8413	7615	6128	3387				0	0			0	0	558	1306	2558	2489			0			0	0														9551	0	0	0	172		0	501	0	0	0	0	0	0	0	1724	0	0	0	172	0			0	0	0	0	0	6226	0	CONF	CONF		
777870																																																																0	14888		0			17603	3604		0	187407	0	0	0	60326	6251	20634	2551	695	1496	898	1199	28445	27593	4785	3517	13067	9880	41984	53127				0	643			0	0	791	8017	44627	21438			0			336	360														0	0	0	0	338		0	0	0	0	0	0	0	0	0	61	0	0	0	0	0			2	0		0	0	9158	0	CONF	CONF		
778738																																																																4742	15489		0			241934	12909		596	825089	2857	0	0	59306	4083	23410	61696	3135	5482	5343	10346	19734	15074	216853	27519	232760	109684	92412	87513				821	44			0	0	29360	83975	148989	202980			0			569	0														244034	0	0	0	4235		4085	2116	0	0	0	0	0	0	0	12982	0	151	0	0	3515			0	0	0	0	0	3535	0	CONF	CONF		
779016																																																																57771	3973		147			59570	3690		7010	322536	0	0	0	80517	9260	51682	15300	2692	8125	16903	22144	24790	5653	38056	15224	69673	64071	48185	4082				0	210			0	0	9802	8323	0	72511			0			223	0														0	0	0	0	1843		0	10	0	0	0	0	0	0	0	8501	0	0	0	0	706			914	0	0	0	0	1241	0	CONF	CONF		
779351																																																															0	109944	82213	180	39722	537156	0	537156	89455		15162	1814351	492	73798	1214	249611	11372	147947	434674	12381	17590	60058	87781	23035	46054	237798	166905	354941	543074	165653	79914	0	0	0	16594	2002	0		0	0	36860	67084	227474	232227	0	73798	0			1	0	125692	126863	0	29117	29289	0	927	949	0	9009	9401	0		608145				1861	805	1056	986	0	0	0	0	0	0	0	17158	0	174	0	0	0	0	0	1686	1355	331	0	0	4969	0	CONF	CONF		
779360																																																																31339	3741		7646			28058	1402		5880	169495	1274	0	0	9228	560	8997	12215	168	2564	3110	2167	674	422	14335	9129	54353	43865	16752	22864				0	456			0	0	2160	4975	47884	26500			0			0	0														0	0	0	0	0		0	20	0	0	0	0	0	0	0	248	0	0	0	0	0			0	0	0	0	0	672	0	CONF	CONF		
779641																																																																2419	0		1370			1546	0		895	36648	0	0	0	19381	208	0	5481	593	1026	2899	6850	8013	0	277	3585	4279	6891	2235	0				0	0			0	0	0	0	8680	0			0			0	0														15680	0	0	0	20		0	0	0	0	0	0	0	0	0	1326	0	0	0	0	0			0	0		0	0	823	20	CONF	CONF		
779650																																																																7236	25427		32			68023	2657		21751	438097	0	0	0	82914	2021	9927	69654	10045	15353	30588	21322	4216	845	45319	30879	107867	32648	123252	14661				0	0			0	0	6530	34315	49914	12083			0			0	185													0	85869	0	0	0	245		123272	32	0	0	0	0	0	0	0	480	0	0	0	19	226			0	0	0	0	0	1410	0	CONF	CONF	0	
779968																																																															0	2570	69772		0			161337	0		0	711393	1573	0	0	0	0	0	87754	0	0	0	0	0	0	329539	23899	85810	117085	106009	23937				0	0			0	0	0	7708	62557	392364			0			0	0														410596	0	0	0	0		16656	2	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	CONF	CONF		
780049																																																																531	0		12187			23346	0		1413	122261	0	0	0	25033	0	37	36976	798	2950	8124	13011	6	0	13729	19499	26247	34046	3654	0				0	0			0	0	1965	0	14671	33506			0			0	0														0	0	0	0	1674		0	49	0	0	0	0	0	0	0	3904	0	0	0	0	0			37	0	37	0	0	5656	1637	CONF	CONF		
780218																																																															1947	41312	66308	0	12032	127047	0	127047	49771		3252	652530	0	0	0	132427	2210	75321	49955	4049	17136	32666	21206	52099	4601	83203	60672	178749	126833	66721	3676	1444	504	0	0	78	0		2931	395	4962	26526	65594	105951	0	0	0			196	60	0	0	0	0	0	0	0	0	0	0	0	0	0	175386				1490	5592	0	5592	0	0	0	0	0	0	0	5606	0	0	0	525	0	769	0	0	0	0	0	0	1915	769	CONF	CONF	0	
780263																																																															0	3854	2875		3650			23008	369		631	116844	159	0	136	28069	144	7055	19445	2542	2041	1901	303	4140	17142	4966	13333	23043	8380	11364	25899				0	0			0	0	8065	6679	16105	21014			0			0	0														51407	0	0	0	0		0	41	0	0	0	0	0	0	0	544	0	0	0	0	0			0	0	0	0	0	1955	0	CONF	CONF		
780562																																																															0	0	46793		0			20179	183		5603	159280	674	0	0	11919	721	10608	5927	302	676	237	6261	4443	0	11033	2954	28092	39042	44711	22176				0	0			0	0	0	1081	33235	40240			0			0	0														98886	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0		0	0	0	0	CONF	CONF		
780722																																																															0	28548	7485	0	8085	82687	0	82687	34451		12334	556656	906	0	9444	141758	1513	106461	74037	18703	32906	38013	37153	8069	4250	130179	49896	107672	76934	44119	3786	0	0	0	0	0	0		0	0	16164	38683	100117	82653	0	0	0			6602	281	0	0	0	0	0	0	0	0	0	0	0	0		114427				9399	614	0	614	0	0	0	0	0	0	0	462	0	0	0	1517	585	582	0	113	0	0	0	0	2008	582	CONF	CONF		
780955																																																															7137	35880	855		21157			39900	748		1201	232355	0	0	0	48006	933	5360	54604	821	5778	16669	20489	2130	2119	14352	38260	69394	46145	12329	3261				270	222			972	889	2163	4183	11004	49024			0			0	0														32258	86620	87776	0	4214		2154	1977	0	0	0	0	0	0	0	3856	0	0	0	0	86			3985	2229	1756	0	0	1685	143	CONF	CONF		
781028																																																																6662	78365	0	6626	218760	0	218760	85275		1001	1206402	0	0	5266	133673	7264	68497	219883	7581	16252	26417	37511	31431	13945	265777	74884	217113	233038	272113	5882	0	0	0	0	227	0		43165	24040	39733	143324	208132	267153	0	0	0			0	289	0	0	0	0	0	0	0	0	0	0	0	0		84863				0	438	0	438	0	0	0	0	0	0	0	6305	0	0	0	0	0	0	0	0	0	0	0	0	3464	0	CONF	CONF		
782016																																																																6532	858		201			513	162		2183	76231	0	0	0	38030	101	5341	2476	66	273	637	868	15591	20595	508	2004	1154	4206	10634	19695				0	0			0	0	1231	3320	5899	15808			0			147	0													0	38030	0	0	0	147		0	0	0	0	0	0	0	0	0	1186	0	0	0	0	0			0	0		0	0	207	0	CONF	CONF	0	
782306																																																																0	752559	0	0	1450785	0	1450785	210552		27698	4924049	0	9382	0	558721	3078	382537	283557	55375	84578	106405	142113	61712	105959	1484921	244477	1078214	886189	503332	139122	0	0	0	0	258	0				15779	120293	301301	1439750	0	9382	0			2047	0	0	0	0	0	0	0	0	0	0	0	0	0		2199566				6007	161	0	161	0	0	0	0	0	0	0	1	0	0	0	0	0	3960	0	0	0	0	0	0	33731	3960	CONF	CONF		
782548																																																															318	18166	0		3196			3930	251		307	37220	0	0	0	6548	41	2741	4349	150	235	1480	1185	1663	1750	1189	3458	4629	4640	11201	5441				0	0			0	0	110	147	1917	1139			0			143	0														0	0	0	0	143		25	0	0	0	0	0	0	0	0	548	0	0	0	0	0			0	0	0	0	0	577	0	CONF	CONF		
783161																																																																57219	48808		37801			245793	18768		0	900436	0	9318	1119	73771	421	44553	66460	2332	2336	3242	2580	46993	16135	79317	51697	291293	135969	172896	80435				0	142			0	0	4214	5259	153343	245003			0			948	0														900436	0	0	0	2261		0	135	0	0	0	0	0	0	0	122	652	0	0	0	0			0	0	0	0	0	319	661	CONF	CONF		
783246																																																															0	21271	1091		23513			29066	1126		7119	292942	0	1066	0	16193	266	601	68879	2870	2564	4027	3411	3253	68	37834	25860	133995	34750	40286	3388				0	0			115	50	237	7565	5753	177581			0			0	0														220798	0	0	0	1190		0	63	0	0	0	0	0	0	0	704	0	0	0	0	0			1190	623	567	0	0	328	0	CONF	CONF		
783349																																																															0	2528	0		1432			2343	0		384	20324	0	0	0	9794	58	0	3788	45	655	2966	4867	1078	0	1606	1487	1343	4310	1071	157				0	0			0	0	0	0	0	1143			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		0				0		0	0	0	0	0	0	0	0	0	1425	0	0	0	0	0			0	0	0	0	0	1217	0	CONF	CONF		
783648																																																																1270	382730	10542	193	472163	0	472163	132625		47557	4755853	0	271	0	496056	37532	56035	430986	37024	7002	11491	15512	107334	315189	1468509	972277	568689	409085	457436	383079	0	0	0	0	0	0		0	0	45161	290723	379332	1277910	0	271	0			234	0	0	0	0	0	0	0	0	0	0	0	0	0	176372	1095570				875	9951	803889	20493	0	0	0	0	0	0	0	4546	0	0	0	0	0	280	0	361	0	0	0	0	363402	280	CONF	CONF	1339	
783844																																																															0	328	37630	0	25	94110	0	94110	16608		0	602001	0	0	0	44620	4739	8116	123436	5671	8926	16213	9281	2006	1871	39965	83538	192799	195539	27786	16121	0	0	0	0	26	0		0	0	9706	68354	116103	205939	0	0	0			367	403	0	0	0	0	0	0	0	0	0	0	0	0		493564				2095	27	2925	27	0	0	0	0	0	0	0	0	1042	41	0	350	295	0	0	0	0	0	0	0	861	0	CONF	CONF		
783910																																																																11452	12416		1533			46120	5566		196	217437	0	0	0	49589	432	42127	9243	2162	5922	11405	13099	16432	376	48073	7475	44149	32237	28726	6538				0	0			0	0	2025	11589	38069	28909			0			0	86													0	73031	0	0	0	0		0	231	0	0	0	0	0	0	0	2682	0	0	0	0	0			0	0		0	0	6628	0	CONF	CONF	0	
784159																																																																24644	4512		3135			35536	2114		3059	392956	0	0	0	188743	2903	171248	44647	6551	12764	9683	2663	50849	104388	9306	33745	32640	26680	51003	50325				0	0			0	0	12116	3866	3644	73782			0			91	87													0	188743	0	0	0	779		0	0	0	0	0	0	0	0	0	27724	0	0	0	0	0			396	396	0	0	0	7178	292	CONF	CONF	0	
784430																																																															0	5398	0		682			3900	0		13	36323	0	0	0	15509	344	0	14004	578	2512	3881	5748	2299	487	3086	7828	5287	3273	422	912				0	0			0	0	731	2155	2463	1945			0			59	0														0	0	0	0	59		0	8	0	0	0	0	0	0	0	440	0	0	0	0	0			0	0		0	0	2735	0	CONF	CONF		
785147																																																																33884	10452		22896			66048	16796		1640	462004	0	0	0	163092	5800	148661	43369	7390	40283	50183	35443	26791	881	34267	49181	97503	94749	16076	4867				0	0			215	172	14062	3575	51016	61630			0			531	211														275738	828	30678	103	1399		0	44	0	0	0	0	0	0	0	3423	0	0	0	0	0			195	154	0	0	0	7646	673	CONF	CONF		
785473																																																																21142	39126		5979			254614	71023		9566	1489145	0	0	0	491267	5434	83078	47458	332705	2732	2577	5142	53351	91910	137013	30335	252892	69423	414069	84921				0	408			0	0	5813	30055	113300	429618			0			1404	1346														914508	0	0	0	1898		0	0	0	0	0	0	0	0	0	10219	0	0	0	384	55			54	0	0	0	0	1581	1	CONF	CONF		
785857																																																																2161	1810		7706			17172	0		0	131062	592	0	0	52281	387	0	17256	906	2625	10353	17459	20141	0	6662	8061	25663	34776	3579	1				0	0			0	0	682	3093	19578	17021			0			888	0														61626	0	0	0	1121		0	0	0	0	0	0	0	0	0	6822	0	0	0	137	0			85	28		42	15	2941	11	CONF	CONF		
785923																																																																37026	155979		10114			99596	24353		0	1299421	0	0	0	277238	8495	128016	52365	5828	9997	17032	12262	153444	77495	63297	32595	104541	109581	319845	389786				0	107			6128	4900	11296	71255	193104	373550			0			821	62														276488	0	0	0	5176		0	364	0	0	0	0	0	0	0	30691	0	0	93	0	2117			1950	1945	0	0	0	6253	195	CONF	CONF		
785932																																																																581	11728		33			18348	2341		0	159983	0	0	267	33449	283	25842	20379	3316	6863	14608	6524	1188	115	14192	17158	52771	23906	7726	1784				0	2			0	0	7188	8898	35588	38659			0			331	261													0	26111	0	0	0	381		0	72	0	0	0	0	0	0	0	1114	0	0	0	35	0			0	0		0	0	1699	15	CONF	CONF	0	
785950																																																																19894	3802		20877			68984	14084		187	354398	0	9	0	73685	1074	8684	111507	5617	9640	28217	7979	19451	2308	40733	59499	105715	43513	28569	1469				0	0			0	0	17838	18182	43207	70206			0			294	0													0	45434	0	0	0	382		0	104	0	0	0	0	0	0	0	1006	0	0	0	0	0			74	0	74	0	0	1259	14	CONF	CONF	0	
786210																																																																58339	49715		5491			222089	36680		603	1316263	0	7014	5500	384801	15132	308247	124458	8998	23718	37315	68969	150906	92794	27992	88325	236614	154098	334285	80725				0	17			0	0	47451	69579	193884	218328			0			568	973														384801	0	0	0	568		0	2407	0	0	0	0	0	0	0	858	0	0	0	0	0			0	0	0	0	0	3875	0	CONF	CONF		
786256																																																															0	1868	140		1760			2034	866		0	15617	0	0	0	6987	0	6672	2062	555	1425	2192	1136	1574	0	2745	1574	1986	1919	403	0				0	0			0	0	125	0	542	0			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		0				0		0	6	0	0	0	0	0	0	0	681	0	0	0	0	0			0	0	0	0	0	608	0	CONF	CONF		
786340																																																																4737	2206		14			23553	5629		354	182891	0	69	7636	71668	549	872	26543	2063	7093	16970	33779	9757	1123	10314	13450	35471	41353	9341	3				418	0			0	0	7064	4626	22562	15030			0			346	134													0	78720	0	0	0	446		0	82	0	0	0	0	0	0	0	12726	0	89	0	0	0			11	0		0	0	11604	0	CONF	CONF	0	
786555																																																																45749	2135		17574			25502	4137		2368	190519	0	0	0	43902	3884	19643	31609	1251	3790	8773	5686	12649	11490	36841	19298	41214	29927	16738	1933				0	186			0	0	5862	3052	22504	5094			0			0	8														67572	0	0	0	407		0	44	0	0	0	0	0	0	0	6272	0	0	0	407	0			0	0	0	0	0	2254	0	CONF	CONF		
786612																																																															7000	85731	78627	48	4590	693018	0	693018	57650		55488	2409547	0	0	521	371929	18811	166769	111703	23859	19248	48619	113408	49312	116493	388282	79098	711288	553428	266721	24744	0	7000	0	0	1731	0		2274	1742	51275	202800	367838	407736	0	0	0			463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1379968				463	1386	0	1434	0	0	0	0	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0	3602	0	CONF	CONF	0	
786733																																																															0	1983	11180		38			18805	11609		1210	242648	1050	0	0	121284	742	77806	23809	181	24535	33294	37946	21646	3613	41664	26608	29562	11448	7008	3483				342	223			0	0	13634	9237	14305	35796			0			352	0														139566	0	0	0	2428		0	576	0	0	0	0	0	0	0	731	0	469	0	0	1600			7	0	0	0	0	2003	0	CONF	CONF		
786948																																																																25097	246		29048			28294	1888		200	128202	0	0	0	23089	294	0	34361	1699	2326	2230	12266	4531	0	32488	4402	9577	45339	12938	343				0	0			0	0	753	669	8550	2660			0			471	16														0	0	0	0	2443		0	97	0	0	0	0	0	0	0	4536	0	0	0	0	0			1455	1455	0	0	0	2781	517	CONF	CONF		
787141																																																															0	6145	0		3526			1272	0		348	18393	0	0	0	2290	1	0	3664	0	89	875	1271	55	0	3628	837	5284	3401	1730	1223				120	0			0	0	74	780	1269	1918			0			0	0														9116	0	0	0	0		0	2	0	0	0	0	0	0	0	304	0	0	0	0	0			0	0	0	0	0	344	0	CONF	CONF		
787459																																																																6737	0		5751			7269	17		115	108312	0	0	0	3490	89	369	25472	287	109	1526	797	266	505	12915	15571	22967	15933	27243	10192				0	11			0	0	338	1074	43253	33349			0			0	0													0	0	0	0	0	0		0	190	0	0	0	0	0	0	0	265	0	0	0	0	0			0	0	0	0	0	6364	0	CONF	CONF	0	
787842																																																															0	27393	258		18941			11076	0		0	89130	0	0	0	18536	21	0	21423	478	2810	5455	8607	1185	0	10725	7410	25062	20394	6855	149				0	0			0	0	229	0	10594	0			0			0	0													0	16497	0	0	0	32		0	261	0	0	0	0	0	0	0	1384	0	0	0	32	0			0	0	0	0	0	437	0	CONF	CONF	0	
788559																																																															0	18058	132		19352			7128	590		0	101144	0	1656	0	23841	5455	19414	16614	771	2923	5298	5683	4155	5001	6729	10761	17764	16632	10321	14815				0	44			0	0	383	255	6719	1109			0			0	0													0	16154	0	0	0	4		0	16	0	0	0	0	0	0	0	6193	0	0	0	0	0			4	0	0	0	4	10213	0	CONF	CONF	0	
788652																																																															0	44	3497		2502			14683	1194		791	86580	0	0	0	26156	1031	1460	16212	372	2604	7682	8984	3323	3082	4128	9318	26753	12124	7428	282				0	275			0	0	2581	4469	18119	5986			0			235	0													0	24692	0	0	0	407		0	60	0	0	0	0	0	0	0	2277	0	22	0	150	0			0	0		0	0	2915	0	CONF	CONF	0	
788773																																																																20271	3582		20989			63712	11521		4	247379	0	0	1897	53454	8297	32328	31591	1229	4889	10946	20247	4037	11485	13752	43812	40255	52798	29561	13696				0	927			0	0	4102	9799	28980	14176			0			0	335													0	40239	0	0	0	0		0	343	0	0	0	0	0	0	0	4672	0	0	0	0	0			0	0	0	0	0	2550	0	CONF	CONF	0	
789051																																																																1364	0		5035			925	40		0	10185	0	317	0	1697	0	1111	2279	0	635	271	39	753	0	1008	2710	813	2134	1732	59				0	0			0	0	0	26	34	14			0			0	0														1343	0	0	0	0		0	8	0	0	0	0	0	10176	0	381	0	0	0	0	0			0	0	0	0	0	344	0	CONF	CONF		
790150																																																																2843	0		2477			1210	0		0	31471	0	120	0	13149	709	0	8662	404	1498	4637	5479	819	111	974	5786	4455	3961	2890	97				0	0			0	0	1775	203	3852	2457			0			128	0														21073	0	0	0	179		0	4	0	0	0	0	0	0	0	1011	0	0	0	0	0			51	0	0	51	0	1661	0	CONF	CONF		
790271																																																																130	1487	0	0	27410	0	27410	5840		529	280439	177	0	0	112768	590	27235	18697	184	1371	1532	5007	71620	32385	14875	10585	24087	36079	21872	60091	0	0	0	0	6	0		0	0	7919	1529	73184	44776	0	0	0			79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112768				8972	0	0	0	0	0	0	0	0	0	0	1707	0	0	0	194	8699	0	0	0	0	0	0	0	2741	0	CONF	CONF	0	
