"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RCONLG24	RCONLG25	RIADG377	
13251																																																																3176	88		2236			4257	0		0	36960	0	0	0	11598	428	0	13581	502	1356	3077	5982	0	357	6869	5107	5523	6936	504	143				0	0			0	0	2029	1856	745	6685			0			28	0														0	0	0	0	35		0	0	0	0	0	0	0	0	0	1388	0	0	0	0	0			0	0	0	0	0	2474	7	CONF	CONF		
13457																																																																5269	0		4640			710	0		0	11142	0	0	0	5	0	0	4013	0	0	5	0	0	0	5973	318	2842	534	1076	394				0	0			0	0	0	0	258	0			0			0	0													0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	100	0	0	0	0	0			0	0	0	0	0	160	0	CONF	CONF	0	
14155																																																															0	52924	1269		31121			15365	3449		50	211015	0	0	12118	54521	692	54521	81541	5052	14351	11130	16872	5035	1972	19858	42974	42480	41990	6672	1280				0	0			0	0	15748	7215	14290	8544			0			0	0														144053	0	0	0	1456		0	694	0	0	0	0	0	0	0	1729	0	0	0	0	0			1456	0	0	0	0	3404	0	CONF	CONF		
14650																																																																87	0		803			12171	0		0	34269	0	0	0	1998	0	1868	2691	48	116	57	273	360	1088	1189	1909	2713	3733	20866	1664				0	0			0	0	0	0	1468	463			0			0	0														1615	0	0	0	282		0	71	0	0	0	0	0	0	0	2653	0	0	0	0	0			0	0		0	0	14555	282	CONF	CONF		
14753																																																																3518	0		13224			4318	0		56	22647	0	164	0	568	0	291	8976	25	171	192	180	0	0	3992	6058	2561	5804	3664	0				0	0			0	0	0	0	284	104			0			0	0														0	0	0	0	0		0	1	0	0	0	0	0	0	0	177	0	0	0	0	0			0	0	0	0	0	233	0	CONF	CONF		
14865																																																																123234	8964		116758			108826	974		10667	496715	1491	0	0	22403	1518	10575	125127	1576	1682	3066	7205	4589	4258	55829	75232	100303	69171	74780	91732				793	1211			0	0	10731	13698	42444	34451			0			180	0														134541	0	0	0	180		0	58	0	0	0	0	0	0	0	337	0	0	0	0	0			0	0	0	0	0	1139	0	CONF	CONF		
14977																																																															0	8652	0		11902			5775	0		0	41454	5	0	0	7871	217	1362	6745	313	9	102	905	6254	289	8529	2386	3742	6388	10147	2396				0	0			0	0	0	82	179	1691			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0		0	0	0	0	0	0	0	0	0	3071	0	0	0	0	0			0	0	0	0	0	2019	0	CONF	CONF	0	
16551																																																																7053	526		3873			26216	9478		1739	245704	0	481	0	70357	840	18870	19550	1483	7419	19376	18644	20521	2335	9735	14371	54979	39743	48316	7091				435	101			0	0	9741	62835	12158	28008			0			37	0													0	61852	0	0	0	335		0	0	0	0	0	0	0	0	0	3404	0	0	0	0	0			0	0	0	0	0	8459	298	CONF	CONF	0	
16748																																																															0	13292	29		939			7191	4209		43	40499	0	0	0	5152	44	4164	3837	69	498	1886	1539	1082	78	3168	2948	9621	6974	9033	2754				0	0			0	0	119	50	8808	107			0			0	0													0	0	0	0	0	999		0	16	0	0	0	0	0	0	0	360	0	0	0	845	0			154	154		0	0	140	0	CONF	CONF	0	
17110																																																															0	0	0		0			2060	0		0	64789	0	0	0	76	0	76	33813	76	0	0	0	0	0	64713	0	0	0	0	0				0	0			0	0	0	0	0	0			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		8836				0		0	1827	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0		0	0	60826	0	CONF	CONF		
17147																																																															0	198824	775019	48	83060	2776699	0	2776699	486143		621864	9247140	0	0	0	1236207	22116	83971	1452307	113658	108867	98160	95586	579006	234411	4180918	328287	1329703	823990	662657	630424	0	0	0	0	16356	1264		17720	6161	41723	443000	958501	1445930	0	0	0			2077	2785	0	0	0	0	0	0	0	0	0	0	0	0		1575150				2093	26027	0	26075	0	0	0	0	0	0	0	64008	0	0	0	0	0	0	0	16	0	0	16	0	51615	0	CONF	CONF		
17259																																																																3754	0		1184			4795	0		1473	32125	29	59	0	8744	9	3384	14794	1240	2383	2570	2327	0	179	7438	3733	4282	5002	2955	0				0	0			0	0	427	850	0	5822			0			0	0														7967	0	0	0	0		0	9	0	0	0	0	0	0	0	1366	0	0	0	0	0			0	0	0	0	0	3662	0	CONF	CONF		
17950																																																																70422	0		39434			42354	2814		1510	306374	0	309	89	54118	1642	4529	63424	1055	5921	10107	18038	11350	7409	11556	44892	34626	57191	46129	56086				0	205			0	0	5805	6416	39220	27833			0			0	0													0	120887	0	0	0	490		0	36	0	0	0	0	0	0	0	6418	0	0	0	88	394			0	0	0	0	0	7838	8	CONF	CONF	0	
17978																																																																834	4603		16			0	736		0	134175	0	0	0	103846	1763	4176	2717	268	756	504	654	14835	86829	438	1540	1166	1475	9611	16099				0	9			0	0	7354	4166	3986	5069			0			0	0														103846	0	0	0	0		0	29	0	0	0	0	0	0	0	1282	0	0	0	0	0			0	0		0	0	482	0	CONF	CONF		
18050																																																																43858	4864		4887			25955	1049		563	386845	0	0	803	101887	2198	100381	36755	5989	20345	14803	35664	12351	11570	21614	30911	37833	79647	35132	75438				0	0			0	0	4851	40212	86811	58875			0			53	0													0	375447	0	0	0	74		0	113	0	0	0	0	0	0	0	3157	0	0	0	0	0			0	0	0	0	0	7565	21	CONF	CONF	0	
18827																																																															0	3959	89908		0			188649	23990		43504	1365402	0	101	0	350154	9227	127305	38600	10583	5150	15396	34891	117199	164311	278908	70897	255212	223649	131760	52005				0	2954			139	111	12719	102808	100632	312900			0			276	1211														423561	0	0	0	1735		0	71	0	0	0	0	0	0	0	1183	0	0	0	515	944			0	0	0	0	0	122643	0	CONF	CONF		
18836																																																																12869	548		863			6152	6321		1892	132219	0	0	0	62666	1028	51357	7595	2394	1364	5473	3787	11728	37563	3117	4462	11155	8211	22809	19395				0	270			0	0	1372	6041	8104	9864			0			1104	19														132219	0	0	0	2322		0	0	0	0	0	0	0	0	0	3337	0	540	0	562	0			0	0	0	0	0	10892	116	CONF	CONF		
18854																																																																25524	3464	0	24994	351363	0	351363	2372		75	836938	2474	0	0	34056	1280	21750	351483	22176	958	5191	4668	976	87	679582	20512	23955	66245	486	0	0	0	0	0	0	0		0	0	49795	58060	78996	207954	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65733				0	0	0	0	0	0	0	0	0	0	0	369	0	0	0	0	0	0	0	0	0	0	0	0	1110	0	CONF	CONF	0	
19356																																																															0	1404	217		5041			9042	514		0	72867	0	0	0	26553	223	1285	17675	991	2471	9291	5098	6754	1866	9343	8783	13967	7435	1706	4942				0	0			0	0	704	165	9953	14944			0			0	0													0	11468	0	0	0	0		0	190	0	0	0	0	0	0	0	2550	0	0	0	0	0			0	0		0	0	1367	0	CONF	CONF	0	
19936																																																																30725	6158		13248			42870	3963		376	188646	0	0	0	27850	254	16917	44041	1103	3535	9795	8688	4606	0	24327	19738	55373	39371	21230	520				0	269			0	0	612	42	38303	16591			0			68	0														25744	0	0	0	164		0	2418	0	0	0	0	0	0	0	2108	0	0	0	46	0			0	0	0	0	0	2859	50	CONF	CONF		
19972																																																															0	57	0		0			187	0		0	44947	0	0	0	41744	1226	0	0	92	14	245	461	4962	35181	24	0	86	102	316	2558				0	0			0	0	1733	0	0	0			0			0	0														0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0		0	0	0	0	CONF	CONF		
20053																																																																27633	0		5903			11542	3461		168	106377	0	0	0	13486	752	550	18717	266	1318	5008	4214	1009	1306	5920	11214	41164	21129	7449	2658				79	23			0	0	3181	1984	25320	11056			0			0	0													0	14351	0	0	0	0		0	33	0	0	0	0	0	0	0	1267	0	0	0	0	0			0	0	0	0	0	489	0	CONF	CONF	0	
20633																																																																8137	20080		214			18200	4735		136	225577	529	0	0	61585	452	53600	19466	2069	6196	7919	18663	8267	18204	11415	14214	33796	33951	37072	22866				0	0			0	0	2182	4686	27104	76038			0			41	0														216545	0	0	0	5742		0	43	0	0	0	0	0	0	0	152	0	0	0	1944	3748			0	0		0	0	2362	9	CONF	CONF		
20857																																																																23498	689		34975			11213	1246		364	80848	0	121	14	2640	41	0	38537	18	1018	504	528	272	300	28759	8918	14212	10806	12498	3013				0	22			0	0	495	51	3684	1128			0			0	0													0	25074	0	0	0	527		0	0	0	0	0	0	0	0	0	363	0	0	0	0	0			0	0	0	0	0	318	527	CONF	CONF	0	
21256																																																																10	130		59			801	0		0	3654	0	0	0	1768	0	0	312	144	56	977	500	92	0	8	104	735	595	443	0				0	0			0	0	0	0	141	380			0			0	0														0	0	0	0	0		0	0	0	0	0	0	0	0	0	106	0	0	0	0	0			0	0		0	0	259	0	CONF	CONF		
21359																																																															0	7587	0		8431			5082	0		266	33916	0	0	0	6026	135	0	4907	10	759	1487	2929	841	0	5832	2836	6770	9052	2850	550				0	0			0	0	558	0	2179	409			0			0	0														0	0	0	0	293		0	71	0	0	0	0	0	0	0	1183	0	0	0	0	0			293	83	210	0	0	1989	0	CONF	CONF		
21658																																																																40019	0		14047			5806	1114		2001	126294	0	0	0	31050	1204	0	38032	470	3323	8729	14403	3858	95	6856	27383	29169	22721	4315	3854				49	44			0	0	2438	1166	0	21535			0			0	217	0	0	0	0	0	0	0	0	0	0	0	0		66475				478		0	8	0	0	0	0	0	0	0	3037	328	0	0	0	0			150	150	0	0	0	2776	0	CONF	CONF		
22048																																																															0	3926	12994		1052			52279	1761		103	191434	2	0	0	42032	3356	0	39132	2602	5498	11915	20517	1056	396	8090	22943	51388	48431	18255	234				0	30			0	0	3716	15621	32496	10730			0			128	47														117	0	0	0	1130		0	0	0	0	0	0	0	0	0	5552	0	0	244	450	12			0	0	0	0	0	5788	296	CONF	CONF		
22543																																																																144	4765		1994			32154	24245		0	219301	0	0	0	54069	2828	32157	74941	4400	12120	14205	17491	1582	3520	44604	13817	35753	59400	8930	2461				0	44			0	0	6306	6447	60329	24502			0			207	18														53525	0	0	0	911		0	7	0	0	0	0	0	0	0	595	0	15	26	593	0			0	0		0	0	872	70	CONF	CONF		
22552																																																															0	31440	0		19623			11790	0		29	84571	0	0	0	8404	175	0	22023	6	523	2345	4105	1425	0	17852	5772	22839	19758	4403	4768				0	0			0	0	748	1192	279	7761			0			0	0														9800	0	0	0	457		0	0	0	0	0	0	0	0	0	1542	0	0	0	0	157			300	300	0	0	0	1588	0	CONF	CONF		
22730																																																															0	13	16468		0			9848	2632		0	95959	0	7570	0	14787	214	9920	5763	1776	3270	484	188	3761	5309	6978	4709	12098	13096	30411	13504				0	0			0	0	118	5558	5305	15416			0			0	0														60511	0	0	0	0		0	33	0	0	0	0	0	0	0	1600	0	0	0	0	0			0	0		0	0	16397	0	CONF	CONF		
23456																																																																15285	826		9673			17198	8468		58	158857	254	0	0	41416	2693	3886	42066	3338	5732	11624	14826	5869	27	9299	30864	37908	34644	4615	102				493	0			0	0	9481	9171	25268	5910			0			0	0														25582	0	0	0	0		0	59	0	0	0	0	0	0	0	3119	0	0	0	0	0			0	0	0	0	0	9993	0	CONF	CONF		
23504																																																															0	432	900130	0	0	1479355	0	1479355	66698		3747	4650188	0	0	76955	427983	22032	248157	366787	9747	52604	56690	61375	127292	118073	1150153	272984	1486805	899457	382479	10369	0	0	0	25	20410	0				22107	63294	582612	1058649	0	0	0			15	1537	0	0	0	0	0	0	0	0	0	0	0	0		1666388				12740	615	0	615	0	0	0	0	0	0	0	76	0	0	0	3379	0	9346	0	0	0	0	0	0	2023	9346	CONF	CONF		
23643																																																															0	4538	2988		1455			39927	0		665	137511	0	0	0	29095	1541	17457	35083	707	2693	8708	15691	1140	111	5223	26460	21335	41473	13004	0				0	0			0	0	5069	3385	16947	16307			0			0	44													0	13888	0	0	0	226		0	0	0	0	0	0	0	0	0	6733	0	0	0	0	0			141	0		0	0	8861	85	CONF	CONF	0	
23755																																																																480	2417		594			18669	10249		6320	165187	0	0	0	45308	277	32136	13114	270	928	3217	356	14769	25158	15064	8427	18373	15365	59454	666				0	148			0	0	7205	11101	44958	10695			0			148	381														104040	0	0	0	1763		0	9	0	0	0	0	0	0	0	5300	0	0	0	111	1504			0	0		0	0	1457	0	CONF	CONF		
24006																																																																0	199936		0			109509	28416		2170	1230617	0	0	5343	239090	0	29751	78178	3	4001	5378	11757	63817	152616	157613	48019	179760	325048	276086	3819				0	16			1840	1685	4086	19278	106134	521382			0			926	572													0	141817	0	0	0	2691		0	294	0	0	0	0	0	0	0	50	0	1475	0	0	0			0	0	0	0	0	256	290	CONF	CONF	0	
24378																																																															0	0	157		0			5562	434		0	45224	0	0	0	35203	437	2091	279	0	4	162	1980	10479	22578	244	31	1914	1491	5421	920				0	6			0	0	152	78	1995	230			0			311	0														12000	0	0	0	311		0	1	0	0	0	0	0	0	0	710	0	0	0	0	0			0	0		0	0	259	0	CONF	CONF		
24453																																																															0	1902	5705		0			62590	12704		21	265514	0	0	0	60002	307	32664	18958	11249	2271	5991	4831	9271	26388	57160	12975	49500	38978	40675	6219				50	28			54	0	9786	19998	29890	38343			0			0	0														70868	0	0	0	73		0	4	0	0	0	0	0	0	0	141	0	0	0	0	73			0	0		0	0	24043	0	CONF	CONF		
24659																																																																8071	1849		10939			14009	0		0	57404	70	0	0	5019	156	24	15822	186	517	1507	2681	127	0	14970	4799	13874	10996	6027	1545				20	0			0	0	0	0	12538	0			0			0	0													0	0	0	0	0	0		0	47	0	0	0	0	0	0	0	3098	0	0	0	0	0			0	0	0	0	0	1728	0	CONF	CONF	0	
24668																																																																6218	19997		1115			663798	1278		0	1304300	1260	0	0	280095	8069	220485	463594	11774	24054	66251	22678	134367	18211	217382	278792	221571	120024	142415	2562				0	4519			0	0	52691	62787	125809	70151			0			0	0													0	927710	0	0	0	0		0	0	0	0	0	0	0	0	0	954	0	0	0	0	0			0	0	0	0	0	8079	0	CONF	CONF	0	
24949																																																															0	626	20440		47			47412	6837		1086	314828	0	0	0	27471	3286	11175	37142	1673	4066	9038	8300	376	3807	72364	34151	91407	80270	7402	0				174	61			0	0	1582	22985	60694	86103			0			1401	0														45055	0	0	0	1822		25649	6439	0	0	0	0	0	0	0	1433	0	0	0	0	421			0	0	0	0	0	2503	0	CONF	CONF		
25357																																																															0	49759	18328		62242			26894	2559		3181	377582	0	0	0	74640	15	5505	118493	5445	14131	25598	14856	12171	782	38991	81559	66808	52380	39670	20058				0	0			0	0	9071	28349	5083	85974			0			0	0													0	74050	0	0	0	0		0	520	0	0	0	0	0	0	0	4564	0	0	0	0	0			0	0	0	0	0	6403	0	CONF	CONF	0	
25647																																																																93	21826		0			134172	5183		0	309309	616	0	0	43349	509	1875	37021	1165	3575	11761	20959	1347	4541	19222	20366	160291	51271	14989	0				0	51			0	0	2295	7332	42113	50127			0			535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181317				1107		0	53	0	0	0	0	0	0	0	257	0	572	0	0	0			0	0		0	0	2565	0	CONF	CONF	0	
26176																																																																0	273864		0			57	0		0	363344	0	0	0	48291	67	48024	2181	16727	12408	16713	2183	195	65	36594	81394	94662	101616	0	0				0	0			0	0	429	0	17744	22885			0			573	0														220026	0	0	0	3944		0	1	0	0	0	0	0	0	0	0	0	0	298	2910	116			0	0	0	0	0	6	47	CONF	CONF		
26457																																																																11216	26		1558			1167	163		0	20769	0	0	0	4457	79	0	6986	236	376	3809	36	0	0	2460	3914	9455	412	71	0				0	0			0	0	101	129	431	732			0			0	0													0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	258	0	0	0	0	0			0	0	0	0	0	452	0	CONF	CONF	0	
26765																																																																27147	81526		3556			443231	5153		55	1992907	0	0	28941	127830	205	44346	718391	12316	9751	12031	34024	26869	32839	507329	188995	456683	457524	231164	8221				0	0			0	0	22315	275989	358320	628584			0			647	0														1527069	0	0	0	755		0	10407	0	0	0	0	0	0	0	605	0	0	0	0	0			0	0	0	0	0	7984	108	CONF	CONF		
27070																																																																6125	29204		3427			60208	3638		9813	576295	0	0	0	341172	1633	86403	21084	4774	2332	8729	22805	294774	6940	16414	14604	49202	111816	39320	3728				0	0			0	0	3772	10617	51469	52025			0			568	614														257971	0	0	0	6743		22	2423	0	0	0	0	0	0	0	602	0	685	0	0	3797			759	0	0	0	0	145	934	CONF	CONF		
27548																																																															4750	4375	16535	0	0	285956	0	285956	18850		4638	679085	1338	0	0	88251	3489	28445	153504	5416	8045	9506	13611	36272	12456	43627	109627	133836	152080	146575	2360	4750	0	0	0	385	0		480	328	2760	18808	123025	88581	0	0	0			1894	22	0	0	0	0	0	0	0	0	0	0	0	0		322042				2057	0	0	0	0	0	0	0	0	0	0	16614	0	0	0	0	0	163	0	0	0	0	0	0	3406	163	CONF	CONF		
27614																																																																1035	588		0			17138	16167		35193	255935	0	15944	0	143363	3743	12618	6005	541	2163	4197	7758	92184	36259	17486	7930	28114	12505	42707	3499				0	615			0	0	784	1369	14875	2069			0			463	268														0	0	0	0	597		0	161	0	0	0	0	0	0	0	1812	0	0	0	0	43			91	0	0	0	0	1079	0	CONF	CONF		
27847																																																																169624	22323		10280			53777	823		55	503863	0	0	0	116629	4747	89595	85278	2931	9936	30956	34685	20776	15940	15940	56471	101421	113179	70184	28779				0	0			0	0	9026	13589	69300	18716			0			1280	142														230685	0	0	0	5216		0	167	0	0	0	0	0	0	0	4340	0	0	0	3389	0			305	220	43	12	30	10467	242	CONF	CONF		
28013																																																																0	2514545	0	0	198856	0	198856	41293		0	3843133	0	0	0	238176	32091	98050	110625	16451	12281	33919	39090	39312	96217	207231	136086	920684	1403936	917138	12272	0	0	0	0	0	0		36088	18518	11054	64034	216959	523094	0	0	0			1167	199	131378	134374	0	45942	46012	0	0	0	0	273	271	0	0	1582248				6472	0	0	0	0	0	0	0	0	0	0	0	0	0	16	492	4797	0	0	0	0	0	0	0	3031	0	CONF	CONF	0	
28152																																																																29612	6570		10825			14495	1705		725	119047	129	261	0	26326	1268	2125	19268	519	2882	5916	4637	10989	993	7670	9697	13608	19427	30553	11655				0	92			0	0	1355	668	17144	3122			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		13733				659		0	15	0	0	0	0	0	0	0	3149	0	0	0	0	0			659	659	0	0	0	1844	0	CONF	CONF		
28675																																																																17026	0		3099			6268	2860		875	84958	0	0	0	30529	2028	0	20130	945	1719	6733	10361	10771	0	3701	14152	17220	13774	5088	474				0	6			0	0	3017	6058	8608	2697			0			32	0	0	0	0	0	0	0	0	0	0	0	0	0		44049				344		0	2	0	0	0	0	0	0	0	637	0	236	0	0	0			76	0		0	54	1248	0	CONF	CONF		
28732																																																																1895	0		376			8084	2907		0	74628	0	0	0	32262	207	503	25708	717	3109	9416	13299	4556	1144	6002	15923	5380	8482	3719	2846				0	40			0	0	7018	5891	8996	1041			0			0	0													0	32141	0	0	0	0		0	967	0	0	0	0	0	0	0	2469	0	0	0	0	0			0	0		0	0	2475	0	CONF	CONF	0	
29476																																																																37365	882		8651			3780	0		3	69343	0	0	0	9154	424	2011	20423	556	2054	1685	3870	762	205	5351	12462	10128	20717	5098	4446				0	0			0	0	894	1637	5628	0			0			49	22													0	2151	0	0	0	49		0	0	0	0	0	0	0	0	0	276	0	0	0	0	0			0	0	0	0	0	649	0	CONF	CONF	0	
29636																																																																16140	9854		1298			101482	20198		3537	652256	1	0	0	95402	1965	874	101180	9308	10402	24853	42099	7007	0	83463	49667	159373	194499	57905	5115				1878	0			0	0	17334	31512	119280	202094			0			0	0													0	192285	0	0	0	0		0	18975	0	0	0	0	0	0	0	2212	0	0	0	0	0			0	0	0	0	0	9096	0	CONF	CONF	0	
29878																																																																0	297403	0	0	0	0	0	130		0	1790747	0	0	0	973470	2731	415	50800	172	364	3582	16618	164425	754205	32872	56390	238870	251198	223157	601	0	0	0	0	0	0		0	0	3965	53367	9041	450528	0	0	0			10155	13256	0	0	0	0	0	0	0	0	0	0	0	0		229086				10155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	CONF	CONF		
30052																																																															0	317	335		0			1446	0		0	23285	0	0	0	1672	0	0	4042	0	163	317	829	92	272	3800	2916	6052	5157	3687	0				0	0			0	0	1929	1445	5895	9828			0			0	0														23007	0	0	0	0		0	4	0	0	0	0	0	0	0	1	0	0	0	0	0			0	0		0	0	413	0	CONF	CONF		
30502																																																															0	0	68127		0			79335	27235		63732	732264	1190	0	7863	198047	2440	74105	23069	1590	11522	8176	16326	60348	98109	89191	8676	91861	76864	218650	49099				0	711			0	0	1345	14254	61711	192409			0			265	832														223097	0	0	0	1434		0	10793	0	0	0	0	0	0	0	736	0	0	0	406	83			0	0	0	0	0	12579	680	CONF	CONF		
30650																																																																0	17532		0			11893	4185		0	91300	0	0	0	8144	249	8144	13833	110	3109	1878	3047	0	0	9596	11005	20346	31007	11155	0				0	58			0	0	4116	405	13474	30914			0			0	0													0	16000	0	0	0	0		0	0	0	0	0	0	0	0	0	249	0	0	0	0	0			0	0		0	0	81	0	CONF	CONF	0	
30810		0	0	55072	0	156619	0	0	0	0	90449417	0	0	456341	1335755	199948	58579944	9414961	10844762	3889257	3557197	3467154	0	0	0	0	0	71315140	0	0	3488312			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70771185	1920430	1461386	0	0	0	1920321	0	0	458935	17130490		0	0	0	0	156619	0		0	0	0	90449417	0	0		456341	1335755	0		3	43	345	1348	128518	322425							0	0	0	71315140	0					0	0	0	0			0			109	94																			883	54189		0	0	0	0	0	0		0	0	0	0	0	0				0				17130490		CONF	CONF		
