"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
5461	404974	0	12222	68308	0	68308	0	0	0	0	589462	0	23430	27732	5273	160330	2147	56086	566032	0	0	817	0	0	3673	6438	1298	418	10111	3846	8484	0	0	6554	12330	63770	0	12330	0	true							
5751	13927	14	17791	39842	0	84073	0	0	3249	0	114326	0	9573	23551	16505	63167	7261	66268	102247	0	2506	2773	2234	744	11079	13339	7464	1434	24418	1497	903	785	731	16811	3916	6491	1015	2400	994	true							
6039	52878	0	17029	143129	0	167334	0	0	0	0	143307	0	16032	23655	36826	24220	10104	150305	127275	0	0	2134	0	0	13810	37469	8441	583	51279	1747	1446	2712	0	23477	5906	0	0	3193	99	true							
6329	88533	0	11117	348908	0	430859	0	0	20417	0	565254	0	50490	7910	89758	194592	11625	419245	512536	497	2228	3148	20417	15316	73350	113777	31015	4416	187127	17188	32691	8598	1094	132800	59571	121180	0	49879	7432	false							
7009	0	0	0	213401	0	213401	0	0	0	0	514774	0	0	0	0	514774	0	213401	514774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false							
7045	33773	0	15123	36606	0	132154	0	0	0	0	85178	0	8254	0	18940	17983	6731	117031	76924	0	0	0	0	0	4355	10410	13553	1590	14521	263	0	3250	0	10967	3514	0	0	263	0	true							
7072	83289	0	1227	54356	0	82672	0	0	5697	0	212195	0	15675	9750	34627	52472	15083	81445	196282	0	238	4600	5697	4244	9443	30697	16992	2819	40140	768	11944	2454	1316	25324	16482	0	0	12712	0	true							
7456	23265	0	19047	24071	0	54589	0	0	0	0	46043	0	3425	18972	12148	0	2453	35542	40884	0	1734	114	0	0	3667	11474	4087	372	15141	262	1999	917	0	7452	3178	0	0	2261	1734	true							
7634	9366	0	1199	14364	0	20630	0	0	0	0	46529	0	97	162	12517	1390	6261	19431	46432	0	0	4132	0	0	6989	17479	3621	334	24468	2873	4176	301	0	15905	7350	0	0	7049	0	false							
8033	29724	0	2157	85786	0	120523	0	0	7000	0	172422	0	842	1707	45265	59	7809	118366	158051	0	13529	4166	0	0	17069	50692	36850	5926	67761	3350	13174	14221	1357	65272	32102	1250	0	16523	13181	true							
8462	1353	0	5644	69501	0	98540	0	0	0	0	36317	0	8532	12320	7239	4245	3399	92646	27785	250	0	1371	0	0	7738	7755	1510	0	15004	4565	8634	517	0	9764	13716	0	0	13199	0	true							
8631	17088	0	624	21041	0	27145	0	0	0	0	32555	0	933	705	6134	2998	2287	26521	31622	0	0	1135	0	0	3133	3507	3159	904	6640	0	1766	0	0	4569	1766	0	0	1766	0	true							
9357	237380	186	4996	68683	0	76181	0	0	129001	0	589229	3597	0	4746	50889	298552	1141	70999	585632	0	0	506	129001	129001	50328	445	1072	0	50773	1451	0	0	0	956	1451	6677	0	1451	0	true							
9553	20017	0	10104	24085	0	46604	0	0	10166	0	81313	0	4252	12538	18705	8202	7127	36500	73284	0	3777	0	10166	8207	16524	15004	12215	3011	31528	1378	3392	1314	256	28049	6340	0	0	4470	993	true							
9807	640696	0	32017	161293	0	224363	0	0	0	0	2026849	0	462326	183915	63852	993652	79086	192346	1564523	0	0	3529	0	0	37937	115601	32091	1021	153538	167543	36374	1934	0	122798	205851	10600	0	203917	72917	true	10820	24934	458199	278256	390087	202986	
9955	11334	30	3655	37225	0	57223	0	0	2540	0	84606	0	20378	20792	5765	57130	838	53538	64228	0	0	0	2540	2540	2839	8985	1723	418	9284	500	1678	0	0	8199	2178	0	0	2178	0	true							
10250	229893	0	1011	42859	0	77137	0	0	0	0	453558	0	7798	5346	43329	139734	27286	76126	445760	0	0	10551	0	0	13009	28806	17175	7985	41815	2225	8328	2591	3812	23646	16956	1706	0	10553	249	true							
10849	84305	0	2959	13568	0	14342	0	0	0	0	214189	0	25506	17	34872	41176	8483	11382	188683	1	0	2500	0	0	14705	35349	19567	718	45074	3492	12743	1724	410	35467	18368	0	0	16234	1983	false							
11145	47008	0	43684	76917	0	147596	0	0	5053	0	138737	0	15737	3860	19163	40575	8023	103912	123000	0	0	4335	5053	5053	2722	10796	12842	3818	13516	0	14674	5769	533	11015	20976	0	0	14674	0	true							
11640	200507	0	6125	20442	0	35279	0	0	0	0	307649	0	48529	39699	32272	27835	17630	29154	259120	0	0	9361	0	0	15063	25120	11510	9645	40084	3723	9148	2121	2978	29066	17970	0	0	12870	0	true							
11837	6818	0	52730	12822	0	79671	0	0	0	0	37983	0	80	51150	12579	9794	2426	26941	37903	0	0	536	0	0	3519	8380	6890	1018	11899	0	648	916	0	7228	1564	0	0	648	0	true							
12030	44570	0	51990	152177	0	191736	0	0	0	0	206768	0	1628	43166	50024	61177	16483	139746	204940	0	200	5532	0	0	19707	40950	15989	5504	60656	862	13114	4444	450	32126	18871	0	0	13976	0	false							
12142	36273	0	13770	99074	0	161304	0	0	0	0	86377	0	3321	12972	18298	14236	6679	147534	83056	0	0	1623	0	0	13514	14691	1348	1	22951	3316	2423	575	0	11256	6314	0	0	5448	0	true							
12311	11297108	39360	1317160	10660327	0	11947002	0	0	4111775	0	91672958	0	4209413	2929828	1325855	78394391	404934	10586068	87463297	4414	248	59253	4111775	4111775	406527	961574	320030	51889	1368101	123902	99122	15805	2610	414165	241439	48611	0	223024	0	true	863992	569684	29923512	44348037	364303	10923463	
12647	32075	0	2437	60626	0	72657	0	0	5687	0	88024	0	7357	0	11324	29076	3345	70220	80667	0	0	286	5687	5687	3551	8499	5059	0	12050	1310	8454	0	0	5785	9764	0	0	9764	0	true							
12656	2860	0	870	5347	0	8241	0	0	0	0	8905	0	1485	857	2363	1562	808	7371	7420	0	0	217	0	0	382	1804	1510	264	2186	0	0	255	268	1597	523	0	0	0	0	true							
12946	89447	380	254046	275195	0	536571	0	0	36003	0	996842	0	206256	342189	133040	375345	46245	282145	790586	0	0	21756	0	0	79506	158544	44102	10474	235452	72695	121969	43623	1137	159586	239424	103668	27596	194346	0	true	55617	22263	193761	97319	83367	6080	
13103	711141	0	34323	153314	0	319025	0	0	15141	0	1976465	0	404822	0	147496	913809	69072	284016	1569954	686	1689	28678	15141	15141	57410	122562	38310	22181	179821	33731	59805	11964	5552	92967	111052	0	0	93535	0	true	13472	117895	431332	227400	250767	309092	
13251	4713	0	720	11391	0	16797	0	0	0	0	34159	0	3132	2514	5231	23893	1054	16077	31027	0	0	0	0	0	1320	3256	975	0	4576	0	0	0	0	320	0	0	0	0	0	true							
13457	3511	0	423	5755	0	9195	0	0	0	0	9276	0	419	494	1883	2063	1165	8772	8857	0	0	0	0	0	829	1829	543	0	2658	0	501	0	0	1318	501	0	0	501	0	false							
14155	28942	0	6413	65592	0	118993	0	0	0	0	113322	0	12015	18428	15618	47974	4045	111835	100551	745	756	3615	0	0	22178	6273	4161	0	25262	2938	856	0	0	16993	3795	38112	0	3526	0	true							
14650	8726	0	2415	12013	0	17210	0	0	0	0	23043	0	1069	1951	3679	1272	1614	14795	16041	0	5933	746	0	0	3409	2100	3609	2266	5000	756	905	0	0	7705	1661	0	0	1661	0	false							
14753	20261	0	980	18132	0	18132	0	0	0	0	31396	0	2456	1594	6639	0	2810	17152	28940	0	0	824	0	0	3964	4936	676	341	8900	768	450	0	0	3278	1218	0	0	1218	0	false							
14865	127199	2	32969	354232	0	354232	0	0	0	0	255131	0	19232	25922	22399	84957	12781	321261	235748	0	151	3845	0	0	19784	9540	6531	3195	24651	0	2963	267	695	16651	3925	61523	0	2963	0	true							
14977	5885	0	0	10296	0	15105	0	0	0	0	28147	0	0	0	7141	963	3970	15105	28147	0	0	1998	0	0	5501	9394	2471	3	14895	2567	1362	0	0	10229	3929	0	0	3929	0	false							
16551	58465	0	11504	87910	0	150401	0	0	0	0	186528	0	8377	9354	46908	52686	22740	138258	178151	639	0	6340	0	0	7970	20062	36872	1040	28032	2038	4150	3244	0	19036	9432	0	0	6188	0	true							
16748	19184	0	49	28355	0	31624	0	0	0	0	43783	0	0	0	8101	7885	2700	31575	43783	0	0	894	0	0	3210	5598	3903	782	8776	276	2574	371	0	5392	3221	0	0	2850	0	false							
17110	0	0	0	0	0	0	0	0	0	0	133733	0	6789	0	23668	0	10619	0	126944	0	0	6612	0	0	72467	0	0	0	72467	61266	0	0	0	48799	61266	0	0	61266	0	false							
17147	1621789	0	1325359	2354971	0	6877986	0	0	388573	0	4540457	0	654107	1103	532530	2039923	162327	5551270	3886350	1357	0	36094	388573	46021	86811	458535	179240	20980	545058	28523	83309	8852	12495	213036	133179	62939	0	111832	0	true	225358	1645126	1283556	520786	1043915	577874	
17259	14939	0	1302	12808	0	18371	0	0	0	0	34651	0	4108	4910	8408	1764	4924	17069	30543	0	0	2464	0	0	3313	6681	4697	254	9994	269	1367	1366	0	6537	3002	0	0	1636	0	false							
17950	107766	324	58270	139619	0	295860	0	0	0	0	326714	292	54129	71118	37224	140411	22202	237266	272293	0	0	10391	0	0	12101	30402	15587	4132	42241	9965	5073	1276	0	24999	16314	47088	0	15037	0	true							
17978	57864	0	0	3904	0	40113	0	0	0	0	144503	0	980	730	43443	3192	31006	40113	140736	0	2787	13648	0	0	12849	30112	18030	8192	42961	2368	7674	3628	594	25739	14264	0	0	10042	0	true							
18050	106321	0	77520	265706	0	357552	0	0	0	0	287312	0	5172	77245	40689	54433	11698	280032	282140	0	0	3993	0	0	22054	34366	17509	40	54824	14859	24870	12860	0	33280	52589	604	0	39728	0	false							
18827	932384	0	20503	70509	0	122711	0	0	25000	0	1306439	0	262820	231109	86357	200301	21885	100383	1043182	1825	437	5882	25000	0	20221	45482	46909	9805	65703	21408	22811	6208	912	36060	51338	8197	0	44218	1984	true	49557	23266	68772	63939	196451	577911	
18836	21852	0	1936	42334	0	57132	0	0	0	0	100954	0	4249	2990	35493	17151	13727	55196	96705	0	0	5127	0	0	14211	22616	17109	4013	33744	1426	786	1510	280	22456	4002	3436	0	2212	0	true							
18854	54008	0	49110	491883	0	495402	0	0	102301	0	410448	0	9462	612	24189	144287	1995	446292	334402	0	66584	363	102301	102301	29730	80304	25205	572	92885	11119	43615	21358	250	111622	76342	280682	0	54734	66584	true							
19356	12200	0	5588	25577	0	42897	0	0	2977	0	38900	0	1985	5011	7740	4259	1184	37289	32224	20	4691	0	2977	0	2306	5526	5194	2192	7724	3371	386	3466	0	7478	7223	0	0	3757	0	false							
19936	20657	0	48624	84300	0	193384	0	0	0	0	162891	0	17353	58408	16802	100333	8064	144760	145538	0	0	3409	0	0	8007	17043	5576	2758	25032	2688	2921	2102	805	16583	8516	0	0	5609	0	true							
19972	91486	0	0	0	0	0	0	0	0	0	91486	0	0	0	0	0	0	0	91486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false							
20053	16669	0	2584	27817	0	39453	0	0	10154	0	76497	0	7131	0	28598	19812	8092	36869	69366	0	0	1952	10154	2708	6100	10873	12993	4046	16973	0	3917	2086	0	5414	6003	3373	0	3917	0	true							
20633	57084	0	13242	34141	0	126117	0	0	0	0	147185	0	10178	11816	27965	25948	12777	112870	136262	5	745	5036	0	0	14283	21589	15663	3303	35872	3955	3852	1145	363	26873	9315	19494	0	7807	0	true							
20857	10567	0	17450	23004	0	85302	0	0	0	0	59138	0	6999	19481	4735	38058	2997	67852	52139	0	0	0	0	0	2188	4866	1791	846	7054	400	421	0	0	4956	821	0	0	821	0	true							
21256	1078	0	2811	3310	0	6640	0	0	0	0	3207	0	320	2022	514	511	1293	3829	2887	0	0	868	0	0	178	122	151	300	300	0	868	0	0	236	868	0	0	868	0	true							
21359	15980	0	2006	15739	0	23723	0	0	0	0	36016	0	2067	694	3759	14179	3986	21717	33949	0	0	0	0	0	1215	3145	897	348	4360	0	252	0	0	1846	252	0	0	252	0	true							
21658	29253	17	3978	31119	0	86148	0	0	3	0	89779	0	2303	3294	30629	10517	15995	82153	87476	0	0	6481	3	3	7032	20973	11969	3665	28004	1198	3295	1877	0	13010	6370	0	0	4493	0	true							
22048	29142	0	16475	112537	0	112537	0	0	8172	0	101503	0	11502	22174	20568	0	7006	96062	89711	0	290	3211	8172	3698	9073	24486	17256	1386	33460	5795	8890	4915	560	31633	20160	0	0	14685	0	true							
22543	65726	14	17970	101310	0	140830	0	0	0	0	115448	0	12460	0	11558	29581	5334	122349	102491	497	497	2324	0	0	2974	9492	3772	1461	12465	765	370	530	776	6142	2441	17171	0	1135	0	true							
22552	15743	0	3537	23369	0	42377	0	0	4899	0	53139	0	2855	3244	18189	4138	3199	38840	50284	0	0	438	4899	248	4298	9393	17095	11	9822	819	273	1369	0	12609	2460	0	0	1092	0	true							
22730	35	0	18027	72635	0	105553	0	0	0	0	78551	0	13280	27378	8667	63024	2538	87526	65271	0	0	513	0	0	2733	4307	3803	1415	5927	540	1693	0	1000	3592	3233	0	0	2233	0	true							
23456	25712	0	12865	32212	0	119800	0	0	0	0	109624	0	13372	20402	36893	13192	14029	106935	96252	0	0	4304	0	0	8019	22290	19218	6695	30309	2919	9035	2544	0	19329	14498	0	0	11954	0	true							
23504	2348344	0	133543	987867	0	1116884	0	0	114307	0	4372648	0	891189	835569	72428	1735859	14368	983341	3481459	0	0	3344	71233	71233	27886	114106	18907	5761	141992	7344	88781	22053	3607	94232	121785	12043	0	96125	34859	true	85699	6968	549600	709137	606467	113310	
23643	17770	0	20528	47132	0	100820	0	0	0	0	116691	0	11025	28278	28293	2130	7176	80292	105566	0	100	3036	0	0	9013	29290	21071	0	38301	5434	20140	11843	0	31081	37417	0	0	25574	0	true							
23755	76714	34	10406	77122	0	130654	0	0	0	0	110149	21	6461	11182	9572	15220	4605	120214	103667	0	0	1158	0	0	3930	6454	2962	1877	10384	617	288	2086	0	5652	2991	12003	0	905	0	false							
24006	365471	3	17620	192406	0	383016	0	0	50000	0	1037385	0	24728	36949	167874	255132	62389	365393	1012657	0	0	20581	50000	20000	58438	150568	87513	46171	209006	19156	31763	19978	3194	174816	74091	0	0	50919	0	true	64286	115392	169112	86020	310079	43353	
24378	22924	0	0	9289	0	16449	0	0	0	0	44832	0	503	500	13428	1408	5527	16449	44329	0	0	1410	0	0	3393	4215	6568	5698	6935	626	0	0	0	6446	626	0	0	626	0	false							
24453	27639	0	2517	126286	0	153975	0	0	14660	0	209607	0	12951	11462	6819	141446	3630	151458	191656	0	5000	2466	14660	7400	6688	14254	12903	1688	20942	2358	516	2115	0	28713	4989	6143	0	2874	5292	true							
24659	37133	0	1932	27916	0	50019	0	0	0	0	49309	0	2320	926	7805	773	4005	48087	46989	0	0	1594	0	0	4533	3252	2076	833	6715	709	0	0	0	2890	709	0	0	267	0	true							
24668	413719	0	42476	77752	0	112315	0	0	0	0	1598614	0	156002	161635	102691	615150	46941	69342	1437551	497	5061	28589	0	0	82582	213094	60804	2184	295676	51738	106368	51632	1343	255973	211081	184363	0	158106	0	false							
24949	55013	0	18619	141780	0	194433	0	0	3971	0	226417	0	6202	10968	64663	70819	13525	175462	219974	352	241	3809	3971	3971	9785	52248	32082	8	62023	599	4596	1267	0	29460	6462	16939	0	5195	0	true							
25357	233716	0	11121	11768	0	48754	0	0	0	0	357667	149	5442	10868	32572	39319	9550	37633	352076	0	0	4942	0	0	30703	29353	10003	2430	60056	6026	4351	1181	585	39917	12143	0	0	10377	0	true							
25647	25836	4	0	68875	0	71227	0	0	0	0	179009	0	34	0	39858	15268	7944	71223	163591	0	15384	3456	0	0	16053	63725	28362	1801	79777	1418	18788	7761	0	70081	27967	0	0	20205	15384	false							
26176	64128	0	1240	42024	0	65817	0	0	29752	0	253123	0	15524	0	21482	60280	4505	64577	236141	0	1458	1732	29752	24708	40812	59635	13556	590	100446	5687	7142	1293	0	93110	14122	38721	0	12829	1246	true							
26457	3386	0	1911	7248	0	11593	0	0	0	0	25641	0	3479	4639	3714	13962	707	9682	22162	0	0	468	0	0	1923	3244	2048	59	5167	502	265	252	0	3560	1019	0	0	767	0	true							
26765	66028	0	54409	98875	0	232405	0	0	0	0	1981317	0	118224	147101	62556	1363679	17751	177252	1817614	744	45479	15082	0	0	74332	143273	13116	3059	217605	105578	178067	33323	862	171224	317830	18277	0	283645	44997	true	76514	46267	148709	274167	63195	2833	
27070	189326	0	11156	158755	0	158755	0	0	10	0	537852	0	17483	923	135452	93679	62191	147599	517822	0	2547	23657	10	10	59800	107630	43139	6623	158273	8445	21462	4818	2930	81740	37655	18190	0	29644	0	false							
27548	140034	0	82049	269515	0	557375	0	0	0	44556	430777	0	35780	106696	43392	208224	23340	470630	346770	4696	3671	1208	0	0	15029	25914	22485	6271	40943	4472	6706	1387	254	26308	12819	68864	0	11178	3671	true							
27614	118600	0	4595	123394	0	226629	0	0	0	0	229657	0	35660	40255	34437	42183	14184	222034	193997	0	0	798	0	0	11075	22626	13392	3591	32477	6266	6872	5052	0	16247	18190	0	0	13138	0	true							
27847	69514	0	47180	140499	0	251696	0	0	4161	0	365194	0	27318	58752	102871	43018	38230	203899	332321	617	5555	19327	0	0	28680	68974	102347	3391	97654	6539	22255	19348	1127	100521	49269	19340	4161	28794	5555	true							
28013	1153256	0	247621	227700	0	487417	0	0	47827	0	3630721	0	255721	479141	241232	1955836	81939	239796	3375000	0	0	29677	47827	16827	112639	184648	103588	21296	297287	37840	43274	13658	4684	180939	99456	0	0	81113	0	true	112022	127774	1624377	331459	1148907	4349	
28152	34674	0	5444	52277	0	73252	0	0	12	0	94919	0	5834	7670	16875	36027	7729	67808	89085	0	0	2319	12	12	7917	8068	4909	1688	11924	326	783	527	0	5707	1636	2959	0	1109	0	true							
28675	17350	0	14511	43602	0	44760	0	0	36905	0	92575	0	8382	0	47346	17988	3792	30249	84193	0	0	886	35280	21250	12768	19679	18659	2270	32447	1401	261	1689	510	6030	3861	0	1000	1662	0	false							
28732	23368	0	2194	45410	0	52249	0	0	0	0	54521	0	3632	4131	7137	10776	3429	50055	50889	0	0	1479	0	0	4409	7820	2439	62	12229	1190	3281	1176	0	7594	5647	0	0	4471	0	true							
29476	3264	0	1047	8303	0	24736	0	0	2191	0	57160	0	952	1047	14261	743	3858	23689	44436	0	11772	2785	0	0	7865	23478	13960	4001	31343	1517	1243	1088	0	35043	3848	4290	10	2760	15943	true							
29636	104869	0	43755	103949	0	184159	0	0	0	0	913227	0	153907	185883	90905	574722	36614	140404	759320	0	0	17331	0	0	29402	72231	53011	11400	101633	15789	33666	13281	4856	75139	67592	0	0	49455	0	false							
29878	709788	0	0	45593	0	167934	0	0	0	0	1182360	0	0	0	206178	17252	84737	167934	1182360	0	0	29399	0	0	80533	215873	63658	23103	296406	12907	37239	16373	5634	176990	72153	0	0	50146	0	true	19675	112208	16041	1211	694583	15205	
30052	3961	0	0	12874	0	15698	0	0	0	0	17766	0	0	0	768	8476	74	15698	17766	0	0	0	0	0	268	1345	2843	0	1239	0	0	873	0	3688	873	0	0	0	0	true							
30502	134707	0	102838	197375	0	492897	0	0	0	0	395081	0	24964	107078	48712	163898	19649	390059	370110	0	7	5784	0	0	15205	36010	13898	15617	51066	1643	10866	1092	2145	32018	15746	0	0	12509	0	true							
30650	10267	0	1225	34738	0	56981	0	0	5	0	62373	0	492	5	9013	31057	2661	55756	61881	0	0	569	5	5	4757	6302	3482	0	11059	0	4995	1231	283	5527	6509	5	0	4995	0	true							
30810	39173826	0	0	1359099	0	1432261	0	0	16588740	0	78223006	0	0	0	19104918	10780437	2740830	1429484	78223006	2777	0	1185957	15836906	9700552	4791568	11088260	6398530	3493868	15879828	729442	1240137	380810	146128	6667308	2496517	0	686683	1969579	8679749	true	1090853	0	4816579	5963858	39173826	0	
