"IDRSSD"	RCFD0071	RCFD0081	RCFD1773	RCFD2130	RCFD2143	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFDJA22	RCFDJJ34	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON1773	RCON2130	RCON2143	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	RCONJA22	RCONJJ34	
1669																																							30295	8311	63026	0	0	3881	5	14631	351611	301726	198	301924	0	3565	0	0	49686	800	351610	0	0	47152	0	0	800	0	74989	226737			0	200772	197207	934	0	0	0	0	49686	0	34255	
1856																																							8915	493	19246	0	98	427	0	2649	77372	47916	114	65530	0	294	17500	0	11843	500	77373	0	0	403	0	0	13732	0	3499	44417			-3000	36023	35729	208	9815	0	0	0	11843	0	0	
2161																																							41993	8654	29618	0	0	8102	0	7526	279336	226111	2565	256242	0	2122	27566	0	23094	1000	279336	0	0	14397	0	0	7421	0	67232	158879			0	160306	158184	276	25259	0	0	0	23094	0	0	
2732																																							192668	14891	44914	0	1112	3053	0	4145	690727	585831	1227	587058	0	5042	0	0	103669	0	690727	0	0	97328	0	0	5789	0	158215	427616			0	434986	429944	552	0	0	0	0	103669	0	0	
2750																																							1251	1348	9279	0	0	242	0	2711	63872	55467	499	56311	0	441	345	0	7561	111	63872	0	0	425	0	0	6900	0	6455	49012			0	43604	43163	125	932	0	0	0	7561	4946	0	
3252																																							4489	9293	91901	0	0	460	16	7413	240659	205370	364	210834	0	4482	5100	0	29825	200	240659	0	0	28584	0	0	300	0	40882	164488			0	105569	101087	741	26000	0	0	0	29825	0	0	
3458																																							6112	2544	8078	0	0	2647	0	1601	67456	55936	706	61970	0	478	4328	0	5486	100	67456	0	0	4230	0	0	1101	0	8301	47635			0	43108	42630	55	568	0	0	1000	5486	0	3276	
3720																																							52283	10631	80727	0	0	3489	521	11289	315828	271637	2349	273986	0	1700	0	0	41842	2400	315828	0	0	22160	0	0	18600	50	71978	199659			-3200	156738	155038	1882	0	0	0	0	41842	0	1800	
3971																																							31770	6854	70250	1374	7428	6830	398	26581	843294	632794	14313	735250	0	7022	88143	0	108044	2	843294	0	0	6727	0	0	100923	0	153757	479037			0	696068	689046	392	1740	0	0	0	108044	1023	0	
4156																																							8471	8356	44855	0	1783	6519	22	8334	275440	232390	633	249444	0	2606	8250	0	25996	1200	275440	0	0	16981	0	0	6657	326	53180	179210			0	163961	161355	1158	35310	0	0	8171	25996	109	0	
4231																																							45486	1599	45246	0	0	967	921	673	138784	118798	539	119337	0	721	0	0	19447	500	138784	0	0	5806	0	0	12100	0	33109	85689			0	44613	43892	1041	0	0	0	0	19447	0	0	
5069																																							82631	784	14805	0	0	36380	0	6351	439042	239818	4002	243820	0	7988	0	0	195222	4500	439042	0	0	184681	0	0	4129	0	68110	171708			0	305057	297069	1912	0	0	0	0	195222	1022	0	
5135																																							62718	10735	80200	0	1042	7092	2588	15717	527680	421413	2155	444925	0	4692	21357	0	82755	651	527680	0	0	57679	0	0	24391	0	91146	330267			0	352280	347588	34	0	0	0	0	82755	0	0	
5210																																							375613	23739	337718	1880	39789	34865	0	87633	2541188	2192657	16106	2289081	0	20226	41854	0	252107	4798	2541188	0	0	144607	0	0	108340	11034	85577	2107080			0	1637784	1617558	-5638	0	0	0	38464	252107	1065	10294	
5461																																							16847	15062	177695	0	82	12832	0	17050	748353	657770	7402	670172	0	6692	5000	0	78181	2059	748353	0	0	66554	0	0	4241	0	273789	383981			0	515477	508785	5327	0	0	0	0	78181	0	0	
5751																																							4057	6365	72376	0	1138	2078	235	6580	239661	198399	1571	199970	0	2422	0	0	39691	600	239661	0	0	28606	0	0	8752	722	39970	158429			0	148384	145962	1733	0	0	0	0	39691	148	0	
6039																																							28037	25709	28715	824	0	6496	325	3395	345551	310641	2133	312774	0	3746	0	0	32777	469	345551	0	0	1411	0	0	30568	0	108600	202041			0	240296	236550	329	15500	0	0	0	32777	0	0	
6329																																							83162	30909	63176	0	0	31015	996	23734	1108539	996113	7696	1008809	0	15831	5000	0	99730	2600	1108539	0	0	59128	0	0	37400	7492	339628	656485			0	883884	868053	602	2	0	0	0	99730	0	0	
7009																																							127192	515	307512	0	0	2300	0	9358	828195	728175	7626	735801	0	0	0	0	92394	500	828195	0	0	90239	0	0	552	0	213401	514774			0	368987	368987	1103	0	0	0	0	92394	12331	0	
7045																																							8517	6173	140638	0	0	1814	0	2502	245405	217332	1731	219063	0	1097	0	0	26342	100	245405	0	0	20517	0	0	2325	0	36607	180725			0	86858	85761	3400	0	0	0	0	26342	0	0	
7072																																							141	5536	14780	0	5441	10997	0	16828	355697	294866	4422	315500	0	2904	16212	0	40197	0	355697	0	0	36079	0	0	4060	7124	54356	240510			0	260154	257250	58	14326	0	0	0	40197	0	23274	
7456																																							2977	2612	25344	0	0	851	0	3743	110959	100632	195	100827	0	887	0	0	10132	400	110959	0	0	2692	0	0	6600	0	24071	76561			0	74426	73539	440	1893	0	0	0	10132	0	0	
7634																																							9414	917	12809	0	0	448	0	870	78810	67159	129	67288	0	1218	0	0	11522	200	78810	0	0	2894	0	0	8060	0	14365	52794			0	55570	54352	368	0	0	0	0	11522	0	0	
8033																																							43867	7001	2954	0	0	5957	275	6125	357165	292945	4061	309142	0	1802	12136	0	48023	774	357165	0	0	39985	0	0	7226	0	85323	207622			0	281113	279311	38	11675	0	0	0	48023	0	0	
8462																																							4049	8265	91793	0	0	317	0	867	163332	134857	86	134943	0	1951	0	0	28389	350	163332	0	0	25456	0	0	350	0	69501	65356			0	58912	56961	2233	1080	0	0	0	28389	0	0	
8631																																							9077	3055	7429	0	0	2948	0	3253	67660	59699	786	60485	0	402	0	0	7175	500	67660	0	0	5822	0	0	800	0	21331	38368			0	37204	36802	53	5096	0	0	0	7175	0	0	
9357																																							68034	5002	41351	1063	33200	1204	0	3762	859978	665410	5463	756759	0	4846	85886	0	103220	500	859979	0	0	45761	0	0	56160	0	224869	440541			0	710148	705302	799	54	0	0	0	103220	1006	0	
9553																																							3127	3727	38519	0	0	854	0	9777	203051	127917	1256	183175	0	1211	54002	0	19876	400	203051	0	0	17013	0	0	1700	0	24085	103832			0	107448	106237	763	12765	0	0	0	19876	0	28045	
9807																																							435606	16237	370385	29	0	23461	12935	162173	2687604	2251212	25574	2319993	0	31123	0	0	367611	20000	2687604	0	0	230534	0	0	112272	0	229100	2022112			0	1696612	1665489	4805	0	0	0	43207	367611	1289	0	
9955																																							20567	9519	59160	0	0	4292	0	3960	185855	141829	322	161850	0	1828	19699	0	24005	110	185855	0	0	19969	0	0	3023	0	37225	104604			0	90185	88357	903	0	0	0	0	24005	0	0	
10250																																							66784	10660	152935	0	0	9155	0	4820	583201	530694	1937	532631	0	5127	0	0	50570	1500	583201	0	0	11920	0	0	32000	0	159493	371201			0	343974	338847	5150	0	0	0	0	50570	0	0	
10849																																							13574	1573	66843	0	694	6194	618	3225	258134	228531	463	228994	0	2211	0	0	29140	16	258134	0	0	11932	0	0	15375	0	34300	194231			0	167624	165413	1817	0	0	0	0	29140	0	0	
11145																																							69195	14609	30864	140	450	5671	325	10579	343267	286333	3222	314551	0	2776	24996	0	28715	1000	343266	0	0	14473	0	0	13000	641	76914	209419			0	213569	210793	242	0	0	0	0	28715	0	0	
11640																																							43023	10272	118302	0	0	4051	315	18638	392897	342928	2157	345085	0	2995	0	0	47812	650	392897	0	0	3167	0	0	41845	0	103642	239286			0	201291	198296	2150	0	0	0	0	47812	0	0	
11837																																							6668	1221	68249	0	0	1250	620	551	134437	117654	129	117783	0	924	0	0	16654	314	134437	0	0	3158	0	0	11686	0	12822	104832			0	56802	55878	1496	0	0	0	0	16654	0	0	
12030																																							13869	51080	52420	0	0	3453	1838	17108	469136	398504	3172	401676	0	10168	0	0	67460	300	469136	0	0	66772	0	0	300	0	152177	246327			0	329937	319769	88	8442	0	0	0	67460	0	1157	
12142																																							25720	8181	100372	0	0	4980	413	8817	278419	247681	4202	251883	0	1652	0	0	26536	1250	278419	0	0	8345	0	0	17650	0	99074	148607			0	129622	127970	-709	1850	0	0	0	26536	0	116	
12311	5514872	1043553	16483300	0	2366965	951439	3883	4568055	122837617	1752213	110328974	383568	1814252	4234307	407735	12125075	39999	122837617	1043976	244206	1899758	985430	780000	9177568	1274913		0	81552815	79738563	227750	0	70553	12508643	1579	8861089	0												103619960																	33222969	70396991							0		0					
12647																																							34663	3592	0	0	666	3953	0	2877	183744	160681	216	164897	0	1073	4000	0	18847	250	183744	0	0	1541	0	0	17056	130	60587	100094			0	112923	111850	0	0	0	0	0	18847	0	26013	
12656																																							4159	1305	0	0	0	153	0	163	19227	17146	35	17181	0	192	0	0	2046	72	19227	0	0	1586	0	0	388	0	5347	11799			0	11199	11007	0	0	0	0	0	2046	73	2367	
12946																																							64552	35080	243120	32	19225	33635	1189	40588	1793266	1533413	15084	1602175	0	22861	53678	0	191091	1	1793266	0	0	118474	13059	0	68103	10063	284714	1248699			0	1351355	1328494	4513	0	0	0	0	191091	4229	0	
13103																																							136219	20871	251701	1424	16650	20836	0	63341	2788219	2295489	69128	2449731	5794	18907	84561	0	332694	500	2788219	0	0	316790	0	0	34019	5784	434429	1861060			0	2106380	2087473	-18615	0	0	0	553	338488	183920	0	
13251																																							13200	2229	2705	0	0	1482	50	1329	57565	50956	247	51203	0	594	0	0	6361	25	57564	0	0	3846	0	0	2475	0	11391	39565			0	36960	36366	15	204	0	0	0	6361	0	0	
13457																																							6379	714	5851	0	0	6	0	1137	25132	18470	223	18693	0	97	0	0	6439	50	25132	0	0	505	0	0	5852	0	5755	12715			0	11142	11045	32	0	0	0	0	6439	0	0	
14155																																							18160	7458	17081	0	0	7165	0	8082	265441	232315	1436	237751	0	3520	4000	0	27690	176	265441	0	0	26910	0	0	160	125	41290	191025			0	210890	207370	444	0	0	0	0	27690	0	0	
14650																																							1627	1870	0	0	90	278	0	2149	45909	40253	394	40647	0	894	0	0	5262	200	45909	0	0	4762	0	0	300	0	12013	28240			0	34269	33375	0	2238	0	0	0	5262	0	4282	
14753																																							4900	3777	6836	0	0	96	0	701	55291	49528	203	49731	0	530	0	0	5560	300	55291	0	0	2936	0	977	1277	0	18132	31396			0	22647	22117	70	13210	0	0	0	5560	33	3621	
14865																																							119495	15994	11233	0	1403	9396	0	15790	666291	609363	3856	613219	0	5012	0	0	53072	730	666291	0	0	37459	0	0	14869	0	170008	439355			0	496715	491703	14	0	0	0	0	53072	0	1277	
14977																																							7532	736	0	0	0	1579	0	936	53376	43252	79	43331	0	594	0	0	10045	0	53376	0	0	10045	0	0	0	0	10296	32956			0	41454	40860	0	1733	0	0	0	10045	0	0	
16551																																							54960	6431	36661	400	4543	10437	273	8227	383782	336929	683	337612	0	3756	0	0	46171	175	383783	0	0	25018	0	0	19825	1210	87910	249019			0	244493	240737	1153	0	0	0	0	46171	0	19903	
16748																																							23234	3116	7984	0	205	2382	137	2727	86524	75407	880	76287	0	653	0	0	10237	400	86524	0	0	7036	0	0	2600	0	28357	47050			0	40499	39846	201	0	0	0	0	10237	0	6893	
17110																																							23201	4331	0	0	0	1992	0	3664	168840	133733	7569	141302	0	279	0	0	27538	300	168840	0	0	20252	0	0	6986	0	0	133733			0	64789	64510	0	0	0	0	0	27538	71042	100	
17147																																							385007	192896	1916149	0	575369	125952	940	502455	14044203	11418443	132959	12117934	0	130648	389430	0	1926269	10871	14044203	0	0	537964	1275	125	1299622	3966	2354971	9063472			0	9243174	9112526	77687	0	0	0	177102	1926269	0	1227668	
17259																																							4337	958	14251	0	0	1667	0	2672	60710	53022	1727	54749	0	178	0	0	5961	769	60710	0	0	4122	0	0	769	0	12812	40210			0	32125	31947	301	3898	0	0	0	5961	0	980	
17950																																							43267	9226	323135	0	5728	8994	948	7153	699460	622574	4226	626800	0	5364	0	0	72660	725	699460	0	0	31779	0	0	32837	3625	139619	482955			0	302748	297384	7319	0	0	0	0	72660	0	0	
17978																																							48119	3468	0	0	0	5817	955	4666	309592	184616	1022	185999	0	1440	361	0	123593	0	309592	0	0	123593	0	0	0	0	4433	180183			0	134175	132735	0	0	0	0	0	123593	0	113832	
18050																																							42814	16518	242030	0	0	10297	0	10895	730154	644863	7443	652306	0	6498	0	0	77848	1214	730154	0	0	60992	0	0	7671	304	265706	379157			0	386541	380043	7971	12775	0	0	0	77848	0	14478	
18827																																							48614	16020	126522	2340	10433	32121	102	57936	1649262	1429150	13246	1492396	0	11392	50000	0	156866	563	1649262	0	0	51441	0	0	104756	0	345842	1083308			0	1365402	1354010	106	0	0	0	0	156866	1164	0	
18836																																							20811	2463	16066	0	0	4500	1193	6663	182208	158086	2299	163820	0	1707	3435	0	18388	180	182208	0	0	16364	0	0	1676	0	42956	115130			0	132219	130512	168	0	0	0	0	18388	0	0	
18854																																							156831	13482	0	0	572	9179	0	8329	1015692	905850	3574	909424	0	9639	0	0	106268	40	1015692	0	0	92030	0	0	14198	324	246905	658945			0	836614	826975	0	0	0	0	0	106268	0	0	
19356																																							433	1822	9817	0	798	1374	286	3942	91568	81797	343	82140	0	874	0	0	9428	2025	91568	0	0	3465	0	0	3950	0	25577	56220			0	72867	71993	-12	1103	0	0	0	9428	0	0	
19936																																							110480	2922	85276	0	0	4285	134	9199	400145	356275	1382	365219	0	4503	7562	0	34926	420	400145	0	0	19758	0	0	13580	0	84194	272081			0	188646	184143	1168	0	0	0	0	34926	0	3706	
19972																																							25480	11360	0	0	0	433	0	5989	114358	91486	1149	92635	0	400	0	0	21723	0	114358	0	0	21723	0	0	0	0	158	91328			0	44947	44547	0	0	0	0	0	21723	0	26549	
20053																																							6639	7272	10094	0	0	443	0	2501	137375	115950	1198	121148	0	1430	4000	0	16227	150	137375	0	0	9834	0	0	6053	0	27815	88135			0	106377	104947	190	5479	0	0	0	16227	0	0	
20633																																							20089	4496	46837	0	0	5805	7771	13313	321845	273302	2705	284959	0	3056	8952	0	36886	1106	321845	0	0	32852	0	0	2816	0	34141	239161			0	225577	222521	112	222	0	0	0	36886	791	0	
20857																																							32741	894	52884	0	142	1071	0	2400	169976	144439	205	152758	0	1004	8114	0	17218	200	169976	0	0	937	0	0	13800	300	23004	121435			0	80548	79544	2281	0	0	0	0	17218	0	0	
21256																																							3588	186	3124	0	0	157	0	435	11078	9847	2	9849	0	66	0	0	1229	105	11078	0	0	626	0	0	495	0	3299	6548			0	3654	3588	3	0	0	0	0	1229	0	0	
21359																																							16173	6016	8952	0	113	289	0	1170	66451	59739	165	59912	0	417	8	0	6539	550	66451	0	0	2438	0	0	3350	0	15739	44000			0	33916	33499	201	0	0	0	0	6539	0	239	
21658																																							11550	1706	58120	0	0	1991	50	4779	203621	175927	1407	182817	0	2139	5483	0	20804	100	203621	0	0	15276	0	0	4157	0	31119	144808			0	126294	124155	1271	246	0	0	0	20804	1024	0	
22048																																							10870	5276	31823	0	0	3720	116	9642	250411	214040	1708	225440	0	2470	9692	0	24971	1000	250411	0	0	16920	0	0	6650	0	49027	165013	2b		0	191434	188964	401	0	0	0	0	24971	0	0	
22543																																							4829	5328	25300	0	2252	4236	208	3775	305258	256278	2697	278975	0	1867	20000	0	26283	602	305258	0	0	13807	0	0	11698	2257	94245	162033			0	217044	215177	176	41896	0	0	0	26283	0	0	
22552																																							24107	1793	888	0	0	2524	200	1935	115194	95516	498	105814	0	1082	9800	0	9380	100	115194	0	0	2380	0	0	6900	0	23415	72101			0	84571	83489	0	0	0	0	0	9380	29	229	
22730																																							3596	4344	106734	0	0	3149	0	5093	217519	184104	2603	194928	0	1470	335	0	22591	250	217519	0	0	18268	0	0	300	0	72602	111502			0	95959	94489	3773	114	0	0	7886	22591	0	0	
23456																																							4067	3172	83601	0	0	3142	0	2618	260181	229424	406	230142	0	2037	312	0	30039	126	260181	0	0	26698	0	0	1012	1349	32212	197212			0	157508	155471	2203	6522	0	0	0	30039	0	239	
23504																																							769099	107729	450360	0	109328	78879	0	226836	6433919	5489532	131342	5837097	119	44200	215000	0	596703	600	6433919	0	0	296137	0	0	310094	52785	2473006	3016526			0	4597403	4553203	-10128	0	0	0	1223	596822	0	85700	
23643																																							3935	1825	79578	0	0	1422	478	7067	240291	217511	230	217741	0	1075	0	0	22550	200	240291	0	0	19296	0	0	2300	0	47308	170203			0	137511	136436	754	9550	0	0	0	22550	0	0	
23755																																							25521	1516	66737	0	1406	5629	703	5186	270454	240803	2292	247095	0	2138	4000	0	23359	110	270454	0	0	17244	0	0	4615	5000	65119	175684			0	160188	158050	1390	483	0	0	0	23359	223	0	
24006																																							150493	7327	43282	0	6294	20979	0	45170	1788574	1420401	17819	1561890	20	8677	116680	0	226664	0	1788574	6990	6990	137599	0	0	105667	0	192551	1227850			-10657	1230617	1221940	-5945	3541	0	0	0	226684	0	282558	
24378																																							9433	976	7692	0	0	1594	0	1023	68792	61281	121	61402	0	184	0	0	7390	0	68792	0	0	7364	0	0	0	0	9289	51992			0	45224	45040	26	1333	0	0	0	7390	0	1701	
24453																																							110372	3426	13269	0	2150	13802	0	4263	407552	363582	3209	366791	0	5699	0	0	40761	929	407552	0	0	9457	0	0	29991	11773	39903	323679			0	253740	248041	384	456	0	0	0	40761	0	0	
24659																																							26828	1778	0	0	1999	777	0	819	109287	99328	188	99516	0	617	0	0	9771	50	109287	0	0	1771	0	0	7950	0	27916	71412			0	57405	56788	0	11916	0	0	0	9771	0	8382	
24668																																							257845	24654	373728	0	823	18309	200	14314	1973112	1710929	2572	1718269	0	21061	0	0	254843	625	1973112	0	0	85111	0	0	156588	1726	342556	1368373			0	1302574	1281513	12519	0	0	0	4768	254843	0	0	
24949																																							119500	5452	33334	0	872	4563	85	16403	489383	420850	5206	441201	0	7207	15145	0	48182	1800	489383	0	0	12003	0	0	33223	3547	122785	298065			0	311281	304074	1156	1553	0	0	0	48182	0	0	
25357																																							10203	5054	37160	0	2392	5228	1189	9400	452555	406421	256	406677	0	5015	0	0	45878	1608	452555	0	0	6814	558	0	36907	0	72203	334218			0	377582	372567	549	961	0	0	0	45878	0	7843	
25647																																							34306	3325	22415	0	0	6222	0	4468	377472	250236	4309	355225	0	2573	100680	0	22247	12	377472	0	0	-3428	0	0	25079	0	52865	197371			0	309309	306736	584	0	0	0	0	22247	0	0	
26176																																							94962	1148	10698	0	3	2540	0	12013	481551	318941	2692	432133	0	3215	110500	0	49418	1	481551	0	0	19999	58	0	30148	0	50455	268486			-894	363344	360129	164	0	0	0	0	49418	0	0	
26457																																							6150	807	12631	0	0	123	0	555	40812	37234	57	37291	0	223	0	0	3521	100	40812	0	0	3168	0	0	250	0	7248	29986			0	20769	20546	3	0	0	0	0	3521	0	0	
26765																																							261127	43210	90679	0	10880	44852	3181	86688	2508606	2213722	8487	2222209	0	26029	0	0	286397	2360	2508606	0	0	8558	0	0	273632	1490	909175	1304547			0	1991417	1965388	1847	0	0	0	0	286397	0	1111	
27070																																							43093	13504	169011	313	30246	10615	0	21585	860665	696607	6444	716051	0	4385	13000	0	144614	0	860665	0	0	140855	0	0	0	0	77843	618764			0	576295	571910	3759	388	0	0	0	144614	0	0	
27548																																							36244	11526	349566	0	15427	20254	1	25449	1131767	988153	9842	1011995	0	10764	14000	0	119772	250	1131767	0	0	55503	0	0	55853	6096	269515	718638			0	672989	662225	8166	2462	0	0	0	119772	2517	0	
27614																																							11079	8076	229460	0	2883	7933	26	12827	526749	456286	4355	478141	0	1471	17500	0	48608	1515	526749	0	0	35296	0	0	6139	0	123249	333037			0	255936	254465	5658	0	0	0	0	48608	0	0	
27847																																							15390	6638	150377	0	0	9957	695	24072	704546	616890	2753	629679	0	6567	10036	0	74867	430	704546	0	0	60818	0	0	7982	0	140499	476391			0	503863	497296	5637	0	0	0	0	74867	0	121	
28013																																							71408	16116	1264806	0	42053	64930	0	229572	5515631	4118137	29083	4804081	109	37606	580359	0	711441	0	5515631	13733	1502	275980	0	0	440830	0	701637	3416500			-18529	3843133	3805527	13160	0	0	0	75000	711550	252	7234	
28152																																							19332	4129	37833	0	0	1412	0	5892	186197	168171	1889	170060	0	1448	0	0	16137	105	186197	0	0	3755	0	0	11000	1846	52277	115894			0	117201	115753	1277	0	0	0	0	16137	0	0	
28675																																							3598	2629	92269	0	555	1937	0	2159	187329	137335	928	166263	0	800	28000	0	21066	0	187329	0	0	20087	0	0	0	0	10012	127323			0	84958	84158	979	0	0	0	0	21066	24	0	
28732																																							22808	9971	8815	0	0	3170	0	2109	121837	106770	1197	107967	0	1116	0	0	13870	250	121837	0	0	13160	0	0	307	1144	45410	61360			0	73484	72368	153	1084	0	0	0	13870	0	368	
29476																																							527	1370	2355	0	199	2163	145	3528	95965	81896	318	83765	0	1306	1551	0	12200	0	95965	0	0	6148	0	0	6068	0	8280	73616			-42	69343	68037	26	14425	0	0	0	12200	0	3216	
29636																																							25468	16840	678241	17	13659	25630	3073	39462	1450419	1097386	14683	1333341	0	4735	25000	0	117078	1	1450419	0	0	6133	0	0	106806	0	276033	821353			0	652256	647521	4138	0	0	0	196272	117078	508	0	
29878																																							172982	15336	39346	0	0	19785	3576	27979	2051715	1350294	27680	1389974	0	18036	12000	0	661741	0	2051715	0	0	662358	0	0	0	0	45593	1304701			0	1790747	1772711	-617	0	0	0	0	661741	0	0	
