"IDRSSD"	RCFD2143	RCFD2150	RCFD2651	RCFD3163	RCFD3164	RCFD3190	RCFD4088	RCFD6164	RCFD6165	RCFDA590	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJ461	RCFDJ462	RCFDJA29	RCFDJF76	RCFDK183	RCFDK192	RCFDK193	RCFDK194	RCFN5513	RCFNK260	RCON2143	RCON2150	RCON2651	RCON3163	RCON3164	RCON3190	RCON4088	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB569	RCONB570	RCONB571	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJ461	RCONJ462	RCONJA29	RCONJF76	RCONK169	RCONK170	RCONK171	RCONK172	RCONK173	RCONK174	RCONK175	RCONK176	RCONK177	RCONK183	RCONK187	RCONK188	RCONK189	RCONK190	RCONK191	RCONK192	RCONK193	RCONK194	RCONL133	RCONL135	RCONLG26	RCONLG27	RCONLG28	RCONLL57	RCONLL58	RCONLL59	RCONLL60	RCONLL61	RCONN517	RCONN518	RCONN519	RCONN520	RCONN521	RCONN522	RCONN523	RCONN524	RCONN527	TE01N528	TE01N529	TE02N528	TE02N529	TE03N528	TE03N529	TE04N528	TE04N529	TE05N528	TE05N529	TE06N528	TE06N529	TE07N528	TE08N528	TE09N528	TE10N528	TEXT4087	
216230																																		40	0	0	0	40	0	true	0	0	0	0	0	5	0	40	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			79	11713	0	0	0	0	0	0	true	false	false	true																						http://WWW.fnbnwfl.com	
216922																																		256570	2424	0	241204	5788	25497	true	537	216	517	0	1154	4470	1	6569	true	0	189	0	1056	0	6471	0	189	756	1561	15464	0	17867	true	false	0	0		9578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			2714	240687	0	0	0	0	0	0	true	false	false	false		1	255	2491	37																	http://www.localfirstbank.com	
217059																																		2593	0	0	2593	0	1112	true	0	0	0	0	0	10	0	0	false	0	3	0	440	0	0	0	3	75	284	310	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			132	10744	0	0	0	0	0	0	true	false	false	false																						http://www.ffmbank.com	
218131																																		0	0	0	0	0	0	true	0	0	0	0	0	170	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false			0	0																	0	0			191	9337	0	0	0	0	0	0	true	true	false	false		1	71	284	0																	www.cbbcbank.com	
218261																																		0	0	0	0	0	0	true	0	0	0	0	0	592	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false			0	0																	0	0			0	0	0	0	0	0	0	0	true	false	false	false																						zapatanationalbank.com	
218850																																		0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			10	151	0	0	0	0	0	0	true	false	false	false																						http://www.statebankofodell.com	
218878																																		362	386	4000	0	362	4000	true	310	0	76	0	0	492	0	664	true	0	0	4000	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			105	5170	0	0	0	0	0	0	true	false	false	false																						www.securitybk.com	
219044																																		385	0	0	0	385	0	true	0	0	0	0	0	591	1	385	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false			0	0																	0	0			51	2451	0	0	0	0	0	0	false	false	false	false						www.facebook.com/pages/Collins-State-Bank/714874485225376																www.collinsstatebank.com	
219651																																		820	0	0	0	820	0	true	0	0	0	0	0	3291	2	820	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			93	19846	0	0	0	0	0	0	true	false	false	false																						http://www.ourcnb.bank	
219679																																		0	0	0	0	0	0	true	0	0	0	0	0	704	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false			0	0																	0	0	1	true	0	0	0	0	0	0	0	0	false	false	false	false																						www.carrolltonfederal.com	
220059																																		12377	75	0	9612	1566	0	true	52	0	20	0	3	5603	3	1566	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				1199																	0	0			186	14655	0	0	0	0	0	0	true	false	false	false		1	380	5464	0																	http://www.wnbfinancial.com	
220527																																		0	128	0	0	0	0	true	0	0	0	0	128	9350	4	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			997	75766	0	0	0	0	0	0	true	false	false	true																						https://www.peoplesbanknc.com	
220844																																		1312	59	500	1312	0	12750	true	0	0	59	0	0	222	0	0	false	0	0	500	0	7580	4670	4000	0	0	0	0	0	0	true	false				0																	0	0			58	3554	0	0	0	0	0	0	true	false	false	false																						www.bankdsb.com	
220974																																		6302	4	96	4397	0	14312	true	4	0	0	0	0	4133	4	320	false	0	0	96	992	597	12627	0	0	0	0	0	0	0	true	false				1905																	0	0	1	true	275	11465	0	0	0	0	0	0	false	false	false	false						bankatcbt.com																www.ffbtn.com	
221775																																		0	729	0	0	0	1400	true	729	0	0	0	0	0	0	0	false	0	0	0	0	0	1400	0	0	0	0	0	0	0	false	false			0	0																	0	0	1	true	86	2926	0	0	0	0	0	0	true	false	false	false		1	104	864	0																	www.interamericanbank.com	
222156																																		0	70	0	0	0	0	true	25	0	45	0	0	666	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false			0	0																	0	0			123	7011	0	0	0	0	0	0	true	false	false	false						www.wyoming-bank.com																www.fsbwyoming.com	
222446																																		829	0	5000	0	829	14067	true	0	0	0	0	0	8293	1	829	false	0	0	5000	9067	0	0	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			401	37288	0	0	0	0	0	0	true	false	false	false																						http://www.denmarkstate.com	
222558																																		0	187	0	0	0	0	true	0	0	187	0	0	502	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false			0	0																	0	0			30	2192	0	0	0	0	0	0	true	false	false	false																						www.bankofbaker.com	
222754																																		0	0	2000	0	0	10000	true	0	0	0	0	0	0	0	0	true	0	0	2000	0	6000	2000	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			153	26763	0	0	0	0	0	0	true	false	false	false		1	34	215	0																	WWW.FIRSTWESTROADS.BANK	
223322																																		5516	5497	1376	1002	4514	93460	true	4826	0	535	0	136	7555	3	4514	true	0	0	1376	9265	16738	66081	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			2273	182073	0	0	0	0	0	0	false	false	false	false		0	289	14776	0																	http://www.firstbank.com	
223452																																		5	0	0	0	0	0	true	0	0	0	0	0	620	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				5																	0	0			5	124	0	0	0	0	0	0	false	false	false	false																						http://www.pbwbank.com	
223751																																		0	0	0	0	0	1400	true	0	0	0	0	0	1211	1	0	false	0	1400	0	0	0	0	0	1400	0	0	0	0	1400	true	false			6	0																	0	0			9	92	0	0	0	0	0	0	true	false	false	false																						www.beltvalleybank.com	
223845																																		1358	0	0	0	0	0	true	0	0	0	0	0	637	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				1358																	0	0			13	410	0	0	0	0	0	0	true	false	false	false																						http://www.danvillebank.com	
224954																																		0	0	0	0	0	0	true	0	0	0	0	0	412	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			39	517	0	0	0	0	0	0	true	false	false	false																						WWW.HEADWATERSSTATEBANK.COM	
225054																																		0	0	0	0	0	8922	true	0	0	0	0	0	595	1	0	false	0	0	0	3922	0	5000	0	0	0	0	0	0	0	false	false			0	0																	0	0			186	15206	0	0	0	0	0	0	true	true	false	false		2	366	49	0																	WWW.GOASB.COM	
225157																																		4	145	0	0	0	724	true	0	145	0	0	0	46	0	0	false	0	84	0	0	0	0	0	84	277	307	56	0	724	true	false			8	4																	0	0			43	4975	0	0	0	0	0	0	true	false	false	false																						www.ultimabank.com	
225559																																		0	5011	0	0	0	0	true	4678	0	52	0	281	1037	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false				0																	0	0			1273	47478	0	0	0	0	0	0	false	false	false	false																						http://www.bankofbartlett.com	
225942																																		0	0	0	0	0	408	true	0	0	0	0	0	424	1	0	false	0	0	0	0	0	408	0	0	0	0	0	0	0	true	false				0																	0	0			13	701	0	0	0	0	0	0	true	false	false	false																						http://www.heritagemarion.bank	
226949																																		0	705	0	0	0	777	true	0	0	85	0	620	161	0	0	false	0	0	0	0	0	0	0	0	0	0	777	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	false	false	false	false																						www.grandriverscommunitybank.com	
227151																																		18212	61	114	15764	345	1098	true	61	0	0	0	0	4524	1	345	true	0	0	114	840	144	0	0	0	0	0	0	0	0	false	true			0	2103																	0	0			188	18533	0	0	0	0	0	0	true	false	false	false						www.myunionstate.bank		www.midland.bank														www.myunionstate.com	
227357																																		0	0	2183	0	0	2934	true	0	0	0	0	0	492	0	0	true	0	0	2183	266	387	98	0	0	0	0	0	0	0	true	false			0	0																	0	0			147	10531	0	0	0	0	0	0	true	false	false	false						www.bnbank.com																www.bnbank.bank	
227656																																		0	0	0	0	0	3000	true	0	0	0	0	0	854	2	0	false	0	0	0	0	3000	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			5	45	0	0	0	0	0	0	false	false	false	false																						www.brightonbancorp.com	
227777																																		2112	0	0	0	2112	12000	true	0	0	0	0	0	6327	1	2112	true	0	0	0	7000	5000	0	0	0	0	0	0	0	0	true	false			792	0																	0	0	1	true	41	1751	0	0	0	0	0	0	true	false	false	false						www.milfordfederal.net		www.milfordfederal.org		www.milfordfederal.biz		www.milfordfederal.info		www.milfordfederal.bank								www.milfordfederal.com	
228000																																		143	0	0	0	143	0	true	0	0	0	0	0	1466	0	154	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false			0	0																	0	0			347	10239	0	0	0	0	0	0	false	false	false	false						www.franklinsavings.com		www.fsbme.com		www.franklinebranch.com												www.franklinsavings.bank	
228055																																		0	0	0	0	0	0	true	0	0	0	0	0	184	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			11	209	0	0	0	0	0	0	true	true	false	false																						http://www.fsbwashburn.bank	
228158																																		0	76	15000	0	0	15874	true	0	0	76	0	0	10736	5	0	true	0	0	15000	874	0	0	0	0	0	0	0	0	0	true	false			0	0																	0	0			245	10482	0	0	0	0	0	0	true	false	false	false																						www.onemidwest.com	
228279																																		1823	126	0	975	848	0	true	0	0	63	0	63	1955	1	848	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false			10	0																	0	0			179	9508	0	0	0	0	0	0	true	false	false	false																						www.crossroadsbanking.com	
228345																																		0	0	6000	0	0	11500	true	0	0	0	0	0	1270	0	0	false	0	0	6000	0	3000	2500	0	0	0	0	0	0	0	true	false			4	0																	0	0			88	5652	0	0	0	0	0	0	true	false	false	false																						www.newburg.bank	
229070																																		0	0	14000	0	0	14000	true	0	0	0	0	0	0	0	0	false	0	0	14000	0	0	0	0	0	0	0	0	0	0	false	false				0																	0	0	1	true	0	0	0	0	0	0	0	0	false	false	false	false																						www.ffsavings.com	
229173																																		217	0	1200	0	217	9835	true	0	0	0	0	0	273	0	217	false	0	0	1200	0	5000	0	0	0	3635	0	0	0	3635	false	false			0	0																	0	0	1	true	45	3687	3635	4964	0	0	3635	0	false	false	false	false																						www.auburnsavings.com	
229342																																		0	218	0	0	0	0	true	0	0	218	0	0	300	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			80	9941	0	0	0	0	0	0	true	false	false	false																						http://www.banksbt.com	
229454																																		0	0	0	0	0	0	true	0	0	0	0	0	699	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false				0																	0	0			0	0	0	0	0	0	0	0	false	false	false	false																						http://www.fsbbrownsboro.com	
229801																																		1448604	5118	1555077	1378155	21946	2593680	true	786	0	203	0	4129	188056	7	22440	true	0	769	1555077	457540	579635	0	0	769	659	0	0	0	1428	true	true	0	0	0	48503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			12622	2152139	0	0	0	0	0	0	true	false	false	false		1	1627	31922	0																	www.valley.com	
229913	0	0	0	0	0	1838859	false	0	0	0	false	0	53208	0	0	0	0	0	628730	936109	194945	79075	1838859	0	0		0	0	0	0	0	0	0						1838859		0	0	0	0	0																0		false	false					0	0	0	0	0	0	0	0	0		0	0	0	0	0						0	0	0	0	0	0	0	0	false	false	false	false																							
230423																																		275	0	10000	201	74	10000	true	0	0	0	0	0	1722	0	141	true	0	0	10000	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			0	0	0	0	0	0	0	0	true	false	false	true	true	1	56	560	0																	http://www.firstcitizensnational.com	
230610																																		0	174	0	0	0	0	true	0	0	174	0	0	6552	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false			0	0																	0	0			68	3267	0	0	0	0	0	0	true	true	false	false																						https://www.hvbonline.com	
230759																																		1962	1361	0	1962	0	11327	true	1361	0	0	0	0	34015	4	0	true	0	0	0	0	0	11327	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			640	50133	0	0	0	0	0	0	true	false	false	false		1	927	15368	927																	www.ibc.com	
231279																																		0	0	0	0	0	0	true	0	0	0	0	0	1355	1	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			0	0	0	0	0	0	0	0	true	false	false	false																						www.chesternationalbank.com	
232847																																		2348	286	0	2113	235	0	true	0	0	0	0	286	424	0	235	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			80	3024	0	0	0	0	0	0	true	false	false	false																						http://www.fsbshannon-polo.com	
232856																																		2320	0	0	1587	733	0	true	0	0	0	0	0	2177	1	733	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false			0	0																	0	0			207	19401	0	0	0	0	0	0	true	false	false	false																						www.texasbank.com	
233031	5117000	31000	0	4625000	372000	356000	true	372000	4	380000	true	0	256000	0	0	0	0	0	256000	0	98000	2000	100000	0	0	282000	120000	0	0	0	0	0	0						356000		10000	0	16000	0	5000																0		true	true					0	0	0	0	0	0	0	0	0		0	0	0	0	0						42008	3625000	0	0	0	0	0	0	true	false	false	true	true	1	10648	123000	10648	https://www.jointhebank.regions.com																http://www.regions.com	
233246																																		2967	27	0	2930	0	4350	true	0	0	27	0	0	1084	1	0	true	0	0	0	0	0	0	0	0	0	1000	3350	0	4350	true	false			28	37																	0	0			33	620	0	0	0	0	0	0	true	true	false	false																						http://www.fcb4u.com	
233358																																		289	100	0	0	289	0	true	0	0	100	0	0	5439	2	289	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false			0	0																	0	0			63	1218	0	0	0	0	0	0	true	false	false	false		1	83	465	0																	www.cnb-brownwood.com	
233442																																		0	139	0	0	0	4901	true	0	0	0	0	139	2087	1	0	false	0	0	0	4000	0	901	0	0	0	0	0	0	0	true	false				0																	0	0			0	0	0	0	0	0	0	0	false	false	false	false							Farina Banking Center		Salem Banking Center													www.iukabank.com	
233527																																		29898	0	115000	19892	7084	402156	true	0	0	0	0	0	15761	4	7084	true	0	163	115000	0	0	0	0	163	279910	5402	1681	0	287156	false	false				2922																	0	0			2120	292068	292068	336516	0	0	281650	0	true	true	false	false																						www.mybrb.com	
233554																																		60	0	40116	0	0	74711	true	0	0	0	0	0	366	0	0	true	0	0	40116	28941	255	5358	0	0	41	0	0	0	41	true	true				60																	0	0			592	67824	0	0	0	0	0	0	true	false	false	false		1	87	1265	0																	www.westernbanks.com	
234355																																		7492	465	0	0	7492	440	true	465	0	0	0	0	475	0	7492	true	0	0	0	0	0	440	0	0	0	0	0	0	0	true	true	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			575	54294	0	0	0	0	0	0	false	false	false	false																						http://www.centralnational.com	
234506																																		0	316	0	0	0	15000	true	0	0	165	0	151	6063	3	0	false	0	0	0	10000	5000	0	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			454	21045	0	0	0	0	0	0	false	false	false	false																						www.nbcoxsackie.com	
234739																																		865	1587	0	0	0	0	true	992	0	107	0	488	32342	5	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				865																	0	0			611	31089	0	0	0	0	0	0	true	false	false	false																						www.firstvolunteer.com	
234841																																		0	0	0	0	0	10000	true	0	0	0	0	0	1142	1	0	false	0	0	0	0	10000	0	4000	0	0	0	0	0	0	true	false				0																	0	0			16	812	0	0	0	0	0	0	true	true	false	false																						http://www.newalbinsavingsbank.com	
235174																																		0	765	5000	0	0	5000	true	0	0	765	0	0	199	0	0	false	0	0	5000	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0	1	true	0	0	0	0	0	0	0	0	true	false	false	false																						www.mutualfederalbank.com	
235231																																		0	425	0	0	0	0	true	0	269	104	0	52	531	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false				0																	0	0			53	1250	0	0	0	0	0	0	false	false	false	false																						https://myunion.bank	
235316																																		7	0	0	0	7	4108	true	0	0	0	0	0	514	1	7	false	0	0	0	2200	190	25	0	0	1693	0	0	0	1693	false	false			0	0																	0	0			93	4387	1693	1693	0	0	1693	0	false	false	false	false																						WWW.ROCKHOLDBANK.COM	
235446																																		4	1337	6000	0	4	6000	true	0	0	1337	0	0	6802	3	24	true	0	0	6000	0	0	0	6000	0	0	0	0	0	0	true	true			0	0																	0	43			39	1165	0	0	0	0	0	0	true	false	false	false																						www.scs-bank.com	
235530																																		0	682	0	0	0	0	true	682	0	0	0	0	14801	2	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true			0	0																	0	0			374	24223	0	0	0	0	0	0	true	false	false	false		1	229	6059	0																	www.resourcebank.com	
235558																																		0	0	0	0	0	2700	false	0	0	0	0	0	1371	3	0	false	0	1400	0	0	300	1000	0	1400	0	0	0	0	1400	false	false				0																	0	0			8	171	0	0	0	0	0	0	false	false	false	false																						http://www.carletonbank.com	
235950																																		0	0	0	0	0	3505	true	0	0	0	0	0	109	0	0	false	0	0	0	0	0	3505	0	0	0	0	0	0	0	false	false			0	0																	0	0			46	1973	0	0	0	0	0	0	true	true	false	false																						www.johnsonstatebank.com	
236153																																		20067	4131	16000	7049	3585	156000	true	970	0	692	0	2469	33484	4	3585	true	0	0	16000	70000	50000	20000	0	0	0	0	0	0	0	true	false	0	0	877	9433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			1430	239318	0	0	0	0	0	0	true	false	false	false		1	147	2523	0	http://www.firstintlbank.com																http://www.fibt.com	
236256																																		0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false			0	0																	0	0			15	1635	0	0	0	0	0	0	true	false	false	false																						www.bankbp.com	
236603																																		0	0	0	0	0	142	true	0	0	0	0	0	645	0	0	false	0	0	0	0	0	0	0	0	0	0	142	0	142	false	false				0																	0	0			100	6781	0	0	0	0	0	0	false	false	false	false																						www.dnbd.bank	
236706																																		45077	50	15000	33103	63	198839	true	0	0	50	0	0	4354	4	63	true	0	0	15000	0	0	0	0	0	177086	4830	1923	0	183839	true	true	0	0	15000	11911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			55	195574	177086	179019	0	0	177086	0	true	false	false	false	true	0	1630	93450	0																	www.pgbank.com	
236957																																		161	30	0	69	0	5000	true	0	0	0	0	30	1199	1	0	true	77716	0	0	0	5000	0	0	0	0	0	0	0	0	false	false	0	0	1993	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			131	9271	0	0	0	0	0	0	true	false	false	false																						http://www.upstatebank.net	
237066																																		8842	0	0	8842	0	0	true	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			260	44283	0	0	0	0	0	0	true	false	false	false		1	90	1250	0																	https://www.wtnb.com	
237619																																		9498	161	0	7292	206	12431	true	0	0	161	0	0	1221	0	242	true	0	0	0	0	0	0	0	12431	0	0	0	0	12431	true	true	0	0	1463	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			530	54467	0	0	0	0	0	0	true	false	false	false		0	48	328	0																	www.pioneerny.com	
237954																																		0	0	2000	0	0	8000	true	0	0	0	0	0	631	0	0	false	0	0	2000	2000	1000	3000	0	0	0	0	0	0	0	false	false			3	0																	0	0			57	1277	0	0	0	0	0	0	true	true	false	false																						http://www.idabelnational.com	
238139																																		0	159	4000	0	0	4000	true	0	159	0	0	0	1683	1	0	false	0	0	4000	0	0	0	0	0	0	0	0	0	0	true	false			0	0																	0	0			257	13779	0	0	0	0	0	0	true	false	false	false																						www.fnbmanhattan.com	
238250																																		0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false			0	0																	0	0			24	455	0	0	0	0	0	0	false	false	false	false																							
238737																																		0	0	0	0	0	0	true	0	0	0	0	0	1380	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false				0																	0	0			137	15707	0	0	0	0	0	0	true	false	true	false		1	867	15777	0																	www.terrabank.com	
239556																																		13815	417	0	9715	1918	15486	true	0	0	194	0	223	7291	5	1918	true	0	0	0	5000	486	10000	0	0	0	0	0	0	0	true	false			0	2182																	0	0			270	25929	0	0	0	0	0	0	true	true	false	false																						www.first-bank.com	
239613																																		324	58	0	0	284	0	true	58	0	0	0	0	100607	6	479	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false			1000	40																	0	0			806	78632	0	0	0	0	0	0	true	false	false	false		0	65	1100	0																	http://www.fncb.com	
239659																																		2416	1519	0	0	2416	0	true	1117	0	402	0	0	5607	3	2503	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			665	33083	0	0	0	0	0	0	true	true	false	false																						http://www.firstbankweb.com	
239752																																		2792	0	468	2792	0	12771	true	0	0	0	0	0	320	0	0	false	0	0	468	160	355	11788	0	0	0	0	0	0	0	true	false			0	0																	0	0			40	593	0	0	0	0	0	0	true	false	false	false						www.fnb4me.com																www.fnb4me.bank	
240954																																		0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false				0																	0	0			174	5163	0	0	0	0	0	0	false	false	false	false																						http://www.firstburleson.com	
241009																																		0	439	0	0	0	0	true	0	0	0	0	439	1225	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			63	2509	0	0	0	0	0	0	false	false	false	false																						WWW.DRYDENBANK.COM	
241157																																		536	155	0	28	508	4509	true	0	0	18	0	137	11533	3	508	true	0	0	0	2336	433	1740	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			558	34335	0	0	0	0	0	0	true	false	false	false		1	241	5660	0																	www.visionbank.bank	
241559																																		2598	555	6500	2598	0	9500	true	0	0	555	0	0	1452	1	0	false	0	0	6500	0	3000	0	0	0	0	0	0	0	0	true	false				0																	0	0			137	6389	0	0	0	0	0	0	false	false	false	false																						https://www.colbank.com	
241607																																		152	0	127	0	152	16703	true	0	0	0	0	0	298	0	152	true	0	4275	127	975	730	10596	5000	4275	0	0	0	0	4275	true	false				0																	0	0			595	56595	0	0	0	0	0	0	true	false	false	false																						http://www.gorhamsavings.bank	
242257																																		0	0	1350	0	0	2323	true	0	0	0	0	0	509	0	0	false	0	0	1350	399	574	0	0	0	0	0	0	0	0	true	false			0	0																	0	0			168	11304	0	0	0	0	0	0	true	true	false	false																						www.ourpsb.com	
242444																																		1672	0	0	0	1672	0	true	0	0	0	0	0	4317	4	1629	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			969	40055	0	0	0	0	0	0	true	true	false	false																						www.tcnb.com	
242949																																		0	0	0	0	0	0	true	0	0	0	0	0	1941	2	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false			9	0																	0	0			55	6486	0	0	0	0	0	0	true	false	false	false																						www.fnnbbank.com	
242958																																		0	102	1500	0	0	3600	true	0	0	25	0	77	4000	4	0	false	0	0	1500	0	1500	600	0	0	0	0	0	0	0	false	false			940	0																	0	0			155	6093	0	0	0	0	0	0	true	false	false	false																						http://baybank.us	
242976																																		8496	2790	0	7027	0	14913	false	0	0	2790	0	0	397	0	0	false	0	193	8000	0	0	5736	0	193	0	0	984	0	0	false	false	0	0		1469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			465	36526	0	0	0	0	0	0	true	false	false	false						www.qwickrate.com																www.bayvanguard.com	
243375																																		11070	0	0	10900	0	0	true	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false			2495	170																	0	0			12	588	0	0	0	0	0	0	false	false	false	false						http://www.gobank.com		http://greendotcredit.com		http://securedcardchoice.com		http://www.greendot.com/platinum		https://platinum.greendot.com		https://greendotcc.com		https://go2bank.com				http://www.bonnevillebank.com	
243414																																		785	0	98	0	785	98	true	0	0	0	0	0	749	0	785	true	0	0	98	0	0	0	0	0	0	0	0	0	0	true	false			0	0																	0	0			216	17398	0	0	0	0	0	0	true	true	true	false																						www.fnblifetime.com	
243955																																		0	107	0	0	0	27254	true	0	0	13	0	94	100	0	0	false	0	0	0	0	0	806	0	0	0	26448	0	0	26448	false	false			0	0																	0	0			396	25976	25976	27580	0	0	25976	0	false	false	false	false																						www.peoplesbankusa.com	
244037																																		145	100	0	0	0	0	true	0	0	100	0	0	1065	1	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false			2	145																	0	0			209	10798	0	0	0	0	0	0	true	false	false	false																						http://www.friendbank.net/	
244149																																		34143	636	10000	0	34143	27500	true	228	0	81	0	327	176	0	34143	false	0	0	10000	7500	10000	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			81	3937	0	0	0	0	0	0	true	true	false	false							LONOKE BANKING CENTER		SCOTT BANKING CENTER													www.bankofengland-ar.com	
244158																																		2712	1987	1146	2712	0	14894	true	0	0	0	0	1987	8151	7	0	true	0	2631	1146	8394	1319	1404	12263	2631	0	0	0	0	2631	true	false				0																	0	0			87	6352	0	0	0	0	0	0	true	false	false	false																						http://www.waypointbank.com	
244251																																		0	0	0	0	0	6553	true	0	0	0	0	0	1283	0	0	true	0	10	0	0	0	0	0	2910	2526	934	183	0	6553	true	true				0																	0	0			103	18712	0	0	0	0	0	0	true	false	false	false																						www.asbt.com	
