"IDRSSD"	RCFD2143	RCFD2150	RCFD2651	RCFD3163	RCFD3164	RCFD3190	RCFD4088	RCFD6164	RCFD6165	RCFDA590	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJ461	RCFDJ462	RCFDJA29	RCFDJF76	RCFDK183	RCFDK192	RCFDK193	RCFDK194	RCFN5513	RCFNK260	RCON2143	RCON2150	RCON2651	RCON3163	RCON3164	RCON3190	RCON4088	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB569	RCONB570	RCONB571	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJ461	RCONJ462	RCONJA29	RCONJF76	RCONK169	RCONK170	RCONK171	RCONK172	RCONK173	RCONK174	RCONK175	RCONK176	RCONK177	RCONK183	RCONK187	RCONK188	RCONK189	RCONK190	RCONK191	RCONK192	RCONK193	RCONK194	RCONL133	RCONL135	RCONLG26	RCONLG27	RCONLG28	RCONLL57	RCONLL58	RCONLL59	RCONLL60	RCONLL61	RCONN517	RCONN518	RCONN519	RCONN520	RCONN521	RCONN522	RCONN523	RCONN524	RCONN527	TE01N528	TE01N529	TE02N528	TE02N529	TE03N528	TE03N529	TE04N528	TE04N529	TE05N528	TE05N529	TE06N528	TE06N529	TE07N528	TE08N528	TE09N528	TE10N528	TEXT4087	
245016	2597	0	0	2597	0	100000	true	1072	1	0	true	0	0	0	0	100000	0	0	0	0	0	0	0	0	0	2557	0	0	0	0	0	0	0						100000		0	0	0	0	0																0		false	false					0	0	0	0	0	0	0	0	0		0	0	0	0	0						0	0	0	0	0	0	0	0	false	false	false	false																						www.habbank.com	
245276																																		177254	11596	30259	84063	47295	154668	true	1551	0	7648	0	2397	25363	2	47295	true	0	8979	30259	30972	4234	0	0	8979	13966	7977	58281	0	0	true	true	0	0		45896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			5041	288821	0	0	0	0	0	0	true	false	false	false		1	466	5771	0																	http://www.orientalbank.com	
245351																																		0	2138	0	0	0	1000	true	0	0	15	0	2123	157	0	0	true	0	0	0	1000	0	0	0	0	0	0	0	0	0	false	false			0	0																	0	0			220	8036	0	0	0	0	0	0	true	true	false	false																						WWW.FRAZERBANK.COM	
245557																																		627	121	0	169	0	0	true	0	0	121	0	0	2825	3	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				458																	0	0			185	12541	0	0	0	0	0	0	false	false	false	false																						http://www.snb-t.com	
246022																																		0	0	0	0	0	0	true	0	0	0	0	0	18687	7	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			218	33230	0	0	0	0	0	0	true	false	false	false																						http://www.banksc.com	
246134																																		5160	31	0	4344	0	0	true	0	0	31	0	0	13750	3	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			277	16475	0	0	0	0	0	0	true	true	false	false		2	1853	118	0																	www.fssbank.com	
246237																																		503	0	4000	503	0	4000	true	0	0	0	0	0	329	0	0	false	0	0	4000	0	0	0	0	0	0	0	0	0	0	true	false			3	0																	0	0			13	162	0	0	0	0	0	0	true	false	false	false																						http://www.bankcerrogordo.com	
246451																																		1531	0	4700	872	499	5700	true	0	0	0	0	0	349	0	499	false	0	0	4700	1000	0	0	0	0	0	0	0	0	0	true	false				160																	0	0			133	5031	0	0	0	0	0	0	true	false	false	false																						http://www.cbofr.com	
246657																																		0	1682	0	0	0	7312	true	1392	0	40	0	250	9960	4	0	false	0	2312	0	5000	0	0	0	2312	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			107	8524	0	0	0	0	0	0	true	true	false	false						http://www.brotherhoodbank.com																http://www.bankoflabor.com	
246947																																		0	0	7000	0	0	7042	true	0	0	0	0	0	493	0	0	false	0	8	7000	0	0	0	0	8	25	9	0	0	0	true	false			0	0																	0	0			21	3334	0	0	0	0	0	0	true	false	false	false																						www.fnbsparta.com	
246956																																		134	6442	22	36	0	2166	true	0	4370	0	0	2072	0	0	0	false	0	0	22	0	239	1905	496	0	0	0	0	0	0	false	false			0	98																	0	0			0	0	0	0	0	0	0	0	false	false	false	false																						WWW.ALVASTATEBANK.COM	
247140																																		24712	0	27500	17407	3237	93325	true	0	0	0	0	0	3519	2	3237	false	0	0	27500	25825	10000	30000	0	0	0	0	0	0	0	true	false				4068																	0	0			368	52130	0	0	0	0	0	0	true	false	false	false																						http://www.onecommunity.bank	
247355																																		0	0	0	0	0	2385	true	0	0	0	0	0	1604	1	0	false	0	0	0	0	0	2385	0	0	0	0	0	0	0	false	true				0																	0	0			301	20489	0	0	0	0	0	0	true	false	false	false		1	536	19445	0																	https://www.ssbtexas.com	
247476																																		999	272	0	689	0	0	true	82	0	0	0	190	338	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false			0	310																	0	0			0	0	0	0	0	0	0	0	false	false	false	false																						www.rrsb.com	
247551																																		0	0	98	0	0	12420	true	0	0	0	0	0	3	0	0	false	0	0	98	226	1336	10760	0	0	0	0	0	0	0	true	false			0	0																	0	0			381	24513	0	0	0	0	0	0	true	true	false	false																						https://www.highplainsbank.com	
247908																																		1899	0	80	1793	106	166	true	0	0	0	0	0	500	1	115	true	0	0	80	0	86	0	0	0	0	0	0	0	0	true	false				0																	0	0			1218	81045	0	0	0	0	0	0	true	false	false	false		0	323	12078	0																	www.kennebunksavings.com	
248240																																		7541	7933	4000	523	5854	74000	true	0	0	60	0	7873	9389	4	5854	true	0	0	4000	7500	13000	49500	10000	0	0	0	0	0	0	true	false	0	0		1164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			599	75502	0	0	0	0	0	0	true	false	false	false																						www.bankwithbos.com	
248352																																		752	0	0	591	0	5000	true	0	0	0	0	0	996	1	0	false	0	0	0	5000	0	0	0	0	0	0	0	0	0	true	false	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			120	7152	0	0	0	0	0	0	true	false	false	false						www.bankwnb.com																www.westernnebraskabank.com	
248455																																		2057	2079	0	2057	0	2000	true	0	0	0	0	2079	0	0	0	false	0	0	0	2000	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			68	16021	0	0	0	0	0	0	true	false	false	false																						http://www.fsbtnd.bank	
248633																																		0	1065	0	0	0	21500	true	50	0	0	0	1015	484	0	0	false	0	0	0	12500	9000	0	21500	0	0	0	0	0	0	true	false			850	0																	0	0			17	314	0	0	0	0	0	0	true	false	false	false																						www.firstjacksonbank.com	
248745																																		442	0	2500	0	442	5353	true	0	0	0	0	0	1030	1	442	false	0	0	2500	578	1986	289	0	0	0	0	0	0	0	true	false			12	0																	0	0			66	6728	0	0	0	0	0	0	true	false	false	false																						www.oostburgbank.com	
249416																																		0	0	0	0	0	0	true	0	0	0	0	0	196	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			0	0	0	0	0	0	0	0	false	false	false	false																						http://www.unb.bank	
249612																																		274072	58	0	274072	0	734	true	0	0	58	0	0	93808	4	0	true	0	0	0	0	0	0	0	0	0	0	734	0	734	true	false	0	0	5105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	true	false	false	false	true	1	465	7100	0																	www.applebank.com	
249658																																		54	0	0	0	54	0	true	0	0	0	0	0	0	0	54	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false			0	0																	0	0			162	8754	0	0	0	0	0	0	true	false	false	false																						www.rmbt.com	
250430																																		0	196	0	0	0	0	true	0	0	140	0	56	388	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false			0	0																	0	0			11	349	0	0	0	0	0	0	true	false	false	false																						WWW.FIRSTSTATEBANKSOUTH.COM	
250476																																		0	332	4000	0	0	4000	true	0	0	0	0	332	0	0	0	false	0	0	4000	0	0	0	0	0	0	0	0	0	0	true	false			0	0																	0	0	1	true	0	0	0	0	0	0	0	0	true	false	false	false						www.gnbank.net	GN Bank															www.gnbank.net	
250850																																		140	116	0	0	140	0	true	0	0	116	0	0	914	0	140	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false				0																	0	0			0	0	0	0	0	0	0	0	true	false	false	false																						www.bankalva.com	
251352																																		3644	315	0	2680	0	0	true	0	0	55	0	260	179	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			99	4041	0	0	0	0	0	0	true	false	false	false																						www.bcna.com	
251558																																		2191	258	1500	890	1301	2512	true	30	0	93	0	135	14850	3	1338	true	0	0	1500	0	1012	0	0	0	0	0	0	0	0	true	false			0	0																	0	0			122	21147	0	0	0	0	0	0	false	false	false	false																						www.fnbimk.com	
251745																																		0	10	0	0	0	0	true	10	0	0	0	0	2435	3	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true			0	0																	0	0			311	7097	0	0	0	0	0	0	true	false	false	true							FIRST NATIONAL BANK & TRUST															www.fnbea.com	
251857																																		0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			15	296	0	0	0	0	0	0	false	false	false	false																						ssbanking.com	
251978																																		0	1210	5000	0	0	5000	true	0	0	160	0	1050	1927	2	0	false	0	0	5000	0	0	0	0	0	0	0	0	0	0	true	false			0	0																	0	0	1	true	200	8280	0	0	0	0	0	0	false	false	false	false																						www.homelandfsbank.com	
252041																																		883	103	5648	518	0	19794	true	0	0	103	0	0	598	0	0	true	0	54	5648	5257	1735	7046	0	54	54	0	0	0	0	true	true			0	365																	0	0			288	26576	0	0	0	0	0	0	true	false	false	false						www.facebook.com/citystatebank																www.citystatebank.com	
252452																																		97	1060	0	97	0	0	true	0	0	1060	0	0	1056	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			12	1313	0	0	0	0	0	0	false	false	false	false																						mypfbank.com	
252658																																		0	472	7000	0	0	14000	true	472	0	0	0	0	145	0	0	false	0	0	7000	7000	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			53	5763	0	0	0	0	0	0	false	false	false	false																						http://www.cfbkc.com	
253356																																		326	0	0	0	0	0	true	0	0	0	0	0	838	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0		326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			529	66389	0	0	0	0	0	0	true	false	false	false	false																					http://www.moodybank.com	
253468																																		0	0	5000	0	0	16859	true	0	0	0	0	0	1088	1	0	false	0	1018	5000	8000	0	0	0	1018	1573	549	719	0	3859	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			616	235612	0	0	0	0	0	0	true	false	false	false																						http://www.rivercitybank.com	
253646																																		313	0	0	313	0	1500	true	0	0	0	0	0	940	1	0	false	0	0	0	1500	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			60	14120	0	0	0	0	0	0	true	false	false	false																						www.nsbbank.com	
253730																																		0	1412	0	0	0	0	true	0	522	126	0	764	618	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false			0	0																	0	0			4	14	0	0	0	0	0	0	false	false	false	false																						www.sweetwaterstbk.com	
253776																																		0	80	0	0	0	0	false	80	0	0	0	0	110	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	false	false	false	false																						www.firstsavannasavings.com	
254317																																		0	0	0	0	0	0	true	0	0	0	0	0	480	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false			127076	0																	0	0			144	15335	0	0	0	0	0	0	false	false	false	false						https://www.secure.bankofutica.com																http://www.bankofutica.com	
254504																																		0	79	5000	0	0	5000	true	0	0	0	0	79	711	1	0	false	0	0	5000	0	0	0	0	0	0	0	0	0	0	false	false			20058	0																	0	0			77	5260	0	0	0	0	0	0	false	false	false	false						www.ccblv.com																www.ccblv.com	
254849																																		0	0	0	0	0	48026	true	0	0	0	0	0	60	0	0	false	0	2188	0	0	0	0	0	2188	11014	30042	4782	0	48026	true	false			0	0																	0	0			67	2914	0	0	0	0	0	0	true	false	false	false																						www.firstindependence.com	
255350																																		0	394	0	0	0	5350	true	65	0	36	0	293	2236	1	0	false	0	0	0	750	1600	3000	3000	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	false	false	false	false																						http://www.msbir.com	
255547																																		0	0	550	0	0	3950	true	0	0	0	0	0	2133	2	0	false	0	0	550	1900	500	1000	0	0	0	0	0	0	0	false	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			64	3565	0	0	0	0	0	0	true	false	false	false																						www.banktrenton.com	
255556																																		0	0	0	0	0	17539	true	0	0	0	0	0	3672	2	0	false	0	0	0	0	5295	12244	0	0	0	0	0	0	0	true	true				0																	0	0			109	4128	0	0	0	0	0	0	true	false	false	false																						www.citizensbt.com	
255574																																		13784	34	28300	5786	7998	76000	true	0	0	0	0	34	1278	1	8277	false	0	0	28300	28500	14200	5000	0	0	0	0	0	0	0	true	false				0																	0	0	1	true	2022	131725	0	21878	0	0	0	0	true	false	false	false																						http://bankwithfidelity.com	
255659																																		38373	0	2292	36484	0	67161	true	0	0	0	0	0	24312	4	0	true	0	0	2292	1200	4699	58970	0	0	0	0	0	0	0	false	false	0	0		1889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			3297	320614	0	0	0	0	0	0	true	false	false	false		1	213	2965	0	www.NMPinnbank.com	Pinnacle Bank	www.WhyCommunityMatters.com	PinnBank	www.PinnbankAZ.com												www.bankofcolorado.com	
255873																																		0	0	4803	0	0	26933	true	0	0	0	0	0	1175	0	0	false	0	0	4803	1000	5552	15000	20000	0	0	0	578	0	0	true	false			0	0																	0	0			44	1322	0	0	0	0	0	0	true	false	false	false																						http://home-savings.com	
256049																																		0	0	0	0	0	2316	false	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	1112	1204	0	0	2316	false	false			0	0																	0	0			91	3370	0	0	0	0	0	0	false	false	false	false																							
256058																																		0	0	6000	0	0	16000	true	0	0	0	0	0	1300	0	0	false	0	0	6000	10000	0	0	0	0	0	0	0	0	0	false	false			0	0																	0	0			0	0	0	0	0	0	0	0	true	false	false	false						www.bankanbmrtg.com																www.bankanb.com	
256076																																		0	38	0	0	0	0	true	38	0	0	0	0	1024	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false				0																	0	0	1	true	13	132	0	0	0	0	0	0	false	false	false	false																						www.rgsla.com	
256179																																		0	0	0	0	0	0	true	0	0	0	0	0	142	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false				0																	0	0			28	2334	0	0	0	0	0	0	false	false	false	false																						uib.bank	
256553																																		11576	1400	8000	9118	1806	17000	true	0	0	250	600	550	6472	1	1806	true	0	0	8000	9000	0	0	0	0	0	0	0	0	0	false	false	0	0		652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			1351	118549	0	0	0	0	0	0	true	false	false	false		1	291	5357	0																	http://www.dacotahbank.com	
257233																																		5364	0	0	4259	0	0	true	0	0	0	0	0	7575	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false				1105																	0	0			6	3676	0	0	0	0	0	0	false	false	false	false																						www.firstbankal.com	
257345																																		0	30	0	0	0	0	true	0	0	0	0	30	772	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false			0	0																	0	0			165	4977	0	0	0	0	0	0	true	false	false	false																						www.pnbwi.com	
257578																																		6944	0	0	0	6944	37000	true	0	0	0	0	0	1534	1	7150	false	0	0	0	22000	0	15000	0	0	0	0	0	0	0	false	false				0																	0	0	1	true	15	381	0	0	0	0	0	0	false	false	false	false																						www.firstfederalbanking.com	
257653																																		0	0	0	0	0	0	true	0	0	0	0	0	199	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false			0	0																	0	0			5	123	0	0	0	0	0	0	false	false	false	false																						fmbankarnett.com	
257756																																		723	0	800	0	723	1560	true	0	0	0	0	0	187	0	723	false	0	0	800	760	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			182	10278	0	2310	0	0	0	0	true	false	false	false																						www.fmsbank.com	
258146																																		167	0	4250	167	0	4250	true	0	0	0	0	0	1990	2	0	true	0	0	4250	0	0	0	0	0	0	0	0	0	0	true	false			0	0																	0	0			48	564	0	0	0	0	0	0	true	false	false	false																						www.northadamsbank.com	
258306																																		120	0	0	0	120	0	true	0	0	0	0	0	5207	2	452	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false				0																	0	0			191	14245	0	0	0	0	0	0	true	true	false	false						www.milfordbank.bank		www.milford.bank		www.tmbfinancialsolutions.com		www.tmbfs.com										www.milfordbank.com	
258379																																		0	0	0	0	0	0	true	0	0	0	0	0	299	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false			0	0																	0	0			28	819	0	0	0	0	0	0	false	false	false	false																						www.taylorsvillesavings.com	
258445																																		6364	0	0	1184	5151	0	true	0	0	0	0	0	9040	1	5151	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false			0	29																	0	0			468	22129	0	0	0	0	0	0	true	false	false	false						www.marinebancorp.com																www.ibankmarine.com	
258539																																		0	0	0	0	0	865	true	0	0	0	0	0	0	0	0	false	0	0	0	0	0	865	0	0	0	0	0	0	0	true	false				0																	0	0			15	523	0	0	0	0	0	0	false	false	false	false																						www.statebankofcherry.com	
258771																																		87315	2269	302000	28493	53749	488209	true	0	0	1892	0	377	129	0	53749	true	0	136075	302000	0	0	0	0	136075	21690	14686	13758	0	186209	true	false	0	0	0	5073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3516			1773	276665	0	0	0	0	0	0	true	false	false	false		1	346	5861	0																	WWW.HOMESTREET.COM	
258874																																		0	0	0	0	0	0	true	0	0	0	0	0	1070	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	8	113	0	0	0	0	0	0	false	false	false	false																						www.worthingtonfederalsavings.com	
259059																																		0	0	0	0	0	1975	true	0	0	0	0	0	31	0	0	false	0	1975	0	0	0	0	0	1975	0	0	0	0	1975	true	false				0																	0	0			55	762	0	0	0	0	0	0	false	false	false	false																						www.fmbankfc.bank	
259330																																		8410	949	10000	7435	0	10000	true	698	0	28	0	223	444	0	0	false	0	0	10000	0	0	0	0	0	0	0	0	0	0	false	false	0	0	1135	975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			125	11927	0	0	0	0	0	0	false	false	false	false																						www.firstusbank.com	
259442																																		0	0	4000	0	0	12000	true	0	0	0	0	0	296	0	0	true	0	0	7000	0	5000	0	12000	0	0	0	0	0	0	true	false			0	0																	0	0			207	4895	0	0	0	0	0	0	true	false	false	false																						http://www.moundcitybank.com	
259956																																		0	238	0	0	0	0	true	0	0	0	0	238	1021	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false			0	0																	0	0			22	1023	0	0	0	0	0	0	false	false	false	false																						www.statesavingsbank.com	
260055																																		17631	1260	0	17631	0	0	true	0	0	0	0	1260	10018	6	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	126096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			3238	199174	0	0	0	0	0	0	true	false	false	false	true	1	656	13832	0																	http://www.alpinebank.com	
260831																																		0	0	0	0	0	0	true	0	0	0	0	0	1832	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			0	0	0	0	0	0	0	0	true	true	false	false							Million Pines Community Bank															https://tbos-mpcb.bank	
