"IDRSSD"	RCON5562	RCON5563	RCON5564	RCON5565	RCON5566	RCON5567	RCON5568	RCON5569	RCON5570	RCON5571	RCON5572	RCON5573	RCON5574	RCON5575	RCON5576	RCON5577	RCON5578	RCON5579	RCON5580	RCON5581	RCON5582	RCON5583	RCON5584	RCON5585	RCON5586	RCON5587	RCON5588	RCON5589	RCON6860	RCON6999	
8631			12	455	11	1655	10	4634	42	950	10	1020	7	1493			0	0	0	0	1	167	4	9	0	0	0	0	false	false	
9357			5	256	8	795	47	21631	209	4486	98	8621	126	24358															false	false	
9553			10	499	5	266	6	2294	77	1505	8	927	12	5608			25	1262	32	4299	30	6947	65	1479	35	6404	33	6890	false	false	
9807			10	542	29	3824	84	33552	134	4410	33	4691	24	8761															false	false	
9955			8	255	23	3116	42	23265	35	985	19	2557	10	2700			29	1088	15	2181	14	3037	29	594	6	771	3	698	false	false	
10250			17	793	50	5667	88	33384	507	16556	141	14720	70	20540			2	108	5	644	2	517	0	0	0	0	0	0	false	false	
10849			19	832	20	2564	38	17676	80	2272	12	1503	13	3932			17	874	11	1433	5	802	21	472	4	343	3	437	false	false	
11145			79	3181	92	12717	87	30061	124	2702	18	1902	15	3323			1	95	4	526	1	358	1	15	0	0	0	0	false	false	
11640			35	1374	24	2690	25	8016	273	6887	36	4005	22	6209			10	384	10	788	9	2448	58	1882	22	2107	29	5878	false	false	
11837			10	513	9	1089	14	4918	23	480	4	510	1	408			7	344	5	632	1	437	2	35	0	0	0	0	false	false	
12030			280	8800	131	16717	96	37794	718	12390	45	5243	24	7623			83	2610	31	3560	24	6897	64	1259	7	923	0	0	false	false	
12142			49	1902	36	4900	26	9160	92	1917	22	1941	25	7721			4	162	3	380	2	655	10	279	6	412	6	381	false	false	
12311			1641	67081	3142	357255	4915	1775736	45583	1263488	18162	1794213	13291	3399891			454	27114	477	58202	120	30872	1058	30252	382	40100	122	28599			
12647			35	1506	37	4701	41	15891	90	1843	16	1409	14	3494			25	891	19	2475	12	3386	31	661	10	815	7	712	false	false	
12656	10	29													16	30													true	true	
12946			157	6170	153	18066	180	62575	1851	41221	395	38179	192	61537			155	5462	76	9017	35	9771	218	4153	19	2067	9	2194	false	false	
13103			53	2284	192	22856	383	123470	346	10069	171	17809	151	45988															false	false	
13251			15	784	23	2682	13	5121	74	2019	12	1252	1	216			5	138	3	365	1	90	22	453	8	970	4	688	false	false	
13457			4	142	1	70	0	0	17	490	4	544	0	0			5	235	4	327	5	1169	38	910	10	985	5	1055	false	false	
14155			30	1134	44	5639	34	13626	222	5923	34	4597	15	4245			90	3961	88	12026	38	10322	435	11671	68	9278	25	6829	false	false	
14650			13	496	6	540	0	0	148	5074	19	2136	8	3856	2	58													true	false	
14753	8	79															11	409	10	1477	7	1881	196	4726	24	2552	11	2988	false	true	
14865			61	2963	79	10007	76	28059	361	7195	147	13364	103	24607			55	2778	109	15524	79	23990	395	10010	165	14722	116	23082	false	false	
14977			3	56	2	209	2	900	90	2357	7	837	1	291			10	445	18	2384	7	2019	76	2148	24	2438	9	1599	false	false	
16551			54	2268	44	6520	43	21458	192	4863	22	3661	12	5221			29	1202	22	1017	2	561	45	1041	4	615	2	734	false	false	
17110			0	0	0	0	0	0	2	69	2	280	6	1111															false	false	
17147			489	19326	716	84991	1159	462669	4577	85073	1024	89239	1177	298002			194	6381	271	30987	173	47411	335	8176	148	12372	86	15830	false	false	
17259			12	558	2	260	8	406	28	1901	11	1135	5	1134	61	54													true	false	
17950			85	3517	107	13586	101	39372	330	7342	35	3560	37	12388			53	2414	81	10482	67	18696	346	7435	75	7561	31	7752	false	false	
17978			14	452	23	2138	14	4454	0	0	0	0	0	0			2	54	3	369	1	291	2	7	0	0	0	0	false	false	
18050			25	921	56	6809	74	33143	273	5578	34	3258	15	4306			57	2635	109	14017	25	7566	99	1145	13	1274	2	369	false	false	
18827			120	4096	170	19873	227	86526	624	10293	108	10201	153	32329			0	0	1	14	1	242	0	0	0	0	0	0	false	false	
18836			27	1125	26	2715	18	5037	62	1216	9	623	4	2372			5	125	9	865	15	3447	9	170	3	526	0	0	false	false	
18854			21	781	38	4977	69	30136	319	7539	92	12619	102	57126			20	837	40	4530	23	6916	183	5135	45	5938	30	6439	false	false	
19356			26	1086	14	2233	14	6265	67	1943	19	2517	10	3598			5	246	5	986	1	388	10	161	2	330	1	265	false	false	
19936			75	3573	69	8344	38	14015	69	2668	7	681	8	3573			40	2305	22	3130	17	5387	107	6726	13	2680	9	2758	false	false	
19972			0	0	0	0	0	0	0	0	2	166	0	0			0	0	1	51	0	0	0	0	0	0	0	0	false	false	
20053			46	1850	33	3972	31	12593	68	1609	15	1181	21	5314			20	962	25	2824	20	5269	71	1467	16	1233	3	557	false	false	
20633			24	1513	24	3180	38	14319	48	1400	20	1380	9	3672			2	60	2	325	3	883	1	75	1	124	0	0	false	false	
20857			43	1686	27	2805	31	8354	65	1399	20	1803	25	4948			40	1269	50	4759	56	12531	60	1330	32	1584	37	7622	false	false	
21256			1	39	0	0	1	327	7	178	1	18	2	445	1	7													true	false	
21359			8	274	6	684	8	2974	114	3120	11	972	3	1141			32	1264	17	2261	8	2045	89	2430	21	2318	13	2996	false	false	
21658			77	3256	44	5084	23	8014	118	2481	6	531	1	265			66	2361	58	7438	45	9776	129	2095	18	1584	13	2938	false	false	
22048			46	1668	43	5722	37	10699	472	10091	68	6166	42	11496			1	27	3	26	0	0	3	0	1	0	0	0	false	false	
22543			81	3475	141	15670	165	71991	234	5423	45	3217	42	11581			3	196	4	541	0	0	4	208	0	0	7	2256	false	false	
22552			37	1154	28	3721	8	3225	147	2729	20	1839	17	2949			19	737	58	7824	18	4432	179	4048	55	5061	24	5081	false	false	
22730			23	659	6	609	23	10533	91	2755	16	1415	5	1069	1	0													true	false	
23456			128	5403	98	11640	49	17248	405	7431	20	1566	12	3399			57	2523	60	8115	23	8154	191	3788	33	2801	10	2680	false	false	
23504			9	2460	66	8824	548	259947	1933	60305	473	46831	514	162148			0	0	0	0	1	418	0	0	0	0	0	0	false	false	
23643			26	858	26	2552	28	10855	315	8145	91	9701	25	8094			23	942	11	1405	10	2889	27	859	2	187	1	239	false	false	
23755			18	827	35	5430	56	20884	134	3797	32	3669	19	6489			0	0	1	109	1	368	0	0	0	0	0	0	false	false	
24006			7	279	54	6590	228	92942	232	5076	100	7564	114	32544															false	false	
24378			10	415	2	172	3	1488	46	2448	18	2407	0	0															false	false	
24659			42	1378	19	2458	17	6154	137	3681	23	2977	13	4130			29	1274	15	1899	14	4204	58	1587	16	1561	11	2190	false	false	
24668			10	543	52	6406	104	45420	265	7345	185	20224	254	83443			17	461	7	711	4	1046	6	102	0	0	0	0	false	false	
24949			28	1470	37	5024	69	27301	66	1096	18	1144	18	3260			3	42	3	266	1	292	0	0	0	0	0	0	false	false	
25357			115	4165	65	8573	60	23203	361	7067	33	3476	12	4757			123	4671	105	13820	47	14070	569	11967	164	17782	65	17141	false	false	
25647			16	1018	57	8967	97	42203	341	11998	112	16372	37	15644	78	0													true	false	
26457			9	198	3	353	2	254	21	548	8	767	3	624			27	555	28	3021	16	2915	40	799	3	150	2	269	false	false	
26765			25	1149	124	14812	302	135115	394	14572	200	23816	238	86149			2	94	3	325	8	1738	6	124	2	121	2	400	false	false	
27070			21	934	44	5538	62	22633	99	2424	21	2308	33	7484			3	103	12	1666	3	863	4	95	1	227	0	0	false	false	
27548			68	3235	127	15091	168	64568	412	10441	215	16666	205	54937			2	24	9	950	1	273	0	0	0	0	0	0	false	false	
27614			21	606	36	3913	28	8348	83	1521	13	1037	9	1561			2	60	3	308	1	277	0	0	0	0	0	0	false	false	
27847			139	5146	100	12861	82	29089	951	18047	58	6147	22	6011			355	12869	145	18877	96	27753	452	8522	15	1620	5	1134	false	false	
28013			14	630	98	12196	280	108180	306	9931	257	25725	92	23226															false	false	
28152			29	961	21	2775	18	5219	191	3907	31	3833	13	4720			24	1077	68	8108	23	6306	146	3053	30	3481	22	6447	false	false	
28675			52	2071	23	2883	15	3491	70	1334	7	483	10	1692			43	1654	27	3458	12	4047	41	894	8	555	1	319	false	false	
28732			12	712	15	2039	13	3923	145	2925	21	854	11	3494			7	387	6	846	2	293	11	173	3	302	0	0	false	false	
29476			46	753	24	1596	13	2151	522	1264	43	1747	16	563			34	721	71	3526	27	2751	94	595	40	1029	28	1918	false	false	
29636			96	3912	91	10804	110	45183	778	12188	53	5595	43	12716	233	30													true	false	
29878			17	375	71	7861	473	197498	0	0	0	0	0	0															false	false	
30052			11	381	16	2351	17	6904	13	220	3	235	1	143			0	0	1	24	1	264	0	0	0	0	0	0	false	false	
30502			17	616	57	7596	102	37979	265	4489	51	4406	33	10880															false	false	
30650			0	0	19	2309	16	5920	78	362	25	1152	21	1801															false	false	
30810			0	0	0	0	0	0	78445	162697	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0			
31134			13	494	21	2911	16	4820	150	3544	14	1425	10	2852			17	688	16	1815	5	1534	18	782	1	107	5	1341	false	false	
31255			3	101	14	1790	44	22972	56	1783	43	3906	47	11091			0	0	0	0	1	441	0	0	0	0	0	0	false	false	
31657			7	401	15	1640	11	2425	123	2569	24	2356	8	2428			29	936	26	3312	14	4345	70	1675	11	1230	4	820	false	false	
31826			216	9181	108	13901	97	36325	331	6963	27	3846	19	7164			45	1895	8	672	1	263	81	1312	2	211	2	254	false	false	
31835			19	609	4	637	1	111	127	3619	18	2393	7	2920			9	328	8	820	10	2760	100	2188	23	1834	33	6885	false	false	
32234			17	556	25	2394	18	4890	40	910	17	1774	6	2123			29	828	22	2463	30	5896	37	559	8	841	2	470	false	false	
32766			4	294	20	2462	11	4291	33	750	18	2477	9	3907															false	false	
32971			41	1749	36	4482	40	17006	96	2306	32	2489	14	4292			6	192	8	1044	5	1071	2	59	2	221	4	545	false	false	
33147			79	3168	48	6455	25	9841	163	4551	46	5791	34	12017			22	1144	22	2908	19	6401	25	837	19	2305	13	3631	false	false	
33259			66	2531	84	9680	191	74885	253	6257	115	10224	129	28059			2	83	4	659	1	237	0	0	0	0	0	0	false	false	
33268			13	525	23	2491	27	10326	81	1484	11	1013	5	1285			17	714	11	1326	6	1564	100	1666	20	2424	7	1821	false	false	
33370			0	0	4	435	1	216	0	0	0	0	0	0															false	false	
33839			5	266	1	113	1	453	49	1637	8	1028	2	437			4	171	4	508	4	1083	44	3394	2	165	2	506	false	false	
33857			44	1664	53	8105	105	43395	461	10618	114	11166	124	36708			106	3773	104	12940	105	28278	461	6100	114	7274	73	8946	false	false	
34434			51	2081	58	7778	56	18157	367	8466	49	5786	26	7641			65	2236	15	1818	9	2388	11	399	11	1443	2	234	false	false	
34537			84	4469	526	75088	1478	648303	2780	145027	1145	108028	927	242804			0	0	1	183	4	959	6	183	2	165	0	0	false	false	
34555			52	1766	26	2753	24	7457	149	2946	25	2543	17	4930			81	2103	75	8763	32	8575	153	2809	46	4544	23	4803	false	false	
34742			37	1810	44	6181	48	18716	172	3845	19	2332	18	4882			47	1708	36	4797	24	8220	85	1492	5	511	0	0	false	false	
35057			96	3213	58	6444	31	10486	103	1899	26	2428	9	2008			80	3590	61	7392	43	11382	149	3175	22	2255	8	1343	false	false	
35301			0	0	0	0	0	0	0	0	0	0	1	1000			0	0	0	0	0	0	0	0	0	0	0	0			
35570			15	446	103	13624	510	238215	680	14395	235	19812	403	123053			1	0	0	0	0	0	0	0	0	0	1	242	false	false	
35646			46	2158	17	2578	10	4345	98	3333	9	1267	5	1590			6	344	7	989	2	655	29	1039	1	126	2	718	false	false	
35879			9	215	5	602	3	1089	33	1695	23	3254	1	244			1	54	0	0	0	0	16	327	0	0	0	0	false	false	
36456			13	329	8	717	0	0	85	2398	25	2289	10	3077			23	1039	25	2415	19	4782	139	2844	44	4828	37	8330	false	false	
36933			67	3170	50	7210	43	20612	1205	20612	52	5522	19	6157			25	918	11	1198	6	1925	34	756	10	1198	4	1090	false	false	
37051			15	482	14	2220	15	6067	58	1254	13	1024	16	6527			18	783	31	4160	18	5281	68	1742	30	3676	14	3576	false	false	
37341			27	1105	13	1794	14	6665	115	2743	10	1245	4	1132			11	478	9	1223	9	3335	75	1598	12	1389	6	1720	false	false	
37435			185	6819	210	24852	206	66478	1298	25867	169	17709	62	14320			24	930	10	1079	11	2647	2	80	1	59	0	0	false	false	
37640			357	15512	469	58880	538	204659	1477	43220	435	47901	363	138101			402	19964	355	43495	240	68126	318	10061	83	13085	61	18042	false	false	
37659			11	374	8	991	7	2426	80	1825	19	1871	12	4429			10	363	9	1330	1	225	125	2032	6	706	1	158	false	false	
37949			22	891	8	470	15	4720	102	3475	30	3325	16	5546			11	432	14	1931	6	1186	32	618	14	1090	13	2530	false	false	
38740			36	1510	50	7300	57	21548	166	3478	33	3156	17	4058			6	275	5	534	3	603	1	9	0	0	0	0	false	false	
39327			50	1517	87	10323	125	49623	225	4540	67	8325	37	9602			4	140	6	778	5	1422	2	14	1	90	0	0	false	false	
39756			95	1754	57	7907	101	44892	1202	12182	140	12519	170	51664			46	1490	57	9030	26	7055	643	8697	83	6995	53	9740	false	false	
40033			8	219	5	350	2	423	22	461	11	1254	12	3404			10	181	1	28	0	0	0	0	0	0	0	0	false	false	
40499			29	1697	150	19527	286	108482	739	13426	216	17063	247	61266			0	0	0	0	1	149	1	30	0	0	0	0	false	false	
40855			29	1264	20	1999	23	9005	229	6565	34	3723	17	4907			27	1430	41	5367	34	9156	170	4130	20	2083	8	2094	false	false	
41553			5	92	6	803	4	2442	12	122	4	409	1	358			7	255	5	625	2	629	99	1629	9	998	8	1210	false	false	
41629			9	381	16	2085	56	22391	103	2795	53	6115	10	2636			1	10	3	399	6	1837	13	322	0	0	0	0	false	false	
41825			7	428	31	4519	80	34528	181	8034	101	10132	150	42340			4	227	8	1253	12	3613	0	0	0	0	1	260	false	false	
41955			0	0	1	50	0	0	6	309	1	92	0	0			0	0	3	244	3	1291	85	2854	10	1176	11	4975	false	false	
42037			165	4618	33	3703	15	5500	164	3741	16	2267	5	1817			63	2104	11	1693	1	294	17	928	8	1194	0	0	false	false	
42354			43	1845	15	2034	16	7869	179	3302	18	2465	19	6858			15	649	15	2352	1	434	70	1137	11	825	2	174	false	false	
42372			25	1506	34	5527	28	12681	32	604	10	942	4	1370															false	false	
42420			341	11352	485	50374	601	208904	6895	67866	480	40105	478	103224			7	183	10	918	2	523	18	393	1	59	1	351	false	false	
42448			128	5138	161	20272	188	69087	1001	22776	133	14132	99	30353			118	4856	96	12419	62	17306	319	7085	56	7293	67	13551	false	false	
42457			1	63	0	0	5	3161	17	485	8	1325	19	10017			5	223	3	489	3	521	49	1318	23	1939	4	1345	false	false	
43052			22	442	28	2171	32	8754	49	447	11	962	18	4729			1	16	0	0	1	313	5	110	0	0	0	0	false	false	
43351			58	2134	28	3621	14	5886	459	10392	52	6132	29	9383			65	2403	50	6768	39	10863	328	7950	66	7145	24	5710	false	false	
43856			13	182	7	791	5	1507	15	299	2	374	5	846															false	false	
43959			19	856	22	3258	35	11005	130	3742	23	2115	10	2898			0	0	1	157	2	800	2	62	2	58	0	0	false	false	
44040			60	2390	40	4952	23	6189	154	3358	20	1564	13	3320			133	5370	120	15418	77	22371	195	4480	64	5861	40	7551	false	false	
44433			0	0	14	2366	38	18440	13	381	18	3116	9	3105			0	0	0	0	1	356	0	0	0	0	0	0	false	false	
44741			95	4311	138	17305	103	36280	80	1697	44	4422	16	4223			1	13	5	733	2	163	0	0	0	0	0	0	false	false	
44750			36	1438	22	2561	32	11096	72	2085	16	1955	8	2771			6	212	9	1027	17	7165	5	57	0	0	0	0	false	false	
44929			22	836	32	3926	28	9324	59	1529	5	789	9	2122			2	120	5	562	4	1379	3	71	2	198	1	335	false	false	
45038			9	456	5	433	10	4234	50	1312	26	2899	29	5193			10	492	14	1554	9	2047	20	305	8	582	3	938	false	false	
45047			122	4588	69	8241	23	5890	239	5200	25	2458	4	740			171	6017	72	9143	35	8649	314	5426	17	1831	3	1074	false	false	
45056			1	68	4	681	6	2638	57	1406	15	1658	12	2094			8	398	10	1048	8	2407	112	4034	64	7564	24	3906	false	false	
45430			6	110	11	1585	6	1697	91	3247	5	412	0	0			4	184	2	122	2	347	3	39	0	0	0	0	false	false	
45458			19	690	16	2178	20	7569	110	2714	28	3169	9	2180			55	1265	50	6728	19	4743	148	3296	40	4321	11	3063	false	false	
45551			61	2531	79	9942	89	31755	5368	126060	759	70875	128	31675			115	2916	221	19604	263	79758	538	12028	217	16715	228	52787	false	false	
45560			15	886	90	11831	218	83035	387	10618	146	14054	132	30338			1	59	3	434	7	2290	1	53	1	25	0	0	false	false	
45775			33	1283	72	8834	58	17351	13	390	2	219	1	1															false	false	
46053			30	1582	46	6742	47	19429	191	5964	44	5266	21	4837			16	956	14	1695	18	4895	82	2459	10	1014	3	1037	false	false	
46941			56	1974	32	3630	35	13056	71	1004	3	276	2	789			52	1927	49	5155	23	6819	51	635	4	332	0	0	false	false	
47247			32	1299	70	7036	107	38472	292	6238	75	6683	60	16438			15	686	15	2077	11	3269	24	513	7	912	7	1304	false	false	
47256			10	380	10	1196	11	3796	27	804	5	634	3	799			9	359	3	333	0	0	4	58	1	116	2	972	false	false	
47452			10	283	16	2237	9	3514	35	1293	0	0	2	576			50	1306	4	357	2	662	2	66	2	118	2	396	false	false	
47500			26	1154	49	6476	63	21316	147	2051	40	4663	26	5607			0	0	0	0	2	566	0	0	0	0	0	0	false	false	
48057			7	288	5	506	7	3247	70	1514	2	136	4	2105			29	1272	29	3665	16	4827	128	3070	22	2580	13	2686	false	false	
48150			3	115	6	233	3	400	34	947	3	279	1	246			24	1151	23	2603	14	3911	20	882	10	978	5	1368	false	false	
48374			142	4529	84	10536	81	29991	646	14866	168	18290	140	43888			905	30257	542	55516	266	64705	148	2798	34	3134	30	5333	false	false	
48440			47	1855	47	7150	41	16264	144	3544	16	1366	13	3751			12	392	25	3483	9	2293	61	1176	8	822	2	273	false	false	
49054			2	31	3	600	9	4052	3	45	5	374	8	3128			4	198	5	939	0	0	6	115	4	344	4	1429	false	false	
49148			24	765	6	746	2	881	48	978	15	1141	3	1408			25	925	20	2594	17	4642	59	1351	12	1110	2	363	false	false	
49241			82	3047	62	7358	115	47924	454	9723	95	9294	60	16713			62	2775	38	3889	23	6018	145	3808	37	3998	43	7999	false	false	
49652			12	328	5	507	5	2465	31	642	8	844	8	3476			7	213	8	992	7	1980	27	794	20	2481	4	621	false	false	
49858			6	293	24	2810	18	6282	60	1851	12	1233	9	3345			1	49	3	310	1	1	0	0	0	0	0	0	false	false	
49951			10	491	6	589	7	1984	75	1155	16	1391	13	4180			42	1820	39	4566	22	5331	102	2438	29	2799	15	2920	false	false	
50144			15	371	10	1137	6	1923	42	771	6	549	0	0			4	186	8	886	2	664	14	193	1	200	2	610	false	false	
50461			0	0	11	1611	25	10403	3	273	3	335	7	616			0	0	0	0	0	0	0	0	0	0	1	100	false	false	
51253			64	2463	53	6502	58	21436	335	6011	24	2657	24	7087			13	469	15	1776	6	1379	23	424	0	0	0	0	false	false	
51356	6	62													0	21													true	true	
51459			27	1084	24	2078	24	7958	270	6017	35	3184	11	2678			31	1386	42	4856	32	8759	175	4600	26	2950	32	7747	false	false	
51842			11	376	14	1500	18	9086	76	2173	24	2406	18	7597			24	876	49	3419	60	9280	146	4421	51	5493	20	5024	false	false	
52719																													false	false	
52951			27	1073	15	1685	18	7559	413	9841	61	7018	36	13211			82	3523	49	6504	27	7397	372	8503	64	5868	13	3511	false	false	
53051			14	470	7	985	4	2668	263	9417	50	6572	20	8943			14	332	4	504	3	615	116	1513	4	385	1	0	false	false	
54058			59	2286	43	4993	24	9229	220	3619	18	1446	10	1723			51	2158	73	9354	48	12655	157	3192	58	5856	37	6703	false	false	
54656			126	3353	39	4130	23	7901	326	6465	46	5543	53	13756			94	3497	93	12312	15	4527	424	6063	25	2634	10	2085	false	false	
54973			1	19	11	1552	68	32902	1575	36899	134	16768	122	44383	0	5													true	false	
55336			19	754	56	7196	119	45960	111	3515	31	3111	34	15079															false	false	
55635			11	606	19	3426	46	20951	43	2143	29	4132	12	7526															false	false	
55653			8	290	8	933	14	5257	80	1728	11	1348	12	2894			0	0	1	92	0	0	0	0	0	0	0	0	false	false	
55970			14	518	65	7748	142	61699	33	1012	14	914	13	2340															false	false	
56258			23	1236	50	6500	42	14991	65	2020	34	3901	29	10128			9	392	13	1542	18	5780	93	3847	32	3867	16	4533	false	false	
56351			175	7973	264	33564	283	119225	2397	57454	338	32253	227	62259			155	6312	70	8911	20	5906	479	8890	26	2631	6	1202	false	false	
56548			12	438	29	3464	54	21767	20	207	8	469	3	500			8	278	12	1536	17	4369	30	513	9	518	7	1278	false	false	
56717			55	2617	138	16934	166	59674	622	12880	174	16990	138	40846			6	206	7	666	3	853	21	360	4	277	0	0	false	false	
57040	41	202															37	2376	107	14696	78	25754	307	6354	39	5170	12	2870	false	true	
57451			44	4245	49	5832	50	20035	149	4017	34	3901	25	8622			10	431	21	2313	2	509	59	1671	15	1859	2	425	false	false	
58225			37	1356	43	5407	53	20545	365	8182	35	3880	12	2781			77	2148	15	1615	1	200	76	606	1	228	0	0	false	false	
58243			112	5273	250	35152	355	156636	333	9456	188	20263	264	81982			3	61	6	606	4	1213	0	0	1	109	0	0	false	false	
58355			10	518	17	2600	19	5754	95	2184	13	1219	6	1976			1	13	3	263	1	274	5	175	1	197	4	864	false	false	
58551			60	2245	31	4271	14	7381	526	10816	37	3558	12	2505			53	2391	50	6884	25	6870	556	11178	53	5594	18	3878	false	false	
58636			29	1406	76	9457	64	21776	785	14470	41	4468	13	3727			236	9499	49	6080	12	3452	8	188	0	0	1	400	false	false	
58757			49	2352	49	6941	56	22307	185	3674	54	5424	62	16891			15	707	35	4488	26	6889	81	2032	32	2622	24	5169	false	false	
58971			82	3275	238	30138	580	253564	4792	60468	626	55217	798	206505			6	241	35	2177	51	4235	117	2302	56	3630	63	13272	false	false	
