"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONMT87	RCONMT88	RCONMT89	RCONMT90	RCONMT91	RCONMT92	RCONMT93	RCONMT94	RCONMT95	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
702966	0	85	2012	14179	0	50643	0	0	0	0	0	0	0	1466	0	0	0	48546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0		0		0	false							
703039	5205	0	9530	18937	0	33928	0	0	10216	0	73396	0	339	9193	19292	1332	1172	24398	73057	0	0	0	10216	0	7517	16311	29550	708	23828	4323	3555	4895	0	34793	12773	0	0	7878	16722	0		0		0		0		0	true							
703552	41419	0	85258	732544	0	766138	0	0	76817	0	1386423	0	96587	164571	7585	1253190	146253	680830	1286848	50	2988	2085	76817	76817	7076	23137	5671	497	30213	13047	34991	4380	3015	28796	55433	76817	0	48038	0	66934		0		0		0		66934	true	14675	8513	258808	897796	36435	4984	
703767	879588	0	20945	601526	0	665790	0	0	0	0	1481067	0	120240	125084	24672	511448	10603	642483	1360089	2362	738	2916	0	0	33031	29136	6910	1323	61919	8694	8834	1831	272	45728	19631	19105	0	17528	0	0		0		0		0		0	true	9735	28898	231199	200974	508864	337942	
705378	28349	0	3325	39434	0	45736	0	0	5000	0	61810	0	10120	8668	5258	8718	1424	42411	51690	0	0	0	5000	5000	2399	5523	3673	486	7922	2510	8664	613	875	6823	12662	0	0	11174	0	0		0		0		0		0	true							
705556	32056	0	10348	59581	0	104974	0	0	0	0	152456	0	5341	12712	30299	66309	10552	94626	147115	0	0	2674	0	0	6849	15555	22046	4104	22336	1067	1093	3104	274	18255	5538	0	0	2160	0	0		0		0		0		0	false							
706030	6848	0	1854	73939	0	73939	0	0	3200	0	101220	0	3622	5225	8500	51612	3459	72085	94383	0	3215	2283	3200	0	8927	19095	3145	153	28022	2057	3372	6010	0	22820	11439	2093	0	5429	3215	0		0		0		0		0	true							
706058	31112	0	9699	23082	0	53150	0	0	10685	0	57296	0	8292	14397	15295	0	4059	43451	44878	0	4126	1935	10685	5896	4193	10288	7683	525	14481	1820	317	311	1048	7394	3495	67	0	2137	248	0		0		0		0		0	true							
706236	20519	0	1119	22578	0	25787	0	0	18262	0	79190	0	228	23	34322	316	7829	24668	78962	0	0	4219	18262	4281	4562	18533	22790	8252	23095	561	2363	1294	0	19815	4218	0	0	2924	0	0		0		0		0		0	true							
706254	46549	0	24418	83986	0	142314	0	0	0	0	150248	0	23144	40907	31096	13963	8504	117896	127104	0	0	3590	0	0	18160	33850	5838	0	52010	16997	14166	724	0	26752	31887	0	0	31163	0	0		0		0		0		0	true							
706450	5897	0	1799	11288	0	14939	0	0	0	0	16876	90	1120	1467	2559	6310	420	13140	15666	0	0	138	0	0	1401	2102	470	51	3503	329	314	0	0	1467	643	0	0	643	0	0		0		0		0		0	true							
706656	24714	0	5070	31216	0	84562	0	0	0	0	90112	0	6129	7149	14520	38163	4833	79492	83983	0	0	1796	0	0	5128	10248	6466	2855	15376	1098	883	0	557	10177	2538	0	0	1981	1490	0		0		0		0		0	true							
707354	1876050	0	172031	174637	0	351290	0	0	243	0	3038680	0	447533	306318	238199	712388	71274	179222	2591147	37	0	21372	243	243	65851	188549	84356	13148	250108	36953	36449	11910	13026	113705	98338	0	0	72634	0	0		0		0		0		0	true	0	0	75873	636515	940490	935560	
708379	70437	0	22176	81092	0	82355	0	0	0	0	145087	0	5671	25538	34377	2243	19682	60179	139416	0	0	8867	0	0	8674	26805	19033	6690	35479	3161	6177	1318	549	26825	11205	0	0	9338	0	0		0		0		0		0	true							
709143	283574	0	7548	17927	0	39425	0	0	9971	0	464899	0	39240	30518	51431	86375	10118	31876	425659	1	0	2727	9971	9971	17794	36625	18238	2357	48727	2765	13717	3454	0	23583	19936	12952	0	16482	1244	0		0		23290		0		23290	true							
709451	15572	0	11090	22692	0	61058	0	0	0	0	85036	0	3725	14815	11096	37517	4046	49968	81311	0	0	1222	0	0	2730	6010	6792	2494	8653	6958	3631	1307	2026	6930	13922	0	0	10589	0	0		0		0		0		0	false							
709554	43153	0	8487	145281	0	169489	0	0	0	0	75796	0	4366	11604	5461	7930	2202	161002	71430	0	0	1310	0	0	2549	3718	2090	2879	6267	1954	7254	3513	756	5776	13477	0	0	9208	0	0		0		0		0		0	false							
709602	182752	0	531127	288059	0	935400	0	0	0	0	1079360	48	500073	0	75211	736806	28710	404273	579239	0	0	10084	0	0	40867	71798	7356	896	112665	14143	23304	1438	0	45706	38885	0	0	37447	0	0		0		0		0		0	true	90011	120571	176280	65223	174747	7802	
709639	68691	107	38254	89796	0	214727	0	0	0	0	301956	0	15146	53400	54575	56076	42263	176366	286810	0	0	25001	0	0	21994	49959	44456	17615	71953	6327	11386	20907	4545	79449	43166	0	0	17713	0	0		0		7666		0		7666	true							
709956	8111	0	1371	26824	0	30901	0	0	1000	0	54980	0	6536	6166	6049	16369	0	29530	48444	0	0	0	0	0	4422	9766	3221	320	14188	3053	3409	6012	298	11680	12771	0	1000	6462	2235	0		0		0		0		0	false							
710176	18391	0	9141	111592	0	111592	0	0	0	0	218865	0	10302	17499	22850	148777	11887	102451	208563	0	0	5572	0	0	6812	11272	14674	5404	18083	6172	5239	2124	0	15311	13535	7454	0	11411	0	0		0		0		0		0	false							
710859	42867	0	11603	111465	0	154097	0	0	14228	0	234019	0	24312	35915	25351	94837	5671	142494	209259	0	448	1978	0	0	20740	32468	15851	1193	51986	7139	6084	12839	0	44901	26062	14228	0	12876	0	0		0		0		0		0	true							
711472	536011	0	474664	840670	0	1131060	0	0	0	0	853232	0	60753	535417	9331	56	3454	656396	792479	0	0	646	0	0	10309	5218	1499	1021	15527	295874	2951	293	0	8716	299118	0	0	298825	0	0		0		0		0		0	true	110667	26330	56	0	356145	179866	
711520	19369	2	5185	33908	0	44984	0	0	0	0	38998	0	3702	5878	9614	871	4324	39797	35296	0	0	1840	0	0	1692	5723	4954	2360	7411	0	1874	1465	690	5115	4029	0	0	1874	0	0		0		0		0		0	true							
711548	77932	0	2887	24757	0	29444	0	0	0	0	364501	0	43435	0	13003	256677	5166	26557	321066	0	0	1108	0	0	2729	8577	8424	1841	11306	805	5170	1949	396	8568	8321	0	0	5975	0	0		0		0		0		0	true							
711753	6618	0	2229	34076	0	40177	0	0	0	0	34675	0	4776	5098	5102	20577	2110	37948	29899	0	0	867	0	0	2509	3115	1607	248	5624	0	0	0	0	2377	0	0	0	0	0	0		0		0		0		0	true							
711801	333398	0	2344	30181	0	44033	0	0	1000	0	590907	0	20330	0	55863	104475	24716	41689	570577	0	0	7706	1000	1000	26102	56176	11101	2127	82278	25779	27301	2265	2183	39643	57528	0	0	53079	0	0		0		0		0		0	true							
712059	177040	0	22789	64889	0	320050	0	0	999	0	344406	0	24808	7879	24439	117277	4767	297013	313396	248	6202	139	999	0	7352	18522	16027	3544	25873	800	1740	2103	0	21007	4643	66397	0	2539	3971	0		0		52105		0		52105	true							
712648	10715	0	3145	21512	0	60190	0	0	39088	0	78529	0	8510	1486	23613	5565	0	57045	69989	0	30	0	39088	28624	17090	27513	6047	8180	44603	1753	1666	0	0	35217	3419	0	0	3419	6222	0		0		0		0		0	true							
712956	71763	0	28594	85375	0	127012	0	0	0	0	94277	0	5082	27768	5941	12842	1563	97769	89195	649	0	263	0	0	2906	5172	1262	333	8078	0	0	0	0	3733	0	0	0	0	0	0		0		0		0		0	false							
713047	13703	0	3049	10965	0	17260	0	0	0	0	27281	0	2999	4665	4285	4979	2344	14211	24282	0	0	175	0	0	1984	2547	1890	236	3622	347	1295	300	0	2372	1942	0	0	1295	0	0		0		0		0		0	false							
713252	18025	0	2583	30866	0	46622	0	0	0	0	81004	0	2861	4338	15714	26102	3199	44039	77396	0	747	1543	0	0	5331	14216	7091	3848	19546	456	2466	1842	1627	14772	6391	0	0	2922	0	0		0		0		0		0	true							
713476	66814	0	154	124676	0	162149	0	0	0	0	242230	0	568	0	42424	94824	12921	161995	241662	0	0	4366	0	0	13322	53978	2903	350	67300	2678	7362	0	0	28129	10040	0	0	10040	0	0		0		0		0		0	true							
713926	142636	0	6621	95437	0	208752	0	0	19508	0	883237	0	12170	6932	72337	616744	24097	202131	871067	0	0	5744	10718	497	13848	27365	57349	13179	40131	0	3206	7120	1790	39404	12116	95204	2332	3206	0	0		0		80278		0		0	true							
714165	14761	0	13948	34090	0	50378	0	0	0	0	28972	0	2043	13948	3443	8575	1079	36430	26929	0	0	338	0	0	1142	4140	354	0	5282	0	0	0	0	2193	0	0	0	0	0	0		0		0		0		0	false							
714437	28836	0	19336	20914	0	70972	0	0	0	0	57370	0	4675	19687	11564	429	0	51636	52686	0	9	0	0	0	2419	8480	9211	1901	10899	688	1100	4306	0	10447	6094	2734	0	1788	0	0		0		0		0		0	true							
714839	18770	36	36429	65614	0	123719	0	0	0	0	70468	0	8074	38612	14427	19824	3509	86960	62142	294	252	1509	0	0	5479	9355	8518	2726	14823	254	2658	2430	453	11652	5795	0	0	2911	0	0		0		0		0		0	true							
714978	67755	4	2	105816	0	149723	0	0	0	0	271865	0	0	0	24633	120694	5332	149717	270870	0	995	809	0	0	10602	25847	4842	1086	36449	4257	34779	2003	0	17745	41038	0	0	39036	995	0		0		0		0		0	true							
715032	11716	0	315	44341	0	80631	0	0	0	0	61071	0	3606	386	8096	17886	3623	80316	57465	0	0	1329	0	0	2686	10877	3827	0	13563	2805	10758	516	0	9294	14079	0	0	13563	0	0		0		0		0		0	true							
715050	73139	0	16847	94091	0	158941	0	0	0	0	191060	0	18663	27750	33822	59713	8313	142094	172136	0	261	2611	0	0	16554	22473	11582	2212	39027	1124	3345	918	0	18999	5387	0	0	4469	0	0		0		0		0		0	true							
715144	74995	0	21554	155228	0	207343	0	0	690	0	122361	0	16053	34149	10635	25713	2667	185789	106308	0	0	339	690	690	4657	5369	2474	4621	10026	1000	0	3128	405	6486	4533	690	0	1000	0	0		0		0		0		0	true							
715340	32577	0	8151	242952	0	379888	0	0	20756	0	375444	0	38425	0	32524	280517	3990	371737	336274	0	745	1373	20756	7877	8811	19444	14716	472	28255	2955	8915	4516	2520	10920	18906	22143	0	11870	0	0		0		17508		0		17508	true							
715470	1747	0	0	5550	0	6677	0	0	8006	0	35541	0	1840	0	810	21636	0	6677	33452	0	249	0	0	0	3144	7989	508	4	11133	0	513	0	0	10834	513	0	8006	513	3926	0		0		0		0		0	false							
715630	69357	0	12541	77611	0	107471	0	0	0	0	135190	0	22461	30521	20386	15639	10378	94930	112729	0	0	2369	0	0	15367	9860	2628	337	21734	2574	12129	7300	0	7805	22003	0	0	14422	0	0		0		0		0		0	true							
715872	16976	0	4942	73927	0	206880	0	0	0	0	133765	0	1173	0	30086	45418	14860	201938	132592	0	0	6128	0	0	11932	29179	13142	2870	41111	4653	6407	2860	328	27037	14248	1153	0	11060	0	0		0		0		0		0	true							
715975	1046	0	0	0	0	0	0	0	0	0	66677	0	0	0	17376	20346	10014	0	66677	0	0	5690	0	0	7105	19002	12981	487	26106	1105	2148	2180	277	22198	5710	0	0	3253	0	0		0		0		0		0	false							
716374	270630	0	111618	243250	0	635926	0	0	0	0	402064	0	39221	0	33647	73781	34147	524308	362843	0	0	15435	0	0	6922	19628	17772	5570	26524	1639	5013	1109	0	16245	7761	0	0	6652	0	0		0		0		0		0	true							
716655	362720	0	86014	547186	0	547186	0	0	10375	0	482592	0	75392	139919	42256	0	17800	459208	407200	1964	0	3668	10375	0	12669	27061	20630	29174	39730	9611	17146	2719	862	47278	30338	21157	0	26757	12069	0		0		19170		0		19170	true	195445	263751	0	0	203208	112896	
716833	702879	70	7361	382604	0	649224	0	0	0	0	1091004	0	8907	8356	85338	181635	50572	641793	1082075	0	22	16296	0	0	51503	68891	17299	6784	120394	24863	31839	4140	1171	59139	62013	0	0	56702	0	0		0		0		0		0	true	181029	254935	159366	18962	702879	0	
716851	120453	0	56195	147573	0	240792	0	0	0	0	153923	0	16464	72413	5519	13489	2246	184572	137459	25	0	357	0	0	1744	3692	1083	254	5436	0	13207	0	0	1255	13207	0	0	13207	0	0		0		0		0		0	true							
716954	35881	0	8474	54740	0	105115	0	0	7000	0	135814	0	13154	4715	17478	62824	4102	96641	121915	0	745	900	0	0	4158	8906	11669	777	12938	1000	3560	5517	1522	8032	11599	26979	3000	4560	0	0		0		0		0		0	true							
717232	11425	0	1276	31834	0	42272	0	0	0	0	65448	0	1042	922	15673	20092	6869	40996	64406	0	0	4660	0	0	6846	8182	12757	185	15028	2619	632	2710	0	12297	5961	0	0	3251	0	0		0		0		0		0	true							
717670	178	0	745	4875	0	6190	0	0	2519	0	34145	0	0	0	4453	16468	2264	5445	26178	0	7967	1093	2000	2000	1503	8590	5587	1137	10093	0	680	0	0	12364	680	0	519	680	5448	0		0		0		0		0	true							
717737	831464	0	19051	85452	0	159657	0	0	0	0	1270563	0	128380	104	52332	273733	21107	140606	1141691	0	492	7110	0	0	33345	51558	25471	2468	84016	15795	34756	1973	0	60510	52524	22545	0	50551	0	0		0		13017		0		13017	true	6461	35705	159597	114136	405718	332466	
717924	296066	0	382397	1499825	0	2528558	0	0	0	0	1414045	0	180681	74749	139935	839653	49445	2144919	1233116	1242	248	15136	0	0	61640	83728	48103	5891	145368	22207	49899	4718	2140	59427	78964	108877	0	72106	0	0		0		96228		0		96228	true	103420	578281	436967	283785	293005	0	
718145	111246	0	117988	261248	0	497693	0	0	0	0	234723	0	4162	85491	38216	40411	15393	379705	230561	0	0	4778	0	0	28046	35024	2753	786	49244	4803	10820	834	0	28393	16457	0	0	15130	0	0		0		0		0		0	false							
718275	99224	0	0	63868	0	66978	39652	0	0	54511	114304	0	0	0	2754	0	0	27326	59793	0	0	0	0	0	3245	3203	1048	309	6448	3629	3645	0	0	5051	7274	0	0	7274	0	0		0		0		0		0	false							
718538	57457	0	10960	87881	0	127365	0	0	2535	0	147262	65	9602	0	39521	17845	16345	114951	135060	1454	2535	4407	0	0	7586	20413	19010	11672	27999	2550	3609	6419	702	19159	13280	1432	0	6159	0	0		0		1184		0		1184	true							
719030	24031	0	2021	31922	0	31922	0	0	0	0	45060	0	306	1567	11018	0	4926	29901	44754	0	0	1779	0	0	3206	8079	6366	2101	11285	0	910	367	0	8734	1277	0	0	910	0	0		0		0		0		0	false							
719610	18113	0	15221	41025	0	73374	0	0	0	0	80615	0	19821	30214	13427	1526	9368	58153	60794	0	0	4980	0	0	7040	15078	8125	1374	22118	21437	4676	2256	991	18190	29360	0	0	26113	0	0		0		0		0		0	false							
719656	44336	0	5738	123931	0	237608	0	0	0	0	171968	0	10892	16219	20627	80259	3841	231870	161076	0	0	0	0	0	6357	18998	9264	395	25349	517	10030	1813	0	14387	12360	0	0	10547	0	0		0		0		0		0	true							
719964	20406	0	6297	55344	0	70317	0	0	0	0	54982	0	7576	11770	5350	10431	1580	64020	47406	0	0	527	0	0	9066	6711	0	0	15777	5825	2544	0	0	10427	8369	0	0	8369	0	0		0		0		0		0	true							
720157	1216	0	4909	7816	0	14071	0	0	0	0	16684	0	1505	4295	4429	9258	2655	9162	15179	0	0	1091	0	0	1109	2274	1461	818	3383	0	290	0	259	1232	549	0	0	290	0	0		0		0		0		0	true							
720344	18781	0	3107	49340	0	64953	0	0	0	0	71274	0	2132	2357	17813	14218	11015	61843	69142	3	0	5533	0	0	7599	13407	8293	2263	21006	1955	2390	2088	279	13749	6712	0	0	4345	0	0		0		0		0		0	true							
720746	77472	0	53061	86407	0	164804	0	0	0	0	185204	0	18958	51232	31826	45299	10227	111743	162269	0	3977	2931	0	0	6834	30228	11784	388	37062	8292	3397	1512	0	17408	13201	0	0	11689	3977	0		0		0		0		0	true							
720858	18504	0	2992	20529	0	46903	0	0	0	0	45043	0	4545	5782	14492	4036	6611	43911	40498	0	0	1583	0	0	2064	9025	8199	1585	11089	0	850	779	0	6382	1629	0	0	850	0	0		0		0		0		0	true							
721350	53706	0	17505	134406	0	211483	0	0	0	0	224028	5000	28075	30705	32585	106148	7752	193977	188510	1	2443	1013	0	0	19886	18983	9596	3314	29940	7906	2536	1952	0	19194	12394	0	0	9442	0	0		0		0		0		0	false							
721752	15093	0	5396	18774	0	28060	0	0	0	0	41127	0	5118	9757	6429	10868	6321	22664	35761	0	248	3286	0	0	1741	5615	3220	393	3587	2736	1177	284	0	4540	4197	0	0	2844	0	0		0		0		0		0	false							
721949	83513	0	26945	176590	0	299438	0	0	0	0	242713	0	4989	23740	62402	21283	26997	272493	237724	0	0	12206	0	0	20843	50539	33629	6738	69759	3192	18304	4352	320	49347	26168	0	0	21495	0	0		0		0		0		0	true							
722227	3904	0	0	61106	0	61123	0	0	0	0	33814	0	4343	4343	1686	22678	95	61122	29471	1	0	0	0	0	682	1395	363	532	2077	258	4002	0	0	1286	4260	0	0	4260	0	0		0		0		0		0	true							
722432	54979	0	11642	78501	0	113517	0	0	18466	0	149880	0	3961	13732	50364	12000	25846	101870	145669	5	250	10522	18466	12125	27212	17470	12094	14410	38154	3773	3859	3165	918	20823	11715	0	0	7090	0	0		0		0		0		0	true							
722544	436192	0	35709	615293	0	651293	0	0	0	0	1511760	0	184430	141905	116079	905815	44269	615584	1327330	0	0	11258	0	0	32026	69053	37427	12062	101078	4387	9097	4831	870	34489	19185	0	0	13484	0	0		0		0		0		0	true	265802	46229	343824	393585	357628	66617	
722777	5549214	0	622294	25433030	1480021	25433030	0	1109982	0	0	55124779	0	2467007	3038236	1284106	47439908	1213022	23323303	50784773	7412	763017	65884	0	0	451727	985731	354189	94051	1437458	75824	133290	34597	6248	601592	249959	0	0	209114	0	0		0		1499056		476		1499533	true	5138091	5680549	24502352	18671764	5238533	309506	
722816	155577	0	35687	321434	0	442269	0	0	0	0	545404	0	130806	157633	65284	214618	27233	406582	414598	0	0	9703	0	0	20198	33044	34961	16997	53242	9358	44537	8974	7140	39916	70009	0	0	53895	0	0		0		0		0		0	true							
723112	22227249	31	5022098	119172374	1	120930400	0	0	1786536	0	55245060	0	429562	5236017	2029776	30263297	2554605	115356907	54815498	551363	0	126196	1786536	1768489	1049565	1031781	354564	118558	2080587	44741	126190	28044	1070	524693	200045	224	0	170930	0	820970	820970	0	0	3516652	3516652	0	0	3497279	true	13698956	24335275	21863312	8089489	21237803	930973	
723158	32444	0	996	22140	0	38902	0	0	0	0	75674	0	2359	1759	24401	0	3153	36966	73315	940	0	1129	0	0	7394	24865	5341	922	20142	752	1954	2002	0	14121	4708	0	0	2706	0	0		0		0		0		0	true							
723550	24787	3	6828	47626	0	47671	0	0	0	0	45277	187	4793	5147	7778	2304	4249	40840	40297	0	0	2000	0	0	2422	4931	3752	3166	7208	0	509	2513	892	6494	3914	0	0	509	0	0		0		0		0		0	false							
723653	47142	0	17955	113681	0	137915	0	0	0	0	105348	0	4374	19829	5753	44008	2368	119960	100974	0	0	783	0	0	2902	4110	1592	292	7012	1281	1021	0	3000	3143	5301	0	0	2301	0	0		0		0		0		0	true							
723756	5982	0	3367	7728	0	17778	0	0	4651	0	27911	0	5917	7624	11881	1873	2094	14411	21994	0	0	363	4651	0	3935	5332	3135	1979	9267	2250	3425	0	0	2500	5675	0	0	5675	0	0		0		0		0		0	true							
723868	22125	0	17614	59155	0	115055	0	0	0	0	75918	0	12500	29545	4953	6314	2494	97441	63418	0	0	907	0	0	5554	8971	6162	0	13682	9565	15549	1678	0	15734	26792	0	0	25114	0	0		0		0		0		0	true							
724230	104020	0	56475	183971	0	321986	0	0	0	0	328624	0	13830	50370	52909	91806	25958	265014	310823	497	3971	11430	0	0	27038	54281	27423	3243	81010	7380	9430	4002	0	59076	20812	28224	0	16810	3734	0		0		0		0		0	true							
724548	3636	0	3746	15843	0	15874	0	0	0	0	46655	0	3954	4997	9050	19100	7145	12128	42701	0	0	3457	0	0	2837	5273	9393	2590	7628	510	1943	1373	0	11043	3826	0	0	2453	0	0		0		0		0		0	false							
724744	93359	1	38013	91680	0	239756	0	0	21543	0	288256	0	38518	76531	39010	94149	15286	200673	234586	1069	15152	5482	21543	8460	23206	21545	28972	8989	42012	3996	7304	4737	2000	43701	18037	0	0	11300	2490	0		0		0		0		0	true							
724904	67389	0	0	26319	0	26319	0	0	35681	0	272503	0	0	0	93698	0	29127	26319	243530	0	28973	12654	35681	0	9858	47501	64385	59948	57359	617	7085	6436	9284	87995	23422	0	0	7702	28973	0		0		0		0		0	true							
724940	116	0	1121	6845	0	21428	0	0	0	0	22735	0	4115	4236	7209	4406	6137	20307	18620	0	0	4435	0	0	1565	3328	4343	2949	4893	1710	2042	400	1876	4976	6028	0	0	3752	0	0		0		0		0		0	true							
725077	33258	0	39746	106784	0	106784	0	0	17932	0	167817	0	0	38590	38325	28684	12633	67038	167817	0	0	5580	0	0	12675	33678	21653	6793	46353	4178	8127	12025	6743	36476	31073	0	0	12130	4936	0		0		0		0		0	true							
725732	21962	0	42876	1002446	251507	1200095	0	45130	354990	0	1063008	0	0	0	205466	162797	77	903229	975377	2483	42501	0	354990	354990	150867	266710	18759	1685	417577	225785	193965	20218	258	232556	440227	4116	0	419750	32858	0		0		0		0		0	true	107928	172483	119314	43483	21777	185	
725741	15826	0	20194	28615	0	56265	0	0	0	0	70874	0	21977	31305	15207	21657	3080	36071	48897	0	0	1216	0	0	7059	9353	6965	1626	16412	2329	1334	3636	1091	9795	8389	0	0	3662	0	0		0		0		0		0	true							
726458	25816	0	347	20916	0	25196	0	0	0	0	52818	0	3643	3990	8486	10588	3716	24849	49175	0	0	0	0	0	2605	5518	4363	1417	8123	833	1127	250	300	5418	2510	0	0	1960	0	0		0		0		0		0	false							
726953	8387	0	32514	157980	0	209604	0	0	100014	0	713746	21750	8138	0	7721	393045	3504	174289	413596	2801	270262	2391	100014	100014	7758	61998	113134	34381	69756	25190	58939	10400	513	209550	95042	22047	0	84129	177063	0		0		0		0		0	true							
727174	241403	0	0	375136	0	375136	0	0	0	0	607787	0	0	0	151684	2364	52310	375136	607787	0	0	18906	0	0	70468	164965	52682	8312	235433	15148	39292	11650	1504	144743	67594	0	0	54440	0	0		0		0		0		0	true							
728948	68930	1	47012	143829	0	309081	0	0	0	0	252107	0	21583	62563	48501	94843	12593	262068	230524	0	0	5111	0	0	17212	39358	13590	1493	56570	2529	11078	3074	0	23152	16681	0	0	13607	0	0		0		0		0		0	false							
728957	16100	0	8706	87517	0	194423	0	0	0	0	91111	0	5941	12321	26497	28689	14598	185717	85170	0	0	7467	0	0	7300	14517	9916	7122	21817	1291	3310	1736	1130	12358	7467	0	0	4601	0	0		0		0		0		0	true							
729011	108126	0	46630	164908	0	266680	0	0	0	0	264654	0	4086	41445	61300	43482	21455	220050	260568	0	0	7501	0	0	11944	30881	42008	15606	42673	2017	2376	5831	2383	39137	12607	8109	0	4393	0	0		0		2043		0		0	false							
729057	28460	0	8305	53163	0	76154	0	0	0	0	86883	0	7791	352	11723	38375	2932	67849	79092	0	0	1048	0	0	3150	9839	4005	919	12971	0	1564	571	0	6191	2135	0	0	1564	0	0		0		0		0		0	true							
729178	27422	0	278	36007	0	67077	0	0	2187	0	110375	0	5239	5111	17035	28672	7106	66799	102949	0	2187	3129	1191	0	9893	20649	10461	1750	30542	2801	6622	2105	0	25718	11528	0	0	9423	0	0		0		0		0		0	true							
729310	138129	3	44779	205482	0	353517	0	0	157805	0	716559	0	134833	95536	145145	256963	19529	300671	558726	8064	23000	8066	157805	78658	82839	96245	27763	47170	179084	15077	32059	17952	2362	108872	67450	82885	0	47136	0	0		0		45		0		0	true	54274	199810	40127	133951	59591	71585	
729459	19996	0	7924	20738	0	37686	0	0	4944	0	69900	0	14735	17421	7912	25763	3114	29762	55165	0	0	1236	4944	0	2664	6525	6312	2320	9122	541	2548	1023	2208	9909	6320	0	0	3089	0	0		0		0		0		0	true							
729570	5823	0	0	3831	0	8632	0	0	0	0	32690	0	0	0	4869	1767	1637	8632	32690	0	0	756	0	0	3362	8586	1125	32	11199	8634	3048	312	0	8237	11994	0	0	11682	0	0		0		0		0		0	true							
729842	27433	0	25158	50495	0	84774	0	0	1000	0	100969	0	12908	0	14720	44507	4089	59616	88061	0	0	890	1000	1000	4161	10667	3234	4185	14828	2764	3731	286	0	7527	6781	0	0	6495	0	0		0		0		0		0	true							
729945	11394	0	9531	35757	0	57527	0	0	0	0	56040	0	2653	9377	9721	12260	3424	47996	40070	0	13317	1103	0	0	7720	14586	7812	1414	21993	855	0	0	0	21811	855	0	0	855	13317	0		0		0		0		0	true							
730745	6309	0	610	5250	0	10805	0	0	0	0	13956	0	282	331	5317	0	1834	10195	13674	0	0	474	0	0	1804	3731	1433	66	5535	0	361	251	0	1717	612	0	0	361	0	0		0		0		0		0	false							
731050	33811	0	1671	42498	0	70323	0	0	0	0	89803	0	4509	3083	16990	27600	3782	68652	85059	0	235	1167	0	0	5506	13294	6820	400	18800	263	1088	501	520	9030	2372	1809	0	1351	0	0		0		250		0		250	true							
731247	1933007	16	34053	388053	0	540790	0	0	54652	0	2995897	0	298667	324310	341847	465637	116021	506721	2697230	0	0	42342	54652	53022	57769	215364	203939	31398	273133	7773	39859	33297	7854	166623	88783	240142	0	47632	0	0		0		0		0		0	true	65293	67167	195033	179395	1224849	521696	
731957	10467	0	1506	9519	0	12308	0	0	0	0	16233	104	257	1197	2920	1703	453	10802	15872	0	0	0	0	0	895	2049	1050	70	2944	0	0	0	0	1143	0	0	0	0	0	0		0		0		0		0	false							
732178	62619	0	78567	169096	0	381585	0	0	3380	0	314376	0	8202	86951	46605	112062	19400	303018	302049	0	4125	10009	3380	746	19987	48289	28670	4022	68276	6517	17552	14205	454	54363	38728	18683	0	24069	245	0		0		0		0		0	true							
732253	19386	0	14275	44825	0	60472	0	0	16149	0	124370	10000	31791	36074	13089	12710	4972	46197	73997	0	8582	2558	1149	0	6253	21304	13821	1054	27557	11111	24216	14264	251	29343	49842	0	5000	35070	16068	0		0		12390		0		0	true							
732637	26453	0	10368	31373	0	58094	0	0	245	0	56399	0	359	10727	7277	3247	6847	47726	56040	0	0	4618	245	0	6253	6735	3450	1336	12988	3218	2452	2448	807	10497	8925	0	0	5670	0	0		0		0		0		0	true							
732758	0	0	0	217604	0	217604	0	0	17222	0	41384	0	0	0	18092	0	0	244	17222	217360	24162	0	17222	4113	6677	11736	19972	2999	18413	0	0	0	0	23292	0	0	0	0	21675	0		0		0		0		0	false							
732918	669646	0	5749	58890	0	85711	0	0	16598	0	1028779	0	171724	130590	51672	233672	18204	79962	856177	0	878	5417	16598	12101	23691	36077	36352	6836	59742	3786	6519	10060	2141	51285	22506	0	0	10305	0	0		0		0		0		0	false							
732954	11841	0	216	20876	0	20876	0	0	0	0	69684	0	2569	2286	12472	6948	3148	20660	67115	0	0	1355	0	0	4907	23258	1961	362	28165	5194	13818	875	520	18016	20407	0	0	19012	0	0		0		0		0		0	false							
733054	168366	0	72482	139575	0	229078	0	0	0	0	617658	0	63119	130304	66298	96617	79968	156596	554539	0	0	0	0	0	44955	152927	41079	2070	197882	36707	63085	11852	0	174733	111644	0	0	99792	0	0		0		0		0		0	true							
733540	4273	0	6884	15653	0	23051	0	0	7641	0	71114	0	2172	9056	13004	16569	781	16167	68942	0	0	110	7641	0	4403	10921	17070	9494	15324	4363	3319	703	0	28885	8385	0	0	7682	16304	0		0		0		0		0	true							
