"IDRSSD"	RCON5562	RCON5563	RCON5564	RCON5565	RCON5566	RCON5567	RCON5568	RCON5569	RCON5570	RCON5571	RCON5572	RCON5573	RCON5574	RCON5575	RCON5576	RCON5577	RCON5578	RCON5579	RCON5580	RCON5581	RCON5582	RCON5583	RCON5584	RCON5585	RCON5586	RCON5587	RCON5588	RCON5589	RCON6860	RCON6999	
29476			42	569	22	1551	12	1914	498	2321	42	1750	16	702			30	578	64	3096	26	2849	93	769	42	1120	28	2018	false	false	
29636			100	4090	95	11685	124	52063	1238	19105	82	9736	55	18832	243	31													true	false	
29878			15	398	74	8251	470	197293	0	0	0	0	0	0															false	false	
30052			9	322	17	2146	21	9454	33	719	6	659	1	250			0	0	1	36	1	268	0	0	0	0	0	0	false	false	
30502			18	591	58	7600	110	39169	505	10444	72	7940	51	16998															false	false	
30650			0	0	22	2560	16	5689	115	1272	25	1133	23	2824															false	false	
30810			0	0	0	0	0	0	79245	166041	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0			
31134			15	632	23	3024	15	4753	179	3932	18	2216	8	2711			17	709	13	1207	4	1155	18	584	4	460	5	962	false	false	
31255			5	154	15	1960	43	21573	169	5861	67	6820	72	18706			0	0	0	0	1	450	0	0	0	0	0	0	false	false	
31657			7	333	17	1906	12	2740	134	3061	25	2191	7	2344			30	1042	28	3732	15	5013	64	1456	12	1278	5	839	false	false	
31826			206	8809	103	12974	90	35036	553	11164	49	7365	25	9209			46	1838	8	780	2	689	94	1486	2	230	2	530	false	false	
31835			22	639	4	651	8	2594	173	4486	20	2751	7	2769			9	344	9	957	10	2847	111	3018	18	1818	25	4928	false	false	
32234			4	165	7	741	3	837	48	1007	6	652	6	2827			4	198	4	231	6	1460	5	136	2	245	1	212	false	false	
32766			5	305	18	2276	11	4672	115	3192	26	3786	15	5335			1	4	0	0	0	0	0	0	0	0	0	0	false	false	
32971			44	2004	36	4189	39	16863	195	4370	33	2820	20	5226			8	247	8	1105	5	1091	2	58	2	299	4	452	false	false	
33147			75	2898	50	6648	27	9855	269	7087	58	7785	39	12541			25	1222	20	2490	12	3645	26	795	20	2307	13	3705	false	false	
33259			70	2938	88	10005	190	75194	254	5957	119	9522	123	28584			3	121	5	763	0	0	0	0	0	0	0	0	false	false	
33268			15	561	24	2861	25	9258	96	1826	14	1390	6	1039			16	743	12	1443	8	2086	92	1696	16	1591	5	1228	false	false	
33370			0	0	4	570	1	219	0	0	0	0	0	0															false	false	
33839			6	278	2	216	1	453	124	2689	8	1121	1	165			5	193	3	366	4	1141	33	2282	5	450	4	1259	false	false	
33857			49	1968	46	6696	100	40257	827	17728	140	14612	137	43816			111	3856	103	12483	105	28482	827	6095	140	5660	80	8407	false	false	
34434			51	2163	64	8682	54	17403	517	11289	39	4281	44	15774			69	2406	16	1787	7	2025	6	280	8	693	2	356	false	false	
34537			86	4653	564	79034	1455	624123	5331	190420	1603	173451	1108	311424			0	0	2	348	4	1003	7	202	3	260	0	0	false	false	
34555			48	1568	25	2743	22	7131	288	5345	31	2917	17	5539			89	2391	74	8445	31	8325	166	2874	47	4211	19	4193	false	false	
34742			39	1957	47	6430	52	20405	241	5711	24	3064	21	4394			54	1707	36	4915	21	6740	75	1254	5	647	0	0	false	false	
35057			108	3625	54	6036	30	10149	360	5793	33	3471	10	2398			88	3751	59	6945	39	10577	147	2947	20	1610	9	1353	false	false	
35301			0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0			
35570			12	282	91	12185	494	234867	726	14806	222	17423	370	108831			2	2	0	0	0	0	0	0	0	0	0	0	false	false	
35646			47	2064	21	3030	6	2797	97	2313	7	1033	4	1963			6	376	7	1091	1	289	32	1073	2	241	2	792	false	false	
35879			100	265	5	610	5	2181	113	2745	21	3115	1	253			1	57	0	0	0	0	17	363	0	0	0	0	false	false	
36456			14	445	8	799	0	0	265	4656	23	2043	10	2966			23	1037	27	2756	19	4968	157	3733	38	4171	44	10224	false	false	
36933			59	4668	48	6900	37	16597	1356	22464	55	6278	17	5247			29	1019	12	1310	6	1982	39	847	9	1045	4	1001	false	false	
37051			21	510	11	1493	9	2904	136	2351	11	932	15	5625			18	807	33	4771	19	5662	61	1632	29	3846	11	2781	false	false	
37341			26	1066	13	1738	11	3859	148	3328	10	1222	4	790			12	410	10	1264	19	3789	107	1760	13	1476	6	1687	false	false	
37435			203	7503	215	24997	210	66976	1694	34033	209	22719	82	23026			28	978	14	1711	11	2729	1	45	1	82	0	0	false	false	
37640			382	16193	501	62892	552	210913	3274	82213	608	72464	446	175058			418	19618	358	44241	237	66636	303	9269	78	10519	56	16013	false	false	
37659			10	356	7	816	7	2748	276	3750	21	2193	11	4003			12	449	7	1015	1	241	123	1929	6	601	1	158	false	false	
37949			23	900	10	666	17	6828	227	4926	28	3155	17	6212			11	304	15	2113	7	1549	34	825	14	1188	9	1382	false	false	
38740			36	1493	47	6643	56	20666	302	5818	32	3031	22	7404			7	216	4	380	3	616	1	35	0	0	0	0	false	false	
39327			52	1517	91	10735	130	51555	564	13473	120	14192	62	20400			3	161	7	844	4	802	7	173	2	307	0	0	false	false	
39756			38	1795	60	8087	56	47195	1448	18337	176	16668	183	57643			45	1757	55	8234	19	5337	633	8100	82	6276	47	6381	false	false	
40033			7	168	6	477	2	689	25	514	10	624	13	4405			13	241	1	45	0	0	0	0	0	0	0	0	false	false	
40499			35	1900	161	20968	291	109167	1320	29528	330	33955	302	90567			0	0	0	0	1	167	1	30	0	0	0	0	false	false	
40855			25	1086	16	1882	20	7988	351	6600	37	3667	16	4871			26	1335	37	4824	32	8999	204	4373	19	2026	4	898	false	false	
41553			5	103	6	828	5	3044	119	1286	3	267	1	269			7	262	4	537	3	1457	107	1701	8	772	10	1637	false	false	
41629	0	987															1	11	3	406	7	1871	12	226	0	0	0	0	false	true	
41825			7	449	29	3999	70	30245	180	4475	91	9686	135	37105			5	220	7	1141	10	3076	0	0	0	0	1	351	false	false	
41955			0	0	0	0	0	0	7	159	3	314	0	0			0	0	5	664	4	1668	118	3643	13	1867	11	4215	false	false	
42037			134	4501	32	3619	9	3611	340	6531	36	4706	10	3645			65	2248	16	2299	3	1294	19	610	11	1632	0	0	false	false	
42354			39	1864	19	2446	11	4890	612	8679	20	2662	16	5544			20	889	15	2312	3	1070	73	1159	14	1218	2	309	false	false	
42372			26	1616	34	5061	24	10413	32	486	10	998	5	1552															false	false	
42420			363	12087	524	52258	607	214686	8179	109559	717	76573	586	164756			7	219	10	803	1	192	20	420	3	74	1	192	false	false	
42448			108	4490	147	17842	169	62720	715	17340	110	11729	87	25406			91	3653	78	10482	55	15306	212	4626	53	5965	72	14685	false	false	
42457			1	67	0	0	6	3492	28	272	9	1286	19	9330			6	297	7	1094	3	536	15	1446	8	1159	6	1957	false	false	
43052			22	410	29	2292	30	8002	316	1060	16	960	22	5109			1	23	0	0	0	0	5	114	1	107	0	0	false	false	
43351			54	1976	31	3660	14	5469	455	10261	52	5759	27	9325			78	2772	49	5944	41	12009	349	7957	73	7928	25	5550	false	false	
43856			15	341	6	732	4	805	33	801	3	496	5	1206															false	false	
43959			22	1007	26	3634	34	11615	132	3676	24	2564	10	3486			0	0	1	159	1	306	2	62	1	63	0	0	false	false	
44040			58	2221	41	5124	26	7058	219	4405	23	2487	14	4428			149	6113	120	15294	73	22156	309	6624	63	5205	39	6986	false	false	
44433			0	0	14	2343	39	18117	38	1217	21	3702	15	5706			0	0	0	0	1	360	0	0	0	0	0	0	false	false	
44741			106	4719	139	17318	100	31583	87	1762	45	4696	14	2448			1	18	4	573	2	195	0	0	0	0	0	0	false	false	
44750			37	1429	26	2720	29	9857	365	5129	18	2130	15	4615			5	284	8	915	10	3389	8	99	0	0	0	0	false	false	
44929			24	936	26	3266	29	10141	165	3380	11	1540	11	2721			2	129	4	365	3	709	2	57	2	198	1	290	false	false	
45038			11	492	5	352	15	4958	203	4459	35	4629	37	8549			10	369	14	1372	11	2261	19	279	7	421	4	1313	false	false	
45047			99	4045	59	7486	20	5964	254	5112	23	1912	5	949			166	5909	70	8644	33	7915	308	5057	16	1522	4	1271	false	false	
45056			2	79	2	286	3	532	66	1343	20	2227	16	3335			10	487	12	1301	8	2451	139	4031	58	6287	23	3573	false	false	
45430			7	171	11	1688	7	1435	108	3920	4	339	0	0			4	187	2	111	2	406	4	52	0	0	0	0	false	false	
45458			17	634	14	2072	17	6393	178	4207	25	3067	11	2828			55	2462	45	5942	15	3860	208	4000	28	3078	13	2889	false	false	
45551			59	2152	82	9649	93	27229	5616	124649	732	69688	127	33104			118	2990	225	20300	251	73523	1170	23450	199	13449	220	38843	false	false	
45560			19	937	90	11931	221	83359	560	17412	191	19909	161	43321			1	61	2	196	7	2051	1	42	1	31	0	0	false	false	
45775			32	1322	63	7382	58	17163	12	359	4	331	0	0															false	false	
46053			32	1714	48	6805	47	20047	309	8638	49	5645	33	9257			13	757	15	1869	16	4671	98	2843	9	1021	5	1598	false	false	
46941			57	1873	33	4167	34	12084	167	2990	7	959	5	1647			53	1775	50	5462	21	6126	52	748	4	404	0	0	false	false	
47247			32	1446	76	7298	97	31166	548	12754	113	11920	76	20728			17	855	18	2628	10	2969	25	591	6	694	8	1155	false	false	
47256			10	303	10	1103	11	3832	24	684	6	699	4	952			7	306	5	653	0	0	5	68	1	118	0	0	false	false	
47452			14	446	16	2559	8	2913	37	1274	1	128	2	624			51	1160	4	293	2	734	2	87	2	171	3	631	false	false	
47500			27	1026	44	5627	65	21348	256	4477	54	6911	30	6841			0	0	0	0	2	579	0	0	0	0	0	0	false	false	
48057			8	307	6	595	7	3460	181	3190	3	251	9	3897			27	1077	28	3628	14	4221	126	3099	24	1891	14	3133	false	false	
48150			3	120	3	252	2	411	99	1945	3	321	1	268			28	1199	20	2305	14	3679	35	933	10	806	5	1415	false	false	
48374			163	5051	91	11564	84	32507	812	17886	165	18237	146	46441			924	30369	524	54251	276	66640	295	5386	35	3551	37	7696	false	false	
48440			46	1954	47	6940	33	13302	175	4216	22	2425	17	6718			11	388	27	3760	9	2350	78	1802	9	1144	2	282	false	false	
49054			2	41	1	181	9	3968	9	291	5	439	9	3873			5	220	6	1104	0	0	7	120	6	570	4	1432	false	false	
49148			25	751	5	539	2	893	50	1107	18	1554	4	1780			28	1051	23	2933	16	4180	57	1039	9	769	3	781	false	false	
49241			87	3052	59	7088	116	48139	667	15510	113	12768	61	15631			52	2373	37	3749	20	5079	148	3847	32	3431	41	8414	false	false	
49652			16	392	4	485	4	2537	102	2347	10	1249	11	3640			9	289	8	1053	6	1710	25	621	17	2104	5	882	false	false	
49858			11	407	24	2833	19	7045	69	2031	14	1685	8	3090			1	54	2	153	1	1	0	0	0	0	0	0	false	false	
49951			12	463	6	719	7	1786	77	1762	15	1573	10	3779			44	1826	40	4777	25	6674	97	2078	26	2623	15	3348	false	false	
50144			14	467	9	1014	5	1031	138	2034	5	294	3	1309			5	255	8	931	2	680	13	151	1	112	1	350	false	false	
50461			0	0	10	1374	21	8490	5	295	3	361	5	645			0	0	0	0	0	0	0	0	0	0	1	350	false	false	
51253			71	2576	44	5077	64	22315	771	13329	46	6067	26	7829			12	472	18	2202	5	1092	25	527	1	98	0	0	false	false	
51356	5	57													0	27													true	true	
51459			29	1185	24	2250	24	8558	615	12181	39	4327	13	3392			34	1582	39	4451	28	7960	174	4131	32	3356	31	6050	false	false	
51842			14	540	14	1523	22	10598	82	2026	21	2312	15	5339			23	849	46	3413	60	9423	155	4496	48	5327	27	5852	false	false	
52719																													false	false	
52951			26	944	16	1823	16	6892	912	15518	80	9364	38	15369			83	3662	49	6694	27	7926	387	8777	60	5379	15	4128	false	false	
53051			16	580	6	762	8	3727	253	7789	42	5417	10	3611			15	490	4	334	3	729	141	1774	5	405	0	0	false	false	
54058			54	2032	41	4778	20	7881	923	13616	24	2178	13	2872			54	2166	78	10001	41	10521	161	3397	56	5756	36	7192	false	false	
54656			133	3581	36	3746	24	9226	550	9878	55	5987	49	12424			98	3626	39	5124	11	3008	666	8586	25	3087	9	2341	false	false	
54973			1	25	12	1704	70	33624	3289	82723	338	48500	176	57217	0	4													true	false	
55336			22	1031	54	6304	122	46678	420	12229	73	9753	51	20777															false	false	
55635			8	392	12	1812	53	21918	36	994	21	2692	9	4641															false	false	
55653			7	290	9	1126	11	4440	138	2142	16	1529	14	3604			0	0	1	133	0	0	0	0	0	0	0	0	false	false	
55970			14	618	66	7858	138	59833	93	1989	20	1572	15	3518															false	false	
56258			26	1530	44	5904	44	15303	173	4336	47	5654	46	16913			9	349	14	1770	18	6005	211	5043	29	3699	17	4606	false	false	
56351			178	7839	264	33842	269	112960	3544	77206	431	45006	239	74702			131	5315	62	7606	15	4361	453	8310	24	2383	5	1187	false	false	
56548			13	468	31	3883	55	23063	24	348	9	585	3	603			8	280	15	1939	16	4101	28	619	11	710	8	1274	false	false	
56717			56	2419	140	16550	158	56242	782	17046	171	18731	146	47956			5	175	7	745	4	990	20	287	4	225	0	0	false	false	
57040	40	433															39	2454	101	13752	77	25547	307	6169	41	5755	13	3771	false	true	
57451			54	4146	49	5715	44	19031	490	9889	38	4618	34	11540			12	528	19	2426	2	516	61	1477	18	2302	1	15	false	false	
58225			38	1351	41	4991	51	19399	828	14661	30	3534	22	8033			76	2193	15	1647	1	209	78	594	1	228	0	0	false	false	
58243			134	6273	267	37574	364	161088	860	27798	338	44970	373	134196			3	58	7	765	5	1609	0	0	1	99	0	0	false	false	
58355			11	478	15	2280	17	5343	151	3098	14	1635	7	2412			1	18	4	445	1	274	7	213	1	127	3	507	false	false	
58551			64	2340	30	3849	13	6093	845	14044	34	3747	14	3466			53	2382	48	6480	24	6797	527	10206	50	5060	18	3282	false	false	
58636			31	1464	70	8419	60	18638	1017	18024	59	7516	12	3709			228	9467	43	5437	12	3198	13	230	0	0	0	0	false	false	
