"IDRSSD"	RCFA2170	RCFA3128	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAJJ30	RCFAJJ31	RCFAJJ32	RCFAKW00	RCFAKW03	RCFAKX77	RCFAKX78	RCFAKX79	RCFAKX80	RCFAKX81	RCFAKX82	RCFAKX83	RCFALB58	RCFALB59	RCFALB60	RCFALB61	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP852	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ258	RCFAS540	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP851	RCFWP852	RCFWP853	RCFWP854	RCFWP855	RCFWP856	RCFWP857	RCFWP858	RCFWP859	RCFWP870	RCOA2170	RCOA3128	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAJJ30	RCOAJJ31	RCOAJJ32	RCOAKW00	RCOAKW03	RCOAKX77	RCOAKX78	RCOAKX79	RCOAKX80	RCOAKX81	RCOAKX82	RCOAKX83	RCOALB58	RCOALB59	RCOALB60	RCOALB61	RCOALE74	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP852	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ258	RCOAS540	RCOWH312	
9807																																																																																						394726	25249	25249	13.9818%	19.6069%	18.3528%	369477	2013195	2642558	3357	0			11.6069%							237205	2642558								0	0	0		0	132272	18.3528%	1	0	372834	0	0	0	3357	0	0	0		0	369477	0	0	369477	0	0	0	0	0	0	0	0	0	25249	0	0	0			
9955																																																																																				165875	0				11.9990%			23485		195724	294	0										20352	195724	0	0.0000%	21863	0	9	21872	11.2474%	0	0	0	0	1	3133		1	0	23779	0	0	0	294	0	0	0		0	23485	0	0	23485	0	0	0	0	0	0						0	0	0		
10250																																																																																						50944	3958	3958	7.7006%	16.1563%	14.9011%	46986	315319	610161	3571	0			8.1563%							13486	610161								0	0	0		0	33500	14.9011%	1	0	50557	0	0	0	3571	0	0	0		0	46986	0	0	46986	0	0	0	0	0	0	0	0	0	3958	0	0	0			
10849																																																																																				253551	0				9.8351%			27190		276459	1021	0										13067	277727	0	0.0000%	19985	0	27	20012	7.0523%	0	0	0	0	1	15391		1	0	29479	694	0	574	1021	0	0	0		0	27190	0	0	27190	0	0	0	0	0	0						1268	0	0		
11145																																																																																						44026	2718	2718	11.1486%	20.5429%	19.2747%	41308	214312	370523	171	0			12.5429%							15758	370973								0	0	0		0	26000	19.2747%	1	0	41929	450	0	0	171	0	0	0		0	41308	0	0	41308	0	0	0	0	0	0	0	0	0	2718	0	450	0			
11640																																																																																				345442	0				11.9586%			47485		397079	936	0										4990	397079	0	0.0000%	55599	0	272	55871	14.4748%	0	0	0	0	1	42495		1	0	48421	0	0	0	936	0	0	0		0	47485	0	0	47485	0	0	0	0	0	0						0	0	0		
11837																																																																																						16425	840	840	12.1002%	24.4722%	23.2206%	15585	67117	128799	851	0			16.4722%							3585	128799								0	0	0		0	12000	23.2206%	1	0	16436	0	0	0	851	0	0	0		0	15585	0	0	15585	0	0	0	0	0	0	0	0	0	840	0	0	0			
12030																																																																																						77255	3883	3883	15.3505%	25.5429%	24.2591%	73372	302452	477979	67	0			17.5429%							72772	477979								0	0	0		0	600	24.2591%	1	0	73439	0	0	0	67	0	0	0		0	73372	0	0	73372	0	0	0	0	0	0	0	0	0	3883	0	0	0			
12142																																																																																				230782	0				9.6934%			29117		300379	-3449	0										10217	300379	0	0.0000%	4476	0	336	4812	1.5992%	0	0	0	0	1	18900		1	0	25668	0	0	0	437	0	-3886	0		0	29117	0	0	29117	0	0	0	0	0	0						0	0	23975		
12311			16389418	1344474	2097310	10.8368%	13.0215%	11.3552%	14292108	125864135	131884346	16607	0			5.0215%						2345779	137369998								0	0	0		16247992	10.4145%	0	18610378	5199007	230712	47129	86890	177912	-211014	-37180		8804	13108118	0	0	13108118	780000	0	403990	1183990	0	1183990	752836	0	0	2097310	0	5485652	0																																						2																	0			1																															
12647																																																																																						20068	1074	1074	10.2312%	17.6393%	16.6952%	18994	113769	185647	0	0			9.6393%							2200	186159								0	0	0		0	17306	16.6952%	1	0	19506	0	512	0	0	0	0	0		0	18994	0	0	18994	0	0	0	0	0	0	0	0	0	1074	0	512	0			
12656																																																																																						2276	136	136	9.7842%	21.0546%	19.7965%	2140	10810	21872	0	0			13.0546%							1680	21872								0	0	0		0	460	19.7965%	1	0	2140	0	0	0	0	0	0	0		0	2140	0	0	2140	0	0	0	0	0	0	0	0	0	136	0	0	0			
12946																																																																																						194699	18404	18404	9.4003%	13.2814%	12.0260%	176295	1465952	1875428	2893	0			5.2814%							129179	1896416								0	0	0		0	68104	12.0260%	1	0	200176	16051	4937	0	2893	0	0	0		0	176295	0	0	176295	0	0	0	0	0	0	0	0	0	18404	0	20988	0			
13103																																																																																						391291	19360	19360	13.0222%	15.0222%	14.2789%	371931	2604757	2856126	-19849	6609			7.0222%							353889	2879212								0	0	0		0	34519	14.2789%	1	0	368559	11072	5405	0	-13240	0	-6609	0		0	371931	0	0	371931	0	0	0	0	0	0	0	0	0	19360	0	16477	0			
13251																																																																																						6854	469	469	10.2653%	18.3130%	17.0599%	6385	37427	62200	19	0			10.3130%							3885	62200								0	0	0		0	2500	17.0599%	1	0	6404	0	0	0	19	0	0	0		0	6385	0	0	6385	0	0	0	0	0	0	0	0	0	469	0	0	0			
13457																																																																																				22648	0				18.5544%			4464		24059	6	0										271	24059	0	0.0000%	3998	0	0	3998	17.6528%	0	0	0	0	1	4193		1	0	4470	0	0	0	6	0	0	0		0	4464	0	0	4464	0	0	0	0	0	0						0	0	0		
14155																																																																																				234223	0				10.1691%			29363		288748	335	0										29027	288748	0	0.0000%	0	0	849	849	0.2997%	0	0	0	0	1	336		1	0	29698	0	0	0	335	0	0	0		0	29363	0	0	29363	0	0	0	0	0	0						0	0	14041		
14650																																																																																				40143	0				11.4464%			5626		49151	0	0										5216	49241	0	0.0000%	584	0	0	584	1.1671%	0	0	0	0	1	500		1	0	5716	90	0	0	0	0	0	0		0	5626	0	0	5626	0	0	0	0	0	0						90	0	0		
14753																																																																																						6094	358	1335	8.5520%	21.3817%	16.6977%	4759	28501	55648	5	0			10.6977%							3182	55648								0	0	0		0	1577	16.6977%	1	0	4764	0	0	0	5	0	0	0		0	4759	0	0	4759	0	0	0	0	0	0	977	0	0	1335	0	0	0			
14865																																																																																				491350	0				8.2758%			54968		664203	25	0										40944	665778	0	0.0000%	153248	0	5942	159190	22.0349%	0	0	0	0	1	15599		1	0	56568	0	1308	267	25	0	0	0		0	54968	0	0	54968	0	0	0	0	0	0						1575	0	0		
14977																																																																																				50566	0				18.9284%			10171		53734	0	0										10171	53734	0	0.0000%	10457	0	0	10457	19.6875%	0	0	0	0	1	0		1	0	10171	0	0	0	0	0	0	0		0	10171	0	0	10171	0	0	0	0	0	0						0	0	0		
16551																																																																																				327028	0				10.0819%			41021		406878	102	0										23460	409317	0	0.0000%	28598	0	121	28719	6.9927%	0	0	0	0	1	20000		1	0	43562	2433	6	0	102	0	0	0		0	41021	0	0	41021	0	0	0	0	0	0						2439	0	0		
17110																																																																																						31580	359	359	17.4533%	20.0321%	19.8044%	31221	157647	178883	0	0			12.0321%							23935	178883								0	0	0		0	7286	19.8044%	0	0	31221	0	0	0					0	0	31221	0	0	31221	0	0	0	0	0	0	0	0	0	359	0	0	0			
17147																																																																																						1430762	136123	136123	9.1108%	13.2542%	11.9932%	1294639	10794750	14209945	62659	0			5.2542%			1				560344	14787758								0	0	10716		0	1312109	11.9932%	1	0	1935112	543808	22156	1133	72767	-426	-9681	0		0	1305355	0	10716	1294639	0	0	0	0	0	0	0	0	0	136123	0	577813	0			
17259																																																																																				57897	0				9.0704%			5757		63470	140	0										4219	63470	0	0.0000%	1150	0	95	1245	1.9595%	0	0	0	0	1	1538		1	0	5897	0	0	0	140	0	0	0		0	5757	0	0	5757	0	0	0	0	0	0						0	0	0		
17950																																																																																						67358	4274	4274	8.8796%	19.7871%	18.5316%	63084	340414	710435	4401	0			11.7871%							34622	715535								0	0	0		0	33562	18.5316%	1	0	72585	3193	1907	0	4401	0	0	0		0	63084	0	0	63084	0	0	0	0	0	0	0	0	0	4274	0	5100	0			
