"IDRSSD"	RCONFT04	RCONFT05	RCONHT81	RCONHT82	RCONHT86	RCONL191	RCONL192	RCONM288	RIADHT85	
	PRINCIPAL AMOUNT OF 1-4 FAMILY RESID	QUARTER END AMOUNT OF 1-4 FAMILY RES	Retail originations during the quart	Wholesale originations and purchases	Repurchases and indemnification of 1	REP AND WARRNTY TO US GOVT AGCY	REP AND WARRNTY TO OTHR PARTIES	REP WARRNTY TO US GOVT AGCY TOTAL	Noninterest income for the quarter f	
61953						CONF	CONF			
62044						CONF	CONF			
62110						CONF	CONF			
62147						CONF	CONF			
63050						CONF	CONF			
63069						CONF	CONF			
63201						CONF	CONF			
63573						CONF	CONF			
63733						CONF	CONF			
63742	45186	2806				CONF	CONF			
63751						CONF	CONF			
64150	27177	3599				CONF	CONF			
64552	105962	28819	39864	59983	0	CONF	CONF	0	1857	
64730						CONF	CONF			
65205						CONF	CONF			
65513						CONF	CONF			
65559	16517	3513	16368	0	0	CONF	CONF	0	382	
65746	34447	3085	27487	0	0	CONF	CONF	0	885	
65858						CONF	CONF			
66154						CONF	CONF			
66275						CONF	CONF			
66677	58288	12822	62759	0	0	CONF	CONF	0	2334	
67142						CONF	CONF			
67151						CONF	CONF			
67209	4511	2355				CONF	CONF			
67254						CONF	CONF			
67656						CONF	CONF			
67870						CONF	CONF			
68671						CONF	CONF			
68756	0	0	0	0	0	CONF	CONF	0	0	
68831						CONF	CONF			
69333	18468	0	18205	0	0	CONF	CONF	0	322	
69678						CONF	CONF			
70218	0	0	0	0	0	CONF	CONF	0	0	
70414						CONF	CONF			
70638	24211	5822				CONF	CONF			
70955						CONF	CONF			
71073						CONF	CONF			
71457						CONF	CONF			
71859						CONF	CONF			
72258	17287	1072				CONF	CONF			
72351						CONF	CONF			
72454						CONF	CONF			
72678						CONF	CONF			
73116	12992	2120				CONF	CONF			
73152						CONF	CONF			
73554						CONF	CONF			
73956						CONF	CONF			
74056						CONF	CONF			
74140	11246	1189	10470	0	0	CONF	CONF	0	487	
74403						CONF	CONF			
74449						CONF	CONF			
75259	44509	2899				CONF	CONF			
75446						CONF	CONF			
75455						CONF	CONF			
75633	154845	24730	138953	0	663	CONF	CONF	4130	9411	
75651						CONF	CONF			
76153	0	0	0	0	0	CONF	CONF	0	0	
76443						CONF	CONF			
76854						CONF	CONF			
77150	0	0	0	0	0	CONF	CONF	0	0	
77253						CONF	CONF			
77422						CONF	CONF			
77851	95837	15765	88307	0	434	CONF	CONF	0	2721	
78157						CONF	CONF			
78241						CONF	CONF			
78559						CONF	CONF			
79042						CONF	CONF			
79127						CONF	CONF			
79145	10363	1556				CONF	CONF			
79257						CONF	CONF			
79855						CONF	CONF			
80150						CONF	CONF			
80374						CONF	CONF			
80431						CONF	CONF			
81175	16935	192				CONF	CONF			
82033						CONF	CONF			
82257						CONF	CONF			
82350						CONF	CONF			
82659	0	0	0	0	0	CONF	CONF	0	0	
83151						CONF	CONF			
83236						CONF	CONF			
83375						CONF	CONF			
83638	3205	1775	3918	0	0	CONF	CONF	0	45	
83834						CONF	CONF			
83852						CONF	CONF			
83955						CONF	CONF			
84046						CONF	CONF			
84541	30623	1806				CONF	CONF			
84804						CONF	CONF			
85052						CONF	CONF			
85472	29556	1493	31049	0	0	CONF	CONF	1217	1311	
85931						CONF	CONF			
86349						CONF	CONF			
86675						CONF	CONF			
87047						CONF	CONF			
87159						CONF	CONF			
87234	73034	22616				CONF	CONF			
87476						CONF	CONF			
87579						CONF	CONF			
88231	551269	123510				CONF	CONF			
88259						CONF	CONF			
88352						CONF	CONF			
88455						CONF	CONF			
88950						CONF	CONF			
89032						CONF	CONF			
89135						CONF	CONF			
89854						CONF	CONF			
89957						CONF	CONF			
90047						CONF	CONF			
90177						CONF	CONF			
90328						CONF	CONF			
90337	0	0	0	0	0	CONF	CONF	0	0	
90579						CONF	CONF			
91615						CONF	CONF			
91754	0	0	0	0	0	CONF	CONF	0	0	
91950						CONF	CONF			
92144						CONF	CONF			
92676						CONF	CONF			
92706						CONF	CONF			
92902						CONF	CONF			
93244						CONF	CONF			
93543	22331	1890				CONF	CONF			
93619						CONF	CONF			
94139						CONF	CONF			
94522	18788	3038				CONF	CONF			
94755						CONF	CONF			
94858						CONF	CONF			
95051	1234649	261765	95135	1052085	0	CONF	CONF	0	-2030	
95677						CONF	CONF			
96553						CONF	CONF			
97055						CONF	CONF			
97279						CONF	CONF			
97457						CONF	CONF			
97804	5122	1533				CONF	CONF			
97943						CONF	CONF			
98351						CONF	CONF			
98463						CONF	CONF			
98717	0	0	0	0	0	CONF	CONF	0	0	
99143						CONF	CONF			
99376	38442	12861	37110	0	0	CONF	CONF	450	1565	
99442						CONF	CONF			
99536						CONF	CONF			
99853						CONF	CONF			
100236						CONF	CONF			
100357						CONF	CONF			
100562	61986	5723	63714	0	0	CONF	CONF	0	2842	
100777						CONF	CONF			
100843						CONF	CONF			
101019	0	0	0	0	0	CONF	CONF	0	0	
101037						CONF	CONF			
101439						CONF	CONF			
101671						CONF	CONF			
101738						CONF	CONF			
101952						CONF	CONF			
102333						CONF	CONF			
102342						CONF	CONF			
102539						CONF	CONF			
102557						CONF	CONF			
102874	13004	0	13004	0	0	CONF	CONF	0	936	
103134						CONF	CONF			
104234						CONF	CONF			
104542						CONF	CONF			
104971						CONF	CONF			
105026						CONF	CONF			
105473	32728	3668				CONF	CONF			
105530						CONF	CONF			
106359						CONF	CONF			
106452						CONF	CONF			
106676						CONF	CONF			
107244	0	0	0	0	0	CONF	CONF	0	0	
107459						CONF	CONF			
107570	19333	1116				CONF	CONF			
107758						CONF	CONF			
108072						CONF	CONF			
108269						CONF	CONF			
108652						CONF	CONF			
108746						CONF	CONF			
108951	26550	9535				CONF	CONF			
109136						CONF	CONF			
109154						CONF	CONF			
109453						CONF	CONF			
109574						CONF	CONF			
109659						CONF	CONF			
110413						CONF	CONF			
110936						CONF	CONF			
110945						CONF	CONF			
110972						CONF	CONF			
111157	0	0	0	0	0	CONF	CONF	0	0	
111205						CONF	CONF			
111942	36417	0				CONF	CONF			
111979						CONF	CONF			
112163	28258	5088	26683	0	0	CONF	CONF	0	1079	
112332						CONF	CONF			
112444						CONF	CONF			
112510						CONF	CONF			
112556						CONF	CONF			
112837	0	0	0	0	0	CONF	CONF	0	0	
113003						CONF	CONF			
113030						CONF	CONF			
113441						CONF	CONF			
113601						CONF	CONF			
113740	56775	9033	45950	0	0	CONF	CONF	0	1563	
113937						CONF	CONF			
114149						CONF	CONF			
114260	46468	10098	38933	0	0	CONF	CONF	0	1604	
114457						CONF	CONF			
114774	43653	1590				CONF	CONF			
114840	13869	1242				CONF	CONF			
114859						CONF	CONF			
115146						CONF	CONF			
115575						CONF	CONF			
116358						CONF	CONF			
116554	27392	4518				CONF	CONF			
116741						CONF	CONF			
117038	0	0	0	0	0	CONF	CONF	0	0	
117074						CONF	CONF			
117458						CONF	CONF			
117775	0	0	0	0	0	CONF	CONF	0	0	
118156						CONF	CONF			
118660						CONF	CONF			
118736						CONF	CONF			
119153						CONF	CONF			
119528						CONF	CONF			
119779	17532	5013	19239	0	0	CONF	CONF	0	519	
119872						CONF	CONF			
120476						CONF	CONF			
120542						CONF	CONF			
120609	27082	2785				CONF	CONF			
120953						CONF	CONF			
121642	118030	17109	115680	0	0	CONF	CONF	0	2013	
121651						CONF	CONF			
121914						CONF	CONF			
122153						CONF	CONF			
122546						CONF	CONF			
122854	176616	43684	162083	0	0	CONF	CONF	0	5418	
123075						CONF	CONF			
123374						CONF	CONF			
124344	19324	2799				CONF	CONF			
124830						CONF	CONF			
125154						CONF	CONF			
125471						CONF	CONF			
125855	23374	2996				CONF	CONF			
125873						CONF	CONF			
126012						CONF	CONF			
126049						CONF	CONF			
126375						CONF	CONF			
126553	78442	88339	102687	0	0	CONF	CONF	0	0	
126834						CONF	CONF			
127055						CONF	CONF			
127224						CONF	CONF			
128258						CONF	CONF			
128904	46128	2734	46844	0	0	CONF	CONF	0	854	
129349						CONF	CONF			
129358	49969	5591				CONF	CONF			
129479	51502	12913				CONF	CONF			
129732	0	0	0	0	0	CONF	CONF	0	0	
129853						CONF	CONF			
129910	21787	3840				CONF	CONF			
130345						CONF	CONF			
130541	113152	7228	112585	0	0	CONF	CONF	0	7114	
130813						CONF	CONF			
131034						CONF	CONF			
131173	13863	5859				CONF	CONF			
131436	0	0	0	0	0	CONF	CONF	0	0	
131650	75754	1377	72787	0	0	CONF	CONF	0	2157	
131717	0	0	0	0	0	CONF	CONF	0	0	
131940						CONF	CONF			
132107	16980	3484				CONF	CONF			
132451						CONF	CONF			
132554	33333	1535	32931	0	982	CONF	CONF	0	0	
132778						CONF	CONF			
132938						CONF	CONF			
133579	394	0	394	0	0	CONF	CONF	0	22	
133850	55890	6548				CONF	CONF			
133971						CONF	CONF			
134156						CONF	CONF			
134437	14091	1694	14041	0	0	CONF	CONF	0	193	
134455						CONF	CONF			
134848						CONF	CONF			
135836						CONF	CONF			
135854						CONF	CONF			
136048						CONF	CONF			
136338						CONF	CONF			
136459						CONF	CONF			
136655						CONF	CONF			
137205						CONF	CONF			
137447						CONF	CONF			
137456						CONF	CONF			
137559						CONF	CONF			
137643						CONF	CONF			
137652	583231	133916	555191	3527	2879	CONF	CONF	737	31861	
137915	23027	311	22876	0	0	CONF	CONF	0	431	
138051						CONF	CONF			
138257						CONF	CONF			
138556						CONF	CONF			
139133						CONF	CONF			
139478						CONF	CONF			
139553						CONF	CONF			
139656	27737	6183	25311	0	0	CONF	CONF	0	850	
139740						CONF	CONF			
139834						CONF	CONF			
139843	48817	9281	43476	0	217	CONF	CONF	0	1918	
139955						CONF	CONF			
140157						CONF	CONF			
140362	0	0	0	0	0	CONF	CONF	0	0	
140634						CONF	CONF			
141211	9782	0				CONF	CONF			
141341						CONF	CONF			
141350						CONF	CONF			
141556						CONF	CONF			
141677						CONF	CONF			
141958						CONF	CONF			
142049						CONF	CONF			
142179						CONF	CONF			
142955						CONF	CONF			
143372						CONF	CONF			
143662	1138986	429052	1166007	0	5251	CONF	CONF	855	44443	
143859						CONF	CONF			
143952						CONF	CONF			
144034	25481	2520				CONF	CONF			
144052						CONF	CONF			
144155						CONF	CONF			
144678						CONF	CONF			
144856	5042	0				CONF	CONF			
144913						CONF	CONF			
145059						CONF	CONF			
145545	18615	2290				CONF	CONF			
145554						CONF	CONF			
145741						CONF	CONF			
145844	7389	2873				CONF	CONF			
146056						CONF	CONF			
146663	17840	1482				CONF	CONF			
146672	13965441	6113490	4257814	8480740	11865	CONF	CONF	7000	-108366	
147651						CONF	CONF			
147679						CONF	CONF			
147857	0	0	0	0	0	CONF	CONF	0	0	
147923						CONF	CONF			
148171	11635	1503				CONF	CONF			
148238						CONF	CONF			
148340						CONF	CONF			
148470						CONF	CONF			
148715						CONF	CONF			
148809						CONF	CONF			
148920						CONF	CONF			
149150						CONF	CONF			
150035	13678	1312	0	12255	0	CONF	CONF	0	367	
150044	39462	2518				CONF	CONF			
150156						CONF	CONF			
150727						CONF	CONF			
151546						CONF	CONF			
151957	15271	3799				CONF	CONF			
152057						CONF	CONF			
152253						CONF	CONF			
152431	11851	0				CONF	CONF			
152440						CONF	CONF			
153054						CONF	CONF			
153353						CONF	CONF			
154154						CONF	CONF			
154770						CONF	CONF			
155759						CONF	CONF			
156457						CONF	CONF			
156635						CONF	CONF			
156970						CONF	CONF			
157155						CONF	CONF			
157379						CONF	CONF			
157650	0	0	0	0	0	CONF	CONF	0	0	
157744						CONF	CONF			
157856						CONF	CONF			
158376						CONF	CONF			
158741						CONF	CONF			
159636	60423	17242	61434	0	0	CONF	CONF	0	2048	
159645	10	0				CONF	CONF			
159953						CONF	CONF			
159971						CONF	CONF			
160360						CONF	CONF			
160454						CONF	CONF			
160650	26545	295	26023	0	0	CONF	CONF	0	308	
160959	313874	43451	296413	0	0	CONF	CONF	0	8229	
161273	26701	3339				CONF	CONF			
161602	105300	11934				CONF	CONF			
162337						CONF	CONF			
163343						CONF	CONF			
163549	54463	6481	50123	0	0	CONF	CONF	0	1489	
163857	58457	8889				CONF	CONF			
164153						CONF	CONF			
164331						CONF	CONF			
164377						CONF	CONF			
164957						CONF	CONF			
164975						CONF	CONF			
165039	0	0	0	0	0	CONF	CONF	0	21	
165628	217648	31546	217692	0	0	CONF	CONF	0	8624	
165758	34024	3826				CONF	CONF			
165806	972	583	1420	0	0	CONF	CONF	0	36	
166111						CONF	CONF			
166531						CONF	CONF			
166652	18482	307	18232	0	0	CONF	CONF	0	786	
166849						CONF	CONF			
167453						CONF	CONF			
167752						CONF	CONF			
168357						CONF	CONF			
168571						CONF	CONF			
169327	8961	800				CONF	CONF			
169354						CONF	CONF			
169653	250081	78846	225174	0	0	CONF	CONF	439	3299	
169756						CONF	CONF			
170257						CONF	CONF			
170275						CONF	CONF			
170332	0	0	0	0	0	CONF	CONF	0	0	
170640						CONF	CONF			
171133						CONF	CONF			
171656						CONF	CONF			
171759						CONF	CONF			
171768	17457	3199				CONF	CONF			
172251						CONF	CONF			
172457						CONF	CONF			
172475						CONF	CONF			
172859						CONF	CONF			
173306						CONF	CONF			
173342						CONF	CONF			
173557						CONF	CONF			
173575	0	0	0	0	0	CONF	CONF	0	0	
173641						CONF	CONF			
173959						CONF	CONF			
174321						CONF	CONF			
174367	0	0	0	0	0	CONF	CONF	0	0	
174572	47889	0	0	0	0	CONF	CONF	0	1119	
175056	0	0	0	0	0	CONF	CONF	0	0	
175140	0	0	0	0	0	CONF	CONF	0	0	
175458						CONF	CONF			
175609						CONF	CONF			
176101	0	0	0	0	0	CONF	CONF	0	0	
176325	0	0	0	0	0	CONF	CONF	0	0	
176437						CONF	CONF			
176464	19111	0				CONF	CONF			
176642						CONF	CONF			
177135						CONF	CONF			
177443						CONF	CONF			
177500						CONF	CONF			
177555						CONF	CONF			
177751						CONF	CONF			
177920	8693	0	8307	0	0	CONF	CONF	0	298	
178150						CONF	CONF			
178244						CONF	CONF			
178356						CONF	CONF			
178851						CONF	CONF			
179148						CONF	CONF			
179335						CONF	CONF			
179700						CONF	CONF			
180144						CONF	CONF			
180443						CONF	CONF			
180537						CONF	CONF			
180845						CONF	CONF			
181963						CONF	CONF			
182353						CONF	CONF			
182951						CONF	CONF			
183668						CONF	CONF			
183770						CONF	CONF			
183958						CONF	CONF			
184656	0	0	0	0	0	CONF	CONF	0	0	
184759						CONF	CONF			
185251						CONF	CONF			
185448	0	0	0	0	0	CONF	CONF	0	0	
185859	14280	2443				CONF	CONF			
186221	22463	2284	15658	0	0	CONF	CONF	91	269	
186548						CONF	CONF			
186717						CONF	CONF			
186744						CONF	CONF			
187648						CONF	CONF			
187947	44136	5575	14379	31016	0	CONF	CONF	0	514	
188056						CONF	CONF			
188177						CONF	CONF			
188430	339785	49217				CONF	CONF			
188449						CONF	CONF			
188720						CONF	CONF			
188739						CONF	CONF			
188917						CONF	CONF			
189044	177944	30306	151025	11272	0	CONF	CONF	215	6532	
189129						CONF	CONF			
189745	268579	62369	243745	0	0	CONF	CONF	100	8142	
189950						CONF	CONF			
190563						CONF	CONF			
190648						CONF	CONF			
190947						CONF	CONF			
190956						CONF	CONF			
191355	0	0	0	0	0	CONF	CONF	0	0	
191935						CONF	CONF			
192147	11202	2447	11929	0	0	CONF	CONF	0	0	
192558	13066	592	12955	0	0	CONF	CONF	0	394	
192651						CONF	CONF			
192857						CONF	CONF			
193162	7219	1990				CONF	CONF			
193247	115419	29449				CONF	CONF			
193537						CONF	CONF			
193649	0	0	0	0	0	CONF	CONF	0	0	
193809	33687	1770	29125	0	432	CONF	CONF	0	933	
194440						CONF	CONF			
194570						CONF	CONF			
194936						CONF	CONF			
195111	15329	4303				CONF	CONF			
195157						CONF	CONF			
195456						CONF	CONF			
196752	0	0	0	0	0	CONF	CONF	0	0	
196800	25693	6333	0	0	0	CONF	CONF	0	597	
197142						CONF	CONF			
197254	0	0	0	0	0	CONF	CONF	0	0	
197302						CONF	CONF			
197478	0	0	0	0	0	CONF	CONF	0	0	
197759						CONF	CONF			
198073						CONF	CONF			
198149	21852	2369				CONF	CONF			
198251	11576	300				CONF	CONF			
198961						CONF	CONF			
199137						CONF	CONF			
199351						CONF	CONF			
199436						CONF	CONF			
199463						CONF	CONF			
200042						CONF	CONF			
200378	0	2853	0	0	0	CONF	CONF	1506	58	
200435						CONF	CONF			
201254						CONF	CONF			
201834	41130	1513	42450	0	0	CONF	CONF	0	696	
202514						CONF	CONF			
202541						CONF	CONF			
202907	2576	1340	2777	0	0	CONF	CONF	0	331	
203043	37040	298	37123	84	0	CONF	CONF	0	948	
203052	0	0	0	0	0	CONF	CONF	0	0	
203575						CONF	CONF			
204004	0	0	0	0	0	CONF	CONF	0	-7	
204077						CONF	CONF			
204237						CONF	CONF			
204826						CONF	CONF			
205243						CONF	CONF			
205346						CONF	CONF			
205458						CONF	CONF			
205542						CONF	CONF			
206156						CONF	CONF			
206174						CONF	CONF			
206473						CONF	CONF			
206772						CONF	CONF			
206950						CONF	CONF			
207041						CONF	CONF			
207050	390294	96260				CONF	CONF			
207452						CONF	CONF			
207470						CONF	CONF			
207555						CONF	CONF			
207845	31199	2561				CONF	CONF			
207872						CONF	CONF			
207957						CONF	CONF			
208057	20158	1070	21229	0	0	CONF	CONF	0	587	
208244	319666	50121	319506	0	0	CONF	CONF	0	2966	
208347	0	0	0	0	0	CONF	CONF	0	0	
208440						CONF	CONF			
208459						CONF	CONF			
208570						CONF	CONF			
208655						CONF	CONF			
208972						CONF	CONF			
209148						CONF	CONF			
209362	18488	0				CONF	CONF			
209559						CONF	CONF			
209858						CONF	CONF			
210238						CONF	CONF			
210256						CONF	CONF			
210434						CONF	CONF			
210779						CONF	CONF			
211114	0	0	0	0	0	CONF	CONF	0	0	
211271	1917654	482669	1696462	0	2386	CONF	CONF	2866	33084	
211338						CONF	CONF			
211851						CONF	CONF			
212018						CONF	CONF			
212335						CONF	CONF			
212344						CONF	CONF			
212465	665071	446691	692930	127450	1489	CONF	CONF	2260	-7159	
212522	0	0	35773	0	0	CONF	CONF	0	707	
212577	130563	89380	92320	48005	0	CONF	CONF	475	2978	
213471						CONF	CONF			
213538						CONF	CONF			
213912	0	0	0	0	0	CONF	CONF	0	0	
213958	0	0	0	0	0	CONF	CONF	0	0	
214106						CONF	CONF			
214414	19143	1534	18723	0	2383	CONF	CONF	0	326	
214722	14341	1067	12496	0	0	CONF	CONF	0	574	
214807	0	0	0	0	0	CONF	CONF	0	0	
214843						CONF	CONF			
215345	8772	3807				CONF	CONF			
215354						CONF	CONF			
215653						CONF	CONF			
215662	36293	17385	41110	0	30	CONF	CONF	32	0	
215710						CONF	CONF			
216164						CONF	CONF			
216230						CONF	CONF			
216922	110477	13412	93048	0	0	CONF	CONF	0	2273	
217059	0	0	0	0	0	CONF	CONF	0	0	
218131						CONF	CONF			
218261						CONF	CONF			
218850						CONF	CONF			
218878	0	0	0	0	0	CONF	CONF	0	0	
219044						CONF	CONF			
219651						CONF	CONF			
219679						CONF	CONF			
220059	23913	392				CONF	CONF			
220527	25067	5501	26018	314	0	CONF	CONF	0	1	
220844						CONF	CONF			
220974	22049	2518				CONF	CONF			
221775						CONF	CONF			
222156						CONF	CONF			
222446	13642	923	13401	0	0	CONF	CONF	0	694	
222558						CONF	CONF			
222754						CONF	CONF			
223322	52638	16542	48096	0	0	CONF	CONF	0	2480	
223452						CONF	CONF			
223751						CONF	CONF			
223845						CONF	CONF			
224954						CONF	CONF			
225054						CONF	CONF			
225157						CONF	CONF			
225559	67985	16482				CONF	CONF			
225942						CONF	CONF			
226949						CONF	CONF			
227151						CONF	CONF			
227357						CONF	CONF			
227656	26174	5996	31743	0	0	CONF	CONF	0	1300	
227777	22643	4052				CONF	CONF			
228000						CONF	CONF			
228055						CONF	CONF			
228158						CONF	CONF			
228279	15470	2614				CONF	CONF			
228345						CONF	CONF			
229070						CONF	CONF			
229173						CONF	CONF			
229342	0	0	0	0	0	CONF	CONF	0	0	
229454						CONF	CONF			
229801	326214	159256	253862	0	0	CONF	CONF	0	9959	
229913	0	0	0	0	0	CONF	CONF	0	0	
230423						CONF	CONF			
230610						CONF	CONF			
230759						CONF	CONF			
231279						CONF	CONF			
232847						CONF	CONF			
232856						CONF	CONF			
